ticker,PONB US Equity
2018-08-07,-0.6452
2018-08-10,-0.974
2018-08-13,0.6557
2018-08-24,-0.4886
2018-09-06,0.0
2018-09-12,0.0
2018-09-18,0.6579
2018-09-21,0.9723
2018-09-24,0.0
2018-09-27,-0.161
2018-10-22,-0.8065
2018-10-24,-10.5691
2018-10-25,-4.3636
2018-10-31,0.9506
2018-11-13,0.9416
2018-11-14,-0.9328
2018-11-16,4.7081
2018-12-03,-1.7266
2018-12-04,0.1098
2018-12-11,-2.5594
2018-12-13,-0.1876
2018-12-14,0.7519
2018-12-19,0.7463
2018-12-31,-0.1852
2019-01-09,0.0
2019-01-14,-0.7421
2019-01-15,-0.9346
2019-01-16,0.0
2019-01-17,0.0
2019-01-18,0.0
2019-01-29,1.8864
2019-01-31,-2.9626
2019-02-05,0.5725
2019-02-07,0.038
2019-02-08,-0.2276
2019-02-28,2.6616
2019-03-04,-1.8519
2019-03-12,3.7698
2019-03-21,-4.542
2019-03-29,0.1905
2019-04-12,1.7109999999999999
2019-05-02,-0.9346
2019-05-06,-0.9434
2019-05-08,1.9048
2019-05-17,0.0
2019-05-22,0.0
2019-05-31,0.1869
2019-06-06,0.0
2019-06-17,-0.5597
2019-07-03,0.3752
2019-07-05,0.0
2019-07-22,0.1869
2019-07-30,-0.1866
2019-08-01,0.1869
2019-08-05,-2.0522
2019-08-06,0.7619
2019-08-13,-0.9452
2019-08-14,0.3817
2019-08-16,-1.1027
2019-08-22,0.9227
2019-08-26,-0.7619
2019-08-28,0.9597
2019-09-09,0.0
2019-09-10,0.1901
2019-09-13,0.0
2019-09-17,0.5693
2019-09-18,-0.7547
2019-09-23,0.5703
2019-09-24,1.8904
2019-10-03,0.1855
2019-10-08,-1.1111
2019-10-09,1.1236
2019-10-10,0.0
2019-10-18,-1.1111
2019-10-21,1.1236
2019-10-25,2.037
2019-10-29,-2.359
2019-10-30,0.3714
2019-10-31,3.7037
2019-11-07,-1.7856999999999998
2019-11-12,1.4545
2019-11-19,-0.5376
2019-11-20,0.036
2019-11-25,0.1441
2019-12-03,-0.2158
2019-12-04,0.2163
2019-12-05,0.3597
2019-12-20,0.3584
2019-12-24,0.8929
2019-12-26,0.0
2019-12-31,2.6549
2020-01-08,-1.7241
2020-03-03,0.0
2020-03-09,-7.7193000000000005
2020-03-10,-19.924
2020-03-13,9.2118
2020-03-17,-0.2609
2020-03-18,-8.4568
2020-03-23,-14.2857
2020-03-26,0.0
2020-04-01,-8.0556
2020-04-09,4.2296
2020-04-13,0.0
2020-04-16,0.0
2020-04-22,-7.2464
2020-04-28,12.4375
2020-05-19,-5.781
2020-05-26,-5.6041
2020-05-28,0.6244
2020-06-01,2.4845
2020-06-03,-3.0303
2020-06-05,5.625
2020-06-08,-6.5089
2020-06-09,4.4304
2020-06-12,-3.0303
2020-06-25,0.0
2020-06-26,-1.5625
2020-07-02,-3.1111
2020-07-06,1.2451
2020-07-07,-2.9126
2020-07-09,1.3333
2020-07-14,-1.3158
2020-07-15,-0.3333
2020-07-16,0.3344
2020-07-17,3.2
2020-07-24,0.7752
2020-07-27,2.2436
2020-07-28,3.4483
2020-07-30,0.9091
