ticker,GO US Equity
2019-11-07,-0.9942
2019-11-08,0.7775
2019-11-11,-0.3536
2019-11-12,5.1613
2019-11-13,-3.1288
2019-11-14,0.8233
2019-11-15,-0.8794
2019-11-18,-3.0418
2019-11-19,0.1961
2019-11-20,1.1089
2019-11-21,-0.4839
2019-11-22,2.6904
2019-11-25,0.2841
2019-11-26,2.9901999999999997
2019-11-27,0.1834
2019-11-29,1.0677
2019-12-02,-1.147
2019-12-03,1.6489
2019-12-04,-2.3731
2019-12-05,-3.1385
2019-12-06,3.0813
2019-12-09,-0.4931
2019-12-10,-1.5794000000000001
2019-12-11,0.5035
2019-12-12,-4.6024
2019-12-13,1.4769
2019-12-16,1.2612999999999999
2019-12-17,-0.3194
2019-12-18,0.5127
2019-12-19,0.8926
2019-12-20,4.2338000000000005
2019-12-23,-0.4244
2019-12-24,-1.3394
2019-12-26,2.4684
2019-12-27,0.7829
2019-12-30,-0.5378
2019-12-31,-2.5233
2020-01-02,-1.4176
2020-01-03,0.2188
2020-01-06,-2.776
2020-01-07,0.8341
2020-01-08,0.9863
2020-01-09,2.6465
2020-01-10,0.6753
2020-01-13,2.1341
2020-01-14,0.4478
2020-01-15,0.2377
2020-01-16,1.6602000000000001
2020-01-17,0.4374
2020-01-21,1.6841
2020-01-22,1.6562000000000001
2020-01-23,1.264
2020-01-24,-1.7198
2020-01-27,-0.508
2020-01-28,-4.9645
2020-01-29,0.7164
2020-01-30,-3.3491
2020-01-31,0.3987
2020-02-03,-0.0611
2020-02-04,-1.7421
2020-02-05,-1.8351
2020-02-06,-1.0456
2020-02-07,-0.8646
2020-02-10,-0.6783
2020-02-11,0.0
2020-02-12,2.5691
2020-02-13,2.0926
2020-02-14,2.205
2020-02-18,-2.4309
2020-02-19,-0.2803
2020-02-20,1.0618
2020-02-21,-2.1941
2020-02-24,-1.0427
2020-02-25,1.2133
2020-02-26,-1.3249
2020-02-27,-4.0921
2020-02-28,5.5
2020-03-02,-0.3791
2020-03-03,-1.1735
2020-03-04,4.9743
2020-03-05,0.7643
2020-03-06,1.2743
2020-03-09,-1.8574000000000002
2020-03-10,2.0757
2020-03-11,-2.7512
2020-03-12,-10.6396
2020-03-13,4.1294
2020-03-16,-2.5446
2020-03-17,14.3099
2020-03-18,-0.9789
2020-03-19,-8.6279
2020-03-20,1.0492
2020-03-23,2.109
2020-03-24,5.4973
2020-03-25,0.753
2020-03-26,5.9193
2020-03-27,-4.5724
2020-03-30,-0.0296
2020-03-31,1.5976
2020-04-01,0.233
2020-04-02,0.3196
2020-04-03,-0.3475
2020-04-06,8.2244
2020-04-07,-1.3426
2020-04-08,-2.6402
2020-04-09,-5.3397
2020-04-13,0.3839
2020-04-14,-0.5001
2020-04-15,-0.5027
2020-04-16,3.3878
2020-04-17,2.357
2020-04-20,-1.8815
2020-04-21,0.4865
2020-04-22,0.1139
2020-04-23,-3.6131
2020-04-24,2.9516
2020-04-27,1.6915
2020-04-28,-1.7761
2020-04-29,-0.7463
2020-04-30,-3.7883
2020-05-01,-0.2705
2020-05-04,-0.3617
2020-05-05,4.2045
2020-05-06,4.9056999999999995
2020-05-07,0.6641
2020-05-08,0.9071
2020-05-11,-0.109
2020-05-12,2.2362
2020-05-13,-1.6271
2020-05-14,1.9794
2020-05-15,-0.2127
2020-05-18,2.2649
2020-05-19,-0.0261
2020-05-20,-1.4855
2020-05-21,-0.4497
2020-05-22,0.5581
2020-05-26,-2.0877
2020-05-27,0.6478
2020-05-28,-3.0035
2020-05-29,1.7694
2020-06-01,-2.1189999999999998
2020-06-02,0.7771
2020-06-03,0.2754
2020-06-04,-2.2796
2020-06-05,-2.67
2020-06-08,-4.5914
2020-06-09,-0.9685
2020-06-10,3.8203
2020-06-11,-2.3845
2020-06-12,-1.5983
2020-06-15,1.5936
2020-06-16,4.6757
2020-06-17,2.3055
2020-06-18,-1.9437
2020-06-19,0.6033
2020-06-22,1.1993
2020-06-23,9.8476
2020-06-24,-2.5173
2020-06-25,2.1344
2020-06-26,1.6512
2020-06-29,5.3299
2020-06-30,-1.6867
2020-07-01,1.4461
2020-07-02,1.4496
2020-07-06,4.9774
2020-07-07,-1.7922
2020-07-08,-1.155
2020-07-09,0.3505
2020-07-10,-3.0973
2020-07-13,-4.9267
2020-07-14,0.3539
2020-07-15,-1.6120999999999999
2020-07-16,0.6912
2020-07-17,0.0
2020-07-20,0.2288
2020-07-21,1.9787
2020-07-22,3.4328
2020-07-23,2.7417
2020-07-24,-2.2004
2020-07-27,3.1593999999999998
2020-07-28,0.464
2020-07-29,-0.0231
2020-07-30,1.6632
2020-07-31,-0.0454
