ticker,WORK US Equity
2019-11-06,-2.9398
2019-11-07,0.993
2019-11-08,0.7866
2019-11-11,-1.8049
2019-11-12,2.8316
2019-11-13,2.8986
2019-11-14,1.831
2019-11-15,5.3942
2019-11-18,1.0936
2019-11-19,-8.3514
2019-11-20,2.4551
2019-11-21,-3.2258
2019-11-22,0.8095
2019-11-25,6.2825
2019-11-26,-1.8222
2019-11-27,2.3993
2019-11-29,0.8842
2019-12-02,-1.3585
2019-12-03,0.2665
2019-12-04,-4.0319
2019-12-05,5.1708
2019-12-06,-1.2291
2019-12-09,2.2222
2019-12-10,-3.2609
2019-12-11,-6.7416
2019-12-12,0.7229
2019-12-13,2.3445
2019-12-16,0.0935
2019-12-17,-3.2695
2019-12-18,2.028
2019-12-19,0.4733
2019-12-20,1.3189
2019-12-23,0.093
2019-12-24,-0.836
2019-12-26,3.0445
2019-12-27,0.0
2019-12-30,0.9545
2019-12-31,1.2157
2020-01-02,2.4021
2020-01-03,-2.4327
2020-01-06,4.7195
2020-01-07,1.318
2020-01-08,-0.2518
2020-01-09,-2.5242
2020-01-10,-0.2158
2020-01-13,0.346
2020-01-14,-3.9655
2020-01-15,0.2244
2020-01-16,2.8661
2020-01-17,-2.2203
2020-01-21,-0.6679
2020-01-22,-0.762
2020-01-23,-4.1554
2020-01-24,-2.9689
2020-01-27,-2.5741
2020-01-28,4.5862
2020-01-29,-0.858
2020-01-30,-0.7692
2020-01-31,0.436
2020-02-03,1.206
2020-02-04,10.8198
2020-02-05,0.2581
2020-02-06,-2.8314
2020-02-07,1.5011
2020-02-10,15.4415
2020-02-11,-2.11
2020-02-12,-0.6543
2020-02-13,2.8670999999999998
2020-02-14,5.4237
2020-02-18,-1.4647999999999999
2020-02-19,-0.2901
2020-02-20,-0.0364
2020-02-21,3.4558
2020-02-24,-1.8284
2020-02-25,-4.1905
2020-02-26,-0.5234
2020-02-27,-1.4656
2020-02-28,3.0511
2020-03-02,0.7032
2020-03-03,-1.0658
2020-03-04,3.2689
2020-03-05,2.1223
2020-03-06,-6.9391
2020-03-09,-5.7911
2020-03-10,0.683
2020-03-11,-5.7462
2020-03-12,-9.6105
2020-03-13,-8.2436
2020-03-16,-13.0168
2020-03-17,16.784
2020-03-18,-9.4975
2020-03-19,16.6574
2020-03-20,5.8068
2020-03-23,11.336
2020-03-24,4.8485
2020-03-25,-0.2697
2020-03-26,10.0464
2020-03-27,0.3511
2020-03-30,-1.2946
2020-03-31,-4.8564
2020-04-01,-4.0611
2020-04-02,-5.7864
2020-04-03,0.0
2020-04-06,0.2061
2020-04-07,-3.4142
2020-04-08,6.0477
2020-04-09,-0.8032
2020-04-13,1.0526
2020-04-14,1.4423
2020-04-15,10.703
2020-04-16,4.8163
2020-04-17,-4.3567
2020-04-20,4.0925
2020-04-21,-9.538499999999999
2020-04-22,-1.1338
2020-04-23,1.4144
2020-04-24,-1.7715999999999998
2020-04-27,4.7966
2020-04-28,-1.5745
2020-04-29,0.7068
2020-04-30,-1.4038
2020-05-01,-1.1615
2020-05-04,3.1084
2020-05-05,0.3309
2020-05-06,1.2459
2020-05-07,8.3967
2020-05-08,4.0401
2020-05-11,0.3209
2020-05-12,-0.7997
2020-05-13,-2.6121
2020-05-14,4.8344000000000005
2020-05-15,-1.0423
2020-05-18,-7.437
2020-05-19,2.3793
2020-05-20,5.5911
2020-05-21,0.925
2020-05-22,0.2212
2020-05-26,2.2075
2020-05-27,-0.9256
2020-05-28,1.3391
2020-05-29,7.7136
2020-06-01,6.077
2020-06-02,3.2275
2020-06-03,3.9604
2020-06-04,-4.9123
2020-06-05,-14.1803
2020-06-08,-1.6892
2020-06-09,-2.1556
2020-06-10,3.6718
2020-06-11,-6.5599
2020-06-12,1.7139
2020-06-15,0.0324
2020-06-16,4.8267
2020-06-17,0.1236
2020-06-18,5.6173
2020-06-19,-3.1853
2020-06-22,3.2599
2020-06-23,-0.4969
2020-06-24,-6.0811
2020-06-25,2.6587
2020-06-26,-0.8836
2020-06-29,-5.103
2020-06-30,0.7127
2020-07-01,-0.0965
2020-07-02,-2.4147
2020-07-06,2.6724
2020-07-07,1.1568
2020-07-08,8.7675
2020-07-09,-0.6425
2020-07-10,-0.5291
2020-07-13,-1.2411
2020-07-14,-3.1418
2020-07-15,-0.7723
2020-07-16,-1.5878
2020-07-17,1.5817999999999999
2020-07-20,3.6749
2020-07-21,-2.0427
2020-07-22,-5.1211
2020-07-23,-1.9069
2020-07-24,-2.0758
2020-07-27,-1.1777
2020-07-28,-2.111
2020-07-29,-0.5217
2020-07-30,0.5944
2020-07-31,2.7112
