ticker,GSX US Equity
2019-10-28,-2.0117
2019-10-29,1.9205
2019-10-30,10.3964
2019-10-31,0.8829
2019-11-01,-4.9592
2019-11-04,-0.4297
2019-11-05,-1.233
2019-11-06,-4.8065
2019-11-07,-2.0328
2019-11-08,2.4766
2019-11-11,-1.7635999999999998
2019-11-12,0.3324
2019-11-13,0.1988
2019-11-14,-3.5714
2019-11-15,2.2634
2019-11-18,12.3407
2019-11-19,-7.4627
2019-11-20,-6.0
2019-11-21,11.1874
2019-11-22,14.6296
2019-11-25,2.0463
2019-11-26,-3.2718
2019-11-27,-4.0917
2019-11-29,0.0569
2019-12-02,3.2973
2019-12-03,0.0
2019-12-04,2.2014
2019-12-05,2.531
2019-12-06,3.0987
2019-12-09,0.3057
2019-12-10,1.1681
2019-12-11,0.4518
2019-12-12,-1.0495
2019-12-13,3.4848
2019-12-16,-0.4392
2019-12-17,1.2255
2019-12-18,0.1937
2019-12-19,-0.7733
2019-12-20,1.9484
2019-12-23,3.01
2019-12-24,1.9481000000000002
2019-12-26,0.2275
2019-12-27,-0.5447
2019-12-30,-2.419
2019-12-31,2.2451
2020-01-02,8.6002
2020-01-03,-1.3058
2020-01-06,1.3658000000000001
2020-01-07,4.2105
2020-01-08,-1.1717
2020-01-09,3.2706
2020-01-10,6.2549
2020-01-13,3.0179
2020-01-14,3.6528
2020-01-15,2.6518
2020-01-16,3.3311
2020-01-17,8.2566
2020-01-21,5.1656
2020-01-22,1.8492
2020-01-23,-7.1489
2020-01-24,-4.6135
2020-01-27,9.8014
2020-01-28,2.4504
2020-01-29,6.008
2020-01-30,-13.1077
2020-01-31,1.051
2020-02-03,7.2193
2020-02-04,9.9857
2020-02-05,-3.0869
2020-02-06,5.0321
2020-02-07,1.7328999999999999
2020-02-10,4.5591
2020-02-11,-10.805
2020-02-12,-2.7397
2020-02-13,2.0713
2020-02-14,-6.6558
2020-02-18,9.7391
2020-02-19,18.8061
2020-02-20,-4.9355
2020-02-21,-0.0935
2020-02-24,6.3202
2020-02-25,-2.9282
2020-02-26,-1.3382
2020-02-27,-3.4483
2020-02-28,-3.4524
2020-03-02,1.455
2020-03-03,4.7399000000000004
2020-03-04,-0.4874
2020-03-05,-0.8862
2020-03-06,-1.7882
2020-03-09,-2.6353999999999997
2020-03-10,3.6417
2020-03-11,-0.1187
2020-03-12,-10.8391
2020-03-13,4.4788
2020-03-16,-4.3123000000000005
2020-03-17,12.0
2020-03-18,-4.5238
2020-03-19,2.7431
2020-03-20,-3.0825
2020-03-23,-5.134
2020-03-24,3.9599
2020-03-25,6.3484
2020-03-26,1.3849
2020-03-27,-0.683
2020-03-30,-0.4031
2020-03-31,0.8571
2020-04-01,-2.4079
2020-04-02,-5.7088
2020-04-03,-15.5208
2020-04-06,2.1257
2020-04-07,-3.5088
2020-04-08,-6.1017
2020-04-09,8.8284
2020-04-13,-5.3076
2020-04-14,-0.6369
2020-04-15,-4.9038
2020-04-16,6.9093
2020-04-17,5.8953
2020-04-20,6.3114
2020-04-21,-2.9123
2020-04-22,-2.4805
2020-04-23,-3.0464
2020-04-24,-3.1422
2020-04-27,11.5591
2020-04-28,7.651
2020-04-29,2.203
2020-04-30,1.514
2020-05-01,-5.9151
2020-05-04,0.7523
2020-05-05,5.8133
2020-05-06,-1.7389000000000001
2020-05-07,4.8217
2020-05-08,2.7159
2020-05-11,-5.5979
2020-05-12,-3.5327
2020-05-13,0.2354
2020-05-14,-8.8466
2020-05-15,1.4314
2020-05-18,-7.3102
2020-05-19,3.1669
2020-05-20,-9.7403
2020-05-21,-5.1341
2020-05-22,2.4819
2020-05-26,4.3391
2020-05-27,-4.0297
2020-05-28,0.2687
2020-05-29,5.0586
2020-06-01,3.9859999999999998
2020-06-02,13.3701
2020-06-03,6.8434
2020-06-04,4.8101
2020-06-05,-2.1256
2020-06-08,-1.0365
2020-06-09,-1.2469000000000001
2020-06-10,3.4596
2020-06-11,-3.588
2020-06-12,8.962
2020-06-15,20.8178
2020-06-16,-0.4231
2020-06-17,8.4589
2020-06-18,-0.1959
2020-06-19,3.1401
2020-06-22,-2.9407
2020-06-23,4.2595
2020-06-24,-3.0769
2020-06-25,1.94
2020-06-26,-0.2595
2020-06-29,1.1795
2020-06-30,2.8459
2020-07-01,-4.5674
2020-07-02,10.2009
2020-07-06,4.1528
2020-07-07,5.1743
2020-07-08,13.1674
2020-07-09,12.3386
2020-07-10,-0.2618
2020-07-13,-6.3677
2020-07-14,-2.9616
2020-07-15,-3.7553
2020-07-16,-2.1141
2020-07-17,1.5065
2020-07-20,10.467600000000001
2020-07-21,1.8309
2020-07-22,-2.1833
2020-07-23,-1.6949
2020-07-24,-1.4085
2020-07-27,7.5985
2020-07-28,-2.3349
2020-07-29,-1.8282
2020-07-30,2.7217000000000002
2020-07-31,3.5677
