ticker,GTYH US Equity
2017-11-08,0.1984
2017-11-09,-0.099
2017-11-13,0.0
2017-11-14,-0.7929
2017-11-15,-0.3996
2017-11-16,1.1033
2017-11-17,-1.2897
2017-11-20,-0.3015
2017-11-21,0.1008
2017-11-24,0.1007
2017-11-27,-0.1006
2017-11-28,-0.1007
2017-11-29,0.0
2017-11-30,-0.4133
2017-12-01,-0.0911
2017-12-04,0.304
2017-12-05,-0.202
2017-12-06,0.253
2017-12-07,-0.2524
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,0.2024
2017-12-13,0.0
2017-12-14,0.202
2017-12-15,-0.4032
2017-12-18,0.5061
2017-12-19,0.0
2017-12-20,0.0
2017-12-22,0.1007
2017-12-26,0.0
2017-12-27,-0.1006
2017-12-29,0.0
2018-01-02,-0.2014
2018-01-03,-0.1009
2018-01-04,0.404
2018-01-05,0.1006
2018-01-08,-0.1005
2018-01-09,0.0
2018-01-10,0.1006
2018-01-11,-0.201
2018-01-12,0.3021
2018-01-16,-0.2008
2018-01-17,-0.1006
2018-01-18,0.2014
2018-01-19,0.1005
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,-0.1004
2018-01-25,0.0
2018-01-26,0.1005
2018-01-30,0.0
2018-01-31,-0.3012
2018-02-01,0.4028
2018-02-02,-0.2006
2018-02-05,0.0
2018-02-06,0.201
2018-02-07,-0.5015
2018-02-09,0.2016
2018-02-12,-0.2012
2018-02-13,0.2016
2018-02-14,-0.2012
2018-02-16,0.0
2018-02-20,0.0
2018-02-21,-0.1008
2018-02-22,0.1009
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,0.0
2018-03-06,0.0
2018-03-07,0.3024
2018-03-08,-0.3015
2018-03-09,0.0
2018-03-12,0.0
2018-03-14,0.504
2018-03-19,-0.4012
2018-03-21,-0.1007
2018-03-22,0.0
2018-03-26,0.0
2018-03-27,0.0
2018-03-28,0.3024
2018-04-03,0.1005
2018-04-04,-0.4016
2018-04-06,0.0
2018-04-09,0.2016
2018-04-10,-0.2012
2018-04-11,0.2016
2018-04-12,0.0
2018-04-13,0.0
2018-04-16,0.0
2018-04-17,0.1006
2018-04-18,0.0
2018-04-19,0.201
2018-04-20,0.0
2018-04-23,-0.2006
2018-04-24,0.1005
2018-04-26,-0.1004
2018-04-27,0.0
2018-04-30,0.0
2018-05-01,0.5025
2018-05-03,-0.3
2018-05-04,0.0
2018-05-10,-0.1003
2018-05-14,0.7018
2018-05-15,-0.1984
2018-05-18,0.1998
2018-05-23,-0.2991
2018-05-24,0.0
2018-05-30,0.0
2018-05-31,0.0
2018-06-04,0.3
2018-06-06,-0.2991
2018-06-07,0.1
2018-06-11,0.2997
2018-06-12,0.0
2018-06-13,-0.0996
2018-06-14,0.1994
2018-06-15,0.396
2018-06-18,-0.4936
2018-06-19,0.1992
2018-06-20,0.3976
2018-06-21,0.099
2018-06-22,-0.3956
2018-06-27,-0.0993
2018-06-28,0.3976
2018-07-05,0.099
2018-07-09,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.3956
2018-07-23,-0.2079
2018-07-24,-0.0859
2018-07-26,-0.1996
2018-07-27,0.0
2018-07-30,0.297
2018-07-31,0.0
2018-08-02,0.0
2018-08-06,0.0
2018-08-09,0.2863
2018-08-13,-0.1851
2018-08-15,-0.1006
2018-08-16,0.1974
2018-08-17,0.0
2018-08-20,-0.197
2018-08-21,0.2962
2018-08-28,-0.0669
2018-08-29,-0.13
2018-08-30,-0.0986
2018-09-04,0.3455
2018-09-05,0.1476
2018-09-06,0.0
2018-09-11,0.1965
2018-09-13,-0.4902
2018-09-14,0.0
2018-09-17,0.0
2018-09-18,-0.197
2018-09-19,-0.0987
2018-09-20,0.1976
2018-09-21,0.0986
2018-09-24,-0.7882
2018-09-25,0.7944
2018-09-26,-0.1852
2018-09-27,-0.0118
2018-09-28,0.0987
2018-10-01,-0.0986
2018-10-02,-0.0987
2018-10-03,0.0988
2018-10-04,0.1974
2018-10-05,0.0
2018-10-08,0.197
2018-10-09,0.0
2018-10-10,-0.1967
2018-10-11,0.0985
2018-10-12,0.0984
2018-10-15,0.0983
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,0.0
2018-10-19,0.0
2018-10-22,0.0
2018-10-23,-0.0982
2018-10-24,0.0
2018-10-25,0.0
2018-10-26,0.0983
2018-10-29,-0.7859
2018-10-30,0.8911
2018-10-31,1.0795
2018-11-01,-0.8252
2018-11-02,0.0489
2018-11-05,-0.9785
2018-11-06,0.5929
2018-11-07,-0.2947
2018-11-08,0.0
2018-11-09,0.197
2018-11-12,0.0
2018-11-13,0.295
2018-11-14,0.0
2018-11-15,-0.4902
2018-11-16,0.2463
2018-11-20,-0.2457
2018-11-21,0.2956
2018-11-26,0.0
2018-11-27,-0.1965
2018-11-28,0.0984
2018-11-29,0.0
2018-12-04,-0.1967
2018-12-06,-0.197
2018-12-07,-0.5923
2018-12-10,0.1986
2018-12-11,0.0991
2018-12-13,-0.495
2018-12-14,0.4975
2018-12-17,-0.297
2018-12-18,0.1986
2018-12-19,-0.892
2018-12-20,0.0
2018-12-21,0.5
2018-12-24,-0.0498
2018-12-26,0.0498
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,0.0
2019-01-02,0.199
2019-01-03,0.0
2019-01-04,0.0
2019-01-07,0.0993
2019-01-08,0.0
2019-01-09,0.496
2019-01-10,0.0987
2019-01-16,0.0986
2019-01-17,0.0621
2019-01-18,0.3318
2019-01-22,0.0981
2019-01-23,-0.2941
2019-01-24,0.295
2019-01-25,-0.2941
2019-01-28,0.3933
2019-01-29,0.1469
2019-01-30,0.1467
2019-01-31,-0.0488
2019-02-01,-0.2443
2019-02-04,-1.0774
2019-02-05,2.5743
2019-02-06,-1.5444
2019-02-11,1.0775
2019-02-12,-0.7265
2019-02-13,3.0777
2019-02-14,-3.7915
2019-02-15,-0.8867
2019-02-19,0.6958
2019-02-20,-1.2833
2019-02-21,-1.0
2019-02-22,0.303
2019-02-25,0.7049
2019-02-26,-10.6
2019-02-27,-3.8031
2019-02-28,-1.0465
2019-03-01,-0.47
2019-03-04,0.2231
2019-03-05,-0.576
2019-03-06,1.1848
2019-03-07,-1.0539
2019-03-08,-3.6686
2019-03-11,-1.5971
2019-03-12,0.4994
2019-03-13,1.3975
2019-03-14,-1.1332
2019-03-15,-0.2478
2019-03-18,3.2298
2019-03-19,-1.6846999999999999
2019-03-20,3.4272
2019-03-21,-0.5917
2019-03-22,0.0
2019-03-26,2.9762
2019-03-27,2.0809
2019-03-28,-0.453
2019-03-29,0.1138
2019-04-01,0.0
2019-04-02,0.5682
2019-04-03,4.2938
2019-04-04,0.5417
2019-04-05,-4.5259
2019-04-08,-0.7901
2019-04-09,2.2753
2019-04-10,-0.8899
2019-04-11,7.6319
2019-04-12,-3.024
2019-04-15,-1.0753
2019-04-16,-0.7609
2019-04-18,-1.4239
2019-04-22,0.5556
2019-04-23,-0.3315
2019-04-24,-0.388
2019-04-25,0.1669
2019-04-26,0.0
2019-04-29,0.0
2019-04-30,0.0
2019-05-01,0.8889
2019-05-02,1.3216
2019-05-03,0.5435
2019-05-06,0.1081
2019-05-07,0.0
2019-05-08,3.1317
2019-05-09,1.7801
2019-05-10,2.4691
2019-05-13,-2.2088
2019-05-14,1.54
2019-05-15,-2.73
2019-05-16,0.8316
2019-05-17,-1.134
2019-05-20,-2.2941
2019-05-21,-1.2807
2019-05-22,-2.7027
2019-05-23,-5.5556
2019-05-24,5.8824
2019-05-28,2.2222
2019-05-29,-1.3043
2019-05-30,0.7709
2019-05-31,-2.9508
2019-06-03,-2.2523
2019-06-04,0.1152
2019-06-05,-8.5155
2019-06-06,-0.2516
2019-06-07,0.6305
2019-06-10,-1.2530999999999999
2019-06-11,0.0
2019-06-12,0.0
2019-06-13,-2.0305
2019-06-14,-1.943
2019-06-17,1.9815
2019-06-18,2.9793
2019-06-19,5.6604
2019-06-20,-6.9048
2019-06-21,-2.1739
2019-06-24,-0.5229
2019-06-25,-4.5992
2019-06-26,0.9642
2019-06-27,-3.9563
2019-06-28,-2.6989
2019-07-01,7.1533
2019-07-02,-4.7684
2019-07-03,-11.0157
2019-07-05,4.6624
2019-07-08,1.0753
2019-07-09,0.7599
2019-07-10,2.2624
2019-07-11,-0.7375
2019-07-12,-0.7429
2019-07-15,-1.7964
2019-07-16,0.4573
2019-07-17,1.6692
2019-07-18,-0.7463
2019-07-19,-1.6541000000000001
2019-07-22,0.7645
2019-07-23,2.2762000000000002
2019-07-24,5.1929
2019-07-25,0.0
2019-07-26,-2.6798
2019-07-29,-1.5941999999999998
2019-07-30,3.8292
2019-07-31,-1.2766
2019-08-01,-1.8678
2019-08-02,-0.7321
2019-08-05,-7.8171
2019-08-06,1.76
2019-08-07,-0.3145
2019-08-08,-5.0473
2019-08-09,-0.3322
2019-08-12,0.0
2019-08-13,3.0
2019-08-14,-0.1618
2019-08-15,-1.4586999999999999
2019-08-16,-0.8224
2019-08-19,1.4925
2019-08-20,0.3268
2019-08-21,3.5831
2019-08-22,-2.8302
2019-08-23,-0.4854
2019-08-26,2.439
2019-08-27,-0.4762
2019-08-28,-0.638
2019-08-29,-0.8026
2019-08-30,1.2945
2019-09-03,-1.9169
2019-09-04,0.0
2019-09-05,1.4658
2019-09-06,-0.1605
2019-09-09,0.3215
2019-09-10,-0.3205
2019-09-11,4.6624
2019-09-12,-0.1536
2019-09-13,0.3077
2019-09-16,0.4601
2019-09-17,1.374
2019-09-18,0.6024
2019-09-19,-1.6467
2019-09-20,-0.4566
2019-09-23,-1.8349
2019-09-24,-1.8692
2019-09-25,-0.4762
2019-09-26,-1.1164
2019-09-27,-0.6452
2019-09-30,1.7856999999999998
2019-10-01,-3.6683
2019-10-02,-0.4967
2019-10-03,-1.8303
2019-10-04,-4.4068
2019-10-07,-2.4823
2019-10-08,0.0
2019-10-09,2.7273
2019-10-10,0.0
2019-10-11,-0.531
2019-10-14,-5.1601
2019-10-15,-1.1257
2019-10-16,-3.6052999999999997
2019-10-17,0.3937
2019-10-18,-4.5098
2019-10-21,1.4374
2019-10-22,-1.2146
2019-10-23,3.2787
2019-10-24,5.1587
2019-10-25,-1.1320999999999999
2019-10-28,0.9542
2019-10-29,3.2136
2019-10-30,-2.0147
2019-10-31,-2.6168
2019-11-01,1.3436
2019-11-04,1.8939
2019-11-05,-0.9294
2019-11-06,-0.9381
2019-11-07,1.1364
2019-11-08,-1.1236
2019-11-11,0.5682
2019-11-12,1.8832
2019-11-13,-0.5545
2019-11-14,-1.3011
2019-11-15,-2.4482
2019-11-18,0.7722
2019-11-19,1.9157
2019-11-20,1.2218
2019-11-21,-6.3138
2019-11-22,-3.2706
2019-11-25,-3.0738
2019-11-26,2.3256
2019-11-27,-0.8264
2019-11-29,2.7083
2019-12-02,-4.8682
2019-12-03,1.4925
2019-12-04,0.0
2019-12-05,2.1008
2019-12-06,4.7325
2019-12-09,16.5029
2019-12-10,6.4081
2019-12-11,-3.3281
2019-12-12,6.8852
2019-12-13,-1.0735999999999999
2019-12-16,-4.186
2019-12-17,-7.2816
2019-12-18,-2.7923
2019-12-19,-1.0772
2019-12-20,0.5445
2019-12-23,0.1805
2019-12-24,2.5225
2019-12-26,-0.3515
2019-12-27,0.5291
2019-12-30,-1.5789
2019-12-31,4.9911
2020-01-02,-0.5093
2020-01-03,-2.901
2020-01-06,-0.5272
2020-01-07,0.53
2020-01-08,7.5571
2020-01-09,-0.817
2020-01-10,-1.4827
2020-01-13,2.8428
2020-01-14,0.0
2020-01-15,1.4634
2020-01-16,0.4808
2020-01-17,-2.0734
2020-01-21,-2.9316
2020-01-22,0.0
2020-01-23,4.8658
2020-01-24,-2.24
2020-01-27,0.6547
2020-01-28,-0.3252
2020-01-29,-3.2626
2020-01-30,1.855
2020-01-31,3.6424
2020-02-03,-4.4728
2020-02-04,1.0033
2020-02-05,3.9735
2020-02-06,7.3248
2020-02-07,-0.1484
2020-02-10,-0.2972
2020-02-11,0.5961
2020-02-12,0.4444
2020-02-13,0.295
2020-02-14,5.8824
2020-02-18,-3.75
2020-02-19,-2.886
2020-02-20,-8.6181
2020-02-21,-0.6504
2020-02-24,-0.8183
2020-02-25,-4.9505
2020-02-26,0.6944
2020-02-27,-3.9655
2020-02-28,-3.4111000000000002
2020-03-02,-3.5316
2020-03-03,-0.7707
2020-03-04,-3.8834999999999997
2020-03-05,-1.8182
2020-03-06,-3.4979
2020-03-09,-12.3667
2020-03-10,1.7032
2020-03-11,-4.067
2020-03-12,-7.98
2020-03-13,4.607
2020-03-16,-6.4767
2020-03-17,14.4044
2020-03-18,6.2954
2020-03-19,10.7062
2020-03-20,-5.5556
2020-03-23,-13.7255
2020-03-24,28.0303
2020-03-25,-12.8205
2020-03-26,7.2398
2020-03-27,-5.0633
2020-03-30,0.2222
2020-03-31,0.2217
2020-04-01,-17.0354
2020-04-02,5.0667
2020-04-03,3.2995
2020-04-06,10.5651
2020-04-07,0.6667
2020-04-08,-0.883
2020-04-09,1.5590000000000002
2020-04-13,-4.386
2020-04-14,-9.1743
2020-04-15,-5.0505
2020-04-16,-3.7234
2020-04-17,5.8011
2020-04-20,1.5666
2020-04-21,-1.5424
2020-04-22,6.0052
2020-04-23,-5.9113
2020-04-24,3.6649000000000003
2020-04-27,4.5455
2020-04-28,5.5556
2020-04-29,2.9748
2020-04-30,-13.1111
2020-05-01,-7.4169
2020-05-04,5.5249
2020-05-05,-6.5445
2020-05-06,0.8403
2020-05-07,5.5556
2020-05-08,-7.8947
2020-05-11,-6.5714
2020-05-12,-5.8104
2020-05-13,2.5974
2020-05-14,6.0127
2020-05-15,-5.6716
2020-05-18,4.9051
2020-05-19,-2.5641
2020-05-20,3.096
2020-05-21,0.3003
2020-05-22,-2.9939999999999998
2020-05-26,0.6173
2020-05-27,10.4294
2020-05-28,8.0556
2020-05-29,-3.599
2020-06-01,2.9333
2020-06-02,-1.0363
2020-06-03,4.712
2020-06-04,-5.5
2020-06-05,9.7884
2020-06-08,6.9879999999999995
2020-06-09,-4.2793
2020-06-10,8.4706
2020-06-11,-10.6291
2020-06-12,1.6989999999999998
2020-06-15,3.9379
2020-06-16,2.411
2020-06-17,-4.7085
2020-06-18,-2.8235
2020-06-19,-3.1477
2020-06-22,-0.5
2020-06-23,0.2513
2020-06-24,0.7519
2020-06-25,3.3582
2020-06-26,-2.2864
2020-06-29,1.2315
2020-06-30,1.3382
2020-07-01,-0.6002
2020-07-02,-2.1739
2020-07-06,-5.679
2020-07-07,-5.2356
2020-07-08,3.8674
2020-07-09,-3.9894
2020-07-10,4.4321
2020-07-13,-2.6525
2020-07-14,0.8174
2020-07-15,4.8649000000000004
2020-07-16,-4.8969000000000005
2020-07-17,3.523
2020-07-20,-4.9738
2020-07-21,1.3774
2020-07-22,-2.7174
2020-07-23,-0.2793
2020-07-24,-1.9607999999999999
2020-07-27,-1.7143000000000002
2020-07-28,-2.3256
2020-07-29,2.3810000000000002
2020-07-30,-3.4884
2020-07-31,-2.1084
