ticker,IIIV US Equity
2018-11-08,1.5112999999999999
2018-11-09,-0.6948
2018-11-12,-1.1994
2018-11-13,-5.4122
2018-11-14,-0.7487
2018-11-15,0.1616
2018-11-16,2.2055
2018-11-19,-2.6842
2018-11-20,-2.596
2018-11-21,0.111
2018-11-23,0.5546
2018-11-26,-0.1103
2018-11-27,-0.6074
2018-11-28,7.6667
2018-11-29,3.5604
2018-11-30,12.2571
2018-12-03,1.3759000000000001
2018-12-04,-5.1226
2018-12-06,-2.2612
2018-12-07,-1.1331
2018-12-10,2.2445
2018-12-11,2.7557
2018-12-12,0.4545
2018-12-13,-1.991
2018-12-14,-0.7387
2018-12-17,-2.5116
2018-12-18,9.9714
2018-12-19,-0.2169
2018-12-20,-1.4348
2018-12-21,-7.543
2018-12-24,0.4771
2018-12-26,5.4606
2018-12-27,1.2607
2018-12-28,2.0454
2018-12-31,5.0109
2019-01-02,2.2822
2019-01-03,-8.3164
2019-01-04,4.2035
2019-01-07,12.9087
2019-01-08,-1.3163
2019-01-09,-3.811
2019-01-10,-0.2773
2019-01-11,-3.2181
2019-01-14,-1.1494
2019-01-15,3.9036999999999997
2019-01-16,-2.518
2019-01-17,-2.665
2019-01-18,1.0952
2019-01-22,-3.875
2019-01-23,-1.8639000000000001
2019-01-24,5.3445
2019-01-25,2.0126
2019-01-28,-1.3152
2019-01-29,-2.499
2019-01-30,4.5280000000000005
2019-01-31,1.0625
2019-02-01,1.9409999999999998
2019-02-04,-2.2213
2019-02-05,0.568
2019-02-06,-2.622
2019-02-07,2.3612
2019-02-08,0.2023
2019-02-11,-0.0808
2019-02-12,-0.5659
2019-02-13,2.6423
2019-02-14,-6.2178
2019-02-15,-0.0422
2019-02-19,-8.534
2019-02-20,-1.3395000000000001
2019-02-21,2.2472
2019-02-22,0.9158
2019-02-25,-2.9038
2019-02-26,-0.7944
2019-02-27,2.4965
2019-02-28,-3.3088
2019-03-01,0.1901
2019-03-04,4.7913
2019-03-05,-3.9837
2019-03-06,3.3475
2019-03-07,0.3193
2019-03-08,1.7281
2019-03-11,-0.447
2019-03-12,-1.3471
2019-03-13,-1.32
2019-03-14,1.0148
2019-03-15,0.4566
2019-03-18,1.4091
2019-03-19,-0.8516
2019-03-20,2.2604
2019-03-21,2.4314999999999998
2019-03-22,-3.1075
2019-03-25,-0.3118
2019-03-26,-2.1895
2019-03-27,1.9186999999999999
2019-03-28,1.255
2019-03-29,6.3302
2019-04-01,-6.3697
2019-04-02,0.0889
2019-04-03,0.3554
2019-04-04,2.3904
2019-04-05,3.9343
2019-04-08,1.6223
2019-04-09,1.3508
2019-04-10,-1.1712
2019-04-11,-1.1034
2019-04-12,0.7851
2019-04-15,-1.599
2019-04-16,-0.4583
2019-04-17,0.5023
2019-04-18,-1.3328
2019-04-22,4.0946
2019-04-23,0.1622
2019-04-24,-1.336
2019-04-25,-3.0776
2019-04-26,3.768
2019-04-29,0.4488
2019-04-30,-1.9496
2019-05-01,-1.7399
2019-05-02,1.3491
2019-05-03,1.1231
2019-05-06,1.7688000000000001
2019-05-07,-0.8892
2019-05-08,-0.4894
2019-05-09,-0.8607
2019-05-10,-0.124
2019-05-13,-3.7252
2019-05-14,2.2786
2019-05-15,-0.2942
2019-05-16,-1.054
2019-05-17,3.5364
2019-05-20,3.5391
2019-05-21,-0.5962
2019-05-22,1.7593
2019-05-23,1.0216
2019-05-24,1.1669
2019-05-28,2.0377
2019-05-29,-1.9593
2019-05-30,-0.0769
2019-05-31,-1.6538
2019-06-03,-3.5589
2019-06-04,-5.4745
2019-06-05,2.6169000000000002
2019-06-06,-4.3478
2019-06-07,1.4423
2019-06-10,1.5511
2019-06-11,-0.1697
2019-06-12,-0.6375
2019-06-13,4.5338
2019-06-14,1.3502
2019-06-17,1.1304
2019-06-18,2.1557
2019-06-19,3.009
2019-06-20,1.8209
2019-06-21,0.4471
2019-06-24,1.7804
2019-06-25,3.863
2019-06-26,-0.8772
2019-06-27,2.7257
2019-06-28,1.4817
2019-07-01,1.9694
2019-07-02,-0.9324
2019-07-03,0.605
2019-07-05,-2.5727
2019-07-08,0.7888
2019-07-09,-1.4971
2019-07-10,-0.1382
2019-07-11,0.2075
2019-07-12,-2.4163
2019-07-15,1.3088
2019-07-16,0.2095
2019-07-17,-1.7422
2019-07-18,-0.3546
2019-07-19,-1.3523
2019-07-22,-1.5512000000000001
2019-07-23,1.4657
2019-07-24,1.6612
2019-07-25,-0.746
2019-07-26,2.0401
2019-07-29,1.7888
2019-07-30,-0.6892
2019-07-31,-0.8675
2019-08-01,-1.4351
2019-08-02,-0.6037
2019-08-05,-7.0025
2019-08-06,3.5343999999999998
2019-08-07,2.2635
2019-08-08,4.209
2019-08-09,-17.2354
2019-08-12,-9.4236
2019-08-13,-0.4645
2019-08-14,3.0798
2019-08-15,2.1277
2019-08-16,1.1082
2019-08-19,2.3674
2019-08-20,2.1413
2019-08-21,-2.3061
2019-08-22,-0.4721
2019-08-23,-4.3122
2019-08-26,1.6223999999999998
2019-08-27,-0.6652
2019-08-28,-0.8929
2019-08-29,2.5676
2019-08-30,-0.6588
2019-09-03,-4.244
2019-09-04,-0.2308
2019-09-05,6.895
2019-09-06,-3.9394
2019-09-09,-4.2361
2019-09-10,-5.7882
2019-09-11,-0.8991
2019-09-12,3.5282
2019-09-13,-0.4382
2019-09-16,0.5868
2019-09-17,0.9723
2019-09-18,-0.8185
2019-09-19,0.5825
2019-09-20,-0.4344
2019-09-23,-0.7756
2019-09-24,-2.3449
2019-09-25,1.0505
2019-09-26,-2.2772
2019-09-27,-0.152
2019-09-30,2.0802
2019-10-01,-2.833
2019-10-02,-1.8925999999999998
2019-10-03,1.1992
2019-10-04,2.1123
2019-10-07,-0.555
2019-10-08,-1.8265
2019-10-09,2.0672
2019-10-10,1.3165
2019-10-11,1.4493
2019-10-14,-0.4926
2019-10-15,0.7921
2019-10-16,-1.9646
2019-10-17,-0.9519
2019-10-18,-0.7081
2019-10-21,0.5094
2019-10-22,-0.3041
2019-10-23,1.9319
2019-10-24,4.0399
2019-10-25,-5.2733
2019-10-28,2.8846
2019-10-29,3.4924
2019-10-30,-1.1407
2019-10-31,-1.6827
2019-11-01,0.9291
2019-11-04,2.1802
2019-11-05,-1.0431
2019-11-06,0.1917
2019-11-07,-1.7694999999999999
2019-11-08,1.3632
2019-11-11,1.2488
2019-11-12,2.4668
2019-11-13,0.5556
2019-11-14,3.0846999999999998
2019-11-15,-1.3845
2019-11-18,-1.4946
2019-11-19,4.7816
2019-11-20,0.0878
2019-11-21,-2.2359
2019-11-22,17.1749
2019-11-25,3.3295
2019-11-26,-0.3333
2019-11-27,0.1486
2019-11-29,1.3729
2019-12-02,-0.4026
2019-12-03,1.1025
2019-12-04,2.181
2019-12-05,0.249
2019-12-06,0.2129
2019-12-09,-0.5312
2019-12-10,-1.8512
2019-12-11,1.5596999999999999
2019-12-12,-0.1071
2019-12-13,1.8591
2019-12-16,-0.0351
2019-12-17,0.632
2019-12-18,1.0119
2019-12-19,0.38
2019-12-20,1.0323
2019-12-23,-3.2698
2019-12-24,-1.3028
2019-12-26,1.427
2019-12-27,-0.4573
2019-12-30,-3.5336
2019-12-31,3.4798999999999998
2020-01-02,3.7522
2020-01-03,-1.1259000000000001
2020-01-06,0.8972
2020-01-07,-0.3762
2020-01-08,0.5836
2020-01-09,2.4573
2020-01-10,0.2332
2020-01-13,1.994
2020-01-14,0.3584
2020-01-15,0.6494
2020-01-16,1.2903
2020-01-17,1.2739
2020-01-21,1.2893
2020-01-22,2.67
2020-01-23,1.2398
2020-01-24,-3.9128
2020-01-27,-2.1449
2020-01-28,2.2554
2020-01-29,0.0311
2020-01-30,0.5901
2020-01-31,-0.3087
2020-02-03,3.7782999999999998
2020-02-04,3.7899000000000003
2020-02-05,0.575
2020-02-06,1.7724
2020-02-07,1.8820000000000001
2020-02-10,-0.3309
2020-02-11,-2.6003
2020-02-12,-10.7072
2020-02-13,2.5763
2020-02-14,-1.1783
2020-02-18,0.0941
2020-02-19,2.5705
2020-02-20,0.5196
2020-02-21,-4.0742
2020-02-24,-0.317
2020-02-25,-2.1622
2020-02-26,-0.8775
2020-02-27,-6.9836
2020-02-28,2.1502
2020-03-02,0.2415
2020-03-03,-1.8933
2020-03-04,0.386
2020-03-05,-6.2216
2020-03-06,-2.5345
2020-03-09,-3.5946
2020-03-10,2.618
2020-03-11,-2.4739
2020-03-12,-11.3753
2020-03-13,11.3596
2020-03-16,-17.1888
2020-03-17,0.679
2020-03-18,-32.3218
2020-03-19,5.1957
2020-03-20,-2.0298
2020-03-23,-3.3149
2020-03-24,3.6429
2020-03-25,13.7836
2020-03-26,14.4761
2020-03-27,4.9206
2020-03-30,3.6309
2020-03-31,-7.1046
2020-04-01,-8.8004
2020-04-02,4.0207
2020-04-03,-6.4053
2020-04-06,13.4513
2020-04-07,3.9522
2020-04-08,3.0015
2020-04-09,3.7397
2020-04-13,-9.8315
2020-04-14,0.9346
2020-04-15,-1.9546999999999999
2020-04-16,-0.3148
2020-04-17,4.4737
2020-04-20,-0.403
2020-04-21,-3.8948
2020-04-22,4.8421
2020-04-23,0.3012
2020-04-24,4.3544
2020-04-27,6.235
2020-04-28,3.5214
2020-04-29,8.8094
2020-04-30,-6.8537
2020-05-01,-0.7315
2020-05-04,-5.8518
2020-05-05,5.6169
2020-05-06,-1.5693000000000001
2020-05-07,2.9672
2020-05-08,6.3656
2020-05-11,4.0032
2020-05-12,-2.7994
2020-05-13,0.0
2020-05-14,-0.92
2020-05-15,4.1986
2020-05-18,7.3615
2020-05-19,4.114
2020-05-20,-1.7330999999999999
2020-05-21,-3.4920999999999998
2020-05-22,0.9503
2020-05-26,2.824
2020-05-27,3.9436999999999998
2020-05-28,-2.168
2020-05-29,-0.0693
2020-06-01,0.6237
2020-06-02,3.0303
2020-06-03,-2.2393
2020-06-04,0.0342
2020-06-05,5.6391
2020-06-08,2.4588
2020-06-09,-0.5684
2020-06-10,-1.2702
2020-06-11,-9.8424
2020-06-12,0.2141
2020-06-15,2.8836
2020-06-16,5.0865
2020-06-17,-0.3622
2020-06-18,-2.082
2020-06-19,1.4849999999999999
2020-06-22,-1.2637
2020-06-23,3.065
2020-06-24,-6.8627
2020-06-25,6.6491
2020-06-26,-3.4052
2020-06-29,1.7711000000000001
2020-06-30,1.2383
2020-07-01,-0.8595
2020-07-02,-1.3338
2020-07-06,1.2842
2020-07-07,-5.0384
2020-07-08,-0.6676
2020-07-09,-3.7496
2020-07-10,0.588
2020-07-13,-2.1191
2020-07-14,2.1277
2020-07-15,4.3129
2020-07-16,-3.0834
2020-07-17,-0.5423
2020-07-20,3.2715
2020-07-21,-0.5632
2020-07-22,-0.1062
2020-07-23,-2.7640000000000002
2020-07-24,-2.6603
2020-07-27,0.0
2020-07-28,-0.2621
2020-07-29,-1.0886
2020-07-30,-3.1879
2020-07-31,-5.2136
