ticker,PD US Equity
2019-08-29,6.8428
2019-08-30,2.239
2019-09-03,-4.329
2019-09-04,1.251
2019-09-05,-3.7855
2019-09-06,-11.2842
2019-09-09,-12.9966
2019-09-10,-2.8319
2019-09-11,14.6448
2019-09-12,-0.3813
2019-09-13,-4.4657
2019-09-16,2.4708
2019-09-17,-0.1955
2019-09-18,-0.6203
2019-09-19,-3.8108
2019-09-20,1.6052
2019-09-23,6.8235
2019-09-24,-8.7476
2019-09-25,-2.931
2019-09-26,4.0497
2019-09-27,-3.5848
2019-09-30,0.0354
2019-10-01,0.0
2019-10-02,-3.5398
2019-10-03,2.4587
2019-10-04,-0.788
2019-10-07,-3.4657
2019-10-08,-1.3089
2019-10-09,0.5305
2019-10-10,-1.9977
2019-10-11,0.3462
2019-10-14,1.3798
2019-10-15,3.7051
2019-10-16,-1.3124
2019-10-17,-2.0687
2019-10-18,-3.9985
2019-10-21,-2.0825
2019-10-22,-2.5682
2019-10-23,-2.7183
2019-10-24,4.2337
2019-10-25,0.2843
2019-10-28,-5.1033
2019-10-29,-3.8839
2019-10-30,1.5986
2019-10-31,0.4808
2019-11-01,-0.1305
2019-11-04,2.3519
2019-11-05,-1.1915
2019-11-06,2.0672
2019-11-07,-5.6118
2019-11-08,-0.1341
2019-11-11,-0.1343
2019-11-12,2.286
2019-11-13,-3.3742
2019-11-14,1.2698
2019-11-15,5.3292
2019-11-18,2.9762
2019-11-19,4.2527
2019-11-20,3.0495
2019-11-21,1.3067
2019-11-22,1.9727000000000001
2019-11-25,-2.2321
2019-11-26,1.5221
2019-11-27,-2.2864
2019-11-29,-0.0767
2019-12-02,-6.3724
2019-12-03,4.797
2019-12-04,0.3521
2019-12-05,-2.5731
2019-12-06,-12.7251
2019-12-09,7.3819
2019-12-10,-3.7575
2019-12-11,-0.7542
2019-12-12,-0.6705
2019-12-13,3.9154
2019-12-16,-0.0866
2019-12-17,5.0715
2019-12-18,2.3927
2019-12-19,-0.8864
2019-12-20,0.2033
2019-12-23,-3.9757
2019-12-24,0.4225
2019-12-26,0.9255
2019-12-27,-2.8345000000000002
2019-12-30,0.6864
2019-12-31,-0.3409
2020-01-02,4.0616
2020-01-03,0.1643
2020-01-06,1.0664
2020-01-07,0.3247
2020-01-08,2.2249
2020-01-09,-2.4535
2020-01-10,-1.7850000000000001
2020-01-13,2.9327
2020-01-14,-0.8427
2020-01-15,-1.1736
2020-01-16,3.8903
2020-01-17,-0.5518
2020-01-21,-1.8629
2020-01-22,2.504
2020-01-23,-4.8069
2020-01-24,-1.8212000000000002
2020-01-27,-2.6138
2020-01-28,2.4242
2020-01-29,2.9163
2020-01-30,1.0678
2020-01-31,-5.2418
2020-02-03,0.6861
2020-02-04,2.5128
2020-02-05,-4.8193
2020-02-06,-0.0873
2020-02-07,-1.7038
2020-02-10,1.7332999999999998
2020-02-11,-2.3154
2020-02-12,-1.3864
2020-02-13,-4.4444
2020-02-14,1.0916
2020-02-18,1.6901000000000002
2020-02-19,1.5234999999999999
2020-02-20,-3.1378
2020-02-21,-1.2207
2020-02-24,-2.0913
2020-02-25,-3.7864
2020-02-26,-1.6145
2020-02-27,-4.6667
2020-02-28,10.8123
2020-03-02,1.3107
2020-03-03,-4.0728
2020-03-04,3.3966
2020-03-05,-4.3961
2020-03-06,-1.0106
2020-03-09,-7.2996
2020-03-10,6.1123
2020-03-11,-6.0716
2020-03-12,-12.8729
2020-03-13,-1.0146
2020-03-16,-17.5529
2020-03-17,16.0839
2020-03-18,-0.1339
2020-03-19,23.5255
2020-03-20,3.4726
2020-03-23,-6.7120999999999995
2020-03-24,1.3491
2020-03-25,1.7748
2020-03-26,0.2725
2020-03-27,-11.413
2020-03-30,4.4785
2020-03-31,1.468
2020-04-01,-7.1759
2020-04-02,-0.9352
2020-04-03,-4.9087
2020-04-06,14.229
2020-04-07,-3.6501
2020-04-08,9.0198
2020-04-09,1.4341
2020-04-13,3.9695
2020-04-14,0.4184
2020-04-15,0.9896
2020-04-16,1.7019
2020-04-17,6.0345
2020-04-20,3.3955
2020-04-21,-2.2664
2020-04-22,-0.1893
2020-04-23,1.7069999999999999
2020-04-24,0.0466
2020-04-27,3.2619
2020-04-28,-3.926
2020-04-29,0.9864
2020-04-30,-1.814
2020-05-01,-1.8001
2020-05-04,0.3377
2020-05-05,2.4038
2020-05-06,3.7089
2020-05-07,9.0539
2020-05-08,1.9925000000000002
2020-05-11,1.3838
2020-05-12,-0.2409
2020-05-13,-2.7364
2020-05-14,4.5511
2020-05-15,1.7808000000000002
2020-05-18,-3.4992
2020-05-19,4.2305
2020-05-20,2.5899
2020-05-21,0.6405
2020-05-22,4.3804
2020-05-26,-4.5194
2020-05-27,-7.2501999999999995
2020-05-28,1.1341
2020-05-29,6.3276
2020-06-01,5.4991
2020-06-02,-0.7854
2020-06-03,1.9072
2020-06-04,-4.9435
2020-06-05,-2.4146
2020-06-08,4.1873
2020-06-09,-2.3383
2020-06-10,-0.9727
2020-06-11,-8.0091
2020-06-12,1.7248
2020-06-15,9.3662
2020-06-16,7.8627
2020-06-17,-1.4374
2020-06-18,7.6389
2020-06-19,-1.3548
2020-06-22,0.8175
2020-06-23,-4.6708
2020-06-24,-1.8033000000000001
2020-06-25,0.3119
2020-06-26,0.5527
2020-06-29,-3.8131
2020-06-30,2.2143
2020-07-01,4.123
2020-07-02,0.7047
2020-07-06,-1.0663
2020-07-07,0.1684
2020-07-08,1.076
2020-07-09,0.0665
2020-07-10,-6.1835
2020-07-13,-9.0361
2020-07-14,-1.0518
2020-07-15,1.6141999999999999
2020-07-16,-1.976
2020-07-17,1.8182
2020-07-20,4.736
2020-07-21,2.0015
2020-07-22,0.5451
2020-07-23,-0.9758
2020-07-24,-1.2774
2020-07-27,3.586
2020-07-28,0.571
2020-07-29,6.2456
2020-07-30,-0.1002
2020-07-31,1.9057
