ticker,MESA US Equity
2019-01-02,-0.1297
2019-01-03,-6.2338000000000005
2019-01-04,1.5234999999999999
2019-01-07,6.0027
2019-01-08,1.5444
2019-01-09,0.507
2019-01-10,-3.4048
2019-01-11,1.1749
2019-01-14,3.871
2019-01-15,1.7391
2019-01-16,0.9768
2019-01-17,3.3857
2019-01-18,1.1696
2019-01-22,0.8092
2019-01-23,-3.4404
2019-01-24,0.7126
2019-01-25,3.125
2019-01-28,3.3734
2019-01-29,-2.4336
2019-01-30,4.8753
2019-01-31,-5.4054
2019-02-01,-0.2286
2019-02-04,3.2073
2019-02-05,-4.7725
2019-02-06,0.8159
2019-02-07,0.9249
2019-02-08,0.8018
2019-02-11,0.0
2019-02-12,3.5227
2019-02-13,-1.6465
2019-02-14,6.25
2019-02-15,-1.3655
2019-02-19,3.0884
2019-02-20,-3.6157
2019-02-21,5.0375
2019-02-22,2.3468999999999998
2019-02-25,-3.1904
2019-02-26,5.1493
2019-02-27,-1.5671
2019-02-28,0.199
2019-03-01,-2.1847
2019-03-04,-1.3197999999999999
2019-03-05,-1.9546999999999999
2019-03-06,-1.2591999999999999
2019-03-07,1.9129
2019-03-08,0.3128
2019-03-11,-2.183
2019-03-12,-0.7439
2019-03-13,1.2848
2019-03-14,0.6342
2019-03-15,-1.1555
2019-03-18,-0.7439
2019-03-19,0.2141
2019-03-20,-2.1368
2019-03-21,-4.5852
2019-03-22,-2.746
2019-03-25,-2.5882
2019-03-26,-1.8115999999999999
2019-03-27,3.198
2019-03-28,0.1192
2019-03-29,-0.7143
2019-04-01,3.5971
2019-04-02,-0.5787
2019-04-03,1.397
2019-04-04,-1.6073
2019-04-05,-1.9837
2019-04-08,-1.5476
2019-04-09,-1.3301
2019-04-10,2.2059
2019-04-11,1.4388
2019-04-12,0.2364
2019-04-15,-4.4811
2019-04-16,-0.6173
2019-04-17,2.8571
2019-04-18,2.2947
2019-04-22,1.771
2019-04-23,0.58
2019-04-24,1.3841
2019-04-25,-0.6826
2019-04-26,0.2291
2019-04-29,4.0
2019-04-30,0.4396
2019-05-01,-1.2035
2019-05-02,1.2182
2019-05-03,1.6411
2019-05-06,0.1076
2019-05-07,-1.5053999999999998
2019-05-08,0.1092
2019-05-09,1.8538999999999999
2019-05-10,-1.4989
2019-05-13,-4.2391
2019-05-14,1.8161
2019-05-15,0.5574
2019-05-16,-1.3304
2019-05-17,-0.5618
2019-05-20,-0.339
2019-05-21,2.0408
2019-05-22,-1.3333
2019-05-23,0.9009
2019-05-24,1.3393
2019-05-28,0.2203
2019-05-29,0.1099
2019-05-30,1.6465
2019-05-31,-1.5119
2019-06-03,-1.3158
2019-06-04,-1.4444
2019-06-05,4.8478
2019-06-06,2.5806
2019-06-07,6.3941
2019-06-10,2.9557
2019-06-11,-1.244
2019-06-12,0.3876
2019-06-13,2.5097
2019-06-14,2.1657
2019-06-17,-2.3041
2019-06-18,-0.0943
2019-06-19,0.7554
2019-06-20,1.8744
2019-06-21,-1.9319
2019-06-24,-4.878
2019-06-25,-5.3254
2019-06-26,-2.8125
2019-06-27,-1.5005
2019-06-28,-0.5441
2019-07-01,4.1575
2019-07-02,-1.4706000000000001
2019-07-03,0.9595
2019-07-05,1.7951000000000001
2019-07-08,-1.1411
2019-07-09,-0.6296
2019-07-10,0.6336
2019-07-11,-1.2591999999999999
2019-07-12,4.9947
2019-07-15,0.1012
2019-07-16,2.73
2019-07-17,-0.1969
2019-07-18,0.8876
2019-07-19,-1.3685
2019-07-22,0.4955
2019-07-23,3.0572
2019-07-24,3.0622
2019-07-25,-3.8068999999999997
2019-07-26,-2.1236
2019-07-29,-0.1972
2019-07-30,1.9763
2019-07-31,-0.7752
2019-08-01,-4.1992
2019-08-02,-3.5678
2019-08-05,-3.4884
2019-08-06,2.4096
2019-08-07,2.6738
2019-08-08,1.7708
2019-08-09,-32.2416
2019-08-12,-11.7825
2019-08-13,5.1370000000000005
2019-08-14,0.8143
2019-08-15,-5.8158
2019-08-16,5.3173
2019-08-19,5.5375
2019-08-20,-3.3951000000000002
2019-08-21,-0.1597
2019-08-22,-3.04
2019-08-23,-0.8251
2019-08-26,7.4875
2019-08-27,-2.0124
2019-08-28,0.9479
2019-08-29,5.1643
2019-08-30,-3.8689999999999998
2019-09-03,0.0
2019-09-04,1.548
2019-09-05,1.3719999999999999
2019-09-06,-2.406
2019-09-09,8.0123
2019-09-10,3.709
2019-09-11,3.4388
2019-09-12,0.133
2019-09-13,3.4529
2019-09-16,-3.0809
2019-09-17,-1.8542999999999998
2019-09-18,-1.6194
2019-09-19,-0.6859
2019-09-20,3.1768
2019-09-23,-0.8032
2019-09-24,-3.2389
2019-09-25,1.2551999999999999
2019-09-26,-5.2342
2019-09-27,-1.0174
2019-09-30,-0.9545
2019-10-01,-3.7805999999999997
2019-10-02,-2.7735
2019-10-03,-1.0301
2019-10-04,1.6013
2019-10-07,2.4429
2019-10-08,0.0
2019-10-09,-1.8462
2019-10-10,-0.627
2019-10-11,1.3407
2019-10-14,9.3385
2019-10-15,5.4804
2019-10-16,-2.4291
2019-10-17,0.5533
2019-10-18,-3.0261
2019-10-21,3.9716
2019-10-22,5.1842
2019-10-23,-3.2425
2019-10-24,0.0
2019-10-25,2.9491
2019-10-28,0.7813
2019-10-29,0.1292
2019-10-30,0.2581
2019-10-31,-1.9304999999999999
2019-11-01,0.2625
2019-11-04,-1.178
2019-11-05,-2.9139
2019-11-06,0.2729
2019-11-07,3.4013999999999998
2019-11-08,-2.2368
2019-11-11,-1.7497
2019-11-12,-2.6027
2019-11-13,-1.2658
2019-11-14,0.5698
2019-11-15,1.8414000000000001
2019-11-18,-1.2517
2019-11-19,-0.1408
2019-11-20,0.0
2019-11-21,-1.6925
2019-11-22,1.2912
2019-11-25,0.6374
2019-11-26,0.7741
2019-11-27,-0.1397
2019-11-29,1.6783000000000001
2019-12-02,-3.7138999999999998
2019-12-03,15.5714
2019-12-04,4.2027
2019-12-05,3.5587
2019-12-06,1.8328
2019-12-09,2.4747
2019-12-10,-0.4391
2019-12-11,2.0948
2019-12-12,-4.6436
2019-12-13,0.3398
2019-12-16,-1.2415
2019-12-17,0.6857
2019-12-18,-0.5675
2019-12-19,2.5114
2019-12-20,0.0
2019-12-23,4.6771
2019-12-24,1.2766
2019-12-26,-1.1555
2019-12-27,-2.8693
2019-12-30,-2.0788
2019-12-31,-0.1117
2020-01-02,-1.1186
2020-01-03,-1.6968
2020-01-06,-1.496
2020-01-07,0.2336
2020-01-08,1.2821
2020-01-09,1.0932
2020-01-10,-1.6505
2020-01-13,0.6944
2020-01-14,1.8965999999999998
2020-01-15,1.0716
2020-01-16,4.4643
2020-01-17,-0.9615
2020-01-21,-2.1575
2020-01-22,-0.7718
2020-01-23,4.1111
2020-01-24,-1.7076
2020-01-27,-5.4289
2020-01-28,-0.8037
2020-01-29,-0.463
2020-01-30,0.6977
2020-01-31,-1.3857
2020-02-03,-2.9274
2020-02-04,-0.6031
2020-02-05,1.335
2020-02-06,-1.1976
2020-02-07,-5.3939
2020-02-10,1.3453
2020-02-11,6.9532
2020-02-12,-1.3002
2020-02-13,-3.1138
2020-02-14,-1.8540999999999999
2020-02-18,-3.1486
2020-02-19,-1.0403
2020-02-20,2.1025
2020-02-21,-1.1583
2020-02-24,-5.7292
2020-02-25,-7.4586
2020-02-26,-5.9701
2020-02-27,-6.3492
2020-02-28,-2.2034
2020-03-02,3.1196
2020-03-03,-2.3529
2020-03-04,4.3029
2020-03-05,-11.8812
2020-03-06,7.8652
2020-03-09,-9.8958
2020-03-10,4.6243
2020-03-11,-16.5746
2020-03-12,-17.66
2020-03-13,26.5416
2020-03-16,-21.1864
2020-03-17,-8.6022
2020-03-18,-15.0
2020-03-19,-6.5744
2020-03-20,15.9259
2020-03-23,-3.5144
2020-03-24,13.5762
2020-03-25,-5.5394
2020-03-26,26.2346
2020-03-27,-3.6675
2020-03-30,-21.066
2020-03-31,5.7878
2020-04-01,-7.9027
2020-04-02,-16.8317
2020-04-03,-15.4762
2020-04-06,18.3099
2020-04-07,8.7302
2020-04-08,18.6131
2020-04-09,22.4615
2020-04-13,-3.0151
2020-04-14,7.6425
2020-04-15,-1.8051
2020-04-16,-15.9314
2020-04-17,-4.0816
2020-04-20,-7.7508
2020-04-21,5.7661
2020-04-22,-8.7227
2020-04-23,2.3891
2020-04-24,-4.6667
2020-04-27,7.3427
2020-04-28,18.241
2020-04-29,12.9477
2020-04-30,10.8537
2020-05-01,-8.6909
2020-05-04,-3.8554
2020-05-05,-3.0075
2020-05-06,-8.2687
2020-05-07,3.9436999999999998
2020-05-08,8.6721
2020-05-11,1.2469000000000001
2020-05-12,-7.8818
2020-05-13,-2.9412000000000003
2020-05-14,-8.2645
2020-05-15,-6.006
2020-05-18,2.2364
2020-05-19,-1.5625
2020-05-20,13.3333
2020-05-21,0.0
2020-05-22,-1.9607999999999999
2020-05-26,6.8571
2020-05-27,-1.2032
2020-05-28,-7.7131
2020-05-29,-4.6921
2020-06-01,3.0769
2020-06-02,0.8955
2020-06-03,7.1006
2020-06-04,7.4586
2020-06-05,10.7969
2020-06-08,11.1369
2020-06-09,-7.5157
2020-06-10,-13.7698
2020-06-11,-19.1099
2020-06-12,16.0194
2020-06-15,0.4184
2020-06-16,5.0
2020-06-17,-0.9259
2020-06-18,-1.4686
2020-06-19,-2.981
2020-06-22,-1.8155999999999999
2020-06-23,0.7112
2020-06-24,-5.9322
2020-06-25,3.003
2020-06-26,-0.5831
2020-06-29,2.346
2020-06-30,-1.4327
2020-07-01,-3.1977
2020-07-02,-0.9009
2020-07-06,1.8182
2020-07-07,-3.8689999999999998
2020-07-08,-0.3096
2020-07-09,-4.6584
2020-07-10,4.5603
2020-07-13,9.3458
2020-07-14,-5.1282
2020-07-15,6.6066
2020-07-16,0.2817
2020-07-17,-2.5281000000000002
2020-07-20,-3.4582
2020-07-21,-1.791
2020-07-22,0.0
2020-07-23,3.3435
2020-07-24,-1.1764999999999999
2020-07-27,-4.1667
2020-07-28,0.3106
2020-07-29,-0.9288
2020-07-30,-0.625
2020-07-31,-2.5157
