ticker,EB US Equity
2019-02-12,-0.8291
2019-02-13,-0.8039
2019-02-14,2.4311
2019-02-15,-2.2785
2019-02-19,-1.0687
2019-02-20,-0.1637
2019-02-21,-3.7705
2019-02-22,2.862
2019-02-25,-0.2319
2019-02-26,-0.996
2019-02-27,0.4024
2019-02-28,-1.2024
2019-03-01,3.5497
2019-03-04,3.8198
2019-03-05,0.2516
2019-03-06,-1.4115
2019-03-07,3.1499
2019-03-08,-24.5527
2019-03-11,-6.4186
2019-03-12,0.0
2019-03-13,1.4854
2019-03-14,-0.904
2019-03-15,-2.0417
2019-03-18,-1.9069
2019-03-19,-6.1483
2019-03-20,-3.2755
2019-03-21,4.0837
2019-03-22,1.866
2019-03-25,-1.9258
2019-03-26,-1.8199
2019-03-27,-3.9024
2019-03-28,-3.2487
2019-03-29,0.5771
2019-04-01,5.1643
2019-04-02,2.2321
2019-04-03,0.3882
2019-04-04,-0.145
2019-04-05,1.0165
2019-04-08,3.4499
2019-04-09,-4.2612
2019-04-10,0.4354
2019-04-11,-2.2640000000000002
2019-04-12,2.0207
2019-04-15,1.1111
2019-04-16,6.0201
2019-04-17,-1.3069
2019-04-18,0.0
2019-04-22,-1.0046
2019-04-23,-0.2768
2019-04-24,4.2553
2019-04-25,2.2626
2019-04-26,-0.2169
2019-04-29,4.2609
2019-04-30,4.2535
2019-05-01,-3.4
2019-05-02,-27.1222
2019-05-03,4.6023
2019-05-06,3.0961
2019-05-07,0.6849
2019-05-08,-3.4537
2019-05-09,0.7046
2019-05-10,-1.0764
2019-05-13,-1.197
2019-05-14,-1.2115
2019-05-15,-0.1672
2019-05-16,1.34
2019-05-17,-3.5262000000000002
2019-05-20,-0.0571
2019-05-21,-0.7429
2019-05-22,-5.9298
2019-05-23,-1.5912
2019-05-24,0.3731
2019-05-28,0.5576
2019-05-29,-1.4787
2019-05-30,-1.0006
2019-05-31,-1.0739
2019-06-03,1.2133
2019-06-04,0.3785
2019-06-05,-1.0685
2019-06-06,2.2236
2019-06-07,4.1641
2019-06-10,-2.2673
2019-06-11,-3.1746
2019-06-12,0.3783
2019-06-13,3.0779
2019-06-14,-2.3766
2019-06-17,5.9301
2019-06-18,-0.2946
2019-06-19,-0.1182
2019-06-20,-1.9527
2019-06-21,-1.3277
2019-06-24,-1.4067
2019-06-25,1.0546
2019-06-26,-2.2713
2019-06-27,-0.1256
2019-06-28,1.8868
2019-07-01,4.0123
2019-07-02,-1.4837
2019-07-03,-1.7469999999999999
2019-07-05,0.9197
2019-07-08,-2.9769
2019-07-09,0.814
2019-07-10,-0.8075
2019-07-11,0.1252
2019-07-12,0.0625
2019-07-15,0.0
2019-07-16,0.3125
2019-07-17,1.1838
2019-07-18,2.2782999999999998
2019-07-19,2.8898
2019-07-22,-0.9947
2019-07-23,0.4728
2019-07-24,4.0588
2019-07-25,-1.3002
2019-07-26,0.5727
2019-07-29,1.2528000000000001
2019-07-30,0.8436
2019-07-31,-1.3385
2019-08-01,-0.2826
2019-08-02,0.1134
2019-08-05,-6.8516
2019-08-06,-1.5198
2019-08-07,3.4568
2019-08-08,4.3556
2019-08-09,-2.6301
2019-08-12,-0.8221
2019-08-13,1.8354
2019-08-14,-0.814
2019-08-15,4.9238
2019-08-16,6.257
2019-08-19,3.9432
2019-08-20,-1.3151
2019-08-21,1.0251
2019-08-22,-3.0441
2019-08-23,-4.0293
2019-08-26,1.2541
2019-08-27,-0.9155
2019-08-28,-2.1196
2019-08-29,0.7773
2019-08-30,-3.6915
2019-09-03,-1.8879000000000001
2019-09-04,-0.1749
2019-09-05,0.6425
2019-09-06,-0.8706
2019-09-09,2.4005
2019-09-10,2.6301
2019-09-11,6.4067
2019-09-12,-1.2042
2019-09-13,0.212
2019-09-16,0.7403
2019-09-17,0.9449
2019-09-18,-2.0281
2019-09-19,-1.0616
2019-09-20,-1.9313
2019-09-23,-2.8993
2019-09-24,-3.7183
2019-09-25,1.8138999999999998
2019-09-26,0.4598
2019-09-27,0.0572
2019-09-30,1.2579
2019-10-01,-2.8797
2019-10-02,1.9767000000000001
2019-10-03,3.5348
2019-10-04,0.7159
2019-10-07,-5.1941
2019-10-08,-2.2491
2019-10-09,3.1268
2019-10-10,-2.1167
2019-10-11,1.9870999999999999
2019-10-14,0.1146
2019-10-15,3.8350999999999997
2019-10-16,-0.2205
2019-10-17,-0.4972
2019-10-18,-2.5541
2019-10-21,0.2279
2019-10-22,-1.9898
2019-10-23,-2.0882
2019-10-24,1.7772999999999999
2019-10-25,0.4657
2019-10-28,4.2874
2019-10-29,1.0556
2019-10-30,-1.4294
2019-10-31,0.2789
2019-11-01,3.8376
2019-11-04,-2.7317
2019-11-05,1.0463
2019-11-06,-2.9428
2019-11-07,-2.6951
2019-11-08,23.0237
2019-11-11,2.8143000000000002
2019-11-12,-8.0292
2019-11-13,-0.744
2019-11-14,-0.9995
2019-11-15,0.3029
2019-11-18,0.4529
2019-11-19,-0.1503
2019-11-20,6.2218
2019-11-21,0.992
2019-11-22,0.9355
2019-11-25,0.5097
2019-11-26,0.3227
2019-11-27,-1.5165
2019-11-29,0.3733
2019-12-02,-8.1822
2019-12-03,-1.5695999999999999
2019-12-04,-1.3889
2019-12-05,0.0522
2019-12-06,0.7299
2019-12-09,1.0352
2019-12-10,-4.457
2019-12-11,3.0027
2019-12-12,-0.1562
2019-12-13,-0.4171
2019-12-16,3.3508
2019-12-17,-0.152
2019-12-18,1.1162
2019-12-19,2.3583
2019-12-20,-1.7647
2019-12-23,0.7485
2019-12-24,1.2878
2019-12-26,0.489
2019-12-27,0.7299
2019-12-30,-2.1256
2019-12-31,-0.4442
2020-01-02,3.8670999999999998
2020-01-03,-1.0979
2020-01-06,0.7239
2020-01-07,0.0
2020-01-08,1.9165999999999999
2020-01-09,-0.6582
2020-01-10,0.5679
2020-01-13,0.8941
2020-01-14,0.0933
2020-01-15,-0.5592
2020-01-16,-0.8903
2020-01-17,-2.0331
2020-01-21,-0.6274
2020-01-22,0.6314
2020-01-23,5.0193
2020-01-24,2.9412000000000003
2020-01-27,-1.6071
2020-01-28,1.4064999999999999
2020-01-29,-3.6689
2020-01-30,1.0683
2020-01-31,-2.8033
2020-02-03,2.2695
2020-02-04,1.2945
2020-02-05,-3.2405
2020-02-06,2.2641999999999998
2020-02-07,-1.1531
2020-02-10,2.5198
2020-02-11,-3.1406
2020-02-12,2.3966
2020-02-13,-1.698
2020-02-14,2.8945
2020-02-18,0.4537
2020-02-19,-2.8907
2020-02-20,1.2093
2020-02-21,-3.5846
2020-02-24,-7.4833
2020-02-25,-4.6883
2020-02-26,-4.2162
2020-02-27,-3.9503
2020-02-28,-14.1598
2020-03-02,-4.7228
2020-03-03,-1.796
2020-03-04,2.7067
2020-03-05,-8.8319
2020-03-06,0.0781
2020-03-09,-10.6948
2020-03-10,-1.6608
2020-03-11,-10.5778
2020-03-12,-19.5825
2020-03-13,17.1817
2020-03-16,-6.8565000000000005
2020-03-17,-4.1903
2020-03-18,-17.2577
2020-03-19,11.857099999999999
2020-03-20,-4.2146
2020-03-23,-4.0
2020-03-24,3.6111
2020-03-25,2.2788
2020-03-26,0.0
2020-03-27,-3.4076
2020-03-30,-3.9349
2020-03-31,3.1073
2020-04-01,-13.4247
2020-04-02,-5.8544
2020-04-03,-1.5126
2020-04-06,12.116
2020-04-07,1.5221
2020-04-08,10.3448
2020-04-09,15.0815
2020-04-13,4.7226
2020-04-14,-7.1026
2020-04-15,-0.2427
2020-04-16,-3.0414
2020-04-17,9.4103
2020-04-20,0.5734
2020-04-21,-2.7366
2020-04-22,-1.9929999999999999
2020-04-23,3.11
2020-04-24,2.6682
2020-04-27,3.0508
2020-04-28,2.4123
2020-04-29,6.1028
2020-04-30,-7.9717
2020-05-01,-6.1404
2020-05-04,4.7897
2020-05-05,7.5808
2020-05-06,-0.3109
2020-05-07,5.4054
2020-05-08,1.3807
2020-05-11,2.4319
2020-05-12,-23.6467
2020-05-13,-13.9303
2020-05-14,-3.9017
2020-05-15,-3.3083
2020-05-18,24.5723
2020-05-19,-1.623
2020-05-20,5.8376
2020-05-21,3.5971
2020-05-22,-1.6204
2020-05-26,1.0588
2020-05-27,5.9371
2020-05-28,-4.8352
2020-05-29,-0.4619
2020-06-01,6.8445
2020-06-02,3.9088000000000003
2020-06-03,0.8359
2020-06-04,4.456
2020-06-05,15.7738
2020-06-08,3.599
2020-06-09,3.5567
2020-06-10,-14.377
2020-06-11,-4.6642
2020-06-12,0.4892
2020-06-15,-6.5239
2020-06-16,2.6042
2020-06-17,-3.4518
2020-06-18,0.0
2020-06-19,-3.9958
2020-06-22,0.1095
2020-06-23,1.0941
2020-06-24,-8.8745
2020-06-25,2.9691
2020-06-26,-7.7278
2020-06-29,7.625
2020-06-30,-0.4646
2020-07-01,1.6336
2020-07-02,-1.837
2020-07-06,-2.6901
2020-07-07,3.3654
2020-07-08,4.6512
2020-07-09,-5.1111
2020-07-10,3.3958
2020-07-13,-3.5108
2020-07-14,0.3521
2020-07-15,8.3041
2020-07-16,-1.0799
2020-07-17,-4.8035
2020-07-20,0.2294
2020-07-21,-1.9451
2020-07-22,0.3501
2020-07-23,-0.4651
2020-07-24,-0.2336
2020-07-27,1.6393
2020-07-28,-4.8387
2020-07-29,3.632
2020-07-30,-0.1168
2020-07-31,-0.3509
