ticker,ICNN US Equity
2012-05-23,0.0
2012-06-01,-50.0
2012-08-20,220.0
2012-12-05,-62.5
2013-03-05,66.6667
2013-03-22,70.0
2013-03-25,0.0
2013-04-23,0.0
2013-05-20,-41.1765
2013-07-23,0.0
2013-08-23,0.0
2013-09-06,0.0
2013-10-04,0.0
2013-11-13,0.0
2013-12-06,70.0
2013-12-30,-11.7647
2014-01-02,46.6667
2014-01-03,-9.0909
2014-03-05,50.0
2014-03-06,0.0
2014-03-14,-33.3333
2014-05-09,150.0
2014-05-12,-8.0
2014-05-13,-34.7283
2014-05-14,-0.0833
2014-05-15,0.0
2014-05-19,0.0
2014-05-21,0.0
2014-05-22,0.0
2014-05-30,0.0
2014-06-02,0.0
2014-06-04,6.6667
2014-06-19,6.25
2014-07-01,0.0
2014-07-03,-0.5882
2014-07-14,-40.8284
2014-07-15,0.0
2014-08-15,0.0
2014-08-22,68.0
2014-08-25,-40.4762
2014-09-12,0.0
2014-10-08,10.0
2014-12-17,36.3636
2014-12-18,0.0
2014-12-19,-6.6667
2015-02-13,0.0
2015-02-20,0.0
2015-04-14,-14.2857
2015-04-28,-8.3333
2015-05-11,-9.0909
2015-05-15,-30.0
2015-06-24,1.4285999999999999
2015-07-31,0.0
2015-08-17,-64.7887
2015-08-21,20.0
2015-11-24,16.6667
2016-02-01,14.2857
2016-05-19,-25.0
2016-11-16,-30.0
2016-11-18,42.8571
2016-12-19,-30.0
2017-02-17,-4.7619
2017-03-27,38.4375
2017-06-14,-16.6772
2017-07-14,160.078
2017-07-17,28.3333
2017-07-18,-12.3377
2017-07-19,14.0741
2017-07-20,10.3896
2017-07-21,-26.4706
2017-07-24,20.0
2017-07-25,-16.6667
2017-07-26,7.2992
2017-07-27,-10.5306
2017-07-28,-16.6667
2017-08-01,66.0
2017-08-02,0.0
2017-08-03,-48.0723
2017-08-04,0.0
2017-08-07,0.0
2017-08-08,-0.232
2017-08-09,16.2791
2017-08-11,-16.0
2017-08-15,0.0
2017-08-16,7.1429
2017-08-17,-6.6667
2017-08-18,0.2381
2017-08-24,21.7981
2017-08-28,-17.8969
2017-08-31,-0.2375
2017-09-01,0.0
2017-09-05,9.7143
2017-09-06,-8.6372
2017-09-11,0.0
2017-09-12,0.0
2017-09-20,2.3753
2017-09-21,17.8585
2017-09-25,-15.1525
2017-09-26,-0.232
2017-09-27,0.0
2017-09-29,57.093
2017-10-02,-15.6181
2017-10-03,-0.7895
2017-10-04,-26.9673
2017-10-05,0.4843
2017-10-06,68.6747
2017-10-09,-40.5714
2017-10-10,0.0
2017-10-12,-0.2404
2017-10-13,-0.241
2017-10-16,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,0.0
2017-10-24,0.5556
2017-10-25,-0.5525
2017-10-26,44.9275
2017-10-30,-31.0
2017-11-01,0.0
2017-11-02,-5.7971
2017-11-07,66.6667
2017-11-08,-52.3077
2017-11-16,-3.2258
2017-11-20,0.0
2017-11-21,3.3333
2017-11-22,-3.2258
2017-11-28,0.0
2017-12-01,0.0
2017-12-05,0.0
2017-12-06,0.0
2017-12-08,0.0
2017-12-11,0.0
2017-12-12,0.0
2017-12-13,22.9233
2017-12-14,-18.6485
2017-12-15,-33.3333
2017-12-22,50.0
2017-12-26,-33.3333
2017-12-28,0.0
2017-12-29,0.45
2018-01-02,-0.448
2018-01-11,0.7
2018-01-19,-0.6951
2018-01-22,0.0
2018-01-23,0.0
2018-01-26,0.0
2018-02-02,0.0
2018-02-07,5.0
2018-02-22,66.6667
2018-02-23,0.0
2018-03-01,-39.6
2018-03-15,0.0
2018-03-16,-0.6623
2018-03-29,-27.619
2018-04-06,0.0
2018-04-10,31.5789
2018-04-11,-24.0
2018-04-24,0.0
2018-05-02,0.0
2018-05-03,0.0
2018-06-05,0.0
2018-06-25,0.0
2018-07-06,0.0
2018-07-12,80.9211
2018-08-17,-44.2909
2018-09-07,75.4896
2018-09-10,-43.4629
2018-09-11,0.0
2018-10-11,0.0
2018-10-17,0.0
2018-11-05,0.0
2018-11-12,0.0
2018-11-13,0.0
2018-12-03,0.0
2018-12-12,0.0
2018-12-28,0.0
2019-01-14,19.3421
2019-01-15,-16.2073
2019-01-16,0.0
2019-01-23,0.0
2019-03-06,0.0
2019-03-12,0.0
2019-03-20,-34.2105
2019-03-28,7.5
2019-04-24,-6.9767
2019-06-06,0.0
2019-07-31,0.0
2019-08-01,-30.0
2019-09-24,0.0
2019-10-08,10.7143
2019-11-07,92.2581
2019-11-22,0.0
2019-12-27,-32.8859
2020-01-14,0.0
2020-01-16,49.0
2020-01-31,0.0
2020-03-09,-32.8859
2020-03-19,0.0
2020-05-19,0.0
2020-07-09,0.0
2020-07-23,-40.0
