ticker,BGNX US Equity
2007-12-12,100.0
2007-12-19,25.0
2007-12-21,-60.0
2007-12-24,-98.75
2007-12-26,15900.0
2007-12-31,5.0
2008-01-02,-76.1905
2008-01-03,0.0
2008-01-04,40.0
2008-01-07,0.0
2008-01-09,-28.5714
2008-01-11,20.0
2008-01-14,-16.6667
2008-01-18,80.0
2008-01-23,-27.7778
2008-01-25,-63.4615
2008-01-30,26.3158
2008-02-12,200.0
2008-02-13,-55.5556
2008-02-14,-4.6875
2008-02-15,-47.541
2008-02-21,0.0
2008-02-22,150.0
2008-02-27,-52.5
2008-03-03,68.4211
2008-03-04,-50.0
2008-03-05,-50.0
2008-03-06,100.0
2008-03-07,0.0
2008-03-18,0.0
2008-04-08,-56.25
2008-04-14,-28.5714
2008-04-18,10.0
2008-04-23,0.0
2008-04-24,0.0
2008-04-25,0.0
2008-05-12,0.0
2008-05-19,-72.7273
2008-05-30,0.0
2008-06-05,-33.3333
2008-06-06,50.0
2008-06-09,266.6667
2008-06-10,0.0
2008-06-11,0.0
2008-06-12,-9.0909
2008-06-13,10.0
2008-06-16,18.1818
2008-06-17,-15.3846
2008-06-23,-9.0909
2008-06-24,-50.0
2008-06-27,60.0
2008-07-01,25.0
2008-07-07,0.0
2008-07-08,-80.0
2008-07-14,600.0
2008-07-16,-78.5714
2008-07-23,66.6667
2008-07-28,-60.0
2008-07-29,200.0
2008-08-01,0.0
2008-08-08,33.3333
2008-08-11,-25.0
2008-08-12,33.3333
2008-08-13,0.0
2008-08-14,-75.0
2008-08-15,550.0
2008-08-18,-15.3846
2008-08-19,-27.2727
2008-08-25,-25.0
2008-08-26,-66.6667
2008-08-27,400.0
2008-08-28,30.0
2008-09-03,0.0
2008-09-04,23.0769
2008-09-05,0.0
2008-09-08,-62.5
2008-09-09,0.0
2008-09-10,0.0
2008-09-12,0.0
2008-09-15,0.0
2008-09-17,-66.6667
2008-09-19,0.0
2008-09-22,0.0
2008-09-25,0.0
2008-10-01,0.0
2008-10-03,0.0
2008-10-08,0.0
2008-10-09,0.0
2008-10-10,0.0
2008-10-13,0.0
2008-10-16,0.0
2008-10-20,0.0
2008-10-24,700.0
2008-10-29,-87.5
2008-10-30,0.0
2008-11-04,0.0
2008-11-05,0.0
2008-11-17,0.0
2008-11-21,0.0
2008-11-26,0.0
2008-12-02,0.0
2008-12-09,0.0
2008-12-11,0.0
2009-01-14,50.0
2009-01-22,-33.3333
2009-01-26,0.0
2009-02-06,0.0
2009-02-11,700.0
2009-02-12,0.0
2009-02-20,0.0
2009-02-27,-87.5
2009-03-11,0.0
2009-03-12,1500.0
2009-03-13,0.0
2009-03-16,0.0
2009-03-17,-50.0
2009-04-27,0.0
2009-06-19,-87.6
2009-06-22,-3.2258
2009-06-24,0.0
2009-07-17,0.0
2009-08-26,-16.6667
2009-09-10,-98.0
2010-01-22,0.0
2010-03-03,0.0
2010-05-13,0.0
2010-05-25,1000.0
2010-05-28,81.8182
2010-06-01,0.0
2010-06-23,100.0
2010-06-29,0.0
2010-07-02,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-29,0.0
2010-08-09,-75.0
2010-08-10,600.0
2010-08-24,-85.7143
2010-08-27,600.0
2010-08-30,-14.2857
2010-11-11,-83.3333
2010-12-22,-90.0
2012-05-01,0.0
2012-06-18,0.0
2012-07-11,0.0
2012-07-18,-87.5
2012-07-24,15900.0
2012-07-26,-50.0
2012-11-20,0.0
2012-11-21,-98.75
2013-02-13,0.0
2013-03-21,0.0
2013-06-26,0.0
2013-07-08,0.0
2013-08-27,0.0
2013-09-03,7900.0
2013-10-04,-98.75
2013-11-20,0.0
2013-11-26,0.0
2013-12-09,0.0
2013-12-19,0.0
2014-01-14,0.0
2014-02-10,0.0
2014-02-13,0.0
2014-05-02,0.0
2014-10-13,0.0
2015-02-25,0.0
2015-07-22,0.0
2015-09-18,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-12-22,0.0
2016-04-15,0.0
2016-07-22,0.0
2018-03-20,-99.2
2018-09-26,0.0
2019-01-24,0.0
2019-03-06,0.0
2019-09-17,99900.0003
2019-12-02,0.0
2020-02-28,1800.0
2020-05-14,-99.4737
