ticker,PBTS US Equity
2019-08-20,0.9091
2019-08-21,-0.9009
2019-08-22,-0.303
2019-08-23,-1.2158
2019-08-26,-10.0123
2019-08-27,11.4682
2019-08-28,0.6135
2019-08-29,3.0488
2019-08-30,0.0
2019-09-03,9.9556
2019-09-04,13.0096
2019-09-05,0.0
2019-09-06,-3.3333
2019-09-09,15.5172
2019-09-10,-0.8529
2019-09-11,-4.4129
2019-09-12,-0.423
2019-09-13,2.8106999999999998
2019-09-16,-2.2064
2019-09-17,-17.7528
2019-09-18,3.0055
2019-09-19,-1.5915
2019-09-20,0.5391
2019-09-23,-2.9491
2019-09-24,0.0
2019-09-25,2.2099
2019-09-26,-7.8378
2019-09-27,-8.132
2019-09-30,4.702
2019-10-01,-0.3049
2019-10-02,6.422
2019-10-03,0.8621
2019-10-04,1.8462
2019-10-07,-3.4911
2019-10-08,1.4493
2019-10-09,3.6371
2019-10-10,-10.4017
2019-10-11,9.2308
2019-10-14,2.7859
2019-10-15,-6.5472
2019-10-16,5.2786
2019-10-17,1.9499
2019-10-18,3.1421
2019-10-21,0.0159
2019-10-22,-2.0023
2019-10-23,0.0
2019-10-24,-1.3514
2019-10-25,3.6658
2019-10-28,-8.5575
2019-10-29,-3.1792
2019-10-30,3.2836
2019-10-31,2.6012
2019-11-01,0.907
2019-11-04,-4.2488
2019-11-05,-0.2886
2019-11-06,-1.4649
2019-11-07,-5.9347
2019-11-08,0.0
2019-11-11,0.3123
2019-11-12,-1.5692
2019-11-13,1.278
2019-11-14,-5.3628
2019-11-15,-0.3333
2019-11-18,-6.3545
2019-11-19,-1.7856999999999998
2019-11-20,-0.3636
2019-11-21,4.7445
2019-11-22,-1.7422
2019-11-25,3.1915
2019-11-26,5.1546
2019-11-27,-0.3268
2019-11-29,-2.1344
2019-12-02,1.1759
2019-12-03,0.3311
2019-12-04,-0.6601
2019-12-05,-1.6013
2019-12-06,1.2898
2019-12-09,-2.3333
2019-12-10,0.6826
2019-12-11,1.6949
2019-12-12,1.0
2019-12-13,0.6601
2019-12-16,1.3049
2019-12-17,-4.2009
2019-12-18,4.0541
2019-12-19,0.3247
2019-12-20,-4.5306999999999995
2019-12-23,-3.0508
2019-12-24,2.8182
2019-12-26,-3.081
2019-12-27,-1.7544
2019-12-30,-2.4179
2019-12-31,-1.1822
2020-01-02,0.3704
2020-01-03,4.797
2020-01-06,5.6338
2020-01-07,14.0
2020-01-08,-0.5848
2020-01-09,4.1176
2020-01-10,4.2373
2020-01-13,2.1165
2020-01-14,-1.8073000000000001
2020-01-15,1.8919000000000001
2020-01-16,0.5305
2020-01-17,0.1715
2020-01-21,0.0922
2020-01-22,0.5263
2020-01-23,-0.7853
2020-01-24,-1.3193
2020-01-27,1.6016
2020-01-28,1.5816
2020-01-29,-2.5907
2020-01-30,-3.9894
2020-01-31,-7.2022
2020-02-03,-2.0896
2020-02-04,-1.7530000000000001
2020-02-05,3.3359
2020-02-06,-6.6066
2020-02-07,6.7524
2020-02-10,-12.3494
2020-02-11,3.0928
2020-02-12,-2.3333
2020-02-13,5.4608
2020-02-14,1.9417
2020-02-18,-1.2698
2020-02-19,-0.0611
2020-02-20,1.3481
2020-02-21,-0.6349
2020-02-24,-1.1789
2020-02-25,-1.7167
2020-02-26,-0.8322
2020-02-27,-5.1315
2020-02-28,-2.7972
2020-03-02,-6.4748
2020-03-03,2.3077
2020-03-04,8.2707
2020-03-05,-6.5972
2020-03-06,0.6357
2020-03-09,-1.8801999999999999
2020-03-10,1.1068
2020-03-11,1.3181
2020-03-12,-14.344
2020-03-13,2.5014
2020-03-16,-7.3126999999999995
2020-03-17,-0.42
2020-03-18,-6.576
2020-03-19,2.4272
2020-03-20,1.4218
2020-03-23,-3.271
2020-03-24,9.6618
2020-03-25,3.5242
2020-03-26,8.5106
2020-03-27,-5.6863
2020-03-30,-2.7027
2020-03-31,5.9829
2020-04-01,-4.4355
2020-04-02,-0.8439
2020-04-03,3.8298
2020-04-06,-5.2172
2020-04-07,3.2559
2020-04-08,5.1089
2020-04-09,-2.5896
2020-04-13,10.6953
2020-04-14,-1.3486
2020-04-15,-4.8689
2020-04-16,13.3858
2020-04-17,-4.5139
2020-04-20,-2.9091
2020-04-21,1.8727
2020-04-22,6.6176
2020-04-23,-3.1034
2020-04-24,-3.2028
2020-04-27,-0.7353
2020-04-28,7.037
2020-04-29,-8.3045
2020-04-30,1.4453
2020-05-01,0.4352
2020-05-04,-4.0741
2020-05-05,8.1081
2020-05-06,0.3536
2020-05-07,-3.1994
2020-05-08,1.0662
2020-05-11,-2.8738
2020-05-12,-3.3708
2020-05-13,0.7752
2020-05-14,7.6923
2020-05-15,-3.5714
2020-05-18,-0.3704
2020-05-19,6.6914
2020-05-20,-1.0035
2020-05-21,-5.8496
2020-05-22,2.4299
2020-05-26,-3.2847
2020-05-27,6.7925
2020-05-28,-5.6537
2020-05-29,-2.6217
2020-06-01,3.8462
2020-06-02,-1.1111
2020-06-03,0.3745
2020-06-04,-1.1194
2020-06-05,-2.6414999999999997
2020-06-08,5.814
2020-06-09,6.2271
2020-06-10,-8.2759
2020-06-11,-0.7519
2020-06-12,1.1364
2020-06-15,-2.6217
2020-06-16,-2.6923
2020-06-17,-15.415
2020-06-18,1.8692
2020-06-19,4.1284
2020-06-22,-0.8811
2020-06-23,1.3333
2020-06-24,-3.5088
2020-06-25,5.0
2020-06-26,-3.4632
2020-06-29,1.3453
2020-06-30,-5.1549
2020-07-01,-0.1633
2020-07-02,10.2804
2020-07-06,-1.6949
2020-07-07,-2.5862
2020-07-08,26.1062
2020-07-09,-11.9298
2020-07-10,2.7888
2020-07-13,-0.3876
2020-07-14,3.1128
2020-07-15,-4.1509
2020-07-16,1.1811
2020-07-17,3.8911
2020-07-20,-0.3745
2020-07-21,-3.3835
2020-07-22,1.1673
2020-07-23,-1.5346
2020-07-24,-3.91
2020-07-27,1.626
2020-07-28,6.8
2020-07-29,-1.8727
2020-07-30,2.1374
2020-07-31,0.1495
