ticker,BEAG US Equity
2018-12-26,-3.252
2018-12-27,14.2857
2018-12-28,10.2941
2018-12-31,-12.0
2019-01-02,22.7273
2019-01-03,11.1111
2019-01-04,-5.5556
2019-01-07,5.8824
2019-01-08,1.1111
2019-01-09,-10.7692
2019-01-10,3.5714
2019-01-11,1.0702
2019-01-14,-11.7647
2019-01-15,5.3333
2019-01-16,0.6329
2019-01-17,0.1887
2019-01-18,-4.5825
2019-01-22,9.8684
2019-01-23,-6.5868
2019-01-24,2.5641
2019-01-25,0.0
2019-01-28,2.5
2019-01-29,3.0488
2019-01-30,11.8343
2019-01-31,3.7037
2019-02-01,1.0204
2019-02-04,-9.0909
2019-02-05,0.5556
2019-02-06,0.5525
2019-02-07,1.0989
2019-02-08,3.2609
2019-02-11,-7.3684
2019-02-12,-3.4091
2019-02-13,0.0
2019-02-14,1.1764999999999999
2019-02-15,0.0
2019-02-19,8.1395
2019-02-20,-12.6344
2019-02-21,0.9231
2019-02-22,6.0976
2019-02-25,-4.5977
2019-02-26,4.2169
2019-02-27,-6.0694
2019-02-28,7.0769
2019-03-01,2.2989
2019-03-04,-7.8652
2019-03-05,0.0
2019-03-06,-1.2195
2019-03-07,-1.4815
2019-03-08,1.5038
2019-03-11,1.2346
2019-03-12,-8.2927
2019-03-13,-0.266
2019-03-14,1.3333
2019-03-15,0.0
2019-03-18,-5.2632
2019-03-19,-9.7222
2019-03-20,1.5385
2019-03-21,9.0909
2019-03-22,-4.1667
2019-03-25,-4.3478
2019-03-26,7.5758
2019-03-27,0.0
2019-03-28,-7.0423
2019-03-29,-9.0909
2019-04-01,3.3333
2019-04-02,29.0323
2019-04-03,-10.0625
2019-04-05,-2.7102
2019-04-08,7.1429
2019-04-09,-12.6667
2019-04-10,5.4962
2019-04-11,1.3025
2019-04-12,6.4286
2019-04-15,0.6711
2019-04-16,1.3333
2019-04-17,-10.526299999999999
2019-04-18,4.4118
2019-04-22,-4.2254
2019-04-23,5.8824
2019-04-24,2.7778
2019-04-25,1.3514
2019-04-26,-6.6533
2019-04-29,8.5559
2019-04-30,0.0
2019-05-01,11.8421
2019-05-02,0.0
2019-05-03,-8.2118
2019-05-06,8.9464
2019-05-07,-1.7588
2019-05-08,4.1854
2019-05-09,-2.2989
2019-05-10,2.3529
2019-05-15,-5.8621
2019-05-16,-2.3199
2019-05-17,0.0
2019-05-20,12.5
2019-05-21,5.5556
2019-05-22,4.4211
2019-05-23,0.8065
2019-05-24,2.0
2019-05-28,-1.9607999999999999
2019-05-29,4.0
2019-05-30,3.8462
2019-05-31,1.8519
2019-06-03,4.5455
2019-06-04,3.4783
2019-06-05,1.6387
2019-06-06,1.6949
2019-06-07,2.439
2019-06-10,1.5873
2019-06-11,3.1641
2019-06-12,2.234
2019-06-13,0.7407
2019-06-14,-11.7647
2019-06-17,5.0
2019-06-18,3.9683
2019-06-19,1.9083999999999999
2019-06-20,1.1236
2019-06-21,-0.7407
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,-0.7463
2019-06-27,3.0075
2019-06-28,-2.1898
2019-07-01,-20.8955
2019-07-17,-62.2642
2019-07-18,32.5
2019-07-19,13.2075
2019-07-22,-16.6667
2019-07-23,-10.0
2019-07-24,-11.1111
2019-07-25,0.0
2019-07-26,2.5
2019-07-29,-7.3171
2019-07-30,-7.8947
2019-07-31,17.1429
2019-08-01,-8.5366
2019-08-02,1.3333
2019-08-05,15.7895
2019-08-06,-20.4545
2019-08-07,14.2857
2019-08-08,-7.5
2019-08-09,5.4054
2019-08-12,28.2051
2019-08-13,-20.0
2019-08-14,-6.25
2019-08-15,-6.6667
2019-08-16,31.4286
2019-08-19,-16.3043
2019-08-20,-9.0909
2019-08-21,4.2857
2019-08-22,1.3699
2019-08-23,18.9189
2019-08-26,0.0
2019-08-27,-18.1818
2019-08-28,4.1667
2019-08-29,-4.0
2019-08-30,22.2222
2019-09-03,-9.0909
2019-09-04,-10.0
2019-09-05,0.0
2019-09-06,0.0
2019-09-09,8.3333
2019-09-10,-33.3333
2019-09-11,23.0769
2019-09-12,3.125
2019-09-13,0.0
2019-09-16,0.0
2019-09-17,-21.2121
2019-09-18,15.3846
2019-09-19,0.0
2019-09-20,0.0
2019-09-23,-6.6667
2019-09-24,14.2857
2019-09-25,-6.25
2019-09-26,-6.7
2019-09-27,0.0357
2019-09-30,-0.0357
2019-10-01,-7.1097
2019-10-02,11.538499999999999
2019-10-03,-3.4483
2019-10-04,7.1429
2019-10-07,0.0
2019-10-08,-16.6667
2019-10-09,0.0
2019-10-10,0.0
2019-10-11,-20.0
2019-10-14,2.5
2019-10-15,-2.439
2019-10-16,25.0
2019-10-17,0.0
2019-10-18,0.0
2019-10-21,-44.0
2019-10-22,-7.1429
2019-10-23,-23.0769
2019-10-24,30.0
2019-10-25,15.3846
2019-10-28,-10.0
2019-10-29,-18.5185
2019-10-30,0.0
2019-10-31,72.7273
2019-11-01,-29.8421
2019-11-04,-9.2273
2019-11-05,57.0248
2019-11-06,-21.0526
2019-11-07,-20.0
2019-11-08,-8.3333
2019-11-11,9.0909
2019-11-12,0.0
2019-11-13,-10.0
2019-11-14,-28.6111
2019-11-15,29.7017
2019-11-18,-40.0
2019-11-19,0.0
2019-11-20,33.3333
2019-11-21,-6.25
2019-11-22,-5.3333
2019-11-25,-15.493
2019-11-26,-33.3333
2019-11-27,75.0
2019-11-29,-28.5714
2019-12-02,90.0
2019-12-03,-36.8421
2019-12-04,83.3333
2019-12-05,-54.5455
2019-12-06,40.0
2019-12-09,0.7143
2019-12-10,-0.7092
2019-12-11,-14.2857
2019-12-12,-13.3333
2019-12-13,15.3846
2019-12-16,-16.6667
2019-12-17,40.0
2019-12-18,-25.7143
2019-12-19,5.7692
2019-12-20,0.0
2019-12-23,63.6364
2019-12-24,-27.7778
2019-12-26,7.6923
2019-12-27,-21.4286
2019-12-30,-27.2727
2019-12-31,12.5
2020-01-02,11.1111
2020-01-03,20.0
2020-01-06,33.3333
2020-01-07,-12.5
2020-01-08,14.2857
2020-01-09,-31.25
2020-01-10,27.2727
2020-01-13,14.2857
2020-01-14,-31.25
2020-01-15,27.2727
2020-01-16,0.0
2020-01-17,28.5714
2020-01-21,-37.7778
2020-01-22,7.1429
2020-01-23,-6.6667
2020-01-24,42.8571
2020-01-27,-25.0
2020-01-28,0.0
2020-01-29,0.0
2020-01-30,-8.3333
2020-01-31,0.0
2020-02-03,63.6364
2020-02-04,-55.5556
2020-02-05,25.0
2020-02-06,-20.0
2020-02-07,0.0
2020-02-10,0.0
2020-02-11,0.0
2020-02-12,25.0
2020-02-13,0.0
2020-02-14,-20.0
2020-02-18,12.5
2020-02-19,-11.1111
2020-02-20,12.5
2020-02-21,0.0
2020-02-24,0.0
2020-02-25,-11.1111
2020-02-26,7.5
2020-02-27,-6.9767
2020-02-28,-75.0
2020-03-02,300.0
2020-03-03,0.0
2020-03-04,0.0
2020-03-05,0.0
2020-03-06,0.0
2020-03-09,-45.0
2020-03-10,36.3636
2020-03-11,0.0
2020-03-12,0.0
2020-03-13,-26.6667
2020-03-16,-9.0909
2020-03-17,25.0
2020-03-18,0.0
2020-03-19,60.0
2020-03-20,0.0
2020-03-23,-25.0
2020-03-24,6.6667
2020-03-25,-6.25
2020-03-26,-23.3333
2020-03-27,30.4348
2020-03-30,3.3333
2020-03-31,-29.0323
2020-04-01,0.0
2020-04-03,36.3636
2020-04-06,-16.6667
2020-04-07,60.0
2020-04-08,-12.5
2020-04-09,14.2857
2020-04-13,-12.5
2020-04-14,42.8571
2020-04-15,0.0
2020-04-16,0.0
2020-04-17,20.0
2020-04-20,0.0
2020-04-21,-33.3333
2020-04-22,0.0
2020-04-23,0.0
2020-04-24,0.0
2020-04-27,0.0
2020-04-28,0.0
2020-04-29,25.0
2020-04-30,-20.0
2020-05-01,0.0
2020-05-06,5.0
2020-05-07,-52.381
2020-05-08,100.0
2020-05-11,0.0
2020-05-12,0.0
2020-05-13,25.0
2020-05-14,-30.0
2020-05-15,-14.2857
2020-05-18,0.0
2020-05-19,0.0
2020-05-20,0.0
2020-05-21,0.0
2020-05-22,-16.6667
2020-05-26,60.0
2020-05-27,25.0
2020-05-28,-40.0
2020-05-29,66.6667
2020-06-01,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-04,40.0
2020-06-05,-57.1429
2020-06-08,6.6667
2020-06-09,25.0
2020-06-10,0.0
2020-06-11,25.0
2020-06-12,0.0
2020-06-15,0.0
2020-06-16,0.0
2020-06-17,-20.0
2020-06-19,25.0
2020-06-22,-50.0
2020-06-23,100.0
2020-06-24,0.0
2020-06-25,-30.0
2020-06-26,42.8571
2020-06-29,-36.0
2020-06-30,25.0
2020-07-02,-17.25
2020-07-06,51.0574
2020-07-07,0.0
2020-07-08,-50.0
2020-07-09,80.0
2020-07-10,-20.0
2020-07-13,0.0
2020-07-14,38.8889
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,-20.0
2020-07-20,0.0
2020-07-21,-25.0
2020-07-22,66.6667
2020-07-23,0.0
2020-07-24,-20.0
2020-07-27,0.0
2020-07-28,25.0
2020-07-29,0.0
2020-07-30,-20.0
2020-07-31,0.0
