ticker,NIO US Equity
2019-02-04,-0.6329
2019-02-05,0.3822
2019-02-06,6.599
2019-02-07,-4.2857
2019-02-08,-4.602
2019-02-11,-2.7379
2019-02-12,-0.2681
2019-02-13,0.672
2019-02-14,-0.1335
2019-02-15,-0.9358
2019-02-19,-2.0243
2019-02-20,4.9587
2019-02-21,0.2625
2019-02-22,6.9372
2019-02-25,10.1591
2019-02-26,8.7778
2019-02-27,0.6129
2019-02-28,-2.8426
2019-03-01,5.1202
2019-03-04,-2.7833
2019-03-05,3.8855
2019-03-06,-21.1614
2019-03-07,-11.4856
2019-03-08,-0.4231
2019-03-11,-6.6572
2019-03-12,-3.0349
2019-03-13,2.1909
2019-03-14,-7.657
2019-03-15,-5.3068
2019-03-18,0.7005
2019-03-19,3.6522
2019-03-20,-1.8456000000000001
2019-03-21,-0.1709
2019-03-22,-3.7671
2019-03-25,-4.8043
2019-03-26,-7.2897
2019-03-27,0.4032
2019-03-28,0.6024
2019-03-29,1.7964
2019-04-01,2.1569
2019-04-02,3.4549
2019-04-03,-1.4842
2019-04-04,0.7533
2019-04-05,0.1869
2019-04-08,-1.1194
2019-04-09,-4.1509
2019-04-10,-0.5906
2019-04-11,-0.7921
2019-04-12,-0.3992
2019-04-15,-4.8096
2019-04-16,-6.3158
2019-04-17,3.1461
2019-04-18,4.3573
2019-04-22,-0.2088
2019-04-23,1.046
2019-04-24,3.5197000000000003
2019-04-25,-2.0
2019-04-26,0.4082
2019-04-29,1.2195
2019-04-30,-2.6104000000000003
2019-05-01,-3.5052
2019-05-02,0.8547
2019-05-03,6.3559
2019-05-06,-2.7888
2019-05-07,-0.8197
2019-05-08,-5.5785
2019-05-09,0.6565
2019-05-10,-0.8696
2019-05-13,-5.0439
2019-05-14,7.8522
2019-05-15,0.8565
2019-05-16,-1.0616
2019-05-17,-5.1502
2019-05-20,-3.8462
2019-05-21,0.9412
2019-05-22,-5.5944
2019-05-23,-2.963
2019-05-24,-1.7812000000000001
2019-05-28,3.6269
2019-05-29,-9.75
2019-05-30,-10.2493
2019-05-31,-5.8642
2019-06-03,-2.9508
2019-06-04,2.7027
2019-06-05,-6.9079
2019-06-06,-6.3604
2019-06-07,4.1509
2019-06-10,-4.7101
2019-06-11,-0.7605
2019-06-12,-2.2989
2019-06-13,-1.1764999999999999
2019-06-14,-3.9683
2019-06-17,1.6529
2019-06-18,2.8455
2019-06-19,8.3004
2019-06-20,3.2847
2019-06-21,-6.7138
2019-06-24,0.0
2019-06-25,-1.5152
2019-06-26,-1.9231
2019-06-27,1.9607999999999999
2019-06-28,-1.9231
2019-07-01,1.9607999999999999
2019-07-02,8.461500000000001
2019-07-03,10.9929
2019-07-05,4.1534
2019-07-08,7.0552
2019-07-09,5.7307
2019-07-10,-0.271
2019-07-11,-7.0652
2019-07-12,0.8772
2019-07-15,-1.7391
2019-07-16,-2.6549
2019-07-17,4.2424
2019-07-18,-0.2907
2019-07-19,-1.7492999999999999
2019-07-22,0.2967
2019-07-23,2.3669000000000002
2019-07-24,6.0694
2019-07-25,-4.6322
2019-07-26,0.2857
2019-07-29,-1.4245
2019-07-30,-2.3121
2019-07-31,2.6627
2019-08-01,-5.4755
2019-08-02,-0.3049
2019-08-05,-9.7859
2019-08-06,4.4068
2019-08-07,0.3247
2019-08-08,2.589
2019-08-09,-1.2618
2019-08-12,-2.5559
2019-08-13,3.2787
2019-08-14,-7.9365
2019-08-15,-2.7586
2019-08-16,4.6099
2019-08-19,1.6949
2019-08-20,5.3333
2019-08-21,-3.481
2019-08-22,-0.9836
2019-08-23,-3.3113
2019-08-26,-0.6849
2019-08-27,0.3448
2019-08-28,-2.4055
2019-08-29,0.3521
2019-08-30,0.3509
2019-09-03,-9.0909
2019-09-04,5.7692
2019-09-05,7.2727
2019-09-06,1.0169
2019-09-09,5.3690999999999995
2019-09-10,5.7325
2019-09-11,-1.506
2019-09-12,-2.4465
2019-09-13,0.627
2019-09-16,-2.8037
2019-09-17,1.9231
2019-09-18,-3.1447
2019-09-19,0.6494
2019-09-20,-1.9355
2019-09-23,-10.526299999999999
2019-09-24,-20.2206
2019-09-25,-5.53
2019-09-26,-4.3902
2019-09-27,-10.7143
2019-09-30,-10.857099999999999
2019-10-01,-15.3846
2019-10-02,20.4545
2019-10-03,3.1447
2019-10-04,-1.2195
2019-10-07,-4.321
2019-10-08,9.6774
2019-10-09,-3.5294
2019-10-10,-6.7073
2019-10-11,1.9607999999999999
2019-10-14,-1.9231
2019-10-15,1.3072
2019-10-16,-5.8065
2019-10-17,0.0
2019-10-18,4.1096
2019-10-21,11.1842
2019-10-22,-6.5089
2019-10-23,-3.1646
2019-10-24,0.6536
2019-10-25,-1.9481000000000002
2019-10-28,-1.9868000000000001
2019-10-29,-6.0811
2019-10-30,2.8777
2019-10-31,1.3986
2019-11-01,4.8276
2019-11-04,12.5
2019-11-05,36.8421
2019-11-06,-13.2479
2019-11-07,1.9704000000000002
2019-11-08,-4.3478
2019-11-11,-6.0606
2019-11-12,4.3011
2019-11-13,-2.0619
2019-11-14,-7.8947
2019-11-15,2.8571
2019-11-18,0.0
2019-11-19,1.6667
2019-11-20,0.5464
2019-11-21,7.6087
2019-11-22,-2.0202
2019-11-25,5.6701
2019-11-26,11.2195
2019-11-27,7.8947
2019-11-29,-7.7236
2019-12-02,7.489
2019-12-03,-1.6393
2019-12-04,0.8333
2019-12-05,-6.1983
2019-12-06,-0.4405
2019-12-09,-1.7699
2019-12-10,2.2523
2019-12-11,-0.4405
2019-12-12,0.4425
2019-12-13,5.2863
2019-12-16,3.7657
2019-12-17,4.4355
2019-12-18,1.5444
2019-12-19,-0.3802
2019-12-20,2.6718
2019-12-23,-0.7435
2019-12-24,-5.2434
2019-12-26,-0.7905
2019-12-27,-3.5857
2019-12-30,53.719
2019-12-31,8.0645
2020-01-02,-7.4627
2020-01-03,2.957
2020-01-06,-3.9164
2020-01-07,-11.9565
2020-01-08,4.6296
2020-01-09,2.0649
2020-01-10,1.4451
2020-01-13,5.4131
2020-01-14,1.6216
2020-01-15,14.0957
2020-01-16,1.8648
2020-01-17,6.865
2020-01-21,10.7066
2020-01-22,-7.3501
2020-01-23,2.714
2020-01-24,-5.2846
2020-01-27,-13.9485
2020-01-28,4.9875
2020-01-29,1.4252
2020-01-30,-4.4496
2020-01-31,-7.3529
2020-02-03,7.4074
2020-02-04,11.0837
2020-02-05,-2.6608
2020-02-06,-7.0615
2020-02-07,-6.6176
2020-02-10,1.5748
2020-02-11,2.3256
2020-02-12,2.7778
2020-02-13,-0.9828
2020-02-14,-6.4516
2020-02-18,0.7958
2020-02-19,7.3684
2020-02-20,4.4118
2020-02-21,-4.2254
2020-02-24,-4.902
2020-02-25,13.4021
2020-02-26,-1.3636
2020-02-27,-4.6083
2020-02-28,-0.2415
2020-03-02,-0.4843
2020-03-03,-1.2165
2020-03-04,-4.6798
2020-03-05,-3.876
2020-03-06,-4.5699
2020-03-09,-7.3239
2020-03-10,6.383
2020-03-11,-5.1429
2020-03-12,-5.7229
2020-03-13,-0.639
2020-03-16,-5.4662
2020-03-17,-1.3605
2020-03-18,-16.2069
2020-03-19,-2.0576
2020-03-20,0.8403
2020-03-23,-1.25
2020-03-24,9.7046
2020-03-25,6.1538
2020-03-26,6.1594
2020-03-27,-3.0717
2020-03-30,-4.5775
2020-03-31,2.583
2020-04-01,-4.6763
2020-04-02,-9.8113
2020-04-03,0.4184
2020-04-06,2.9167
2020-04-07,9.3117
2020-04-08,1.4815
2020-04-09,-2.5547
2020-04-13,11.236
2020-04-14,1.3468
2020-04-15,6.3123000000000005
2020-04-16,1.5625
2020-04-17,-1.2308
2020-04-20,-0.6231
2020-04-21,-5.3292
2020-04-22,2.3179
2020-04-23,-0.9709
2020-04-24,-3.9215999999999998
2020-04-27,10.2041
2020-04-28,3.0864
2020-04-29,8.0838
2020-04-30,-5.5402000000000005
2020-05-01,-6.7449
2020-05-04,5.0314
2020-05-05,-1.7964
2020-05-06,10.3659
2020-05-07,0.2762
2020-05-08,3.8567
2020-05-11,-0.7958
2020-05-12,-3.2086
2020-05-13,-4.9724
2020-05-14,0.2907
2020-05-15,-2.3188
2020-05-18,7.1217
2020-05-19,2.2161
2020-05-20,-5.6911000000000005
2020-05-21,-4.3103
2020-05-22,-1.8018
2020-05-26,16.8196
2020-05-27,9.1623
2020-05-28,-8.1535
2020-05-29,3.9164
2020-06-01,7.0352
2020-06-02,10.3286
2020-06-03,19.1489
2020-06-04,6.6071
2020-06-05,-6.3652
2020-06-08,6.7979
2020-06-09,11.8928
2020-06-10,-5.6886
2020-06-11,-6.1905
2020-06-12,3.2149
2020-06-15,11.9672
2020-06-16,2.3426
2020-06-17,-2.1459
2020-06-18,4.9708
2020-06-19,2.2284
2020-06-22,1.2262
2020-06-23,-2.6917999999999997
2020-06-24,-5.1176
2020-06-25,3.207
2020-06-26,-2.5423999999999998
2020-06-29,4.7826
2020-06-30,6.7773
2020-07-01,2.4611
2020-07-02,18.5841
2020-07-06,22.7079
2020-07-07,14.8566
2020-07-08,-2.5719
2020-07-09,13.1211
2020-07-10,2.814
2020-07-13,-7.6101
2020-07-14,1.8064
2020-07-15,-4.0454
2020-07-16,-4.2899
2020-07-17,-14.2968
2020-07-20,15.5996
2020-07-21,0.468
2020-07-22,-3.882
2020-07-23,-1.8578000000000001
2020-07-24,-2.716
2020-07-27,-1.0998
2020-07-28,4.9615
2020-07-29,3.5045
2020-07-30,-3.9370000000000003
2020-07-31,-2.1311
