ticker,AOOO US Equity
2001-07-23,0.0
2001-07-26,0.0
2001-08-24,0.0
2001-08-28,0.0
2001-09-17,400.0
2001-09-18,-80.0
2001-09-21,0.0
2001-10-04,-90.0
2001-10-09,1900.0
2001-10-22,-50.0
2001-10-25,0.0
2001-10-30,-50.0
2001-11-06,-80.0
2001-11-07,900.0
2001-11-09,-50.0
2001-11-14,-80.0
2001-11-20,900.0
2001-11-26,0.0
2001-11-27,-90.0
2001-11-29,0.0
2001-12-03,0.0
2001-12-04,0.0
2001-12-05,0.0
2001-12-06,0.0
2001-12-10,0.0
2001-12-12,0.0
2001-12-18,0.0
2001-12-21,0.0
2001-12-24,0.0
2001-12-26,0.0
2001-12-27,0.0
2001-12-28,0.0
2001-12-31,0.0
2002-01-16,0.0
2002-02-04,400.0
2002-02-06,-80.0
2002-02-11,0.0
2002-02-19,0.0
2002-02-26,-87.5
2002-02-27,700.0
2002-03-04,0.0
2002-03-06,0.0
2002-03-14,900.0
2002-03-19,-98.75
2002-03-20,700.0
2002-04-02,0.0
2002-04-10,0.0
2002-04-11,-87.5
2002-04-12,700.0
2002-04-15,0.0
2002-04-19,-87.5
2002-04-25,700.0
2002-04-29,0.0
2002-04-30,0.0
2002-05-07,0.0
2002-05-09,-87.5
2002-05-14,700.0
2002-05-15,0.0
2002-05-16,-87.5
2002-05-28,700.0
2002-06-12,0.0
2002-07-01,-87.5
2002-07-24,700.0
2002-08-26,0.0
2002-09-04,-87.5
2002-09-09,0.0
2002-09-13,0.0
2002-09-30,0.0
2002-10-08,0.0
2002-10-11,0.0
2002-10-21,700.0
2002-11-01,400.0
2002-11-07,-97.5
2002-11-11,0.0
2002-11-12,0.0
2002-11-13,0.0
2002-11-18,0.0
2002-11-21,0.0
2002-11-22,0.0
2002-11-26,0.0
2002-12-05,0.0
2002-12-11,0.0
2002-12-12,0.0
2002-12-17,0.0
2002-12-27,0.0
2002-12-30,0.0
2002-12-31,0.0
2003-01-30,0.0
2003-02-20,0.0
2003-02-24,279900.0
2003-02-26,-99.9643
2003-02-28,0.0
2003-03-11,0.0
2003-03-12,0.0
2003-04-01,0.0
2003-04-08,0.0
2003-04-14,0.0
2003-04-22,0.0
2003-05-09,0.0
2003-05-16,0.0
2003-05-21,0.0
2003-05-29,0.0
2003-06-04,0.0
2003-06-09,0.0
2003-06-18,0.0
2003-06-27,0.0
2003-07-10,0.0
2003-07-25,0.0
2003-08-21,0.0
2003-08-26,0.0
2003-09-04,700.0
2003-09-19,-87.5
2003-09-24,0.0
2003-10-01,0.0
2003-10-10,0.0
2003-10-23,0.0
2003-11-03,0.0
2003-11-06,0.0
2003-11-12,0.0
2003-12-03,0.0
2003-12-10,0.0
2003-12-22,0.0
2003-12-29,0.0
2003-12-30,0.0
2003-12-31,0.0
2004-01-07,0.0
2004-01-21,0.0
2004-01-26,0.0
2004-02-12,0.0
2004-03-03,0.0
2004-03-04,0.0
2004-03-24,0.0
2004-04-12,0.0
2004-04-26,0.0
2004-05-11,0.0
2004-06-01,0.0
2004-06-14,0.0
2004-06-29,0.0
2004-07-01,0.0
2004-07-26,0.0
2004-08-04,0.0
2004-08-17,0.0
2004-10-07,0.0
2004-11-01,0.0
2004-11-02,0.0
2004-11-10,0.0
2004-11-15,0.0
2004-12-06,0.0
2004-12-10,0.0
2004-12-14,0.0
2004-12-17,0.0
2004-12-21,0.0
2004-12-22,0.0
2004-12-28,0.0
2004-12-30,0.0
2005-01-11,0.0
2005-01-18,0.0
2005-01-20,0.0
2005-01-25,0.0
2005-01-27,0.0
2005-02-03,0.0
2005-02-14,0.0
2005-02-23,0.0
2005-02-24,0.0
2005-05-04,0.0
2005-06-10,0.0
2005-06-13,0.0
2005-06-23,0.0
2005-06-28,0.0
2005-06-29,0.0
2005-07-14,0.0
2005-09-26,0.0
2005-09-29,0.0
2006-02-08,0.0
2006-09-18,0.0
2006-10-17,0.0
2006-10-23,0.0
2006-12-20,0.0
2006-12-21,0.0
2006-12-28,0.0
2007-02-14,0.0
2007-02-22,0.0
2007-05-11,0.0
2007-05-29,0.0
2007-07-03,700.0
2007-08-08,-87.5
2007-09-19,0.0
2007-09-21,700.0
2008-07-28,-87.5
2008-09-11,0.0
2008-12-17,0.0
2010-05-12,0.0
2010-05-14,700.0
2011-07-01,-87.5
2011-11-09,0.0
2012-06-05,700.0
2012-07-11,0.0
2012-07-26,0.0
2013-05-09,-87.5
2013-10-29,0.0
2014-09-11,0.0
2017-03-29,700.0
2017-04-10,0.0
2017-07-12,-98.6
2017-09-07,7042.8571
2017-09-26,-98.7
2017-12-13,-23.0769
2018-01-04,900.0
2018-02-28,-99.0
2018-04-19,9900.0
2018-04-20,0.0
2018-05-21,0.0
2018-06-15,0.0
2018-06-20,0.0
2018-11-30,-98.0
2019-01-28,-50.0
2019-03-22,900.0
2019-05-14,0.0
2019-07-09,-90.0
2019-07-16,0.0
2019-08-20,100.0
2020-01-07,-50.0
2020-01-27,0.0
2020-02-07,900.0
2020-07-30,-90.0
