ticker,IDYA US Equity
2019-10-09,-5.6528
2019-10-10,-1.4264999999999999
2019-10-11,6.9465
2019-10-14,-3.2476
2019-10-15,-9.0909
2019-10-16,-1.5385
2019-10-17,-7.6563
2019-10-18,-9.6447
2019-10-21,10.4869
2019-10-22,-3.3898
2019-10-23,-0.3509
2019-10-24,-0.3521
2019-10-25,-1.5901
2019-10-28,1.7953000000000001
2019-10-29,4.5855
2019-10-30,0.7589
2019-10-31,-5.1046
2019-11-01,7.9365
2019-11-04,-3.268
2019-11-05,0.1689
2019-11-06,-2.0236
2019-11-07,-1.2048
2019-11-08,0.8711
2019-11-11,-0.8636
2019-11-12,0.4355
2019-11-13,47.4415
2019-11-14,-4.7059
2019-11-15,-3.5802
2019-11-18,-3.5850999999999997
2019-11-19,8.8977
2019-11-20,-17.3171
2019-11-21,1.0324
2019-11-22,4.3796
2019-11-25,4.0559
2019-11-26,-1.2097
2019-11-27,1.4966
2019-11-29,2.5469
2019-12-02,9.8039
2019-12-03,-1.9048
2019-12-04,-8.9806
2019-12-05,5.2
2019-12-06,-2.4081
2019-12-09,-2.8571
2019-12-10,2.9412000000000003
2019-12-11,1.2987
2019-12-12,-0.641
2019-12-13,-3.6129
2019-12-16,-4.9531
2019-12-17,3.662
2019-12-18,-3.3967
2019-12-19,14.346
2019-12-20,11.8081
2019-12-23,-3.3003
2019-12-24,-0.4551
2019-12-26,3.0857
2019-12-27,-5.765
2019-12-30,-7.1765
2019-12-31,-4.943
2020-01-02,21.8667
2020-01-03,-5.5799
2020-01-06,3.8239
2020-01-07,-0.1116
2020-01-08,-5.4749
2020-01-09,1.8913
2020-01-10,7.5405999999999995
2020-01-13,7.9827
2020-01-14,2.1978
2020-01-15,3.4213
2020-01-16,-5.104
2020-01-17,-0.0996
2020-01-21,-3.2901
2020-01-22,-2.7835
2020-01-23,-1.3786
2020-01-24,-2.6882
2020-01-27,-2.7624
2020-01-28,2.8409
2020-01-29,-6.0773
2020-01-30,1.1764999999999999
2020-01-31,-0.5814
2020-02-03,5.9649
2020-02-04,-3.8631
2020-02-05,-1.2629000000000001
2020-02-06,-4.8837
2020-02-07,-12.1027
2020-02-10,-6.3978
2020-02-11,0.0
2020-02-12,1.3373
2020-02-13,3.0792
2020-02-14,-3.4139
2020-02-18,-1.1782
2020-02-19,1.6393
2020-02-20,2.1994
2020-02-21,-0.7174
2020-02-24,1.1561
2020-02-25,-1.4285999999999999
2020-02-26,4.9275
2020-02-27,-3.7293
2020-02-28,0.4304
2020-03-02,-0.5714
2020-03-03,1.4368
2020-03-04,0.5666
2020-03-05,-2.1127
2020-03-06,0.7194
2020-03-09,-1.0
2020-03-10,-12.1934
2020-03-11,-20.2958
2020-03-12,-15.2577
2020-03-13,-1.9465
2020-03-16,-17.3697
2020-03-17,-9.009
2020-03-18,3.6304
2020-03-19,6.6879
2020-03-20,10.7463
2020-03-23,-0.8086
2020-03-24,11.9565
2020-03-25,1.4563
2020-03-26,11.4833
2020-03-27,-9.2275
2020-03-30,-1.8913
2020-03-31,-0.7229
2020-04-01,-8.9806
2020-04-02,1.6
2020-04-03,-5.7743
2020-04-06,6.4067
2020-04-07,6.0209
2020-04-08,10.8642
2020-04-09,-0.8909
2020-04-13,-0.6742
2020-04-14,2.0362
2020-04-15,-6.8736
2020-04-16,1.9048
2020-04-17,5.1402
2020-04-20,1.3333
2020-04-21,1.9737
2020-04-22,1.9355
2020-04-23,9.2827
2020-04-24,-1.7375
2020-04-27,3.1434
2020-04-28,6.0952
2020-04-29,5.7451
2020-04-30,-5.7725
2020-05-01,-5.2252
2020-05-04,6.654
2020-05-05,14.6168
2020-05-06,-2.1773
2020-05-07,-2.5437
2020-05-08,11.9086
2020-05-11,14.723
2020-05-12,-3.3037
2020-05-13,-6.3075
2020-05-14,-1.683
2020-05-15,11.5549
2020-05-18,-6.0102
2020-05-19,5.6463
2020-05-20,-2.7688
2020-05-21,-3.5762
2020-05-22,-3.9835000000000003
2020-05-26,2.8612
2020-05-27,6.6064
2020-05-28,22.6354
2020-05-29,4.1489
2020-06-01,4.4944
2020-06-02,-12.1212
2020-06-03,-2.4472
2020-06-04,-0.2281
2020-06-05,-8.1143
2020-06-08,10.199
2020-06-09,-1.8058999999999998
2020-06-10,-1.6092
2020-06-11,-12.9673
2020-06-12,6.0403
2020-06-15,13.2911
2020-06-16,43.4637
2020-06-17,44.6262
2020-06-18,-23.2364
2020-06-19,3.1217
2020-06-22,-4.0816
2020-06-23,0.922
2020-06-24,1.8271
2020-06-25,1.3803
2020-06-26,-1.838
2020-06-29,-8.1137
2020-06-30,7.2453
2020-07-01,-6.1224
2020-07-02,2.9234999999999998
2020-07-06,5.3168
2020-07-07,-6.5007
2020-07-08,1.9969999999999999
2020-07-09,-3.1907
2020-07-10,-0.0749
2020-07-13,6.2219
2020-07-14,-5.7163
2020-07-15,6.2874
2020-07-16,-3.5211
2020-07-17,0.146
2020-07-20,-4.7376000000000005
2020-07-21,0.153
2020-07-22,1.7570999999999999
2020-07-23,-6.3063
2020-07-24,-4.6474
2020-07-27,0.1681
2020-07-28,3.1879
2020-07-29,0.1626
2020-07-30,-8.2792
2020-07-31,11.5929
