ticker,SWEE US Equity
2018-03-23,0.0
2018-03-26,0.0
2018-03-27,2.0
2018-04-09,-1.9607999999999999
2018-04-13,7.6
2018-04-17,-1.487
2018-04-18,0.0
2018-04-19,1.8868
2018-04-20,0.0
2018-04-23,24.0741
2018-04-24,8.9552
2018-04-25,9.0411
2018-04-27,13.0653
2018-04-30,0.0
2018-05-01,-2.8889
2018-05-02,-0.4577
2018-05-03,0.2299
2018-05-04,-1.6055000000000001
2018-05-07,1.6317
2018-05-10,-3.6696999999999997
2018-05-11,2.1429
2018-05-14,-7.6923
2018-05-16,-1.7677
2018-05-21,-5.1414
2018-05-25,15.9892
2018-05-29,0.2336
2018-05-30,-4.662
2018-05-31,0.0
2018-06-01,-2.2005
2018-06-04,7.0
2018-06-05,0.2336
2018-06-06,-3.2634
2018-06-12,3.3735
2018-06-13,0.0
2018-06-15,0.0
2018-06-20,0.0
2018-06-21,-2.0979
2018-06-29,0.0
2018-07-05,0.2381
2018-07-06,-0.2375
2018-07-12,0.7143
2018-07-13,1.182
2018-07-16,2.3364
2018-07-17,-2.2831
2018-07-18,-0.4673
2018-07-19,0.4695
2018-07-20,-1.8692
2018-07-23,1.9048
2018-07-24,0.0
2018-07-31,0.0
2018-08-21,-4.4393
2018-08-24,0.0
2018-08-28,0.2445
2018-08-30,0.2439
2018-09-14,-15.0852
2018-09-17,40.4011
2018-09-18,-23.4694
2018-09-21,78.4
2018-09-24,-2.8401
2018-09-26,-3.8462
2018-10-01,-38.4
2018-10-03,3.8961
2018-10-05,12.25
2018-10-08,-0.8909
2018-10-09,0.0
2018-10-10,38.2022
2018-10-16,-3.252
2018-10-23,0.0
2018-10-29,-15.9664
2018-11-02,1.0
2018-11-05,-0.9901
2018-11-09,0.0
2018-11-12,0.0
2018-11-14,10.0
2018-11-15,-1.8182
2018-11-16,0.0
2018-11-19,0.0
2018-11-20,0.0
2018-12-03,1.8519
2018-12-04,-9.0909
2018-12-21,10.0
2018-12-31,0.0
2019-01-04,-9.0909
2019-02-15,-34.0
2019-02-19,18.1818
2019-02-20,0.0
2019-02-22,2.5641
2019-03-12,-2.5
2019-03-13,-10.2564
2019-03-18,2.8571
2019-03-25,33.3333
2019-04-02,-27.0833
2019-04-04,0.5714
2019-04-08,0.5682
2019-04-09,0.0
2019-04-11,34.1808
2019-05-13,-0.2105
2019-05-20,-0.8439
2019-05-21,1.7021
2019-05-24,0.4184
2019-05-30,-6.25
2019-05-31,6.6667
2019-06-05,0.0
2019-06-06,-0.625
2019-06-11,0.6289
2019-06-25,-16.6667
2019-06-26,2.5
2019-06-28,17.0732
2019-07-18,-17.7083
2019-07-19,3.7975
2019-07-25,-13.6585
2019-08-06,2.8277
2019-08-08,1.3708
2019-08-14,2.981
2019-08-21,3.9474
2019-08-26,2.7848
2019-08-29,2.4631
2019-09-03,-5.0481
2019-09-17,-3.7975
2019-09-19,0.0
2019-09-20,0.0
2019-09-24,-1.3158
2019-10-02,-8.0
2019-10-03,0.0
2019-10-14,0.0
2019-11-05,-13.0435
2019-11-06,25.0
2019-11-20,-13.3333
2020-01-02,15.3846
2020-01-13,0.0
2020-01-17,-73.3333
2020-01-21,255.0
2020-01-28,0.0
2020-04-14,-60.2817
2020-05-08,151.773
2020-06-15,-7.0423
2020-07-01,-69.697
2020-07-07,200.0
2020-07-29,-0.6667
