ticker,CHWY US Equity
2019-10-31,-2.8358
2019-11-01,-3.0807
2019-11-04,-0.6692
2019-11-05,3.2842000000000002
2019-11-06,-3.6282
2019-11-07,-2.8342
2019-11-08,0.0871
2019-11-11,-0.174
2019-11-12,0.3486
2019-11-13,3.5606
2019-11-14,-1.8868
2019-11-15,0.0
2019-11-18,-5.4274000000000004
2019-11-19,4.4736
2019-11-20,0.346
2019-11-21,-2.2414
2019-11-22,0.9259
2019-11-25,2.1844
2019-11-26,2.1804
2019-11-27,2.0084
2019-11-29,1.5587
2019-12-02,-3.7561
2019-12-03,2.0143
2019-12-04,-5.8412
2019-12-05,6.291
2019-12-06,2.5483000000000002
2019-12-09,-3.0862
2019-12-10,5.4591
2019-12-11,5.4118
2019-12-12,3.9807
2019-12-13,1.1091
2019-12-16,-0.8139
2019-12-17,1.9264999999999999
2019-12-18,-2.3101
2019-12-19,2.3289
2019-12-20,1.8207
2019-12-23,-2.2008
2019-12-24,1.301
2019-12-26,2.1173
2019-12-27,-2.6852
2019-12-30,-0.489
2019-12-31,1.7901
2020-01-02,2.1379
2020-01-03,-0.9453
2020-01-06,0.1022
2020-01-07,-0.5788
2020-01-08,-1.9863
2020-01-09,2.8302
2020-01-10,-0.6796
2020-01-13,4.4133
2020-01-14,1.9987
2020-01-15,-2.0238
2020-01-16,-4.0328
2020-01-17,0.3416
2020-01-21,2.6217
2020-01-22,-3.716
2020-01-23,-3.4114
2020-01-24,1.5697
2020-01-27,1.7913999999999999
2020-01-28,0.9662
2020-01-29,-3.4518
2020-01-30,1.3096999999999999
2020-01-31,-7.3725
2020-02-03,6.375
2020-02-04,-3.0496
2020-02-05,-1.6094
2020-02-06,3.0112
2020-02-07,0.6135
2020-02-10,0.6098
2020-02-11,-1.1408
2020-02-12,1.3343
2020-02-13,2.7401999999999997
2020-02-14,-0.5888
2020-02-18,0.7666
2020-02-19,1.314
2020-02-20,-0.2048
2020-02-21,3.9672
2020-02-24,1.4474
2020-02-25,-4.3774
2020-02-26,4.2387
2020-02-27,-2.1796
2020-02-28,-1.563
2020-03-02,-2.2635
2020-03-03,-4.0788
2020-03-04,0.6486
2020-03-05,2.1124
2020-03-06,-1.7532
2020-03-09,-2.6052999999999997
2020-03-10,-0.6596
2020-03-11,-6.0863
2020-03-12,-10.5656
2020-03-13,14.4049
2020-03-16,-6.833
2020-03-17,14.9979
2020-03-18,10.5339
2020-03-19,5.0891
2020-03-20,-1.5423
2020-03-23,0.6892
2020-03-24,4.6982
2020-03-25,-7.6672
2020-03-26,8.8188
2020-03-27,6.9506
2020-03-30,5.0885
2020-03-31,-1.3421
2020-04-01,-4.0277
2020-04-02,-2.557
2020-04-03,-4.8203
2020-04-06,-0.4495
2020-04-07,0.2709
2020-04-08,10.8676
2020-04-09,15.3804
2020-04-13,-5.5621
2020-04-14,2.6839
2020-04-15,6.2682
2020-04-16,2.2774
2020-04-17,-2.5161
2020-04-20,2.1471
2020-04-21,-2.8623
2020-04-22,3.1768
2020-04-23,-3.2798
2020-04-24,1.5917
2020-04-27,4.8591999999999995
2020-04-28,-4.3742
2020-04-29,1.9022000000000001
2020-04-30,-3.9111000000000002
2020-05-01,-0.7863
2020-05-04,-8.5315
2020-05-05,7.263
2020-05-06,-4.0865
2020-05-07,-2.4028
2020-05-08,0.0254
2020-05-11,-0.9135
2020-05-12,3.3547000000000002
2020-05-13,3.4936
2020-05-14,-1.1492
2020-05-15,1.986
2020-05-18,-2.446
2020-05-19,-2.5073
2020-05-20,-1.4981
2020-05-21,1.8758
2020-05-22,6.3697
2020-05-26,-2.4327
2020-05-27,-3.7881
2020-05-28,4.1366
2020-05-29,6.3412
2020-06-01,1.4626000000000001
2020-06-02,9.603
2020-06-03,-2.4282
2020-06-04,1.8457
2020-06-05,-1.3643
2020-06-08,0.6813
2020-06-09,5.6182
2020-06-10,-3.6498
2020-06-11,-0.9067
2020-06-12,-2.135
2020-06-15,-2.8465
2020-06-16,0.7057
2020-06-17,5.2453
2020-06-18,-2.7441
2020-06-19,4.3568
2020-06-22,1.2127
2020-06-23,-3.9285
2020-06-24,1.697
2020-06-25,-0.6031
2020-06-26,-5.0566
2020-06-29,-3.8134
2020-06-30,-1.0188
2020-07-01,3.9606
2020-07-02,1.3345
2020-07-06,-0.2336
2020-07-07,1.7671000000000001
2020-07-08,4.5816
2020-07-09,3.8608000000000002
2020-07-10,-6.4908
2020-07-13,1.0299
2020-07-14,-2.1407
2020-07-15,-1.8333
2020-07-16,2.3345000000000002
2020-07-17,-2.9448
2020-07-20,5.6197
2020-07-21,-1.2543
2020-07-22,-0.2049
2020-07-23,-2.443
2020-07-24,-3.2828
2020-07-27,1.6754
2020-07-28,-0.8774
2020-07-29,2.7418
2020-07-30,3.0048
2020-07-31,7.0787
