ticker,KLIB US Equity
2007-08-01,0.0
2007-08-08,1.0955
2007-08-09,0.0
2007-08-16,0.0
2007-09-13,0.9351
2007-10-03,-5.6277
2007-10-04,0.0
2007-10-05,7.1193
2007-10-24,0.0
2007-11-27,-5.7897
2007-11-29,7.5651
2007-12-18,-0.6394
2008-01-03,1.3565
2008-01-22,-3.9121
2008-01-23,3.5714
2008-01-24,-3.4483
2008-01-25,4.0714
2008-03-04,-3.0542
2008-03-14,0.0
2008-03-24,1.7699
2008-03-25,2.8174
2008-03-31,-0.203
2008-09-11,-6.4779
2008-10-02,0.0
2008-10-03,5.8349
2008-10-06,-4.6463
2008-10-08,0.0
2008-10-09,0.0
2008-10-10,4.8727
2008-12-30,0.5445
2009-01-06,-8.2809
2009-01-07,8.5714
2009-02-12,-7.0175
2009-02-18,-0.9434
2009-02-19,9.8667
2009-02-27,-9.8474
2009-03-02,10.9231
2009-03-17,-8.9806
2009-04-13,0.0
2009-10-20,1.323
2009-10-28,-4.6893
2009-10-29,3.0
2009-11-04,-0.9709
2009-12-10,-2.439
2009-12-14,5.102
2010-01-29,0.7184
2010-06-10,3.2962
2010-07-09,-1.9979
2010-07-12,2.5314
2010-08-18,-5.2959
2010-08-24,2.4876
2010-08-26,2.9126
2010-08-27,0.3679
2010-09-02,-5.7712
2010-11-22,7.7207
2010-11-29,-7.9293
2010-12-07,5.0
2011-04-13,-0.8746
2011-04-29,-3.4314
2011-05-03,3.5533
2011-06-01,7.4627
2011-06-06,-0.7222
2011-08-11,-0.2052
2011-08-12,0.9346
2011-11-16,1.5185
2011-11-17,0.8026
2011-12-22,-1.8077999999999999
2011-12-30,2.1402
2012-01-25,-1.1803
2012-06-18,-7.9812
2012-06-26,1.0204
2012-06-27,6.6364
2012-07-16,-6.2234
2012-10-05,4.0404
2012-10-09,5.8641
2012-10-26,0.0
2013-07-16,-3.2928
2013-07-18,1.0146
2013-07-26,-1.4873
2013-07-30,2.3725
2013-09-06,-1.8387
2013-09-16,-1.9512
2013-09-20,1.99
2013-09-23,1.678
2013-10-07,-3.5694
2013-12-10,4.5983
2014-03-17,3.3816
2014-03-18,0.6916
2014-04-14,-3.4713
2014-04-16,3.8462
2014-04-28,0.0
2014-04-30,0.9444
2014-06-04,-4.2039
2014-06-06,3.3981
2014-08-01,2.3474
2014-10-16,0.0
2014-10-28,-6.8807
2014-11-05,10.3448
2015-02-25,-7.6087
2015-03-09,10.7843
2015-05-08,-8.4071
2015-05-19,11.1111
2015-05-20,4.3478
2015-05-21,-8.3333
2015-07-30,5.9908
2015-07-31,4.3478
2015-08-10,-4.1667
2015-08-11,4.3478
2015-09-02,-8.3333
2015-09-14,4.5455
2015-09-22,4.3478
2015-10-02,-4.1667
2015-10-08,4.3478
2015-10-09,0.0
2015-10-12,3.3333
2015-11-03,-3.2258
2015-11-04,3.3333
2015-11-16,-10.4839
2015-12-01,5.1669
2015-12-07,-3.4783
2016-01-12,6.3063
2016-01-14,4.5593
2016-06-10,-3.1437
2016-06-13,5.9322
2016-06-14,-0.072
2016-12-22,-9.1352
2016-12-23,-4.4643
2017-01-03,17.757
2017-01-05,0.0
2017-01-06,-0.7937
2017-02-02,-8.8
2017-02-10,12.2807
2017-04-24,-8.5938
2017-05-01,2.6496
2017-05-10,22.0649
2017-06-06,-10.3757
2017-06-12,3.8462
2017-09-15,0.9259
2017-09-27,0.0015
2017-10-05,10.8241
2017-10-19,-9.7351
2017-11-14,11.5187
2017-12-21,-1.5303
2018-01-03,2.7027
2018-08-01,3.0928
2018-08-14,13.871
2018-10-10,-0.8499
2018-10-12,-2.0686
2018-11-27,7.9473
2019-04-05,1.2312
2019-04-24,-2.2702999999999998
2019-05-14,-3.0642
2019-05-28,6.7642
2019-07-29,29.5089
2019-08-05,-26.5147
2019-08-19,0.0
2019-10-03,0.0907
2019-10-04,4.8099
2019-12-11,46.7686
2019-12-31,-33.4276
2020-01-15,5.0279
2020-03-12,0.5319
2020-03-17,-4.7619
2020-03-26,5.5556
2020-05-27,0.0
2020-06-11,0.9028
2020-06-15,-27.8947
2020-06-30,38.6861
2020-07-15,0.0
2020-07-17,2.6316
