ticker,AHII US Equity
2014-04-29,-13.1944
2014-04-30,-31.2
2014-05-01,13.9535
2014-05-02,8.1633
2014-05-05,-20.3774
2014-05-06,-0.4739
2014-05-07,-28.3333
2014-05-08,22.2591
2014-05-09,16.8478
2014-05-12,0.0
2014-05-13,-13.9535
2014-05-14,-1.3514
2014-05-15,7.3972999999999995
2014-05-16,-3.0612
2014-05-19,-10.526299999999999
2014-05-20,-2.9412000000000003
2014-05-21,-0.6061
2014-05-22,-5.4878
2014-05-23,-6.4516
2014-05-27,0.0
2014-05-28,-6.8966
2014-05-29,7.4074
2014-05-30,-6.2069
2014-06-02,-6.4338
2014-06-03,-1.7682
2014-06-04,0.0
2014-06-05,0.0
2014-06-06,3.2
2014-06-09,-14.3411
2014-06-10,4.0724
2014-06-11,-0.8696
2014-06-12,13.1579
2014-06-13,-6.9283
2014-06-16,0.3644
2014-06-17,-0.3631
2014-06-18,-4.5809
2014-06-19,13.4752
2014-06-20,3.8462
2014-06-23,2.963
2014-06-24,-2.8777
2014-06-25,3.7037
2014-06-26,-7.1429
2014-06-27,-3.8462
2014-06-30,-8.0
2014-07-01,0.0
2014-07-02,0.0
2014-07-03,-2.1739
2014-07-07,2.2222
2014-07-08,3.0435
2014-07-09,-4.8523
2014-07-10,0.8869
2014-07-11,-8.1319
2014-07-14,-12.9187
2014-07-15,-6.044
2014-07-16,-13.4503
2014-07-17,-6.7568
2014-07-18,-9.4203
2014-07-21,0.0
2014-07-22,12.0
2014-07-23,-7.1429
2014-07-24,7.6923
2014-07-25,-3.4821
2014-07-28,3.6078
2014-07-29,-2.5
2014-07-30,46.4286
2014-07-31,-11.4447
2014-08-01,-21.4689
2014-08-04,0.0
2014-08-05,0.7194
2014-08-06,-5.4464
2014-08-07,-1.8885999999999998
2014-08-08,-2.2137000000000002
2014-08-11,-9.4488
2014-08-12,8.6957
2014-08-13,0.1
2014-08-14,0.0
2014-08-15,0.0
2014-08-18,-12.0879
2014-08-19,-9.0909
2014-08-20,0.0
2014-08-21,-12.0
2014-08-22,-6.8182
2014-08-25,-8.5366
2014-08-26,20.0
2014-08-27,-11.1111
2014-08-28,6.25
2014-08-29,-17.647100000000002
2014-09-02,-2.8571
2014-09-03,-2.9412000000000003
2014-09-04,0.0
2014-09-05,6.0606
2014-09-08,0.0
2014-09-09,-14.2857
2014-09-10,0.0
2014-09-11,-14.7917
2014-09-12,7.5795
2014-09-15,0.0
2014-09-16,9.0909
2014-09-17,0.0
2014-09-18,0.0
2014-09-19,16.6667
2014-09-22,-14.1071
2014-09-23,16.4241
2014-09-24,-25.0
2014-09-25,21.9048
2014-09-26,0.0
2014-09-29,5.4688
2014-09-30,-13.5185
2014-10-01,14.7752
2014-10-02,-12.8731
2014-10-03,-9.4218
2014-10-06,0.2364
2014-10-07,4.0094
2014-10-08,-1.3605
2014-10-09,0.0
2014-10-10,-1.6092
2014-10-13,-0.9346
2014-10-14,-3.5377
2014-10-16,17.3594
2014-10-17,-16.6667
2014-10-20,0.0
2014-10-21,2.0
2014-10-22,-1.9607999999999999
2014-10-23,4.0
2014-10-24,15.3846
2014-10-27,0.0
2014-10-28,-14.4792
2014-10-29,0.0
2014-10-30,16.9306
2014-10-31,-11.6667
2014-11-03,0.0
2014-11-04,-1.8868
2014-11-05,0.0
2014-11-06,0.0
2014-11-07,-3.8462
2014-11-10,0.0
2014-11-11,2.0
2014-11-12,-15.6863
2014-11-13,13.6628
2014-11-14,0.0
2014-11-17,-18.1586
2014-11-18,0.0
2014-11-19,0.0
2014-11-20,-20.0
2014-11-21,-21.875
2014-11-24,4.0
2014-11-25,-6.4904
2014-11-26,56.2982
2014-11-28,-27.302599999999998
2014-12-01,1.3575
2014-12-02,7.1429
2014-12-03,-12.9167
2014-12-04,14.8325
2014-12-05,-16.25
2014-12-08,39.3035
2014-12-09,-14.2857
2014-12-10,16.6667
2014-12-11,-13.392900000000001
2014-12-12,-0.4124
2014-12-15,-16.5631
2014-12-31,-80.1489
2015-01-02,-80.0
2015-01-05,900.0
2015-01-06,0.0
2015-01-07,0.0
2015-01-08,0.0
2015-01-09,-50.0
2015-01-12,100.0
2015-01-13,100.0
2015-01-14,0.0
2015-01-20,-44.375
2015-01-22,-1.1236
2015-01-23,36.3636
2015-01-26,0.0
2015-01-27,-99.1667
2015-01-28,0.0
2015-01-29,1500.0
2015-02-03,150.0
2015-02-05,0.0
2015-02-06,0.0
2015-02-09,50.0
2015-02-10,33.3333
2015-02-12,-50.0
2015-02-17,-97.5
2015-02-18,4000.0
2015-02-19,-2.439
2015-02-20,0.0
2015-02-24,50.0
2015-02-25,-33.3333
2015-02-26,0.0
2015-03-02,0.0
2015-03-03,20.0
2015-03-05,66.6667
2015-03-09,-30.0
2015-03-12,-71.4286
2015-03-16,50.0
2015-03-17,-33.3333
2015-03-20,0.0
2015-04-22,2275.0
2015-04-24,-95.7895
2015-05-13,-75.0
2015-05-18,100.0
2015-05-21,30.0
2015-06-01,-23.0769
2015-07-08,10.0
2015-07-09,0.0
2015-07-21,-54.5455
2015-08-03,40.0
2015-08-21,-28.5714
2015-08-26,0.0
2015-09-21,20.0
2015-09-24,-50.0
2015-10-30,0.0
2015-11-05,-66.6667
2015-12-07,-90.0
2015-12-08,4900.0
2015-12-09,0.0
2015-12-14,0.0
2015-12-21,-40.0
2015-12-23,33.3333
2015-12-29,-25.0
2015-12-30,-33.3333
2016-01-19,-25.0
2016-03-04,300.0
2016-03-24,-16.6667
2016-05-12,-80.0
2016-05-20,-50.0
2016-05-31,0.0
2016-06-07,0.0
2016-12-30,-80.0
2017-01-09,-87.5
2017-01-20,700.0
2017-03-13,-87.5
2017-03-14,700.0
2017-03-31,-87.5
2017-06-05,0.0
2017-10-12,-20.0
2017-10-19,0.0
2017-11-21,0.0
2018-01-10,0.0
2018-04-03,-90.0
2018-04-11,900.0
2018-10-19,0.0
2018-11-21,-90.0
2019-04-04,-90.0
2019-05-02,9900.0
2019-05-16,-99.0
2019-06-25,9900.0
2019-07-18,0.0
2019-09-17,-99.0
2019-11-26,9900.0
2019-12-23,900.0
2019-12-30,0.0
2020-01-06,0.0
2020-02-06,0.0
2020-03-24,10.0
2020-04-22,0.0
2020-06-29,-90.9091
2020-07-23,1000.0
2020-07-30,-90.9091
