ticker,ALAC US Equity
2019-07-22,0.0
2019-07-24,-0.0988
2019-07-25,0.0989
2019-07-29,0.2964
2019-07-31,-0.0887
2019-08-13,-0.0099
2019-08-15,-0.1972
2019-08-16,0.2964
2019-08-26,0.4926
2019-08-27,-0.3922
2019-08-30,0.2953
2019-09-25,0.3925
2019-09-27,0.0978
2019-09-30,0.0977
2019-10-02,-0.0976
2019-10-04,-0.0186
2019-10-10,0.1162
2019-10-11,-0.1951
2019-10-22,0.391
2019-10-23,0.0974
2019-10-24,-0.073
2019-10-25,-0.1217
2019-10-28,0.0975
2019-10-29,0.1947
2019-10-31,-0.0972
2019-11-04,0.0973
2019-11-05,-0.0972
2019-11-08,0.1946
2019-11-13,-0.4854
2019-11-14,0.1951
2019-11-15,0.0974
2019-11-18,-0.0486
2019-11-19,0.146
2019-11-20,0.0972
2019-11-21,-0.0971
2019-11-22,0.1944
2019-11-29,0.097
2019-12-03,0.0
2019-12-05,0.1938
2019-12-06,0.0967
2019-12-09,-0.1923
2019-12-11,0.1036
2019-12-12,0.089
2019-12-13,0.0966
2019-12-16,0.0
2019-12-18,-0.2896
2019-12-20,0.0
2019-12-24,0.0
2019-12-27,0.0
2019-12-30,0.0968
2019-12-31,0.0967
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,0.0966
2020-01-07,0.0
2020-01-08,0.0965
2020-01-16,-0.0521
2020-01-22,0.3001
2020-01-24,-0.0548
2020-01-31,0.2936
2020-02-03,-0.1008
2020-02-04,0.8646
2020-02-05,0.0
2020-02-06,-0.0019
2020-02-07,0.0019
2020-02-10,-0.0952
2020-02-11,0.0953
2020-02-12,0.0
2020-02-13,-0.381
2020-02-27,0.001
2020-03-05,-0.001
2020-03-06,-0.0956
2020-03-12,-0.0957
2020-03-13,-0.3831
2020-03-16,-0.1923
2020-03-17,-0.6744
2020-03-18,-0.291
2020-03-19,0.0
2020-03-20,0.2918
2020-03-23,0.388
2020-03-24,0.2899
2020-03-25,0.6744
2020-03-26,-0.0957
2020-03-27,-0.3831
2020-03-30,0.5769
2020-03-31,0.3824
2020-04-03,-0.1905
2020-04-06,0.0954
2020-04-07,0.0953
2020-04-08,0.1905
2020-04-09,-0.2852
2020-04-13,0.0953
2020-04-14,0.4762
2020-04-16,0.0
2020-04-20,-0.7583
2020-04-21,0.2865
2020-04-22,0.0
2020-04-23,0.0
2020-04-27,1.4352
2020-04-28,-0.2413
2020-04-29,-0.16
2020-04-30,0.8673
2020-05-01,-0.8411
2020-05-04,0.377
2020-05-06,-0.6573
2020-05-07,0.189
2020-05-08,0.0
2020-05-12,0.0
2020-05-15,0.0
2020-05-18,0.0
2020-05-28,3.7708
2020-05-29,-2.1682
2020-06-01,0.0753
2020-06-04,0.6565
2020-06-05,-1.0148
2020-06-08,1.1184
2020-06-10,-1.2876
2020-06-11,0.2203
2020-06-17,0.15
2020-06-19,-0.9302
2020-06-22,0.4695
2020-06-25,0.6916
2020-06-26,0.259
2020-06-29,-1.8691
2020-06-30,0.9434
2020-07-01,0.4673
2020-07-02,-0.3721
2020-07-06,0.3735
2020-07-07,0.4651
2020-07-08,-1.4167
2020-07-09,0.711
2020-07-10,0.3945
2020-07-14,-0.4059
2020-07-15,0.6408
2020-07-16,0.0927
2020-07-20,-0.462
2020-07-21,0.3712
2020-07-23,-0.5561
2020-07-24,0.3262
2020-07-27,0.3307
2020-07-28,-0.0981
2020-07-29,-0.8341
2020-07-30,-0.4673
2020-07-31,0.6573
