ticker,JFIN US Equity
2019-09-30,14.7868
2019-10-01,-25.8238
2019-10-02,-5.7351
2019-10-03,-0.7284
2019-10-04,3.0643
2019-10-07,1.34
2019-10-08,-5.3719
2019-10-09,1.9214
2019-10-10,-5.8269
2019-10-11,3.9126
2019-10-14,0.7005
2019-10-15,-5.3913
2019-10-16,3.3686
2019-10-17,-10.549900000000001
2019-10-18,4.4732
2019-10-21,-0.0951
2019-10-22,-6.6667
2019-10-23,1.9898
2019-10-24,-4.3522
2019-10-25,2.5105
2019-10-28,-2.8571
2019-10-29,-0.7353
2019-10-30,-6.8783
2019-10-31,-9.0909
2019-11-01,-3.125
2019-11-04,-2.9677
2019-11-05,-4.6543
2019-11-06,14.3654
2019-11-07,-4.878
2019-11-08,5.0
2019-11-11,-2.3199
2019-11-12,-0.375
2019-11-13,-2.133
2019-11-14,-2.6923
2019-11-15,0.1318
2019-11-18,-1.1842
2019-11-19,2.5300000000000002
2019-11-20,-2.5974
2019-11-21,-0.8
2019-11-22,-4.7003
2019-11-25,7.1887
2019-11-26,-1.3158
2019-11-27,-1.2
2019-11-29,-4.7233
2019-12-02,-1.1331
2019-12-03,9.5989
2019-12-04,-1.9607999999999999
2019-12-05,-2.2387
2019-12-06,-6.9162
2019-12-09,1.685
2019-12-10,-7.3487
2019-12-11,-9.7978
2019-12-12,-5.0
2019-12-13,1.9056
2019-12-16,1.3357
2019-12-17,-0.9297
2019-12-18,-6.5122
2019-12-19,-6.2619
2019-12-20,2.7328
2019-12-23,0.0985
2019-12-24,5.1181
2019-12-26,-2.809
2019-12-27,0.1927
2019-12-30,0.6731
2019-12-31,0.4776
2020-01-02,0.3802
2020-01-03,6.0606
2020-01-06,-7.6786
2020-01-07,1.9342000000000001
2020-01-08,-0.0664
2020-01-09,2.1551
2020-01-10,-3.7175000000000002
2020-01-13,2.5097
2020-01-14,2.0151
2020-01-15,-1.9752999999999998
2020-01-16,0.0
2020-01-17,0.7533
2020-01-21,-20.747700000000002
2020-01-22,2.5943
2020-01-23,0.2299
2020-01-24,-4.5872
2020-01-27,-3.8486000000000002
2020-01-28,-7.2477
2020-01-29,4.5445
2020-01-30,-2.2096
2020-01-31,-20.9048
2020-02-03,13.6667
2020-02-04,2.0528
2020-02-05,2.3362
2020-02-06,-10.145199999999999
2020-02-07,-5.3125
2020-02-10,3.9604
2020-02-11,-0.2921
2020-02-12,-2.095
2020-02-13,1.1381999999999999
2020-02-14,0.3215
2020-02-18,3.2051
2020-02-19,0.0
2020-02-20,-2.0186
2020-02-21,-12.2029
2020-02-24,4.5126
2020-02-25,0.8636
2020-02-26,8.9041
2020-02-27,-0.6289
2020-02-28,-18.6108
2020-03-02,11.9484
2020-03-03,3.8483
2020-03-04,-0.8361
2020-03-05,-3.204
2020-03-06,-4.8014
2020-03-09,-19.4788
2020-03-10,15.5955
2020-03-12,-27.6474
2020-03-13,4.8913
2020-03-16,-15.0829
2020-03-17,84.575
2020-03-18,-28.2645
2020-03-19,7.3733
2020-03-20,-24.4635
2020-03-23,72.1591
2020-03-24,20.297
2020-03-25,-28.3951
2020-03-26,3.8314
2020-03-27,-0.738
2020-03-30,-5.2045
2020-03-31,0.0
2020-04-01,-11.7647
2020-04-02,-4.0
2020-04-03,6.4815
2020-04-06,-8.6957
2020-04-07,0.9524
2020-04-08,12.7358
2020-04-09,-3.7657
2020-04-13,6.087
2020-04-14,9.8361
2020-04-15,4.1045
2020-04-16,0.3584
2020-04-17,-4.8893
2020-04-20,1.7610999999999999
2020-04-21,-7.7454
2020-04-22,-1.204
2020-04-23,1.6194
2020-04-24,-6.9602
2020-04-27,2.6977
2020-04-28,0.9048
2020-04-29,-0.8264
2020-04-30,-5.4167
2020-05-01,-3.9648
2020-05-04,5.0459
2020-05-05,-1.7467000000000001
2020-05-06,-3.0533
2020-05-07,-3.7271
2020-05-08,-0.6333
2020-05-11,-4.1549
2020-05-12,0.0
2020-05-13,0.0
2020-05-14,-3.5
2020-05-15,-0.5181
2020-05-18,4.1667
2020-05-19,-0.5
2020-05-20,0.5025
2020-05-21,2.5
2020-05-22,-0.1073
2020-05-26,-2.1486
2020-05-27,4.5164
2020-05-28,-4.3356
2020-05-29,3.3741
2020-06-01,5.3064
2020-06-02,0.5961
2020-06-03,4.8314
2020-06-04,-2.1739
2020-06-05,-0.1778
2020-06-08,4.1852
2020-06-09,26.0684
2020-06-10,96.6102
2020-06-11,-32.7586
2020-06-12,16.6667
2020-06-15,25.7143
2020-06-16,0.8741
2020-06-17,-8.1456
2020-06-18,-3.5849
2020-06-19,-2.9354
2020-06-22,-11.2903
2020-06-23,-2.2727
2020-06-24,6.0465
2020-06-25,-6.1404
2020-06-26,-7.0093
2020-06-29,-3.0151
2020-06-30,1.2953000000000001
2020-07-01,2.3018
2020-07-02,-3.0
2020-07-06,7.9897
2020-07-07,-4.7733
2020-07-08,3.7594
2020-07-09,-1.6907999999999999
2020-07-10,3.6855
2020-07-13,-8.7678
2020-07-14,-5.7143
2020-07-15,5.2342
2020-07-16,-0.2618
2020-07-17,2.8871
2020-07-20,0.2551
2020-07-21,3.8167999999999997
2020-07-22,-2.2059
2020-07-23,-4.5113
2020-07-24,-2.8871
2020-07-27,-0.8108
2020-07-28,-2.7248
2020-07-29,-3.0812
2020-07-30,4.3353
2020-07-31,-2.2161
