ticker,NOVA US Equity
2019-12-10,-0.7246
2019-12-11,-2.9196999999999997
2019-12-12,4.7261
2019-12-13,5.4359
2019-12-16,1.1673
2019-12-17,6.25
2019-12-18,0.0905
2019-12-19,-0.7233
2019-12-20,4.6448
2019-12-23,-0.6092
2019-12-24,1.4011
2019-12-26,0.9499
2019-12-27,-0.5133
2019-12-30,2.3216
2019-12-31,-6.2185
2020-01-02,1.1649
2020-01-03,1.8601
2020-01-06,-0.6957
2020-01-07,0.8757
2020-01-08,0.0868
2020-01-09,-1.3877
2020-01-10,-1.6711
2020-01-13,0.805
2020-01-14,-1.5972
2020-01-15,2.7051
2020-01-16,2.4583
2020-01-17,5.5698
2020-01-21,3.1656
2020-01-22,1.4162
2020-01-23,1.1637
2020-01-24,0.8436
2020-01-27,-1.8251
2020-01-28,2.2463
2020-01-29,0.8333
2020-01-30,2.7799
2020-01-31,-0.731
2020-02-03,0.81
2020-02-04,2.2644
2020-02-05,-0.2143
2020-02-06,2.0759
2020-02-07,-0.7714
2020-02-10,0.3534
2020-02-11,3.5211
2020-02-12,10.7483
2020-02-13,-1.7199
2020-02-14,1.3125
2020-02-18,0.1851
2020-02-19,11.0837
2020-02-20,7.0399
2020-02-21,-7.5091
2020-02-24,-1.7357
2020-02-25,2.2222
2020-02-26,-1.505
2020-02-27,-5.3198
2020-02-28,3.4071
2020-03-02,17.3988
2020-03-03,-3.3481
2020-03-04,0.3566
2020-03-05,-1.2183
2020-03-06,-7.0401
2020-03-09,-7.0205
2020-03-10,1.2485
2020-03-11,-6.6941
2020-03-12,-27.6274
2020-03-13,-3.0435
2020-03-16,-19.1031
2020-03-17,3.4368
2020-03-18,-24.9732
2020-03-19,6.1429
2020-03-20,36.8775
2020-03-23,-1.3766
2020-03-24,8.674
2020-03-25,9.4495
2020-03-26,5.6998999999999995
2020-03-27,-13.4814
2020-03-30,-7.0577
2020-03-31,-0.6903
2020-04-01,-2.6812
2020-04-02,1.4285999999999999
2020-04-03,-8.8531
2020-04-06,4.3046
2020-04-07,13.0159
2020-04-08,4.4944
2020-04-09,5.3763
2020-04-13,-3.7415000000000003
2020-04-14,13.7809
2020-04-15,-9.0839
2020-04-16,-9.3083
2020-04-17,3.484
2020-04-20,1.1829
2020-04-21,-3.8669000000000002
2020-04-22,8.3255
2020-04-23,6.2176
2020-04-24,-8.1301
2020-04-27,6.9912
2020-04-28,2.6468
2020-04-29,12.1676
2020-04-30,-9.4828
2020-05-01,-8.4921
2020-05-04,1.1275
2020-05-05,-2.8302
2020-05-06,0.9709
2020-05-07,11.1014
2020-05-08,9.6774
2020-05-11,-1.7217
2020-05-12,1.7518
2020-05-13,-5.8106
2020-05-14,5.8644
2020-05-15,1.5827
2020-05-18,11.5439
2020-05-19,-5.3968
2020-05-20,-5.5705
2020-05-21,-3.5537
2020-05-22,1.0317
2020-05-26,6.7834
2020-05-27,-1.0929
2020-05-28,1.7955999999999999
2020-05-29,1.7639
2020-06-01,9.6
2020-06-02,-5.1095
2020-06-03,5.1282
2020-06-04,-4.3902
2020-06-05,1.9769999999999999
2020-06-08,2.3765
2020-06-09,0.0611
2020-06-10,0.2442
2020-06-11,-15.1644
2020-06-12,17.4444
2020-06-15,10.5134
2020-06-16,-0.719
2020-06-17,-0.8914
2020-06-18,6.5767
2020-06-19,4.5886
2020-06-22,-2.1684
2020-06-23,0.567
2020-06-24,-1.5377
2020-06-25,-0.5206
2020-06-26,-1.3605
2020-06-29,-6.8966
2020-06-30,-2.735
2020-07-01,2.5776
2020-07-02,0.3998
2020-07-06,7.0535
2020-07-07,0.797
2020-07-08,1.5287
2020-07-09,-0.8307
2020-07-10,-0.3665
2020-07-13,-2.2596
2020-07-14,4.8925
2020-07-15,-0.5638
2020-07-16,1.6495
2020-07-17,6.1866
2020-07-20,-0.7163
2020-07-21,-1.3468
2020-07-22,6.4846
2020-07-23,0.7326
2020-07-24,1.3636
2020-07-27,6.5022
2020-07-28,-0.5895
2020-07-29,0.5506
2020-07-30,2.9907
2020-07-31,2.2904
