ticker,ADCV US Equity
2005-11-29,3.6585
2005-11-30,0.0
2005-12-01,-5.8824
2005-12-02,-12.5
2005-12-05,-15.7143
2005-12-07,-44.0678
2005-12-08,-6.0606
2005-12-09,93.5484
2005-12-14,-50.0
2005-12-15,130.0
2005-12-16,15.942
2005-12-19,-6.25
2005-12-20,6.6667
2005-12-21,3.75
2005-12-22,-33.7349
2005-12-23,0.0
2005-12-27,0.0
2005-12-28,9.0909
2005-12-29,36.6667
2005-12-30,-29.2683
2006-01-04,37.931
2006-01-05,0.0
2006-01-06,0.0
2006-01-09,-1.25
2006-01-10,-30.3797
2006-01-11,47.2727
2006-01-12,-1.8519
2006-01-13,-1.8868
2006-01-17,21.7949
2006-01-18,45.2632
2006-01-19,26.8116
2006-01-20,-28.5714
2006-01-23,-24.0
2006-01-24,10.526299999999999
2006-01-25,-4.7619
2006-01-26,0.0
2006-01-27,0.0
2006-01-30,-1.0
2006-01-31,-9.0909
2006-02-01,6.6667
2006-02-02,1.0417
2006-02-03,-17.5258
2006-02-06,6.25
2006-02-07,-5.8824
2006-02-08,0.0
2006-02-09,0.0
2006-02-10,6.25
2006-02-13,2.3529
2006-02-14,12.6437
2006-02-15,-13.2653
2006-02-16,0.0
2006-02-17,0.0
2006-02-21,0.0
2006-02-22,-8.2353
2006-02-23,8.9744
2006-02-24,5.8824
2006-02-27,-13.3333
2006-02-28,8.9744
2006-03-01,4.7059
2006-03-02,1.1236
2006-03-03,-2.2222
2006-03-06,5.6818
2006-03-07,-3.2258
2006-03-08,3.3333
2006-03-09,-19.3548
2006-03-10,-17.3333
2006-03-13,-4.8387
2006-03-14,-22.0339
2006-03-15,-30.4348
2006-03-16,12.5
2006-03-17,-33.3333
2006-03-20,4.1667
2006-03-21,0.0
2006-03-22,4.0
2006-03-23,0.0
2006-03-24,0.0
2006-03-27,-23.0769
2006-03-28,0.0
2006-03-29,5.0
2006-03-30,0.0
2006-03-31,-4.7619
2006-04-03,-10.0
2006-04-04,11.1111
2006-04-05,0.0
2006-04-06,-25.0
2006-04-07,80.0
2006-04-10,-25.9259
2006-04-17,0.0
2006-04-19,0.0
2006-04-20,-25.0
2006-04-21,20.0
2006-04-24,0.0
2006-04-25,-16.6667
2006-04-26,0.0
2006-04-27,-13.3333
2006-04-28,15.3846
2006-05-01,-13.3333
2006-05-02,15.3846
2006-05-03,0.0
2006-05-04,-13.3333
2006-05-05,0.0
2006-05-08,7.6923
2006-05-09,21.4286
2006-05-10,-23.5294
2006-05-11,0.0
2006-05-12,0.0
2006-05-15,0.0
2006-05-16,23.0769
2006-05-17,18.75
2006-05-19,-28.947400000000002
2006-08-02,48.1482
2006-08-03,-33.3333
2006-08-04,-45.0
2006-08-09,-50.0
2006-08-11,-9.0909
2006-08-14,10.0
2006-09-07,-61.8182
2006-09-08,0.0
2006-09-13,-76.1905
2006-09-15,-80.0
2006-10-25,200.0
2006-11-21,66.6667
2006-12-04,0.0
2006-12-07,100.0
2006-12-13,0.0
2006-12-14,-90.0
2006-12-18,0.0
2006-12-28,0.0
2007-03-20,900.0
2007-08-06,-90.0
2008-05-08,0.0
2008-05-16,-98.75
2008-07-02,0.0
2008-09-16,0.0
2008-12-05,0.0
2008-12-30,0.0
2009-01-06,0.0
2009-05-14,0.0
2009-07-29,791900.0
2010-09-20,-74.7475
2010-10-05,-40.0
2014-11-10,-93.3333
2015-01-07,-98.75
2015-01-22,0.0
2015-12-02,0.0
2017-03-30,0.0
2018-12-13,-99.2
2019-05-14,900.0
2019-05-17,-90.0
2019-05-30,0.0
2020-03-04,9900.0
2020-05-15,1900.0
