ticker,ADKT US Equity
2014-07-23,2.9851
2014-09-16,-2.3188
2014-10-03,-0.2374
2014-10-29,0.0
2014-12-17,1.1303
2014-12-18,1.4706000000000001
2014-12-26,0.0
2014-12-30,1.4783
2014-12-31,-1.1832
2015-01-05,-1.7359
2015-01-09,0.0
2015-01-21,0.0
2015-02-11,0.0
2015-02-18,0.0
2015-02-25,0.0
2015-02-26,0.0
2015-04-07,2.9851
2015-04-10,0.0
2015-04-29,0.0
2015-06-30,-0.559
2015-07-07,-4.7337
2015-07-08,5.5901
2015-07-10,0.0
2015-07-15,-5.1765
2015-07-20,3.3499
2015-08-03,0.5402
2015-08-10,1.4925
2015-08-24,-1.4706000000000001
2015-09-18,-3.2836
2015-09-23,1.8519
2015-10-12,1.8182
2015-10-20,-1.7856999999999998
2015-11-06,1.8182
2015-11-30,-1.7856999999999998
2015-12-01,0.0
2015-12-02,0.0
2015-12-23,-2.4242
2016-01-14,1.2938
2016-01-20,0.0
2016-03-15,-3.4268
2016-03-16,6.4516
2016-03-28,-6.0606
2016-04-07,4.8387
2016-04-20,-3.6923
2016-07-05,-4.1897
2016-07-07,-0.678
2016-08-18,-0.6143
2016-08-23,6.456
2016-11-08,1.2903
2016-11-16,-3.1847
2016-11-21,0.0
2016-12-07,3.2895
2016-12-08,2.1656
2016-12-19,-2.1197
2016-12-21,3.0573
2017-02-28,0.471
2017-03-07,6.25
2017-03-08,-7.6471
2017-04-28,8.1529
2017-07-25,1.6442
2017-08-07,0.0
2017-08-14,-4.4118
2017-08-15,1.2308
2017-08-16,0.304
2017-10-23,1.5152
2017-11-15,-2.3881
2017-11-29,0.3058
2017-11-30,0.3049
2017-12-05,-0.6079
2017-12-07,0.0
2017-12-11,-0.3058
2017-12-12,-1.8405
2017-12-14,0.0
2018-01-24,0.0318
2018-01-25,0.0
2018-01-31,-1.5873
2018-02-06,3.2258
2018-02-08,0.0
2018-02-14,-6.25
2018-02-15,5.0
2018-02-16,-3.1746
2018-02-20,-1.6387
2018-02-26,6.666
2018-03-06,6.3125
2018-03-26,-0.3527
2018-04-19,1.4748999999999999
2018-05-04,-1.1628
2018-05-22,-1.1764999999999999
2018-05-31,0.0
2018-07-12,-3.294
2018-07-31,5.0
2018-08-08,0.8929
2018-08-10,-4.8968
2018-08-13,0.4963
2018-08-15,-0.3086
2018-08-24,3.4056
2018-09-18,-4.1916
2018-09-20,0.3125
2018-09-25,1.2461
2018-09-26,-1.5385
2018-09-28,-1.5625
2018-10-02,2.8571
2018-10-04,0.3086
2018-10-10,0.3077
2018-10-12,-1.8405
2018-10-15,0.0
2018-10-23,0.0
2018-10-29,-1.25
2018-10-30,2.8481
2018-10-31,-2.9397
2018-12-10,0.1756
2018-12-17,-0.3165
2019-01-28,5.2122
2019-01-29,2.454
2019-01-30,-1.1976
2019-01-31,0.0
2019-02-01,1.8182
2019-02-12,0.5952
2019-02-13,0.0
2019-03-01,-0.8876
2019-03-12,-1.194
2019-03-13,1.2085
2019-04-01,0.0
2019-04-02,-4.4776
2019-04-03,4.6875
2019-04-11,1.4925
2019-04-12,0.0
2019-04-16,-5.8824
2019-04-22,-2.75
2019-05-21,0.2577
2019-05-22,3.8455
2019-07-24,1.9287999999999998
2019-08-01,4.9846
2019-09-16,-3.2824999999999998
2019-09-25,-0.6061
2019-10-04,0.6707
2019-10-08,1.1508
2019-10-09,0.0
2019-12-26,2.979
2020-02-03,2.7155
2020-02-27,-0.8764
2020-03-02,-1.435
2020-03-12,0.0
2020-03-23,0.0
2020-04-28,4.4088
2020-04-29,0.0028
2020-05-05,-6.3662
2020-07-14,0.2292
