ticker,REOP US Equity
2005-07-18,-2.0408
2005-07-20,0.8333
2005-08-05,3.3058
2005-08-23,-4.0
2005-09-26,0.0
2006-01-03,-0.8333
2006-01-05,3.3613
2006-02-17,0.4065
2006-11-10,0.4049
2006-12-15,0.4032
2007-01-04,0.4016
2007-04-02,0.8
2007-04-03,5.1587
2007-05-16,1.8868
2007-06-20,-0.3704
2007-06-22,-2.6022
2007-10-18,-3.4351
2007-11-20,0.7905
2007-11-21,0.0
2007-11-26,1.9607999999999999
2007-12-04,-0.7692
2007-12-05,5.0388
2007-12-18,47.6015
2007-12-20,-29.5
2008-02-15,1.0638
2008-03-10,4.2105
2008-04-02,1.0101
2008-04-03,-4.0
2008-05-08,1.3889
2008-05-09,0.6849
2008-06-02,1.7006999999999999
2008-09-24,11.0368
2008-09-25,-2.1084
2008-09-26,-10.7692
2008-10-08,-1.0345
2008-10-09,-1.7422
2008-10-10,-0.7092
2008-10-14,-0.3571
2008-10-20,-12.1864
2008-11-14,-9.7959
2008-11-26,0.0
2008-12-01,-9.0498
2008-12-10,-20.2985
2008-12-31,-11.3608
2009-01-02,5.6338
2009-02-18,-2.0
2009-04-21,0.0
2009-04-27,-4.7619
2009-05-11,28.5714
2009-05-29,12.2222
2009-08-25,-5.9406
2009-12-03,15.7895
2010-07-16,36.3636
2010-12-30,-20.0
2011-01-19,16.6667
2011-01-20,0.0
2011-05-13,7.1429
2011-07-11,0.0
2011-11-28,0.0
2012-01-03,0.0
2012-01-05,0.0
2012-03-19,6.6667
2012-03-29,-6.25
2012-03-30,0.0
2012-04-16,0.0
2012-05-22,-6.6667
2012-05-30,-1.7856999999999998
2012-06-12,1.8182
2012-06-26,-3.5714
2012-07-02,-20.3704
2012-07-24,-2.3256
2012-08-10,9.5238
2012-08-13,0.0
2012-10-17,0.0
2012-11-01,-4.3478
2012-11-06,11.5455
2012-11-09,-8.7205
2012-11-12,7.1429
2012-12-05,8.3333
2012-12-13,-3.8462
2013-04-09,2.0
2013-04-15,0.0
2013-05-02,3.5294
2013-05-15,4.1667
2013-06-24,1.8182
2013-07-24,7.1429
2013-07-29,8.3333
2013-07-30,6.5735
2013-08-06,12.5984
2013-09-23,20.0
2013-09-25,-1.7094
2013-10-29,0.0
2013-10-30,0.0
2014-01-17,30.4348
2014-04-16,-6.6667
2014-04-21,1.7856999999999998
2015-01-05,-17.5439
2015-03-10,-2.1277
2015-04-06,0.4348
2015-04-24,12.5541
2015-05-26,-11.538499999999999
2015-06-17,0.0
2015-06-19,-13.0
2015-06-22,1.1994
2015-07-30,18.5185
2015-11-12,-4.1667
2015-12-09,6.5217
2016-05-27,2.0408
2016-08-08,9.0
2016-08-22,-0.9174
2016-09-02,0.0
2017-03-16,29.6296
2017-04-25,-2.8571
2017-11-20,-2.9412000000000003
2017-11-21,4.5455
2017-11-28,-10.1449
2018-01-02,-19.3548
2018-01-08,13.4
2018-01-22,23.4568
2018-03-22,-8.5714
2018-07-18,3.125
2018-07-26,-3.0303
2018-07-31,0.0
2018-09-20,1.5625
2018-11-19,4.6154
2018-11-20,0.0
2018-11-21,2.9412000000000003
2018-11-27,-8.0
2018-11-30,5.5901
2018-12-14,-2.9412000000000003
2019-01-10,6.0606
2019-04-25,2.8571
2019-04-26,0.0
2019-04-30,8.3333
2019-05-29,-7.6923
2019-07-23,8.3333
2019-09-19,0.0
2019-11-01,0.0
2019-12-11,-6.4103
2020-01-02,0.0
2020-02-27,-15.0685
2020-02-28,0.0003
2020-04-15,-6.4519
2020-04-21,20.6897
2020-05-27,-28.5714
2020-05-28,0.0
2020-07-28,-31.9196
