ticker,MCVT US Equity
2013-04-15,-22.7273
2013-04-30,11.7647
2013-05-02,-5.2632
2013-05-13,-8.3333
2013-06-06,21.2121
2013-06-10,-6.0
2013-06-25,6.383
2013-06-26,0.0
2013-07-02,0.0
2013-07-03,-5.5
2013-07-08,0.0
2013-07-09,0.0
2013-07-10,-15.3439
2013-07-15,9.375
2013-07-19,5.7143
2013-07-25,-12.973
2013-08-15,0.0
2013-08-23,0.0
2013-08-29,0.0
2013-09-06,0.0
2013-09-13,0.0
2013-09-26,0.0
2013-12-03,-0.6211
2013-12-04,-34.375
2013-12-05,28.5714
2013-12-06,-14.8148
2013-12-31,17.3913
2014-02-07,-18.5185
2014-02-10,-9.0909
2014-02-14,10.0
2014-03-04,-18.1818
2014-03-06,0.0
2014-03-18,0.0
2014-04-01,40.0
2014-04-04,-20.634900000000002
2014-04-07,-15.0
2014-04-08,0.0
2014-04-11,5.8824
2014-04-21,-33.3333
2014-04-28,0.0
2014-05-05,33.3333
2014-05-09,31.25
2014-05-16,-28.5714
2014-06-02,20.0
2014-06-10,11.1111
2014-06-12,10.0
2014-06-13,0.0
2014-06-19,-4.5455
2014-06-20,4.7619
2014-06-30,4.5455
2014-07-01,0.0
2014-07-07,0.0
2014-07-09,-4.3478
2014-07-11,-5.4545
2014-07-15,-3.8462
2014-07-16,-15.0
2014-07-17,5.8824
2014-07-30,11.1111
2014-07-31,0.0
2014-08-01,0.0
2014-08-05,-5.0
2014-08-06,-10.526299999999999
2014-08-11,0.0
2014-08-29,-5.8824
2014-09-03,-3.75
2014-09-11,62.3377
2014-10-15,16.0
2014-10-23,-10.3448
2014-11-07,-3.8462
2014-11-17,-8.0
2014-11-26,0.0
2014-11-28,-13.0435
2014-12-01,0.0
2014-12-12,-10.0
2014-12-19,11.1111
2015-01-23,-15.0
2015-01-28,5.8824
2015-01-29,0.0
2015-03-09,-11.1111
2015-03-16,0.0
2015-03-17,0.0
2015-04-02,0.0
2015-04-07,0.0
2015-04-09,0.0
2015-04-10,0.0
2015-04-13,-25.0
2015-06-05,25.0
2015-06-08,18.6667
2015-06-12,0.0
2015-09-18,-15.7303
2015-10-27,0.0
2015-12-30,0.0
2016-03-21,-20.0
2016-06-17,-39.0
2016-06-28,77.5956
2016-07-05,0.0
2016-07-06,13.8462
2016-07-13,1.3514
2016-08-17,0.0
2016-08-29,-40.0
2016-08-30,-11.1111
2016-09-22,5.75
2016-09-27,-5.4374
2016-11-04,-25.0
2016-11-17,0.0
2016-11-28,-6.6667
2016-11-29,7.1429
2016-12-13,150.0
2016-12-14,6.6917
2016-12-15,-6.272
2016-12-16,0.0
2017-04-04,-17.4667
2017-06-09,16.3166
2017-06-14,4.1667
2017-06-27,0.0
2017-08-01,0.0
2017-08-03,-26.6667
2017-08-16,18.1818
2017-08-17,15.3846
2017-08-18,0.0
2017-11-27,-6.6667
2017-11-28,0.0
2017-12-08,0.0
2017-12-11,2.8571
2017-12-13,-16.6667
2017-12-15,-16.6667
2017-12-20,40.0
2017-12-21,12.4286
2017-12-26,1.6518000000000002
2018-01-05,-2.5
2018-01-09,0.0
2018-01-19,-11.538499999999999
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,-4.3478
2018-01-25,-1.5152
2018-01-29,-6.1538
2018-02-05,-1.6393
2018-02-06,16.6667
2018-02-08,0.0
2018-02-14,-14.2857
2018-02-26,0.0
2018-03-02,-16.6667
2018-03-05,0.0
2018-04-02,0.0
2018-04-05,0.0
2018-04-09,0.0
2018-04-24,-10.0
2018-04-25,-11.1111
2018-04-27,12.5
2018-05-08,6.6667
2018-05-09,0.7813
2018-05-14,3.3385
2018-05-17,38.0276
2018-05-18,-11.5942
2018-05-30,-6.5574
2018-06-11,5.2632
2018-06-19,-1.6667
2018-07-09,-10.1695
2018-07-16,-15.0943
2018-07-18,0.0
2018-07-26,0.0
2018-08-13,0.0
2018-08-14,5.5556
2018-08-20,26.3158
2018-09-14,0.0
2018-10-10,0.0
2018-10-15,-8.3333
2018-10-31,-54.5455
2018-11-08,112.0
2018-11-09,0.0
2018-11-20,-22.6415
2018-11-23,34.1463
2018-12-06,-18.1818
2018-12-12,0.0
2018-12-18,-16.4889
2018-12-26,-4.2044
2018-12-28,80.5556
2018-12-31,-12.2615
2019-02-07,-17.5346
2019-02-19,38.2097
2019-02-20,7.6923
2019-02-21,0.0
2019-02-26,0.0
2019-02-27,14.2857
2019-03-01,6.25
2019-03-04,0.0
2019-03-06,0.0
2019-03-07,5.8824
2019-03-08,0.0
2019-03-11,-3.5846999999999998
2019-03-12,-29.2167
2019-03-15,46.529
2019-03-25,0.0
2019-03-26,100.0
2019-03-28,-58.8235
2019-04-18,-17.1429
2019-04-23,4.4112
2019-04-24,15.5907
2019-05-02,-17.1286
2019-05-21,-0.0172
2019-06-18,0.0
2019-06-21,3.4483
2019-06-27,-2.5
2019-07-16,-21.0256
2019-09-19,27.1613
2019-10-10,-6.3806
2019-11-01,0.0
2019-11-04,0.0
2019-11-05,-19.9636
2019-11-14,13.5847
2019-11-19,10.0
2019-11-20,9.0909
2019-11-21,0.0
2019-11-22,16.6667
2019-11-27,1.4285999999999999
2019-12-19,-1.4085
2019-12-26,-10.0
2020-01-07,-4.7619
2020-01-17,-10.0
2020-02-03,-1.6481
2020-02-20,0.2824
2020-03-03,0.3567
2020-03-09,0.0
2020-03-16,-0.6735
2020-03-27,-5.8203
2020-04-27,0.0
2020-05-08,-8.0
2020-05-12,-6.5217
2020-05-20,44.186
2020-05-21,-3.2258
2020-05-28,3.3333
2020-06-03,4.6613
2020-06-05,-13.700099999999999
2020-06-15,0.0
2020-06-16,6.875
2020-07-02,-14.787
2020-07-17,-12.8431
2020-07-21,32.7334
