ticker,LRDG US Equity
2017-12-04,-7.1429
2017-12-05,-23.0769
2017-12-06,-10.0
2017-12-07,-11.1111
2017-12-08,-6.25
2017-12-11,-26.6667
2017-12-12,9.0909
2017-12-13,-10.0
2017-12-14,1.8519
2017-12-15,0.0
2017-12-18,-18.1818
2017-12-19,56.6667
2017-12-20,-36.1702
2017-12-21,-11.1111
2017-12-22,25.0
2017-12-26,-30.0
2017-12-27,0.0
2017-12-28,0.0
2017-12-29,11.0
2018-01-02,54.4402
2018-01-03,-16.6667
2018-01-04,-20.0
2018-01-05,25.0
2018-01-08,20.0
2018-01-09,-16.6667
2018-01-10,0.0
2018-01-11,20.0
2018-01-12,-41.6667
2018-01-16,0.0
2018-01-17,14.2857
2018-01-18,12.5
2018-01-19,-22.2222
2018-01-22,0.0
2018-01-23,0.0
2018-01-24,14.2857
2018-01-25,-25.0
2018-01-26,0.0
2018-01-29,16.6667
2018-01-30,-14.2857
2018-01-31,0.0
2018-02-01,16.6667
2018-02-02,0.0
2018-02-05,0.0
2018-02-06,-14.2857
2018-02-07,0.0
2018-02-08,0.0
2018-02-09,-16.6667
2018-02-12,0.0
2018-02-13,-20.0
2018-02-14,0.0
2018-02-15,0.0
2018-02-16,0.0
2018-02-20,0.0
2018-02-21,-25.0
2018-02-22,33.3333
2018-02-23,0.0
2018-02-26,-25.0
2018-02-27,33.3333
2018-02-28,-25.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,0.0
2018-03-06,33.3333
2018-03-07,-25.0
2018-03-08,-33.3333
2018-03-09,50.0
2018-03-12,-33.3333
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.0
2018-03-16,50.0
2018-03-19,0.0
2018-03-20,-40.0
2018-03-21,66.6667
2018-03-22,0.0
2018-03-23,0.0
2018-03-26,-33.3333
2018-03-27,45.0
2018-03-28,3.4483
2018-03-29,-33.3333
2018-04-02,0.0
2018-04-03,0.0
2018-04-04,50.0
2018-04-05,-36.6667
2018-04-06,5.2632
2018-04-09,50.0
2018-04-10,-66.6667
2018-04-11,100.0
2018-04-12,0.0
2018-04-13,-25.0
2018-04-16,-33.3333
2018-04-17,-4.0
2018-04-18,108.3333
2018-04-19,-52.0
2018-04-20,0.0
2018-04-23,108.3333
2018-04-24,0.0
2018-04-25,0.0
2018-04-26,50.0
2018-04-27,-33.3333
2018-04-30,0.0
2018-05-01,0.0
2018-05-02,0.0
2018-05-03,-50.0
2018-05-04,100.0
2018-05-07,0.0
2018-05-08,-25.0
2018-05-09,0.0
2018-05-10,33.3333
2018-05-11,0.0
2018-05-14,0.0
2018-05-15,0.0
2018-05-16,0.0
2018-05-17,0.0
2018-05-18,0.0
2018-05-21,50.0
2018-05-22,0.0
2018-05-23,0.0
2018-05-24,0.0
2018-05-25,33.3333
2018-05-29,75.0
2018-05-30,-28.5714
2018-05-31,0.0
2018-06-01,0.0
2018-06-04,0.0
2018-06-05,0.0
2018-06-06,-20.0
2018-06-07,25.0
2018-06-08,-24.0
2018-06-11,-21.0526
2018-06-12,33.3333
2018-06-13,-25.0
2018-06-14,0.0
2018-06-15,33.3333
2018-06-18,50.0
2018-06-19,-16.6667
2018-06-20,20.0
2018-06-21,0.0
2018-06-22,-16.6667
2018-06-25,-20.0
2018-06-26,25.0
2018-06-27,20.0
2018-06-28,-33.3333
2018-06-29,25.0
2018-07-02,0.0
2018-07-03,20.0
2018-07-05,-33.3333
2018-07-06,0.0
2018-07-09,0.0
2018-07-10,0.0
2018-07-11,0.0
2018-07-12,0.0
2018-07-13,0.0
2018-07-16,25.0
2018-07-17,-20.0
2018-07-18,25.0
2018-07-19,0.0
2018-07-20,20.0
2018-07-23,83.3333
2018-07-24,-18.1818
2018-07-25,22.2222
2018-07-26,45.4545
2018-07-27,0.0
2018-07-30,-3.125
2018-07-31,3.2258
2018-08-01,0.0
2018-08-02,6.25
2018-08-03,-11.7647
2018-08-06,-46.6667
2018-08-07,0.0
2018-08-08,12.5
2018-08-09,0.0
2018-08-10,-11.1111
2018-08-13,0.0
2018-08-14,50.0
2018-08-15,-16.6667
2018-08-16,-10.0
2018-08-17,0.0
2018-08-20,-22.2222
2018-08-21,28.5714
2018-08-22,0.0
2018-08-23,-11.1111
2018-08-24,-12.5
2018-08-27,14.2857
2018-08-28,0.0
2018-08-29,12.5
2018-08-30,-11.1111
2018-08-31,0.0
2018-09-04,-12.5
2018-09-05,0.0
2018-09-06,-21.4286
2018-09-07,45.4545
2018-09-10,-12.5
2018-09-11,14.2857
2018-09-12,0.0
2018-09-13,-11.25
2018-09-14,-15.493
2018-09-17,0.0
2018-09-18,16.6667
2018-09-19,-14.2857
2018-09-20,-16.6667
2018-09-21,20.0
2018-09-24,-16.6667
2018-09-25,10.0
2018-09-26,9.0909
2018-09-27,16.6667
2018-09-28,0.0
2018-10-01,-28.5714
2018-10-02,0.0
2018-10-03,0.0
2018-10-04,0.0
2018-10-05,-20.0
2018-10-08,25.0
2018-10-09,-20.0
2018-10-10,0.0
2018-10-11,25.0
2018-10-12,0.0
2018-10-15,-20.0
2018-10-16,25.0
2018-10-17,0.0
2018-10-18,0.0
2018-10-19,20.0
2018-10-22,0.0
2018-10-23,0.0
2018-10-24,0.0
2018-10-25,-16.6667
2018-10-26,0.0
2018-10-29,-20.0
2018-10-30,0.0
2018-10-31,0.0
2018-11-01,0.0
2018-11-02,25.0
2018-11-05,-20.0
2018-11-06,0.0
2018-11-07,0.0
2018-11-08,0.0
2018-11-09,0.0
2018-11-12,0.0
2018-11-14,-25.0
2018-11-15,0.0
2018-11-16,0.0
2018-11-19,66.6667
2018-11-20,-20.0
2018-11-21,0.0
2018-11-23,-25.0
2018-11-26,0.0
2018-11-27,66.6667
2018-11-28,-20.0
2018-11-29,0.0
2018-11-30,0.0
2018-12-03,-25.0
2018-12-04,0.0
2018-12-06,0.0
2018-12-07,0.0
2018-12-10,0.0
2018-12-11,0.0
2018-12-12,0.0
2018-12-13,0.0
2018-12-14,0.0
2018-12-17,33.3333
2018-12-18,0.0
2018-12-19,0.0
2018-12-20,0.0
2018-12-21,-23.75
2018-12-24,-18.0328
2018-12-26,20.0
2018-12-27,0.0
2018-12-28,0.0
2018-12-31,33.3333
2019-01-02,-12.5
2019-01-03,42.8571
2019-01-04,-20.0
2019-01-07,25.0
2019-01-08,-20.0
2019-01-09,-12.5
2019-01-10,-14.2857
2019-01-11,66.6667
2019-01-14,0.0
2019-01-15,-20.0
2019-01-16,0.0
2019-01-17,-25.0
2019-01-18,0.0
2019-01-22,33.3333
2019-01-23,0.0
2019-01-24,0.0
2019-01-25,0.0
2019-01-28,50.0
2019-01-29,0.0
2019-01-30,-16.6667
2019-01-31,-24.0
2019-02-01,57.8947
2019-02-04,0.0
2019-02-05,-16.6667
2019-02-06,-20.0
2019-02-07,25.0
2019-02-08,-20.0
2019-02-11,0.0
2019-02-12,-25.0
2019-02-13,33.3333
2019-02-14,12.5
2019-02-15,-11.1111
2019-02-19,-25.0
2019-02-20,-16.6667
2019-02-21,20.0
2019-02-22,-33.3333
2019-02-25,0.0
2019-02-26,-50.0
2019-02-27,200.0
2019-02-28,0.0
2019-03-01,0.0
2019-03-04,-33.3333
2019-03-05,-25.0
2019-03-06,33.3333
2019-03-07,-50.0
2019-03-08,100.0
2019-03-11,0.0
2019-03-12,0.0
2019-03-13,0.0
2019-03-14,0.0
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,0.0
2019-03-20,0.0
2019-03-21,0.0
2019-03-22,0.0
2019-03-25,0.0
2019-03-26,0.0
2019-03-27,50.0
2019-03-28,0.0
2019-03-29,-33.3333
2019-04-01,0.0
2019-04-02,0.0
2019-04-03,0.0
2019-04-04,0.0
2019-04-05,0.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-10,50.0
2019-04-11,0.0
2019-04-12,0.0
2019-04-16,0.0
2019-04-17,-33.3333
2019-04-18,0.0
2019-04-22,0.0
2019-04-23,0.0
2019-04-24,0.0
2019-04-25,0.0
2019-04-26,50.0
2019-04-29,-16.6667
2019-04-30,-20.0
2019-05-01,0.0
2019-05-02,0.0
2019-05-03,50.0
2019-05-06,0.0
2019-05-07,-33.3333
2019-05-08,0.0
2019-05-09,50.0
2019-05-10,0.0
2019-05-13,0.0
2019-05-14,0.0
2019-05-15,-33.3333
2019-05-16,0.0
2019-05-17,0.0
2019-05-20,50.0
2019-05-21,-33.3333
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,50.0
2019-05-28,0.0
2019-05-29,-33.3333
2019-05-30,50.0
2019-05-31,0.0
2019-06-03,-33.3333
2019-06-04,0.0
2019-06-05,0.0
2019-06-06,0.0
2019-06-10,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-17,0.0
2019-06-18,0.0
2019-06-19,0.0
2019-06-20,-50.0
2019-06-21,100.0
2019-06-24,0.0
2019-06-25,0.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,50.0
2019-07-01,-33.3333
2019-07-02,0.0
2019-07-03,0.0
2019-07-05,0.0
2019-07-08,-50.0
2019-07-09,0.0
2019-07-11,100.0
2019-07-12,0.0
2019-07-15,0.0
2019-07-18,0.0
2019-07-19,0.0
2019-07-22,-50.0
2019-07-23,100.0
2019-07-24,0.0
2019-07-25,0.0
2019-07-26,-50.0
2019-07-29,100.0
2019-07-30,-50.0
2019-07-31,-10.0
2019-08-01,122.2222
2019-08-02,-50.0
2019-08-05,0.0
2019-08-06,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-12,0.0
2019-08-13,0.0
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-19,0.0
2019-08-20,0.0
2019-08-21,100.0
2019-08-22,-50.0
2019-08-26,0.0
2019-08-27,0.0
2019-08-28,0.0
2019-08-29,100.0
2019-08-30,0.0
2019-09-03,0.0
2019-09-04,-50.0
2019-09-06,0.0
2019-09-09,0.0
2019-09-10,0.0
2019-09-11,0.0
2019-09-12,0.0
2019-09-16,0.0
2019-09-17,0.0
2019-09-18,0.0
2019-09-19,0.0
2019-09-23,0.0
2019-09-24,0.0
2019-09-25,0.0
2019-09-26,0.0
2019-09-27,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,0.0
2019-10-04,0.0
2019-10-07,0.0
2019-10-08,0.0
2019-10-10,0.0
2019-10-15,0.0
2019-10-18,0.0
2019-10-21,0.0
2019-10-22,0.0
2019-10-23,0.0
2019-10-25,0.0
2019-10-31,0.0
2019-11-04,0.0
2019-11-06,0.0
2019-11-08,0.0
2019-11-11,0.0
2019-11-14,0.0
2019-11-19,0.0
2019-11-22,0.0
2019-11-26,0.0
2019-11-27,0.0
2019-12-04,0.0
2019-12-05,0.0
2019-12-12,900.0
2019-12-13,-90.0
2019-12-16,-99.0
2019-12-17,9900.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,-99.0
2019-12-23,9900.0
2019-12-24,0.0
2019-12-26,-99.0
2019-12-27,9900.0
2019-12-30,0.0
2019-12-31,0.0
2020-01-02,0.0
2020-01-03,0.0
2020-01-06,0.0
2020-01-07,0.0
2020-01-08,0.0
2020-01-09,0.0
2020-01-10,0.0
2020-01-13,0.0
2020-01-14,0.0
2020-01-15,0.0
2020-01-16,0.0
2020-01-17,0.0
2020-01-21,0.0
2020-01-22,-99.0
2020-01-23,9900.0
2020-01-24,0.0
2020-01-27,0.0
2020-01-29,0.0
2020-01-30,-88.999
2020-01-31,14.535
2020-02-03,0.0
2020-02-05,-4.7619
2020-02-07,-15.8333
2020-02-12,-45.5446
2020-02-14,72.7273
2020-02-20,-33.6842
2020-03-04,98.4127
2020-03-09,-20.0
2020-03-12,5.0
2020-03-16,19.0476
2020-03-18,44.0
2020-03-19,25.0
2020-03-20,-8.4444
2020-03-23,-2.9126
2020-03-25,0.0
2020-04-14,-37.5
2020-04-16,48.0
2020-04-17,2.7027
2020-05-05,15.2632
2020-05-06,-10.9589
2020-05-11,2.5641
2020-05-12,-10.5
2020-05-14,10.6145
2020-05-15,1.0101
2020-05-18,-6.0
2020-05-19,-4.2553
2020-05-22,-44.4444
2020-05-28,-5.0
2020-05-29,5.2632
2020-06-01,45.0
2020-06-02,-5.5172
2020-06-03,2.9196999999999997
2020-06-04,17.0213
2020-06-05,-9.0909
2020-06-08,10.0
2020-06-09,-9.0909
2020-06-11,-13.3333
2020-06-12,23.0769
2020-06-15,-5.0
2020-06-16,-5.9211
2020-06-17,-9.0909
2020-06-18,-3.8462
2020-06-19,-4.0
2020-06-22,0.0
2020-06-23,-2.5
2020-06-25,-3.4188
2020-06-26,-0.885
2020-06-29,-6.25
2020-06-30,0.0
2020-07-01,10.4762
2020-07-02,-4.3103
2020-07-06,2.7027
2020-07-07,0.8772
2020-07-08,4.3478
2020-07-09,-8.3333
2020-07-10,75.4545
2020-07-13,34.715
2020-07-14,40.3846
2020-07-15,23.2877
2020-07-16,-6.6667
2020-07-17,-4.7619
2020-07-20,-6.25
2020-07-21,-6.6667
2020-07-22,8.5714
2020-07-23,-18.4211
2020-07-24,4.8387
2020-07-27,-0.9231
2020-07-28,0.6211
2020-07-29,20.0617
2020-07-30,-10.0257
2020-07-31,-1.4285999999999999
