ticker,LDKB US Equity
2011-09-29,4.0
2011-11-17,-7.3359
2011-11-21,0.0
2011-11-28,0.0
2011-12-07,0.0
2012-01-26,0.5025
2012-02-27,0.0
2012-06-21,-5.7789
2012-06-22,2.2222
2012-06-29,2.6087
2012-09-07,-5.0256
2012-11-19,-0.8115
2012-12-31,2.2727
2013-01-16,-4.4444
2013-02-07,0.5613
2013-02-28,0.0
2013-03-07,-0.093
2013-03-13,-2.1415
2013-03-14,2.2835
2013-04-02,0.0
2013-04-03,0.0
2013-04-08,0.0
2013-04-16,4.6512
2013-04-22,-2.2222
2013-04-29,-3.1079
2013-05-10,6.6038
2013-05-24,0.0
2013-06-19,-11.5044
2013-06-20,0.0
2013-06-25,10.0
2013-06-28,0.0
2013-07-01,0.0
2013-07-05,4.5455
2013-08-12,8.2609
2013-08-20,-17.1888
2013-08-27,12.1951
2013-09-10,0.0
2013-09-17,2.1739
2013-09-26,-2.2128
2013-10-03,0.087
2013-10-09,0.0
2013-11-19,-4.3478
2013-11-22,0.0
2013-11-25,-7.7273
2013-12-04,4.0634
2013-12-05,-10.1905
2013-12-06,0.7423
2013-12-09,0.1053
2013-12-10,0.8412
2013-12-11,1.147
2013-12-12,4.1237
2013-12-13,-1.4851
2013-12-16,1.5074999999999998
2013-12-18,6.4356
2013-12-20,-4.6512
2014-01-03,-2.439
2014-01-10,2.5
2014-01-14,2.9268
2014-01-15,4.2654
2014-01-23,-4.0909
2014-02-10,-4.7393
2014-02-12,0.0
2014-02-18,6.4677
2014-02-19,-6.2617
2014-02-20,0.0
2014-02-26,-0.2991
2014-02-27,1.0
2014-03-04,0.0
2014-03-12,-0.3984
2014-03-13,2.0
2014-03-14,5.3922
2014-03-17,2.3256
2014-03-24,0.0
2014-03-27,2.2727
2014-04-03,-8.8889
2014-04-07,2.439
2014-04-21,-0.9524
2014-04-23,8.9061
2014-04-25,0.0
2014-04-29,2.2222
2014-04-30,4.3478
2014-06-16,-1.25
2014-06-17,-5.0633
2014-06-23,-4.4444
2014-06-27,2.3256
2014-07-07,0.4545
2014-07-08,8.5973
2014-07-11,0.8333
2014-08-11,11.8038
2014-08-12,-3.3457
2014-08-19,-3.8462
2014-09-02,0.0
2014-09-04,0.0
2014-09-17,-4.0
2014-09-18,-0.5833
2014-10-03,4.7779
2014-10-13,4.0
2014-10-17,0.0
2014-10-27,0.0
2014-10-31,-7.6923
2014-11-03,0.0
2014-11-04,8.3333
2014-11-05,-7.1538
2014-11-06,1.3333
2014-11-07,0.0
2014-11-10,2.7961
2014-11-12,0.0
2014-11-13,0.0
2014-11-18,1.6
2014-11-28,2.3622
2014-12-02,-3.8462
2014-12-08,6.4
2014-12-09,1.5038
2014-12-10,0.0
2014-12-15,3.7037
2014-12-29,0.0
2015-01-15,-5.3571
2015-01-21,-1.8868
2015-01-22,0.0
2015-02-04,-1.9231
2015-02-05,-1.9607999999999999
2015-02-06,-1.6
2015-02-10,5.6911000000000005
2015-02-12,-1.9231
2015-02-18,1.1764999999999999
2015-02-19,-2.7132
2015-02-23,1.5936
2015-02-26,1.1764999999999999
2015-03-04,1.4041000000000001
2015-03-06,0.0
2015-03-18,0.0
2015-03-24,-1.9231
2015-03-27,0.0
2015-04-02,-1.1764999999999999
2015-04-06,0.0
2015-04-07,-0.3175
2015-04-13,7.4841
2015-04-14,-1.8519
2015-04-17,1.8868
2015-04-27,0.5961
2015-04-30,-1.8519
2015-05-07,-3.7736
2015-05-12,7.8431
2015-05-28,-1.0909
2015-06-08,2.2059
2015-06-11,0.0
2015-06-16,-2.1583
2015-06-23,3.5294
2015-06-26,-1.2784
2015-07-22,-2.1708
2015-07-31,0.0
2015-08-03,0.0
2015-08-05,0.0
2015-08-14,1.7012
2015-08-21,0.0
2015-08-24,0.0
2015-09-14,0.0
2015-09-17,0.0
2015-09-21,-3.1273
2015-09-23,1.3514
2015-09-24,0.0
2015-10-16,5.1852
2015-12-07,-0.4958
2015-12-18,-0.7117
2016-01-11,1.0753
2016-01-12,-1.0638
2016-01-13,-1.4337
2016-01-20,-5.4545
2016-01-27,0.6154
2016-02-09,3.8462
2016-02-11,-5.5556
2016-02-12,-0.7843
2016-02-22,-1.1858
2016-03-03,0.0
2016-03-07,-8.8
2016-03-08,3.0702
2016-03-11,1.2766
2016-03-14,0.8403
2016-03-17,-1.6667
2016-03-22,0.0
2016-03-23,1.6949
2016-03-24,-0.8333
2016-03-28,4.0336
2016-03-29,-5.0889
2016-04-08,0.4255
2016-04-11,-1.2711999999999999
2016-04-12,3.0043
2016-04-13,-1.6667
2016-04-19,0.0
2016-04-20,0.0
2016-04-22,0.0
2016-04-26,0.0
2016-05-13,4.5222
2016-05-17,-4.898
2016-05-20,3.0043
2016-05-23,0.8333
2016-05-26,-2.4793
2016-05-31,10.1695
2016-06-06,0.0
2016-06-07,-7.6923
2016-06-14,0.8333
2016-06-16,0.4132
2016-06-17,-0.4115
2016-06-21,-0.4132
2016-06-22,-0.4149
2016-07-12,0.0
2016-07-14,0.0
2016-08-01,2.349
2016-08-09,-1.6393
2016-08-11,4.1667
2016-08-18,-1.2
2016-09-14,-2.834
2016-09-23,0.0
2016-10-05,4.5833
2016-10-18,-3.5857
2016-10-24,2.8926
2016-10-26,1.4458
2016-11-21,-0.3984
2016-11-22,3.2
2016-11-30,0.6977
2016-12-21,3.1553
2017-01-11,0.7472
2017-01-18,-0.0741
2017-01-19,0.0741
2017-01-25,0.5926
2017-01-26,2.5926
2017-01-27,0.722
2017-01-30,-1.7921
2017-02-07,-2.9196999999999997
2017-02-14,3.3835
2017-02-15,0.3636
2017-02-22,1.4493
2017-03-01,-3.1429
2017-03-06,1.7699
2017-03-07,5.0725
2017-03-13,-1.7241
2017-03-15,0.0
2017-03-23,-1.7544
2017-03-29,-1.7143000000000002
2017-04-05,0.0
2017-04-17,-4.0698
2017-04-21,2.0455
2017-04-25,4.5286
2017-04-26,0.0
2017-05-15,0.0714
2017-05-17,7.0664
2017-05-18,0.0
2017-05-24,-6.6
2017-05-26,8.4939
2017-06-02,-7.8289
2017-06-09,-0.0714
2017-06-21,0.0
2017-06-22,1.4285999999999999
2017-06-26,2.1127
2017-07-06,-2.069
2017-07-14,0.8803
2017-07-25,-1.3613
2017-07-27,0.0
2017-07-28,3.2021
2017-07-31,-1.5510000000000002
2017-08-03,-1.2259
2017-08-11,4.6099
2017-08-15,1.6949
2017-08-18,0.0
2017-08-23,-5.9333
2017-08-28,1.8427
2017-09-25,-1.183
2017-10-02,0.0
2017-10-05,1.4085
2017-10-06,0.0
2017-10-13,0.6944
2017-10-16,2.4138
2017-10-18,1.0101
2017-10-19,2.3333
2017-10-20,0.9772
2017-10-23,0.6452
2017-10-25,0.8333
2017-10-27,0.0
2017-11-03,-2.5559
2017-11-07,4.918
2017-11-09,-0.9375
2017-11-14,0.3155
2017-11-15,-0.1887
2017-11-21,0.189
2017-11-24,0.0
2017-11-27,0.2516
2017-11-28,-0.2509
2017-11-29,0.4403
2017-11-30,0.814
2017-12-01,-0.6211
2017-12-06,0.625
2017-12-19,-0.6211
2017-12-21,0.0
2018-01-19,4.8125
2018-01-23,4.353
2018-01-24,2.8571
2018-01-30,-2.7778
2018-01-31,6.1714
2018-02-09,-5.4054
2018-02-23,-2.8571
2018-03-01,0.0
2018-03-12,-0.2824
2018-03-22,3.2327
2018-04-09,-2.5714
2018-04-13,-1.7595
2018-04-16,-0.5373
2018-04-27,0.4222
2018-04-30,0.6006
2018-05-04,0.8955
2018-05-15,0.0
2018-05-17,1.1834
2018-06-08,0.5848
2018-06-11,0.2907
2018-06-18,0.0
2018-06-20,-1.5072
2018-06-21,1.1772
2018-06-28,-0.5236
2018-06-29,0.0
2018-07-03,0.2924
2018-07-05,0.2332
2018-07-11,0.0
2018-07-20,0.9308
2018-08-20,-3.011
2018-08-21,1.4925
2018-08-22,0.0
2018-08-24,1.4706000000000001
2018-08-29,-1.4493
2018-09-10,-0.2941
2018-09-11,1.1799
2018-09-14,0.5831
2018-09-26,-1.5652
2018-09-27,-1.2955999999999999
2018-10-12,-1.1337
2018-10-15,-0.4225
2018-10-16,0.0
2018-10-23,0.0
2018-10-25,-3.0303
2018-11-02,-2.5126
2018-11-06,0.0
2018-11-07,3.4149
2018-11-20,-0.3115
2018-11-26,-4.375
2018-11-27,2.9412000000000003
2018-11-29,0.3175
2018-12-03,0.3165
2018-12-10,-2.7199
2018-12-11,0.526
2018-12-12,0.0
2018-12-13,-3.2258
2018-12-17,0.0
2018-12-19,-5.7333
2018-12-26,0.0707
2018-12-28,0.0
2018-12-31,-2.8269
2019-01-02,0.0
2019-01-04,9.0909
2019-01-09,0.0
2019-01-15,6.6667
2019-01-18,0.0
2019-01-29,-1.875
2019-02-04,-4.2675
2019-02-11,3.6789
2019-02-14,6.4516
2019-02-21,-3.0303
2019-02-27,0.0
2019-02-28,6.25
2019-03-01,0.0
2019-03-13,0.0
2019-03-22,0.0
2019-03-28,-2.9412000000000003
2019-04-01,6.0606
2019-04-08,-1.6
2019-04-30,1.5099
2019-05-21,-2.2989
2019-05-22,2.9412000000000003
2019-06-05,-11.4286
2019-06-06,9.6774
2019-06-07,0.0
2019-06-24,2.9412000000000003
2019-07-08,-2.8571
2019-07-09,0.0
2019-07-15,1.4706000000000001
2019-07-16,-1.4493
2019-07-19,1.4706000000000001
2019-07-30,1.4493
2019-08-09,-2.411
2019-08-13,0.0
2019-08-19,0.0
2019-08-20,-2.9412000000000003
2019-09-04,-0.9091
2019-09-05,-2.1407
2019-09-10,0.0
2019-09-12,2.5
2019-09-23,0.0
2019-09-24,0.6098
2019-09-25,-1.8182
2019-09-26,0.0
2019-10-10,-2.1605
2019-11-05,-1.7121
2019-11-06,-1.2903
2019-11-20,0.1307
2019-11-21,4.4386
2019-11-22,-5.0
2019-11-27,0.0
2019-12-04,0.3289
2019-12-11,-0.9836
2019-12-16,0.3311
2019-12-17,-0.6601
2019-12-18,3.9867
2019-12-26,-3.8339
2019-12-27,5.9801
2019-12-31,0.3135
2020-01-02,-7.1875
2020-01-14,1.0101
2020-01-15,0.0
2020-01-16,-0.5333
2020-01-21,-0.4692
2020-01-22,7.0707
2020-01-24,-6.5409
2020-01-27,2.6245000000000003
2020-01-28,-1.6393
2020-01-29,0.0
2020-01-31,2.6667
2020-02-03,-1.2987
2020-02-06,0.5291
2020-02-11,0.0
2020-02-21,-1.3158
2020-02-25,0.0
2020-02-26,-0.8
2020-02-27,0.8065
2020-02-28,-0.9333
2020-03-05,0.9421
2020-03-10,-5.6
2020-03-11,-0.2825
2020-03-13,-2.1955
2020-03-16,-5.8652999999999995
2020-03-18,-29.2308
2020-03-19,8.6957
2020-03-20,0.0
2020-03-24,-0.5
2020-03-26,10.0503
2020-04-01,-15.5251
2020-04-06,13.5135
2020-04-08,1.9048
2020-04-09,12.1495
2020-04-13,-8.3333
2020-04-28,-4.5455
2020-05-04,4.7619
2020-05-05,4.5455
2020-05-07,13.0435
2020-05-11,4.2308
2020-05-12,-4.059
2020-05-15,-19.2308
2020-05-26,4.7619
2020-05-27,9.0909
2020-06-09,-7.5
2020-06-10,-0.9009
2020-06-18,0.0
2020-06-19,-1.0
2020-06-22,11.0193
2020-06-24,-9.0157
2020-06-30,0.0
2020-07-15,0.0
2020-07-16,0.0
2020-07-17,0.0
2020-07-21,0.0
2020-07-22,-1.8182
2020-07-24,1.7593
2020-07-27,0.091
2020-07-29,9.0909
