ticker,VNE US Equity
2018-10-30,1.7726
2018-10-31,0.8408
2018-11-01,4.4669
2018-11-02,1.9384000000000001
2018-11-05,-3.3557
2018-11-06,-0.0868
2018-11-07,2.4327
2018-11-08,1.9508
2018-11-09,-5.4908
2018-11-12,-1.115
2018-11-13,0.0
2018-11-14,1.6617
2018-11-15,-3.5318
2018-11-16,0.3026
2018-11-19,-2.8054
2018-11-20,-3.1968
2018-11-21,0.4489
2018-11-23,1.3725
2018-11-26,1.4798
2018-11-27,-3.2578
2018-11-28,5.356
2018-11-29,-3.8052
2018-11-30,2.057
2018-12-03,6.3256
2018-12-04,-2.7413
2018-12-06,-4.048
2018-12-07,-2.0
2018-12-10,-2.1046
2018-12-11,-5.1792
2018-12-12,0.687
2018-12-13,-3.9918
2018-12-14,-0.6041
2018-12-17,-6.2567
2018-12-18,0.3051
2018-12-19,-2.4335
2018-12-20,-2.3383
2018-12-21,-3.1125
2018-12-24,-2.5535
2018-12-26,4.0997
2018-12-27,3.2887
2018-12-28,-4.4025
2018-12-31,-3.0839
2019-01-02,3.0972
2019-01-03,-3.0864
2019-01-04,6.5817
2019-01-07,5.5777
2019-01-08,7.8868
2019-01-09,6.9605
2019-01-10,-4.2511
2019-01-11,-2.3224
2019-01-14,1.4336
2019-01-15,5.0672
2019-01-16,0.7874
2019-01-17,-0.7813
2019-01-18,7.5786999999999995
2019-01-22,-6.3739
2019-01-23,-4.0717
2019-01-24,1.7317
2019-01-25,3.5714
2019-01-28,-1.3858
2019-01-29,-2.7451
2019-01-30,-0.9409
2019-01-31,1.1194
2019-02-01,-4.4951
2019-02-04,1.6157
2019-02-05,1.8319999999999999
2019-02-06,-0.3055
2019-02-07,-1.5662
2019-02-08,-5.742
2019-02-11,1.0642
2019-02-12,5.0835
2019-02-13,-4.9067
2019-02-14,1.2355
2019-02-15,4.0919
2019-02-19,1.6207
2019-02-20,-0.9162
2019-02-21,-0.4452
2019-02-22,3.1992
2019-02-25,2.5667
2019-02-26,0.0325
2019-02-27,0.3899
2019-02-28,-1.1003
2019-03-01,-1.4725
2019-03-04,-1.6938
2019-03-05,-3.1757
2019-03-06,-6.141
2019-03-07,-4.5353
2019-03-08,-2.2196
2019-03-11,2.3497
2019-03-12,-0.8949
2019-03-13,-1.3742
2019-03-14,-6.4092
2019-03-15,4.849
2019-03-18,-3.286
2019-03-19,2.8943
2019-03-20,1.4268
2019-03-21,-0.8039
2019-03-22,-6.1994
2019-03-25,-0.216
2019-03-26,1.342
2019-03-27,-2.0077
2019-03-28,1.0898
2019-03-29,-1.3799000000000001
2019-04-01,5.5969
2019-04-02,-1.2008
2019-04-03,6.1609
2019-04-04,0.8291
2019-04-05,-2.7408
2019-04-08,1.8921000000000001
2019-04-09,-0.079
2019-04-10,4.745
2019-04-11,-0.453
2019-04-12,5.9158
2019-04-15,0.1074
2019-04-16,-0.1431
2019-04-17,2.8653
2019-04-18,1.8454000000000002
2019-04-22,-0.2393
2019-04-23,-1.5422
2019-04-24,-3.0282
2019-04-25,-6.5327
2019-04-26,2.7266
2019-04-29,-16.972
2019-04-30,-0.6303
2019-05-01,-0.3172
2019-05-02,-2.2727
2019-05-03,2.2791
2019-05-06,1.9554
2019-05-07,-6.2444
2019-05-08,0.1903
2019-05-09,-1.7094
2019-05-10,-0.8696
2019-05-13,-4.6784
2019-05-14,1.5337
2019-05-15,0.1007
2019-05-16,-2.9175
2019-05-17,-2.2798
2019-05-20,0.3181
2019-05-21,-1.6385
2019-05-22,-3.4927
2019-05-23,-2.5612
2019-05-24,0.9714
2019-05-28,-0.1132
2019-05-29,-5.1558
2019-05-30,-1.135
2019-05-31,-3.7462
2019-06-03,4.7709
2019-06-04,5.7519
2019-06-05,-2.6629
2019-06-06,0.0
2019-06-07,-1.5133999999999999
2019-06-10,2.7187
2019-06-11,-1.0357
2019-06-12,-5.6977
2019-06-13,-0.9864
2019-06-14,3.1756
2019-06-17,4.0435
2019-06-18,0.9861
2019-06-19,-1.9529
2019-06-20,2.8120000000000003
2019-06-21,1.0256
2019-06-24,-2.3689
2019-06-25,0.6355
2019-06-26,-0.287
2019-06-27,0.6333
2019-06-28,-0.9725
2019-07-01,-3.3507
2019-07-02,-0.777
2019-07-03,-0.5422
2019-07-05,0.2423
2019-07-08,-2.719
2019-07-09,-0.4969
2019-07-10,2.2472
2019-07-11,-0.8547
2019-07-12,1.1084
2019-07-15,0.1827
2019-07-16,-2.9179
2019-07-17,0.814
2019-07-18,-3.8509
2019-07-19,5.5556
2019-07-22,-0.1836
2019-07-23,5.702
2019-07-24,4.0603
2019-07-25,-0.7804
2019-07-26,1.7416
2019-07-29,0.7178
2019-07-30,0.7675
2019-07-31,-1.2514
2019-08-01,-2.3691
2019-08-02,0.8465
2019-08-05,-4.3089
2019-08-06,-0.4678
2019-08-07,-1.7039
2019-08-08,3.1082
2019-08-09,-3.1304
2019-08-12,-4.249
2019-08-13,2.125
2019-08-14,-5.6916
2019-08-15,-3.1798
2019-08-16,4.5576
2019-08-19,1.4744
2019-08-20,-3.0322
2019-08-21,-1.0423
2019-08-22,-1.5142
2019-08-23,-6.2834
2019-08-26,2.1398
2019-08-27,0.7682
2019-08-28,0.8316
2019-08-29,1.4433
2019-08-30,-0.6098
2019-09-03,-7.1575
2019-09-04,4.1116
2019-09-05,11.0719
2019-09-06,0.6984
2019-09-09,4.4767
2019-09-10,6.2161
2019-09-11,2.5
2019-09-12,-1.2749
2019-09-13,1.123
2019-09-16,-0.6663
2019-09-17,-1.3415
2019-09-18,-3.2295
2019-09-19,-4.4496
2019-09-20,-4.3505
2019-09-23,-2.6906
2019-09-24,-4.5425
2019-09-25,4.0
2019-09-26,1.4588999999999999
2019-09-27,-1.634
2019-09-30,-0.3987
2019-10-01,-2.9353
2019-10-02,-0.756
2019-10-03,2.0776
2019-10-04,-2.9172000000000002
2019-10-07,0.9085
2019-10-08,-5.3324
2019-10-09,6.8764
2019-10-10,0.9582
2019-10-11,3.661
2019-10-14,-0.1308
2019-10-15,5.6974
2019-10-16,1.3011
2019-10-17,0.2446
2019-10-18,1.0982
2019-10-21,1.0863
2019-10-22,-1.194
2019-10-23,1.0876
2019-10-24,-1.315
2019-10-25,8.4191
2019-10-28,-4.8045
2019-10-29,-2.2887
2019-10-30,0.961
2019-10-31,-5.2945
2019-11-01,4.6482
2019-11-04,5.6423
2019-11-05,-0.1136
2019-11-06,-0.8532
2019-11-07,1.9506999999999999
2019-11-08,0.7878
2019-11-11,-2.7917
2019-11-12,-4.4227
2019-11-13,-3.3654
2019-11-14,0.1244
2019-11-15,-2.1739
2019-11-18,-2.6667
2019-11-19,0.3262
2019-11-20,2.2107
2019-11-21,-1.7176
2019-11-22,5.5016
2019-11-25,3.2515
2019-11-26,-0.713
2019-11-27,-0.778
2019-11-29,-2.3522
2019-12-02,3.1501
2019-12-03,-2.3353
2019-12-04,-0.1839
2019-12-05,-5.4668
2019-12-06,4.0286
2019-12-09,-3.248
2019-12-10,-1.4203000000000001
2019-12-11,0.7204
2019-12-12,5.8518
2019-12-13,-1.6585
2019-12-16,2.1237
2019-12-17,-0.1223
2019-12-18,2.8169
2019-12-19,-3.5736
2019-12-20,-1.6677
2019-12-23,1.2563
2019-12-24,-0.1241
2019-12-26,0.9938
2019-12-27,-0.7995
2019-12-30,-3.0998
2019-12-31,-0.064
2020-01-02,3.201
2020-01-03,-9.9256
2020-01-06,-1.584
2020-01-07,0.4199
2020-01-08,0.4878
2020-01-09,-0.0693
2020-01-10,-3.8167999999999997
2020-01-13,-0.0722
2020-01-14,-0.4332
2020-01-15,-1.0877
2020-01-16,3.1525
2020-01-17,-2.7719
2020-01-21,-0.8041
2020-01-22,-0.5158
2020-01-23,-0.1481
2020-01-24,0.5935
2020-01-27,-2.0649
2020-01-28,4.2169
2020-01-29,0.7948
2020-01-30,-2.5806
2020-01-31,-4.1207
2020-02-03,2.8396
2020-02-04,2.7612
2020-02-05,10.167
2020-02-06,-2.3072
2020-02-07,-1.6194
2020-02-10,-0.2058
2020-02-11,2.6804
2020-02-12,3.6145
2020-02-13,-3.4884
2020-02-14,-0.6024
2020-02-18,-2.0875
2020-02-19,-0.4814
2020-02-20,0.0
2020-02-21,-1.5895000000000001
2020-02-24,-7.3034
2020-02-25,-7.803
2020-02-26,-1.8077
2020-02-27,-2.2594
2020-02-28,5.3938
2020-03-02,-2.3558
2020-03-03,-4.6589
2020-03-04,2.1814999999999998
2020-03-05,-12.3826
2020-03-06,-1.7544
2020-03-09,-6.6468
2020-03-10,5.2072
2020-03-11,-9.1919
2020-03-12,-16.9077
2020-03-13,19.8126
2020-03-16,-22.0112
2020-03-17,-6.5903
2020-03-18,-9.816
2020-03-19,10.2041
2020-03-20,-9.1049
2020-03-23,-6.2818
2020-03-24,31.3406
2020-03-25,0.8276
2020-03-26,2.3256
2020-03-27,-9.3583
2020-03-30,10.767
2020-03-31,-2.5300000000000002
2020-04-01,-4.6448
2020-04-02,-4.1547
2020-04-03,-1.3453
2020-04-06,12.1212
2020-04-07,3.2432
2020-04-08,7.0681
2020-04-09,10.3912
2020-04-13,-5.4264
2020-04-14,0.5855
2020-04-15,-7.7998
2020-04-16,-5.0505
2020-04-17,7.7128
2020-04-20,-4.6914
2020-04-21,-2.8497
2020-04-22,1.7332999999999998
2020-04-23,5.7667
2020-04-24,10.0372
2020-04-27,11.4865
2020-04-28,2.3232
2020-04-29,2.8628
2020-04-30,-6.142
2020-05-01,-3.8855
2020-05-04,0.2128
2020-05-05,3.8217
2020-05-06,-2.6585
2020-05-07,3.9916
2020-05-08,4.6465
2020-05-11,-1.6409
2020-05-12,-9.2247
2020-05-13,-6.1622
2020-05-14,2.0737
2020-05-15,0.2257
2020-05-18,8.7838
2020-05-19,0.7246
2020-05-20,-1.6444
2020-05-21,-0.209
2020-05-22,1.1518
2020-05-26,11.5942
2020-05-27,5.102
2020-05-28,-3.0009
2020-05-29,-1.9108
2020-06-01,0.3711
2020-06-02,5.0832
2020-06-03,4.2216
2020-06-04,-1.5190000000000001
2020-06-05,3.856
2020-06-08,7.2607
2020-06-09,-6.5385
2020-06-10,-5.0206
2020-06-11,-8.6655
2020-06-12,9.2979
2020-06-15,0.0868
2020-06-16,-0.8673
2020-06-17,-1.4873
2020-06-18,-1.5098
2020-06-19,-0.8115
2020-06-22,1.0909
2020-06-23,1.7986
2020-06-24,-6.0954
2020-06-25,1.1289
2020-06-26,-2.6977
2020-06-29,2.4857
2020-06-30,-0.2799
2020-07-01,-1.3096
2020-07-02,4.7393
2020-07-06,4.8869
2020-07-07,-1.3805
2020-07-08,-1.9247999999999998
2020-07-09,-2.7654
2020-07-10,3.578
2020-07-13,-3.4544
2020-07-14,4.1284
2020-07-15,0.4405
2020-07-16,2.0175
2020-07-17,3.4394
2020-07-20,0.5819
2020-07-21,2.0661
2020-07-22,2.5101
2020-07-23,8.6098
2020-07-24,-18.6182
2020-07-27,1.1618
2020-07-28,-4.5936
2020-07-29,-0.7407
2020-07-30,-3.4515000000000002
2020-07-31,-2.8986
