ticker,FPSUF US Equity
2006-03-21,0.0
2006-03-23,-8.8235
2006-03-28,5.1008
2006-03-30,12.0276
2006-04-04,26.8493
2006-04-05,-2.3758
2006-04-07,12.8319
2006-04-10,-9.8039
2006-04-11,5.4348
2006-04-19,-17.5258
2006-04-20,4.25
2006-04-21,3.5971
2006-04-24,1.8519
2006-04-25,4.5455
2006-04-28,-6.7391
2006-05-09,2.5641
2006-05-19,-38.1818
2006-05-23,-8.4559
2006-05-30,0.4016
2006-06-08,-15.6
2006-06-22,-7.5829
2006-07-05,-21.0256
2006-07-14,12.3377
2006-07-21,-8.6705
2006-08-11,21.519
2006-08-15,6.7057
2006-08-17,-6.2843
2006-08-22,-1.0417
2006-08-31,0.5263
2006-09-01,1.5707
2006-09-05,0.0
2006-09-06,75.2577
2006-09-07,0.0
2006-09-08,-29.4118
2006-09-18,-1.25
2006-10-06,-19.462
2006-10-10,2.1611
2006-10-19,-15.4487
2006-10-20,10.9932
2006-10-27,-9.8361
2006-10-31,39.3939
2006-11-01,13.0435
2006-11-02,-11.538499999999999
2006-11-08,0.0
2006-11-10,10.8696
2006-11-17,-1.9607999999999999
2006-12-01,-36.325
2006-12-05,19.3561
2006-12-06,-13.6842
2006-12-07,-2.439
2006-12-13,30.1953
2006-12-21,-31.5932
2006-12-29,11.4474
2007-01-16,3.6993
2007-01-24,7.4763
2007-01-26,-13.1709
2007-01-29,17.1208
2007-01-31,-3.8889
2007-02-01,-13.2948
2007-02-02,-6.6667
2007-02-09,-3.5714
2007-02-14,11.1111
2007-02-16,6.6667
2007-02-21,-14.2969
2007-02-22,2.0966
2007-02-23,7.1429
2007-02-26,2.9167
2007-03-01,-4.1296
2007-03-02,4.7297
2007-03-05,3.2258
2007-03-06,2.8125
2007-03-07,11.2462
2007-03-08,-1.0929
2007-03-09,0.0
2007-03-14,1.105
2007-03-15,1.0929
2007-03-16,-0.5405
2007-03-22,-2.1739
2007-03-23,-1.1111
2007-03-26,0.0
2007-03-30,0.5618
2007-04-03,-2.2346
2007-04-04,0.0
2007-04-09,11.4286
2007-04-10,0.0
2007-04-16,-2.5641
2007-04-24,-11.5789
2007-05-11,7.1429
2007-05-14,15.4514
2007-05-15,-10.2556
2007-05-18,-9.2158
2007-05-23,-4.6881
2007-06-01,8.4431
2007-06-07,-19.2143
2007-07-12,-0.2653
2007-07-19,13.4752
2007-07-31,-38.6328
2007-08-08,28.6442
2007-08-13,-4.9975000000000005
2007-08-14,-16.5625
2007-08-24,3.8702
2007-09-11,5.2885
2007-09-21,46.1187
2007-09-24,8.125
2007-09-25,9.8266
2007-09-26,-4.2105
2007-09-27,-5.0481
2007-09-28,0.1085
2007-10-02,1.1561
2007-10-18,11.4286
2007-10-30,14.359
2007-10-31,3.1390000000000002
2007-11-01,6.7391
2007-11-02,5.9063
2007-11-05,-5.7692
2007-11-07,6.1224
2007-11-08,-16.6106
2007-11-09,-0.6054
2007-11-12,1.1601
2007-11-13,10.0917
2007-11-14,1.5104
2007-11-15,5.6952
2007-11-16,-0.4369
2007-11-19,4.2661999999999995
2007-11-20,-0.1169
2007-11-21,-6.367
2007-11-27,0.0
2007-11-30,-6.8
2007-12-04,11.4539
2007-12-05,-21.8291
2007-12-11,3.4483
2007-12-12,10.7143
2007-12-13,-14.8387
2007-12-14,20.4545
2007-12-18,-7.7568
2007-12-19,-15.3125
2007-12-31,1.6437
2008-01-10,-2.3102
2008-02-11,-8.1081
2008-02-20,-13.5294
2008-03-11,19.9405
2008-03-24,-28.1815
2008-03-27,-2.7641
2008-04-03,48.8832
2008-04-08,2.2843999999999998
2008-04-10,2.4
2008-04-17,0.7813
2008-04-18,8.2687
2008-04-21,0.2387
2008-04-23,0.0
2008-04-29,-3.8095
2008-04-30,-14.0161
2008-05-01,15.6531
2008-05-09,-5.9116
2008-05-12,2.5463
2008-05-14,0.6772
2008-05-20,5.8296
2008-05-23,18.8862
2008-05-27,-3.4623
2008-05-28,-0.0527
2008-05-29,-5.9367
2008-06-02,0.8415
2008-06-03,-2.7538
2008-06-05,36.8421
2008-06-09,-18.3946
2008-06-10,6.4293
2008-06-17,26.6907
2008-06-19,-5.6611
2008-06-20,-8.2964
2008-07-17,-18.0061
2008-07-25,-31.0123
2008-07-30,-7.4534
2008-07-31,0.0
2008-09-10,-18.7919
2008-09-26,-0.4132
2008-09-29,16.1826
2008-09-30,-22.8571
2008-10-16,-71.2963
2008-11-17,37.0968
2008-12-03,-90.8824
2008-12-12,545.1613
2008-12-30,-40.0
2009-02-03,123.3333
2009-02-23,0.0
2009-03-04,8.9552
2009-03-05,9.589
2009-03-06,0.0
2009-03-17,-4.2188
2009-03-20,-2.1207
2009-04-28,-20.0
2009-09-22,87.2917
2009-10-15,-18.1313
2009-10-19,-5.0272
2009-11-24,-19.8856
2009-12-24,-12.857099999999999
2009-12-31,-8.1967
2010-01-05,88.8393
2010-04-06,-20.5674
2010-04-16,30.2083
2010-05-19,-3.4286
2010-05-25,-44.142
2010-09-22,179.0254
2010-09-29,11.921
2010-10-04,1.1533
2010-10-05,21.395
2010-10-08,18.1215
2010-10-12,10.9916
2010-10-18,-13.9064
2010-10-22,15.5164
2010-10-25,19.9153
2010-10-26,-4.735
2010-10-27,5.0445
2010-11-16,2.3305
2010-11-24,-0.069
2010-11-26,-6.3536
2010-11-29,-0.295
2010-11-30,-0.2959
2010-12-01,2.2997
2010-12-03,-4.9311
2010-12-10,-12.4333
2010-12-17,6.7073
2011-01-05,5.0612
2011-01-06,-14.5299
2011-01-14,6.4545
2011-01-18,30.9564
2011-01-24,-10.2706
2011-02-16,-26.3445
2011-02-18,12.3828
2011-03-17,-34.3284
2011-03-23,-16.0428
2011-04-19,59.4745
2011-04-28,13.5297
2011-05-03,20.3166
2011-05-16,-21.8202
2011-05-27,-2.3843
2011-06-29,28.7356
2011-07-11,-0.0744
2011-07-14,-6.9993
2011-07-19,-0.7206
2011-07-26,4.1935
2011-08-02,-1.548
2011-08-09,-19.1824
2011-08-16,0.7782
2011-08-18,-0.7722
2011-08-24,-3.5019
2011-08-25,-2.4194
2011-09-13,3.3058
2011-09-19,-15.2
2011-09-22,-10.3774
2011-09-23,-10.526299999999999
2011-09-26,-9.4118
2011-09-30,0.0
2011-10-04,-3.8961
2011-10-17,-11.3176
2011-10-20,82.8571
2011-10-21,3.3333
2011-11-14,-28.629
2011-12-16,-41.8079
2012-03-05,-0.9709
2012-04-24,-11.7647
2012-06-20,-11.1111
2012-06-21,0.0
2012-07-18,-32.5
2012-07-27,0.0
2012-08-24,18.5185
2012-10-11,51.5625
2012-11-09,-38.1443
2012-11-30,-26.6667
2012-12-03,-43.1818
2012-12-14,-36.0
2012-12-18,25.0
2012-12-19,0.0
2012-12-21,180.0
2013-01-09,-55.3571
2013-01-17,40.0
2013-01-23,-2.8571
2013-01-29,-70.5882
2013-01-31,100.0
2013-02-13,-20.0
2013-04-01,-37.5
2013-04-30,167.5
2013-05-01,37.3832
2013-05-10,-45.5782
2013-06-03,-51.25
2013-06-11,8.4465
2013-06-12,22.2531
2013-06-13,-18.0887
2013-07-08,-80.0
2013-08-20,122.2222
2013-09-10,-27.5
2013-10-07,5.1724
2013-10-28,27.8689
2013-10-29,2.5641
2013-10-31,25.0
2013-11-01,0.0
2013-11-07,19.75
2013-11-08,-0.1044
2013-11-11,0.0
2013-11-13,50.4702
2013-11-14,-3.3333
2013-11-15,40.4454
2013-11-19,2.3018
2013-11-20,32.95
2013-11-21,-22.3768
2013-11-22,3.876
2013-11-25,-6.7164
2013-11-26,-4.0
2013-12-09,-33.3333
2013-12-12,18.75
2013-12-16,5.2632
2013-12-17,0.0
2013-12-18,0.0
2013-12-19,-20.0
2013-12-20,31.25
2013-12-26,-6.6667
2013-12-30,-18.3673
2014-01-22,278.75
2014-01-24,6.2706
2014-01-27,2.4845
2014-01-28,0.303
2014-01-29,30.5136
2014-06-25,-40.5093
2014-08-21,-41.9504
2014-08-29,97.9053
2014-09-05,15.1566
2014-09-18,-32.5368
2014-09-24,-1.3079
2014-09-25,0.0
2014-09-26,3.4787
2014-10-03,10.4589
2014-10-16,15.942
2014-10-20,0.0833
2014-11-06,-53.3722
2014-11-18,55.7143
2014-11-19,3.6696999999999997
2014-11-20,-17.2566
2014-11-24,-3.7433
2014-11-25,9.3056
2014-11-26,30.4956
2014-11-28,-7.4002
2014-12-01,-2.4185
2014-12-10,3.4483
2014-12-12,8.3333
2014-12-15,-10.1442
2015-01-20,-5.832
2015-01-22,-36.3636
2015-01-27,59.8214
2015-04-14,-18.5475
2015-04-16,11.5226
2015-04-27,0.6765
2015-04-28,0.5498
2015-05-04,13.1227
2015-05-05,10.8485
2015-05-22,-14.0504
2015-06-01,36.8095
2015-06-02,2.7194000000000003
2015-06-05,1.083
2015-06-12,-14.4048
2015-06-16,0.1391
2015-06-18,9.3981
2015-06-22,-12.5264
2015-06-25,10.5467
2015-06-26,-5.558
2015-06-30,-3.6145
2015-07-14,-29.0865
2015-07-16,22.9831
2015-07-20,-24.1455
2015-07-23,0.0
2015-07-24,0.0
2015-07-27,13.0087
2015-07-29,18.328
2015-09-11,93.913
2015-09-14,-26.009
2015-09-15,15.7576
2015-09-16,4.712
2015-09-17,-22.5
2015-09-18,3.2258
2015-09-21,-3.125
2015-09-22,9.6774
2015-09-25,-5.8824
2015-09-28,0.0
2015-09-30,-5.0781
2015-10-05,5.3498
2015-10-06,2.5
2015-10-07,-3.0488
2015-10-09,-2.5157
2015-10-13,8.0645
2015-10-16,-2.6866
2015-10-20,-1.8405
2015-10-27,7.8125
2015-10-29,-13.0435
2015-11-05,11.6667
2015-11-06,-1.4925
2015-11-09,-1.5152
2015-11-16,-49.2308
2015-11-17,87.8788
2015-11-19,-20.9677
2015-11-30,63.2653
2015-12-03,-57.0
2015-12-04,0.0
2015-12-11,4.6512
2015-12-14,-11.1111
2016-03-31,-25.0
2016-04-13,0.0
2016-04-15,0.0
2016-04-18,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-27,0.0
2016-04-28,66.6667
2016-10-03,-50.0
2016-12-05,-80.0
2016-12-20,500.0
2016-12-28,-83.3333
2016-12-29,300.0
2017-01-11,-50.0
2017-03-09,-75.0
2017-04-17,-80.0
2017-04-18,0.0
2017-04-26,400.0
2017-05-01,0.0
2017-05-02,0.0
2017-06-07,-98.0
2017-09-13,0.0
2017-11-30,0.0
2017-12-19,-99.0
2018-01-09,9900.0
2018-02-20,9900.0
2018-02-27,-85.0
2018-04-06,0.0
2018-04-26,0.0
2018-05-08,0.0
2018-06-14,-33.3333
2018-06-27,0.0
2018-07-31,0.0
2018-08-13,-90.0
2018-08-15,0.0
2018-08-28,0.0
2018-09-14,900.0
2018-09-18,0.0
2018-09-24,0.0
2018-09-26,-90.0
2018-11-06,0.0
2018-11-26,0.0
2019-03-27,100.0
2019-05-16,-99.5
2019-07-11,9900.0
2019-09-17,-90.0
