ticker,ANAV US Equity
2016-06-30,-3.8542
2016-07-01,4.0087
2016-07-13,16.6667
2016-08-01,-28.5714
2016-08-02,0.0
2016-09-09,0.0
2016-09-21,-29.25
2016-09-22,-9.894
2016-09-23,88.2353
2016-09-28,91.4583
2016-09-29,-58.4875
2016-11-09,4.8493
2016-11-15,-20.0
2016-11-22,0.0
2016-11-30,3.9063
2016-12-20,-27.8195
2017-01-05,50.0
2017-01-13,-33.3333
2017-01-23,66.6667
2017-01-27,149.375
2017-01-31,-19.7995
2017-02-02,-40.0
2017-02-03,67.7083
2017-02-15,-0.6211
2017-02-16,24.6875
2017-03-07,-3.7594
2017-04-07,-16.6667
2017-04-19,-17.6875
2017-04-20,-2.8094
2017-04-21,11.25
2017-04-25,12.3596
2017-04-27,-20.0
2017-04-28,25.0
2017-05-01,0.0
2017-05-05,0.0
2017-05-25,-5.0
2017-06-23,5.2632
2017-06-30,0.0
2017-07-10,0.0
2017-07-12,0.0
2017-07-13,0.0
2017-07-19,-20.0
2017-07-21,-4.8625
2017-07-24,23.65
2017-08-11,6.2586
2017-09-21,-54.0
2017-09-22,117.3913
2017-10-02,0.0
2017-10-03,0.0
2017-10-04,-5.7
2017-10-05,6.0445
2017-10-11,-57.0
2017-10-12,16.2791
2017-10-13,0.0
2017-10-19,34.84
2017-10-20,0.0
2017-10-23,3.8268
2017-10-26,-3.6856999999999998
2017-11-03,0.0
2017-11-14,3.8268
2017-12-05,-33.1714
2017-12-06,49.6366
2017-12-07,28.5714
2017-12-08,11.1111
2017-12-18,-18.4
2017-12-19,22.549
2017-12-26,0.0
2018-01-17,50.0
2018-01-18,0.0
2018-01-22,-26.7333
2018-02-12,-18.1984
2018-04-04,11.2347
2018-04-11,-8.0
2018-04-13,8.6957
2018-05-30,-53.0
2018-05-31,6.383
2018-06-01,40.0
2018-06-19,-28.5714
2018-06-20,0.0
2018-06-27,0.0
2018-06-28,40.0
2018-07-06,0.0
2018-07-18,0.0
2018-07-23,0.0
2018-07-27,-40.0
2018-07-30,66.6667
2018-08-09,0.0
2018-08-20,0.0
2018-08-28,0.0
2018-09-07,42.8571
2018-09-10,220.0
2018-09-17,-37.5
2018-09-19,-75.0
2018-09-20,0.0
2018-09-21,280.0
2018-09-24,-47.3684
2018-09-27,88.0
2018-10-09,-9.5745
2018-10-19,-70.0
2018-10-22,96.0784
2018-10-23,0.0
2018-10-31,0.0
2018-11-15,-10.0
2018-11-19,11.1111
2018-11-26,-20.0
2018-12-19,-36.25
2018-12-20,96.0784
2019-01-15,0.0
2019-02-04,0.0
2019-02-05,-49.0
2019-02-06,96.0784
2019-02-25,-2.0
2019-02-28,2.0408
2019-03-12,-2.0
2019-03-21,93.8776
2019-04-02,-22.1053
2019-04-30,-20.2703
2019-05-24,-89.8305
2019-05-28,883.3333
2019-06-07,-2.1186
2020-01-16,-85.4545
2020-01-21,423.8095
2020-01-22,1.1364
2020-01-24,0.0
2020-02-04,-85.3933
2020-02-06,584.6154
2020-03-04,-77.5281
2020-03-20,225.0
2020-03-24,-9.2308
2020-03-26,8.4746
2020-04-30,-65.625
2020-05-01,188.6364
2020-05-11,0.7874
2020-05-27,1.5625
2020-06-10,0.0
2020-06-12,-64.6154
2020-06-17,0.0
2020-07-06,0.0
2020-07-07,155.6522
2020-07-13,-3.0612
2020-07-17,0.0
