ticker,TH US Equity
2019-01-10,0.0
2019-01-11,0.1984
2019-01-14,0.396
2019-01-15,0.0
2019-01-16,0.0986
2019-01-17,-0.197
2019-01-18,0.1974
2019-01-22,-0.0985
2019-01-23,-0.0986
2019-01-24,0.1974
2019-01-25,0.0
2019-01-28,0.0985
2019-01-29,0.0
2019-01-30,0.0
2019-01-31,0.0
2019-02-01,-0.0984
2019-02-04,0.0
2019-02-05,-0.0985
2019-02-06,0.0986
2019-02-07,0.2956
2019-02-08,-0.1965
2019-02-11,0.0984
2019-02-12,0.0
2019-02-13,-0.1967
2019-02-14,0.3941
2019-02-15,0.0
2019-02-19,0.0
2019-02-20,-0.0981
2019-02-21,0.0
2019-02-22,-0.2947
2019-02-25,0.0985
2019-02-26,-0.2953
2019-02-27,0.0
2019-02-28,0.0
2019-03-01,0.0987
2019-03-04,0.0986
2019-03-05,0.9852
2019-03-06,-0.5854
2019-03-07,-0.4907
2019-03-08,-0.4931
2019-03-11,-0.7929
2019-03-12,0.3996
2019-03-13,0.597
2019-03-14,-0.0989
2019-03-15,0.0
2019-03-18,0.0
2019-03-19,-0.099
2019-03-20,0.0991
2019-03-21,-1.5842
2019-03-22,-1.5594000000000001
2019-03-25,0.6643
2019-03-26,-0.4061
2019-03-27,-0.4077
2019-03-28,-1.5352999999999999
2019-03-29,-1.2474
2019-04-01,3.7895
2019-04-02,-1.7241
2019-04-03,1.1352
2019-04-04,-0.6122
2019-04-05,0.616
2019-04-08,3.1633
2019-04-09,-1.1869
2019-04-10,-0.1001
2019-04-11,3.2064
2019-04-12,-1.4563
2019-04-15,1.5764
2019-04-16,0.7759
2019-04-17,-0.77
2019-04-18,-0.388
2019-04-22,-0.0974
2019-04-23,1.5594999999999999
2019-04-24,-1.0557
2019-04-25,-0.582
2019-04-26,-0.4878
2019-04-29,2.451
2019-04-30,-0.9569
2019-05-01,0.7729
2019-05-02,0.6711
2019-05-03,0.4762
2019-05-06,0.8531
2019-05-07,-1.7856999999999998
2019-05-08,1.1482999999999999
2019-05-09,-0.0946
2019-05-10,-0.3788
2019-05-13,-0.2852
2019-05-14,0.9533
2019-05-15,1.4163999999999999
2019-05-16,-1.9553
2019-05-17,1.6143999999999998
2019-05-20,1.215
2019-05-21,0.0
2019-05-22,-0.3693
2019-05-23,-1.5755
2019-05-24,-0.2825
2019-05-28,-1.2276
2019-05-29,-2.0076
2019-05-30,-0.7805
2019-05-31,-0.0983
2019-06-03,-2.0669
2019-06-04,0.5025
2019-06-05,-0.3
2019-06-06,-0.4012
2019-06-07,0.3021
2019-06-10,1.3052000000000001
2019-06-11,-1.2884
2019-06-12,-1.1044
2019-06-13,-0.7107
2019-06-14,0.2045
2019-06-17,0.9184
2019-06-18,-3.0334
2019-06-19,-2.9196999999999997
2019-06-20,4.6187000000000005
2019-06-21,-2.4641
2019-06-24,-2.8421
2019-06-25,-1.0834
2019-06-26,-1.4239
2019-06-27,0.0
2019-06-28,1.1111
2019-07-01,3.6264
2019-07-02,0.7423
2019-07-03,-0.2105
2019-07-05,-0.6329
2019-07-08,0.1062
2019-07-09,-1.9088
2019-07-10,0.6486
2019-07-11,1.7186
2019-07-12,-0.7392
2019-07-15,-2.3404
2019-07-16,-1.1983
2019-07-17,-1.2128
2019-07-18,0.3348
2019-07-19,-1.891
2019-07-22,-1.9274
2019-07-23,-0.1156
2019-07-24,-1.6204
2019-07-25,0.0
2019-07-26,1.6471
2019-07-29,-1.0417
2019-07-30,-0.7018
2019-07-31,0.1178
2019-08-01,-1.2941
2019-08-02,-1.3111
2019-08-05,-4.8309
2019-08-06,-2.2843
2019-08-07,-2.7273
2019-08-08,4.5394
2019-08-09,-1.4049
2019-08-12,-1.1658
2019-08-13,3.5387
2019-08-14,-16.4557
2019-08-15,-13.1818
2019-08-16,16.9284
2019-08-19,3.8806000000000003
2019-08-20,-4.454
2019-08-21,-0.7519
2019-08-22,-4.0909
2019-08-23,-2.0537
2019-08-26,-5.4839
2019-08-27,1.7065000000000001
2019-08-28,-4.0268
2019-08-29,0.1748
2019-08-30,6.4572
2019-09-03,0.6557
2019-09-04,0.9772
2019-09-05,1.6129
2019-09-06,2.6984
2019-09-09,6.1824
2019-09-10,1.8923
2019-09-11,0.2857
2019-09-12,-0.9972
2019-09-13,0.1439
2019-09-16,0.1437
2019-09-17,-0.2869
2019-09-18,-2.1583
2019-09-19,-1.1764999999999999
2019-09-20,-0.8929
2019-09-23,0.7508
2019-09-24,-2.2355
2019-09-25,1.6006
2019-09-26,-2.0255
2019-09-27,0.0766
2019-09-30,4.2081
2019-10-01,-3.5242
2019-10-02,-2.8919
2019-10-03,-1.2539
2019-10-04,0.4762
2019-10-07,0.9479
2019-10-08,1.7214
2019-10-09,2.3077
2019-10-10,3.0075
2019-10-11,-1.6787999999999998
2019-10-14,-6.1618
2019-10-15,-0.1582
2019-10-16,-3.645
2019-10-17,-5.7566
2019-10-18,1.5707
2019-10-21,-0.6873
2019-10-22,-4.6713000000000005
2019-10-23,2.9038
2019-10-24,0.3527
2019-10-25,-0.3515
2019-10-28,-1.5873
2019-10-29,-2.1505
2019-10-30,-1.8315000000000001
2019-10-31,3.3582
2019-11-01,-1.444
2019-11-04,1.8315000000000001
2019-11-05,3.4173
2019-11-06,-0.1739
2019-11-07,-1.2195
2019-11-08,-1.0582
2019-11-11,-5.8824
2019-11-12,-5.303
2019-11-13,-6.2
2019-11-14,0.8529
2019-11-15,-5.074
2019-11-18,-5.7905999999999995
2019-11-19,-5.4374
2019-11-20,3.75
2019-11-21,3.3735
2019-11-22,5.1282
2019-11-25,8.6475
2019-11-26,-3.7755
2019-11-27,1.1665
2019-11-29,-0.8386
2019-12-02,-2.7484
2019-12-03,1.087
2019-12-04,0.4301
2019-12-05,2.5696
2019-12-06,0.0
2019-12-09,1.8789
2019-12-10,-3.8933999999999997
2019-12-11,-0.8529
2019-12-12,-4.086
2019-12-13,-2.0179
2019-12-16,2.2883
2019-12-17,2.0134
2019-12-18,0.6579
2019-12-19,-0.1089
2019-12-20,3.1625
2019-12-23,3.8055
2019-12-24,0.4073
2019-12-26,-0.8114
2019-12-27,0.6135
2019-12-30,-1.2195
2019-12-31,2.8807
2020-01-02,-3.8
2020-01-03,-2.079
2020-01-06,2.8662
2020-01-07,0.516
2020-01-08,7.7002
2020-01-09,-1.6206
2020-01-10,-1.7442
2020-01-13,3.3531
2020-01-14,-4.0076
2020-01-15,4.175
2020-01-16,0.3817
2020-01-17,1.1407
2020-01-21,-1.3158
2020-01-22,-0.9524
2020-01-23,1.1538
2020-01-24,0.7605
2020-01-27,-2.4528
2020-01-28,2.1277
2020-01-29,4.3561
2020-01-30,1.0889
2020-01-31,-1.7953000000000001
2020-02-03,3.1079
2020-02-04,-0.1773
2020-02-05,0.0
2020-02-06,-3.3748
2020-02-07,1.1029
2020-02-10,0.5455
2020-02-11,-4.7016
2020-02-12,1.3283
2020-02-13,-0.1873
2020-02-14,-1.6886
2020-02-18,-3.0534
2020-02-19,-0.1969
2020-02-20,-0.3945
2020-02-21,-4.9505
2020-02-24,-2.0833
2020-02-25,1.2766
2020-02-26,-4.4118
2020-02-27,2.3077
2020-02-28,0.5371
2020-03-02,1.4957
2020-03-03,-5.6842
2020-03-04,0.6696
2020-03-05,-1.9956
2020-03-06,-4.0724
2020-03-09,-29.2453
2020-03-10,-13.0
2020-03-11,-5.364
2020-03-12,-31.1741
2020-03-13,4.1176
2020-03-16,-8.4746
2020-03-17,24.6914
2020-03-18,-22.7723
2020-03-19,-12.1795
2020-03-20,5.8394
2020-03-23,-13.1034
2020-03-24,7.9365
2020-03-25,32.3529
2020-03-26,8.8889
2020-03-27,-1.0204
2020-03-30,-3.6082
2020-03-31,6.4171
2020-04-01,-26.6332
2020-04-02,1.3699
2020-04-03,4.7297
2020-04-06,11.6129
2020-04-07,-2.8902
2020-04-08,1.7856999999999998
2020-04-09,1.7544
2020-04-13,-2.8736
2020-04-14,-1.7751000000000001
2020-04-15,-9.6386
2020-04-16,-0.6667
2020-04-17,15.4362
2020-04-20,-12.2093
2020-04-21,0.6623
2020-04-22,-0.6579
2020-04-23,5.9603
2020-04-24,-0.625
2020-04-27,-0.6289
2020-04-28,15.1899
2020-04-29,14.2857
2020-04-30,-2.8846
2020-05-01,-9.901
2020-05-04,-1.9231
2020-05-05,-5.8824
2020-05-06,-0.5952
2020-05-07,0.5988
2020-05-08,13.0952
2020-05-11,-3.6842
2020-05-12,-10.3825
2020-05-13,4.2683
2020-05-14,-8.1871
2020-05-15,9.5541
2020-05-18,15.6977
2020-05-19,-5.0251
2020-05-20,1.5873
2020-05-21,2.0833
2020-05-22,0.0
2020-05-26,4.5918
2020-05-27,7.3171
2020-05-28,18.6364
2020-05-29,-8.8123
2020-06-01,-7.9832
2020-06-02,6.3927
2020-06-03,8.5837
2020-06-04,1.1858
2020-06-05,14.4531
2020-06-08,24.2321
2020-06-09,-16.4835
2020-06-10,-3.9474
2020-06-11,-19.5205
2020-06-12,4.6809
2020-06-15,-12.6016
2020-06-16,0.0
2020-06-17,-0.4651
2020-06-18,0.0
2020-06-19,-8.411200000000001
2020-06-22,-9.1837
2020-06-23,7.8652
2020-06-24,-11.4583
2020-06-25,2.9412000000000003
2020-06-26,-10.2857
2020-06-29,6.3694
2020-06-30,1.1976
2020-07-01,-1.7751000000000001
2020-07-02,-4.2169
2020-07-06,-3.1447
2020-07-07,-8.4416
2020-07-08,-2.1277
2020-07-09,-2.8986
2020-07-10,11.9403
2020-07-13,-3.3333
2020-07-14,2.7586
2020-07-15,9.396
2020-07-16,-4.2945
2020-07-17,10.2564
2020-07-20,-8.1395
2020-07-21,5.0633
2020-07-22,-9.6386
2020-07-23,-2.0
2020-07-24,1.3605
2020-07-27,0.6711
2020-07-28,-2.0
2020-07-29,4.0816
2020-07-30,-0.6536
2020-07-31,-5.9211
