ticker,NEFB US Equity
2004-12-22,1.3158
2004-12-28,1.7316
2005-03-21,0.0
2005-06-21,2.1277
2005-07-14,2.0833
2005-10-14,-2.0408
2005-10-17,3.3333
2005-10-20,-2.0161
2005-12-23,2.2119
2006-01-03,0.0
2006-01-10,0.6543
2006-01-11,-0.4
2006-01-18,-0.4016
2006-01-25,0.0
2006-03-14,0.0
2006-08-09,2.8226
2007-02-06,3.9215999999999998
2007-02-14,-3.3962
2007-02-23,1.5625
2007-03-06,-1.5385
2007-03-07,2.7344
2007-12-03,0.0
2007-12-06,2.6616
2008-04-23,-5.5556
2008-04-24,1.9607999999999999
2008-05-05,0.7692
2008-05-30,3.0534
2008-06-11,-3.7037
2008-09-25,0.0
2008-09-29,0.0
2008-11-06,-5.7692
2008-11-24,-4.0816
2009-01-28,0.0
2009-02-03,0.0
2009-02-04,-1.2766
2009-02-17,-9.0517
2009-02-19,6.6350999999999996
2009-02-23,-6.2222
2009-02-24,-9.9526
2009-02-25,7.8947
2009-02-27,22.439
2009-03-05,-10.3586
2009-03-11,-3.1111
2009-03-16,6.3073
2009-04-01,3.9914
2009-04-03,4.1494
2009-04-06,-1.992
2009-04-14,-7.3171
2009-04-15,3.0702
2009-04-24,12.766
2009-06-02,0.0
2009-06-10,-8.3019
2009-06-19,9.0535
2009-06-23,0.0
2009-06-25,0.0
2009-06-30,0.0
2009-08-24,0.0
2009-09-02,0.0
2009-09-04,-1.8868
2009-09-18,-1.9231
2009-09-25,3.9215999999999998
2009-11-20,-1.8868
2009-11-27,-4.2308
2009-12-01,2.4096
2009-12-02,0.0
2010-01-28,0.0
2010-03-26,0.0
2010-03-29,0.0
2010-04-26,-1.1764999999999999
2010-04-29,-0.3968
2010-05-12,1.5936
2010-05-17,1.1764999999999999
2010-05-28,0.0
2010-06-01,0.7752
2010-06-04,0.0
2010-06-30,1.9231
2010-07-12,0.0
2010-07-30,0.0
2010-08-18,0.0
2010-08-30,0.0
2010-08-31,1.8868
2010-09-02,-1.8519
2010-09-03,0.0
2010-09-10,0.3774
2010-10-13,-9.7744
2010-11-01,11.275
2010-11-09,-1.5152
2010-11-18,-3.8462
2010-12-10,-3.2
2010-12-13,4.5455
2011-02-04,-1.1858
2011-02-10,6.0
2011-02-24,-2.2641999999999998
2011-02-25,0.0
2011-03-01,0.3861
2011-03-11,0.0
2011-03-18,5.7692
2011-03-21,0.3636
2011-03-22,0.5435
2011-03-25,4.1441
2011-03-30,-1.7301
2011-03-31,-0.8803
2011-04-08,-1.9538
2011-05-24,1.9550999999999998
2011-06-14,-3.2258
2011-06-22,4.4444
2011-07-11,0.0
2011-09-23,-6.0284
2012-03-06,0.8947
2012-03-14,-1.8868
2012-03-28,0.0
2012-04-12,3.8462
2012-04-16,-3.7037
2012-04-26,4.8077
2012-07-06,-3.7037
2012-07-09,3.8462
2012-07-18,-3.7037
2012-07-23,3.8462
2012-08-13,0.0
2012-10-17,-3.7037
2012-10-23,0.0
2012-10-25,0.7692
2012-11-28,2.3166
2013-01-30,0.0
2013-02-04,-1.8868
2013-02-05,1.9231
2013-02-06,-1.8868
2013-02-14,2.6923
2013-03-06,-0.7491
2013-03-11,0.0
2013-03-12,0.0
2013-03-21,-1.5093999999999999
2013-03-25,1.341
2013-04-04,0.0
2013-04-30,-13.8756
2013-05-01,17.7778
2013-05-15,3.7736
2013-08-09,-1.8182
2013-09-09,1.8481
2013-09-12,-1.8146
2013-09-18,1.8519
2013-10-03,0.0
2013-10-07,0.0
2013-10-14,-2.1818
2013-10-17,2.2305
2013-10-18,0.0
2013-11-01,0.828
2013-11-14,-1.4599
2013-12-13,0.3704
2014-01-03,0.0
2014-01-07,-0.738
2014-01-10,0.0
2014-01-15,0.0
2014-01-16,1.1152
2014-01-21,-1.1029
2014-02-13,0.3717
2014-02-14,2.5926
2014-02-19,-0.722
2014-02-28,-0.3636
2014-03-17,0.0
2014-03-24,0.0
2014-04-09,0.0
2014-04-10,1.0949
2014-04-11,0.361
2014-04-14,0.0
2014-04-16,0.0
2014-05-15,-1.3649
2014-05-19,0.0
2014-07-17,0.1845
2014-07-31,1.2891
2014-08-20,1.8182
2014-08-21,-1.7856999999999998
2014-09-11,2.5455
2014-09-15,2.8369
2014-10-07,0.0
2014-12-04,-4.0976
2015-01-16,0.3636
2015-03-03,0.0
2015-03-18,0.0
2015-03-25,3.2609
2015-05-28,-0.5858
2015-08-11,-2.8571
2015-08-14,4.7794
2015-09-01,0.0
2015-09-24,2.1053
2015-11-30,0.0
2016-04-12,3.6161
2016-04-27,-3.1376
2016-05-18,2.6316
2016-05-25,1.5385
2016-06-03,0.3367
2016-06-09,3.3557
2016-07-12,-6.4935
2016-07-19,0.3472
2016-07-22,2.0761
2016-10-03,1.6915
2016-10-06,0.0033
2016-10-07,0.0
2016-10-10,0.0
2016-10-20,1.6667
2016-11-30,5.5777
2016-12-29,-4.9686
2017-01-25,5.2283
2017-02-16,5.6604
2017-02-21,0.0
2017-03-06,0.0
2017-04-25,2.6786
2017-04-27,2.9313000000000002
2017-05-02,-3.1753
2017-06-15,0.0
2017-07-03,10.2941
2017-07-06,-9.3333
2017-07-27,0.0
2017-07-28,2.9412000000000003
2017-08-23,0.0
2017-09-28,-1.4285999999999999
2017-10-09,-4.058
2017-10-11,4.8338
2017-10-18,8.0692
2017-10-23,-7.4667
2017-11-08,-0.918
2018-03-12,5.8824
2018-04-24,-1.6667
2018-06-07,5.6547
2018-08-09,0.5541
2018-08-16,0.8065
2018-08-22,4.9333
2018-09-05,-2.1601
2018-09-06,3.8961
2018-09-17,0.0
2018-09-19,-3.75
2018-09-25,3.8961
2018-10-24,-9.5
2018-10-25,4.9724
2018-10-30,2.8684
2018-11-01,-2.3256
2018-11-08,-0.7937
2018-12-12,0.0
2018-12-19,0.6667
2018-12-21,-1.9868000000000001
2018-12-24,-0.8108
2019-01-17,3.5422000000000002
2019-02-13,9.2105
2019-02-14,-0.241
2019-04-01,2.657
2019-04-15,0.0
2019-04-25,0.0
2019-05-07,-4.9881
2019-05-13,1.25
2019-05-14,0.0
2019-05-15,2.4691
2019-05-20,2.4096
2019-05-21,0.0
2019-05-22,-2.3529
2019-05-31,0.9639
2019-06-14,0.0
2019-06-17,0.0
2019-06-20,6.2053
2019-06-25,-4.4944
2019-06-26,0.0
2019-07-24,2.3529
2019-07-30,-2.2989
2019-08-23,1.1764999999999999
2019-08-30,2.3256
2019-09-03,0.4545
2019-09-04,-1.5836999999999999
2019-09-05,0.0
2019-09-20,-1.1494
2019-09-30,0.0
2019-10-10,1.1628
2019-10-11,0.0
2019-10-18,1.1494
2019-10-23,2.2727
2019-10-24,0.0
2019-11-06,0.9641
2019-12-04,1.0437
2019-12-24,2.1978
2019-12-31,-0.8387
2020-01-02,0.0
2020-01-03,0.0
2020-01-23,0.5422
2020-01-29,0.3236
2020-02-05,2.1286
2020-02-10,0.0
2020-02-11,0.0
2020-03-09,0.0
2020-03-13,-0.2105
2020-03-17,0.0
2020-03-18,-15.6118
2020-03-20,-12.5
2020-06-09,15.6069
2020-07-23,3.0
