ticker,SBEV US Equity
2019-10-23,-12.5831
2019-10-24,-7.3395
2019-10-25,-2.8777
2019-10-28,48.1481
2019-10-29,-4.0
2019-10-30,0.0
2019-10-31,-13.5417
2019-11-01,21.6867
2019-11-04,48.5149
2019-11-05,-34.6667
2019-11-06,-18.3673
2019-11-07,10.0
2019-11-08,-26.125
2019-11-11,7.6757
2019-11-12,0.0
2019-11-13,22.8571
2019-11-14,-3.4884
2019-11-15,13.253
2019-11-18,-31.9149
2019-11-19,32.8125
2019-11-20,-5.8824
2019-11-21,-18.75
2019-11-22,0.0
2019-11-26,7.6923
2019-11-27,0.0
2019-11-29,7.1429
2019-12-02,-20.0
2019-12-03,22.5
2019-12-04,-2.0408
2019-12-05,11.1111
2019-12-06,-12.5
2019-12-10,0.0
2019-12-11,-8.0
2019-12-12,0.9317
2019-12-13,0.0
2019-12-16,-13.8462
2019-12-17,25.0
2019-12-18,-20.0
2019-12-19,16.0714
2019-12-20,0.0
2019-12-23,7.0769
2019-12-24,-13.7931
2019-12-26,19.9833
2019-12-27,-16.6551
2019-12-30,13.0417
2019-12-31,25.3225
2020-01-03,-1.1764999999999999
2020-01-06,0.0
2020-01-07,0.0
2020-01-10,0.0
2020-01-15,0.0
2020-01-21,-34.4048
2020-01-22,48.8203
2020-01-28,-8.5366
2020-01-29,10.6667
2020-01-30,-11.3855
2020-01-31,30.5235
2020-02-03,-6.25
2020-02-05,-8.3333
2020-02-06,11.5152
2020-02-07,-2.1848
2020-02-12,-5.5451
2020-02-13,6.4706
2020-02-14,-6.0773
2020-02-18,-12.9412
2020-02-19,21.6216
2020-02-20,11.1
2020-02-24,-6.9907
2020-02-26,-9.6774
2020-02-27,11.9048
2020-02-28,7.4468
2020-03-02,-0.9901
2020-03-05,0.0
2020-03-06,-5.0
2020-03-09,0.0
2020-03-10,-18.4211
2020-03-11,22.5806
2020-03-12,0.0
2020-03-13,-35.7895
2020-03-16,1.7213
2020-03-17,53.1023
2020-03-18,-15.7895
2020-03-19,0.0
2020-03-20,6.25
2020-03-23,3.5294
2020-03-24,-17.0455
2020-03-26,6.8493
2020-03-27,8.9744
2020-03-30,-3.5294
2020-03-31,-6.0976
2020-04-01,1.2987
2020-04-02,-3.8462
2020-04-03,-1.3333
2020-04-06,2.7027
2020-04-08,0.0
2020-04-09,-2.6316
2020-04-13,-5.4054
2020-04-15,-10.0
2020-04-17,1.5873
2020-04-20,6.25
2020-04-28,-27.9412
2020-04-29,-2.0408
2020-05-01,-6.25
2020-05-04,44.4444
2020-05-11,-13.8462
2020-05-13,7.1429
2020-06-01,-13.35
2020-06-03,5.7511
2020-06-08,-27.2463
2020-06-09,27.5
2020-06-10,0.9804
2020-06-11,6.7767
2020-06-16,-18.1669
2020-06-17,22.2222
2020-06-19,-20.0
2020-06-23,-38.5455
2020-06-24,47.929
2020-06-25,-0.025
2020-06-26,-1.2253
2020-06-29,31.5696
2020-06-30,0.0192
2020-07-01,0.0
2020-07-06,0.0
2020-07-07,0.0
2020-07-08,0.0
2020-07-09,44.2863
2020-07-10,9.3333
2020-07-13,-14.6341
2020-07-15,-7.1429
2020-07-17,23.0769
2020-07-20,13.125
2020-07-21,-0.5525
2020-07-29,-2.2222
2020-07-31,1.1364
