ticker,CRTX US Equity
2019-09-30,1.1359
2019-10-01,-1.8853
2019-10-02,-6.8275
2019-10-03,1.7113
2019-10-04,0.906
2019-10-07,-1.4964
2019-10-08,1.3889
2019-10-09,-2.3116
2019-10-10,2.6731
2019-10-11,0.1707
2019-10-14,0.4687
2019-10-15,-2.4173
2019-10-16,0.2608
2019-10-17,0.4335
2019-10-18,-6.0855
2019-10-21,-2.114
2019-10-22,5.6338
2019-10-23,2.2222
2019-10-24,-2.1304
2019-10-25,-4.9756
2019-10-28,0.7013
2019-10-29,-1.4856
2019-10-30,-1.6023
2019-10-31,-0.5268
2019-11-01,2.0221
2019-11-04,-1.1326
2019-11-05,0.3819
2019-11-06,2.33
2019-11-07,7.9926
2019-11-08,5.2496
2019-11-11,-3.9248
2019-11-12,-3.5319000000000003
2019-11-13,2.1173
2019-11-14,-0.2592
2019-11-15,1.3859
2019-11-18,17.7275
2019-11-19,-9.9419
2019-11-20,3.1829
2019-11-21,-2.0305
2019-11-22,0.558
2019-11-25,2.8537
2019-11-26,-0.3083
2019-11-27,0.5025
2019-11-29,0.9615
2019-12-02,8.0
2019-12-03,-0.0353
2019-12-04,12.4559
2019-12-05,7.6247
2019-12-06,-17.4636
2019-12-09,12.7164
2019-12-10,2.3817
2019-12-11,2.112
2019-12-12,5.4556000000000004
2019-12-13,11.0006
2019-12-16,4.1997
2019-12-17,3.8093
2019-12-18,3.125
2019-12-19,8.7466
2019-12-20,39.4976
2019-12-23,4.2827
2019-12-24,-6.3997
2019-12-26,-5.0543
2019-12-27,-2.0085
2019-12-30,-6.4656
2019-12-31,0.0178
2020-01-02,-5.1478
2020-01-03,-8.9202
2020-01-06,-9.5258
2020-01-07,-2.8031
2020-01-08,1.1489
2020-01-09,11.0338
2020-01-10,1.9624000000000001
2020-01-13,0.6552
2020-01-14,4.5769
2020-01-15,14.4524
2020-01-16,6.4242
2020-01-17,-6.3558
2020-01-21,-0.5457
2020-01-22,-2.692
2020-01-23,3.7533
2020-01-24,-3.1929
2020-01-27,-4.2105
2020-01-28,0.7326
2020-01-29,-5.6182
2020-01-30,-0.1541
2020-01-31,-9.3382
2020-02-03,2.2771
2020-02-04,-3.7453
2020-02-05,-1.3403
2020-02-06,20.1797
2020-02-07,-7.0556
2020-02-10,2.295
2020-02-11,2.7613
2020-02-12,13.9578
2020-02-13,4.9615
2020-02-14,13.1201
2020-02-18,-2.248
2020-02-19,-16.803
2020-02-20,2.001
2020-02-21,-0.1164
2020-02-24,-7.3901
2020-02-25,-2.2646
2020-02-26,-3.6227
2020-02-27,-3.3391
2020-02-28,-0.8093
2020-03-02,-2.2886
2020-03-03,-7.8411
2020-03-04,1.9668999999999999
2020-03-05,-5.7217
2020-03-06,-6.1839
2020-03-09,-6.4935
2020-03-10,4.6908
2020-03-11,-7.3342
2020-03-12,-21.637
2020-03-13,16.3047
2020-03-16,-8.8915
2020-03-17,17.2739
2020-03-18,4.0499
2020-03-19,8.9576
2020-03-20,0.416
2020-03-23,-4.922
2020-03-24,13.1727
2020-03-25,-1.4493
2020-03-26,5.6756
2020-03-27,-4.1531
2020-03-30,3.8792999999999997
2020-03-31,-0.3931
2020-04-01,-4.5385
2020-04-02,-14.4235
2020-04-03,-6.2534
2020-04-06,11.0793
2020-04-07,-6.5979
2020-04-08,11.892900000000001
2020-04-09,-0.6658
2020-04-13,1.5392000000000001
2020-04-14,5.3545
2020-04-15,-4.2701
2020-04-16,-4.3879
2020-04-17,5.4767
2020-04-20,1.1538
2020-04-21,-0.8555
2020-04-22,7.4305
2020-04-23,-1.3164
2020-04-24,1.2661
2020-04-27,3.3713
2020-04-28,-1.6199
2020-04-29,1.0757
2020-04-30,-0.9123
2020-05-01,-2.4989
2020-05-04,1.7761
2020-05-05,1.8555000000000001
2020-05-06,-0.7807
2020-05-07,3.0601
2020-05-08,-2.333
2020-05-11,0.0217
2020-05-12,-0.6079
2020-05-13,-1.6164
2020-05-14,1.865
2020-05-15,19.8997
2020-05-18,4.9809
2020-05-19,-2.8745000000000003
2020-05-20,0.8914
2020-05-21,-0.1944
2020-05-22,-2.4788
2020-05-26,-13.5802
2020-05-27,-0.7563
2020-05-28,-7.8959
2020-05-29,5.9297
2020-06-01,-3.58
2020-06-02,-0.4725
2020-06-03,-4.6349
2020-06-04,4.5519
2020-06-05,-5.9637
2020-06-08,0.627
2020-06-09,11.1191
2020-06-10,-2.4585
2020-06-11,-0.6854
2020-06-12,0.1113
2020-06-15,4.4696
2020-06-16,9.387
2020-06-17,-1.5567
2020-06-18,1.5615999999999999
2020-06-19,-0.4476
2020-06-22,-0.782
2020-06-23,-2.936
2020-06-24,-2.5579
2020-06-25,5.2083
2020-06-26,-6.6337
2020-06-29,-4.5599
2020-06-30,2.8889
2020-07-01,2.6134
2020-07-02,-3.4098
2020-07-06,1.7869000000000002
2020-07-07,-1.0062
2020-07-08,2.141
2020-07-09,-3.0277
2020-07-10,-0.1092
2020-07-13,-9.3333
2020-07-14,6.7501999999999995
2020-07-15,2.0099
2020-07-16,-4.3834
2020-07-17,2.709
2020-07-20,0.0676
2020-07-21,-0.6308
2020-07-22,0.204
2020-07-23,-2.2851
2020-07-24,-1.0882
2020-07-27,-0.3277
2020-07-28,-2.7946999999999997
2020-07-29,-0.8215
2020-07-30,-1.9245
2020-07-31,-1.0184
