ticker,CMEY US Equity
2010-03-15,-33.3333
2010-03-16,-87.5
2010-03-17,60.0
2010-03-19,-25.0
2010-03-22,-16.6667
2010-04-07,300.0
2010-04-08,0.0
2010-04-09,2000.0
2010-04-12,-23.8095
2010-04-13,-66.875
2010-04-26,69.8113
2010-04-29,88.8889
2010-04-30,194.1176
2010-05-03,-2.0
2010-05-05,-30.6122
2010-05-06,44.1176
2010-05-07,0.0
2010-05-10,-22.449
2010-05-12,26.3158
2010-05-17,0.0
2010-05-18,-4.1667
2010-06-02,-78.2609
2010-06-15,0.0
2010-06-16,200.0
2010-06-21,-66.6667
2010-06-22,10.0
2010-06-28,172.7273
2010-06-29,-95.0
2010-06-30,233.3333
2010-07-01,0.0
2010-07-08,-40.0
2010-07-12,116.6667
2010-07-13,0.0
2010-07-14,-9.2308
2010-07-15,-16.9492
2010-07-20,0.0
2010-07-21,0.0
2010-07-23,-18.3673
2010-07-26,0.0
2010-07-29,100.0
2010-07-30,512.5
2010-08-02,-51.0204
2010-08-03,15.2344
2010-08-04,8.4746
2010-08-05,10.0
2010-08-06,27.2727
2010-08-09,-21.4286
2010-08-10,9.0909
2010-08-11,8.3333
2010-08-12,15.3846
2010-08-13,0.0
2010-08-16,6.6667
2010-08-17,12.5
2010-08-18,5.5556
2010-08-19,5.2632
2010-08-20,-5.0
2010-08-23,-7.8947
2010-08-24,-14.2857
2010-08-25,-6.6667
2010-08-26,-28.5714
2010-08-27,-20.0
2010-08-30,0.0
2010-08-31,-12.5
2010-09-01,-28.5714
2010-09-02,0.0
2010-09-08,0.0
2010-09-13,0.0
2010-09-15,-0.625
2010-09-16,40.8805
2010-09-17,42.8571
2010-09-20,-50.0
2010-09-24,-10.0
2010-10-20,-15.5556
2010-10-26,5.2632
2010-11-01,0.0
2010-11-03,12.5
2010-11-04,0.0
2010-11-05,0.0
2010-11-09,0.0
2010-11-11,0.0
2010-11-16,0.0
2010-11-17,-33.6111
2010-12-09,-6.2762
2010-12-27,-63.8393
2010-12-28,393.8272
2010-12-29,-90.0
2010-12-30,440.0
2011-01-04,0.0
2011-01-05,11.1111
2011-01-11,-33.3333
2011-01-12,0.0
2011-01-13,0.0
2011-01-14,0.0
2011-01-18,0.0
2011-01-20,145.0
2011-01-21,-59.1837
2011-01-24,125.0
2011-01-25,-48.8889
2011-01-28,8.6957
2011-01-31,0.0
2011-02-04,0.0
2011-02-07,0.0
2011-02-14,0.0
2011-02-22,0.0
2011-02-25,12.0
2011-03-02,-28.5714
2011-03-07,95.0
2011-03-09,0.0
2011-03-14,2.5641
2011-03-15,70.0
2011-03-18,2.9412000000000003
2011-03-22,-78.5714
2011-03-23,33.3333
2011-03-24,10.0
2011-03-25,36.3636
2011-03-28,-16.6667
2011-03-29,20.0
2011-03-30,-16.6667
2011-03-31,-16.0
2011-04-01,23.8095
2011-04-04,-23.0769
2011-04-05,15.0
2011-04-06,0.0
2011-04-07,0.0
2011-04-08,0.0
2011-04-11,0.0
2011-04-12,-13.0435
2011-04-13,0.0
2011-04-14,-0.625
2011-04-15,-39.6226
2011-04-18,16.6667
2011-04-19,-28.5714
2011-04-20,0.0
2011-04-21,-40.0
2011-04-25,66.6667
2011-04-26,0.0
2011-04-27,-10.0
2011-04-28,-11.1111
2011-04-29,12.5
2011-05-02,0.0
2011-05-03,0.0
2011-05-04,0.0
2011-05-06,0.0
2011-05-10,-11.1111
2011-05-12,12.5
2011-05-13,33.3333
2011-05-16,-8.3333
2011-05-17,0.0
2011-05-18,-1.1364
2011-05-19,1.1494
2011-05-20,-9.0909
2011-05-23,10.0
2011-05-24,-9.0909
2011-05-25,10.0
2011-05-26,-31.8182
2011-05-27,33.3333
2011-05-31,110.0
2011-06-01,28.5714
2011-06-02,-14.3519
2011-06-03,-9.1892
2011-06-06,9.5238
2011-06-07,-12.2283
2011-06-08,13.9319
2011-06-09,13.0435
2011-06-10,-19.2308
2011-06-13,19.0476
2011-06-14,-4.0
2011-06-15,-8.3333
2011-06-16,11.3636
2011-06-17,-10.2041
2011-06-20,-15.0568
2011-06-21,-14.3813
2011-06-22,17.5781
2011-06-23,0.0
2011-06-24,-20.2658
2011-06-27,0.0
2011-06-28,-15.8333
2011-06-29,33.1683
2011-06-30,-10.7807
2011-07-01,30.0
2011-07-05,-12.8205
2011-07-06,1.8382
2011-07-07,-1.8051
2011-07-08,5.8824
2011-07-11,16.6667
2011-07-12,-5.3571
2011-07-13,5.6604
2011-07-14,-16.6667
2011-07-15,18.9286
2011-07-18,-17.7177
2011-07-19,2.1898
2011-07-20,0.0
2011-07-21,0.0
2011-07-22,-11.4286
2011-07-25,-6.4516
2011-07-26,-3.4483
2011-07-27,27.6786
2011-07-28,-6.6434
2011-07-29,1.1236
2011-08-01,-16.2963
2011-08-02,6.1947
2011-08-03,-6.6667
2011-08-04,20.0893
2011-08-05,-16.7286
2011-08-08,-9.375
2011-08-09,2.4631
2011-08-10,0.0
2011-08-11,12.5
2011-08-12,-4.2735
2011-08-15,-3.5714
2011-08-16,-11.1111
2011-08-17,0.0
2011-08-18,54.1667
2011-08-19,-18.9189
2011-08-22,-17.9167
2011-08-23,-2.5381
2011-08-24,8.3333
2011-08-26,3.8462
2011-08-29,10.1852
2011-08-30,-19.3277
2011-08-31,-5.2083
2011-09-02,5.4945
2011-09-06,-16.6667
2011-09-07,-3.125
2011-09-08,23.871
2011-09-09,-19.2708
2011-09-12,-1.9355
2011-09-13,5.2632
2011-09-14,-1.25
2011-09-15,1.2658
2011-09-16,0.0
2011-09-19,20.0
2011-09-20,25.0
2011-09-21,0.0
2011-09-22,-26.6667
2011-09-23,18.1818
2011-09-26,13.9423
2011-09-28,-12.2363
2011-09-29,-8.6538
2011-09-30,17.8947
2011-10-03,-0.8929
2011-10-04,-25.6757
2011-10-05,34.5455
2011-10-06,0.0
2011-10-07,-9.9099
2011-10-10,-4.0
2011-10-11,-25.0
2011-10-13,55.5556
2011-10-14,0.0
2011-10-17,-5.8036
2011-10-18,-5.2133
2011-10-19,-19.0
2011-10-20,18.5185
2011-10-21,0.0
2011-10-24,-4.1667
2011-10-25,21.7391
2011-10-26,7.1429
2011-10-27,-6.6667
2011-10-28,14.2857
2011-11-02,-12.5
2011-11-03,-7.1429
2011-11-04,-23.0769
2011-11-07,-11.25
2011-11-08,5.6338
2011-11-09,-4.0
2011-11-10,66.6667
2011-11-11,-34.5833
2011-11-16,0.0
2011-11-17,-25.4777
2011-11-18,2.5641
2011-11-21,0.0
2011-11-22,0.0
2011-11-23,0.0
2011-11-25,0.0
2011-11-28,6.6667
2011-11-29,-6.25
2011-11-30,8.3333
2011-12-01,4.6154
2011-12-02,-17.647100000000002
2011-12-05,14.2857
2011-12-06,-6.25
2011-12-07,-1.6667
2011-12-08,0.0
2011-12-09,-3.3898
2011-12-12,-1.7544
2011-12-13,14.2857
2011-12-15,6.25
2011-12-19,-5.8824
2011-12-21,-1.5625
2011-12-22,-4.7619
2011-12-23,0.0
2011-12-27,-6.6667
2011-12-28,0.0
2011-12-30,0.0
2012-01-04,-7.1429
2012-01-05,5.7692
2012-01-06,9.0909
2012-01-09,-26.6667
2012-01-10,27.2727
2012-01-11,0.0
2012-01-17,-14.2857
2012-01-18,-8.3333
2012-01-19,0.0
2012-01-24,9.0909
2012-01-25,16.6667
2012-01-26,-14.2857
2012-01-27,-8.3333
2012-01-30,0.0
2012-01-31,-9.0909
2012-02-01,0.0
2012-02-02,-26.25
2012-02-03,22.0339
2012-02-06,11.1111
2012-02-07,-2.5
2012-02-08,2.5641
2012-02-09,-30.0
2012-02-10,32.1429
2012-02-14,-2.7027
2012-02-15,0.0
2012-03-02,-77.7778
2012-03-05,0.0
2012-03-06,0.0
2012-03-08,300.0
2012-03-09,-20.3125
2012-03-14,9.8039
2012-03-23,-42.8571
2012-04-02,0.0
2012-04-11,50.0
2012-04-16,-72.9167
2012-04-18,515.3846
2012-04-19,0.0
2012-05-01,-97.5
2012-05-02,200.0
2012-05-04,33.3333
2012-05-16,300.0
2012-05-24,50.0
2012-05-31,0.0
2012-06-06,0.0
2012-06-19,0.0
2012-12-31,0.0
2013-12-04,-95.8333
2013-12-05,0.0
2013-12-06,0.0
2013-12-13,0.0
2014-03-11,0.0
2014-05-01,0.0
2014-08-04,0.0
2014-08-29,700.0
2014-11-20,-87.5
2014-12-22,0.0
2014-12-31,0.0
2015-11-25,0.0
2016-02-11,0.0
2016-12-02,700.0
2017-12-21,-99.0
2018-05-16,900.0
2018-09-13,0.0
2018-09-14,-90.0
2019-05-14,-90.0
2019-05-16,0.0
2019-09-17,0.0
2019-12-19,9900.0
2020-02-14,0.0
2020-03-31,0.0
2020-05-01,-99.0
2020-05-05,9900.0
2020-05-11,100.0
2020-05-12,-50.0
2020-05-13,0.0
2020-05-18,0.0
2020-05-21,0.0
2020-05-26,0.0
2020-06-29,0.0
2020-07-24,0.0
