ticker,FEIM US Equity
2000-05-22,-0.6803
2000-05-23,-3.4247
2000-05-24,-10.6383
2000-05-25,-2.3810000000000002
2000-05-26,3.252
2000-05-30,8.6614
2000-05-31,-1.4493
2000-06-01,8.8235
2000-06-02,8.1081
2000-06-05,-3.125
2000-06-06,-3.2258
2000-06-07,2.0
2000-06-08,-3.268
2000-06-09,12.1622
2000-06-12,-2.4096
2000-06-13,13.2716
2000-06-14,5.7221
2000-06-15,-3.6082
2000-06-16,-1.8717000000000001
2000-06-19,4.3597
2000-06-20,-0.2611
2000-06-21,8.9005
2000-06-22,3.6058
2000-06-23,2.0882
2000-06-26,-1.3636
2000-06-27,-4.1475
2000-06-28,-0.4808
2000-06-29,4.8309
2000-06-30,5.53
2000-07-03,2.1834
2000-07-05,-0.4274
2000-07-06,-3.4335
2000-07-07,-4.0
2000-07-10,-3.2407
2000-07-11,-3.5885
2000-07-12,5.2109
2000-07-13,-0.4717
2000-07-14,-1.1848
2000-07-17,3.3573
2000-07-18,2.0882
2000-07-19,3.1818
2000-07-20,0.8811
2000-07-21,-1.0917
2000-07-24,-1.9868000000000001
2000-07-25,-10.8108
2000-07-26,13.1313
2000-07-27,-7.5893
2000-07-28,-3.1401
2000-07-31,4.7382
2000-08-01,-1.9048
2000-08-02,0.4854
2000-08-03,-3.6231999999999998
2000-08-04,0.2506
2000-08-07,-4.0
2000-08-08,1.0417
2000-08-09,-0.2577
2000-08-10,2.8424
2000-08-11,-0.2513
2000-08-14,2.7708
2000-08-15,-0.2451
2000-08-16,-0.2457
2000-08-17,0.0
2000-08-18,1.9704000000000002
2000-08-21,5.314
2000-08-22,16.9725
2000-08-23,1.9607999999999999
2000-08-24,8.461500000000001
2000-08-25,0.0
2000-08-28,-7.6241
2000-08-29,4.4146
2000-08-30,-2.9412000000000003
2000-08-31,6.4394
2000-09-01,8.1851
2000-09-05,-3.125
2000-09-06,-8.6587
2000-09-07,2.4164
2000-09-08,1.6334
2000-09-11,-1.25
2000-09-12,-16.094
2000-09-13,-6.8966
2000-09-14,-1.6204
2000-09-15,-5.8824
2000-09-18,-6.0
2000-09-19,-5.5851
2000-09-20,0.0
2000-09-21,8.169
2000-09-22,-7.2917
2000-09-25,-4.9888
2000-09-26,2.1287
2000-09-27,0.6484
2000-09-28,2.8532
2000-09-29,2.6398
2000-10-02,-6.2772
2000-10-03,-1.1628
2000-10-04,-6.1176
2000-10-05,0.8521
2000-10-06,5.6163
2000-10-09,-2.4
2000-10-10,-5.4966
2000-10-11,-13.2653
2000-10-12,-4.2353
2000-10-13,-0.4914
2000-10-16,6.4815
2000-10-17,7.2464
2000-10-18,-3.2432
2000-10-19,9.4413
2000-10-20,3.6243
2000-10-23,-3.202
2000-10-24,15.7761
2000-10-25,-8.1758
2000-10-26,-1.1489
2000-10-27,11.8644
2000-10-30,-3.5652
2000-10-31,0.9919
2000-11-01,-6.25
2000-11-02,0.0476
2000-11-03,-1.2375
2000-11-06,-0.7229
2000-11-07,-1.4563
2000-11-08,-0.9852
2000-11-09,-3.9801
2000-11-10,-1.6061999999999999
2000-11-13,-10.4792
2000-11-14,2.9412000000000003
2000-11-15,-3.4286
2000-11-16,-5.9172
2000-11-17,4.4025
2000-11-20,0.6024
2000-11-21,-1.7964
2000-11-22,-5.4268
2000-11-24,1.225
2000-11-27,-4.4586
2000-11-28,-5.0
2000-11-29,-0.4211
2000-11-30,-8.3862
2000-12-01,13.461500000000001
2000-12-04,-0.339
2000-12-05,6.1224
2000-12-06,-2.5641
2000-12-07,-1.9737
2000-12-08,12.0805
2000-12-11,7.7844
2000-12-12,10.5
2000-12-13,-1.9104999999999999
2000-12-14,-6.8683
2000-12-15,2.9169
2000-12-18,1.6578
2000-12-19,-3.4718999999999998
2000-12-20,-11.4441
2000-12-21,-1.6615
2000-12-22,11.0763
2000-12-26,-1.4085
2000-12-27,5.7143
2000-12-28,-5.9459
2000-12-29,-2.2414
2001-01-02,-0.6467
2001-01-03,6.4497
2001-01-04,5.3363
2001-01-05,-7.6517
2001-01-08,0.0
2001-01-09,-2.0
2001-01-10,4.8397
2001-01-11,0.9455
2001-01-12,2.7548
2001-01-16,4.504
2001-01-17,3.8994
2001-01-18,-1.2346
2001-01-19,0.0
2001-01-22,-0.65
2001-01-23,0.6543
2001-01-24,0.0
2001-01-25,-0.5
2001-01-26,-0.7538
2001-01-29,0.7595
2001-01-30,12.3116
2001-01-31,-2.6846
2001-02-01,1.1494
2001-02-02,-2.7273
2001-02-05,-6.6355
2001-02-06,0.6507
2001-02-07,-7.5087
2001-02-08,0.2688
2001-02-09,2.681
2001-02-12,0.0
2001-02-13,-3.6554
2001-02-14,-1.084
2001-02-15,-0.274
2001-02-16,-7.6923
2001-02-20,-3.75
2001-02-21,-4.1435
2001-02-22,0.0
2001-02-23,-9.0968
2001-02-26,5.7488
2001-02-27,-1.4765
2001-02-28,-4.7684
2001-03-01,-2.0029
2001-03-02,7.6642
2001-03-05,-3.322
2001-03-06,1.683
2001-03-07,6.2069
2001-03-08,1.3636
2001-03-09,-4.9327
2001-03-12,-1.6173
2001-03-13,-3.1507
2001-03-14,-1.6973
2001-03-15,0.7194
2001-03-16,-2.1429
2001-03-19,-3.6496
2001-03-20,-5.6818
2001-03-21,-8.0321
2001-03-22,7.4236
2001-03-23,0.0
2001-03-26,-2.1138
2001-03-27,7.309
2001-03-28,-1.3158
2001-03-29,-4.7059
2001-03-30,10.2881
2001-04-02,-4.4776
2001-04-03,-6.25
2001-04-04,-0.4167
2001-04-05,1.841
2001-04-06,-1.8899
2001-04-09,-3.6851000000000003
2001-04-10,3.9130000000000003
2001-04-11,0.0
2001-04-12,1.2551999999999999
2001-04-16,-0.9917
2001-04-17,0.1669
2001-04-18,7.5
2001-04-19,3.1008
2001-04-20,3.2331
2001-04-23,1.9665
2001-04-24,0.0
2001-04-25,3.5714
2001-04-26,-2.069
2001-04-27,8.5106
2001-04-30,0.6536
2001-05-01,3.8961
2001-05-02,7.0
2001-05-03,-6.5421
2001-05-04,1.875
2001-05-07,-0.3067
2001-05-08,1.9077
2001-05-09,1.7511999999999999
2001-05-10,1.7804
2001-05-11,0.2915
2001-05-14,1.2791000000000001
2001-05-15,1.6073
2001-05-16,2.5423999999999998
2001-05-17,2.4793
2001-05-18,-2.957
2001-05-21,-4.4321
2001-05-22,-3.7681
2001-05-23,-2.1084
2001-05-24,1.7846
2001-05-25,-1.5114999999999998
2001-05-29,1.903
2001-05-30,-3.4337
2001-05-31,-0.811
2001-06-01,0.8805
2001-06-04,-1.4339
2001-06-05,4.3643
2001-06-06,-1.5152
2001-06-07,-0.3077
2001-06-08,0.9259
2001-06-11,-1.8349
2001-06-12,0.9969
2001-06-13,-2.2209
2001-06-14,-0.1893
2001-06-15,-5.1833
2001-06-18,-6.6667
2001-06-19,-2.1429
2001-06-20,-4.0146
2001-06-21,6.4639
2001-06-22,0.7143
2001-06-25,-1.0638
2001-06-26,1.0753
2001-06-27,0.3546
2001-06-28,27.2085
2001-06-29,2.7778
2001-07-02,-3.7838000000000003
2001-07-03,-1.5169000000000001
2001-07-05,-0.7416
2001-07-06,-2.2989
2001-07-09,0.5882
2001-07-10,1.7544
2001-07-11,-0.0575
2001-07-12,9.2582
2001-07-13,0.0
2001-07-16,-1.3158
2001-07-17,-2.08
2001-07-18,-1.1438
2001-07-19,2.4793
2001-07-20,0.8065
2001-07-23,-1.3333
2001-07-24,-2.7027
2001-07-25,-1.1111
2001-07-26,-0.8427
2001-07-27,-0.9065
2001-07-30,1.2006999999999999
2001-07-31,0.1695
2001-08-01,-0.1692
2001-08-02,-0.2825
2001-08-03,-1.4163999999999999
2001-08-06,-1.7241
2001-08-07,-0.8772
2001-08-08,-3.2448
2001-08-09,-2.439
2001-08-10,-1.25
2001-08-13,0.3165
2001-08-14,-2.2082
2001-08-15,0.6452
2001-08-16,-0.641
2001-08-17,-1.6129
2001-08-20,-0.2623
2001-08-21,0.5917
2001-08-22,2.2876
2001-08-23,0.639
2001-08-24,0.0
2001-08-27,2.2222
2001-08-28,-0.9317
2001-08-29,0.3135
2001-08-30,-2.8125
2001-08-31,-2.8939
2001-09-04,-18.6755
2001-09-05,-3.9088000000000003
2001-09-06,-2.7119
2001-09-07,0.1742
2001-09-10,-1.7391
2001-09-17,3.9823
2001-09-18,-2.1277
2001-09-19,-6.087
2001-09-20,-2.7778
2001-09-21,0.0
2001-09-24,3.8095
2001-09-25,-8.2569
2001-09-26,3.0
2001-09-27,-1.9417
2001-09-28,18.8119
2001-10-01,-5.0
2001-10-02,0.8772
2001-10-03,-0.8696
2001-10-04,-1.3158
2001-10-05,2.1333
2001-10-08,-1.2185
2001-10-09,0.5286
2001-10-10,0.7888
2001-10-11,-2.1739
2001-10-12,2.2222
2001-10-15,-1.3043
2001-10-16,-1.4097
2001-10-17,0.1787
2001-10-18,-1.4273
2001-10-19,-4.5249
2001-10-22,2.3697
2001-10-23,1.1111
2001-10-24,1.6484
2001-10-25,0.9009
2001-10-26,-0.2679
2001-10-29,1.6115
2001-10-30,-1.3333
2001-10-31,2.0721
2001-11-01,1.5004
2001-11-02,-1.6522000000000001
2001-11-05,-2.7409
2001-11-06,10.4545
2001-11-07,9.8765
2001-11-08,0.3745
2001-11-09,-2.3134
2001-11-12,0.7639
2001-11-13,-1.4405000000000001
2001-11-14,0.6923
2001-11-15,-0.6875
2001-11-16,0.7692
2001-11-19,-0.1527
2001-11-20,-0.6116
2001-11-21,1.1538
2001-11-23,0.7605
2001-11-26,0.1509
2001-11-27,3.9939999999999998
2001-11-28,1.1594
2001-11-29,-0.4298
2001-11-30,0.6475
2001-12-03,-5.6469000000000005
2001-12-04,-0.7576
2001-12-05,1.145
2001-12-06,2.2641999999999998
2001-12-07,0.9594
2001-12-10,2.3392
2001-12-11,1.9285999999999999
2001-12-12,1.9622000000000002
2001-12-13,-0.3436
2001-12-14,3.3103
2001-12-17,-1.5354
2001-12-18,3.322
2001-12-19,-1.9029
2001-12-20,-4.0134
2001-12-21,-2.439
2001-12-24,0.7143
2001-12-26,-0.7092
2001-12-27,0.0
2001-12-28,-0.3571
2001-12-31,0.3584
2002-01-02,1.7856999999999998
2002-01-03,0.8421
2002-01-04,0.0
2002-01-07,-1.1134
2002-01-08,-0.4222
2002-01-09,0.7067
2002-01-10,0.0702
2002-01-11,1.683
2002-01-14,0.3448
2002-01-15,-2.7491
2002-01-16,-2.1201
2002-01-17,0.722
2002-01-18,0.0
2002-01-22,-0.3584
2002-01-23,-1.0791
2002-01-24,-0.1455
2002-01-25,1.9665
2002-01-28,0.0
2002-01-29,-3.6429
2002-01-30,0.0
2002-01-31,0.0741
2002-02-01,0.7407
2002-02-04,0.6618
2002-02-05,-4.748
2002-02-06,-1.0735999999999999
2002-02-07,-1.5504
2002-02-08,-0.7874
2002-02-11,-2.3810000000000002
2002-02-12,3.4959
2002-02-13,-1.0212
2002-02-14,2.7778
2002-02-15,3.8609999999999998
2002-02-19,-3.0483
2002-02-20,0.4601
2002-02-21,-3.4351
2002-02-22,-1.3439
2002-02-25,0.1603
2002-02-26,-0.08
2002-02-27,0.0
2002-02-28,0.0801
2002-03-01,2.4
2002-03-04,3.5156
2002-03-05,5.6604
2002-03-06,-0.3571
2002-03-07,-3.2258
2002-03-08,-3.6296
2002-03-11,0.0
2002-03-12,-0.8455
2002-03-13,0.0
2002-03-14,0.0
2002-03-15,0.3876
2002-03-18,-3.4749
2002-03-19,1.3599999999999999
2002-03-20,-0.5525
2002-03-21,0.0
2002-03-22,-3.5714
2002-03-25,-1.2346
2002-03-26,-3.3333
2002-03-27,0.431
2002-03-28,11.588
2002-04-01,-1.9231
2002-04-02,-1.9607999999999999
2002-04-03,1.2
2002-04-04,-3.1621
2002-04-05,-2.0408
2002-04-08,-1.75
2002-04-09,-0.4241
2002-04-10,-0.5963
2002-04-11,-1.8852
2002-04-12,0.262
2002-04-15,0.0871
2002-04-16,3.1332
2002-04-17,0.0
2002-04-18,-0.4219
2002-04-19,0.4237
2002-04-22,-2.1097
2002-04-23,0.8621
2002-04-24,3.4188
2002-04-25,0.5785
2002-04-26,-0.1643
2002-04-29,3.1535
2002-04-30,2.5744
2002-05-01,0.7843
2002-05-02,-0.5447
2002-05-06,1.7214
2002-05-07,-2.0769
2002-05-08,2.121
2002-05-09,-1.1538
2002-05-10,0.7782
2002-05-13,-1.5444
2002-05-14,0.0
2002-05-15,1.9607999999999999
2002-05-16,-0.3846
2002-05-17,0.3861
2002-05-20,-2.3077
2002-05-21,0.4724
2002-05-22,-0.3135
2002-05-23,1.8082
2002-05-24,-1.1583
2002-05-28,-2.3438
2002-05-29,-3.2
2002-05-30,-4.1322
2002-05-31,-3.0172
2002-06-03,-0.8889
2002-06-04,-3.5874
2002-06-05,-5.1163
2002-06-06,-2.1569
2002-06-07,-0.8016
2002-06-10,-2.0202
2002-06-11,-3.0928
2002-06-12,-3.1915
2002-06-13,1.5385
2002-06-14,-2.5974
2002-06-17,-2.7778
2002-06-18,-0.5714
2002-06-19,-3.3333
2002-06-20,-1.308
2002-06-21,0.6024
2002-06-24,1.7964
2002-06-25,-1.1764999999999999
2002-06-26,0.4762
2002-06-27,-5.2133
2002-06-28,12.5
2002-07-01,-5.0
2002-07-02,-0.3509
2002-07-03,-0.8216
2002-07-05,-1.7751000000000001
2002-07-08,-3.3735
2002-07-09,-2.7431
2002-07-10,-2.5641
2002-07-11,-1.5789
2002-07-12,0.2674
2002-07-15,-3.7333
2002-07-16,7.3407
2002-07-17,0.0
2002-07-18,-4.5161
2002-07-19,-6.0811
2002-07-22,-6.4748
2002-07-23,-6.1538
2002-07-24,2.459
2002-07-25,2.4
2002-07-26,5.9375
2002-07-29,2.5074
2002-07-30,-3.5971
2002-07-31,1.4925
2002-08-01,2.9412000000000003
2002-08-02,-4.2857
2002-08-05,0.0
2002-08-06,4.4776
2002-08-07,0.0
2002-08-08,2.0
2002-08-09,1.5406
2002-08-12,0.6897
2002-08-13,-3.2877
2002-08-14,-0.8499
2002-08-15,-0.2857
2002-08-16,0.2865
2002-08-19,-0.7143
2002-08-20,-2.8777
2002-08-21,0.7407
2002-08-22,10.2941
2002-08-23,1.2
2002-08-26,3.2938
2002-08-27,-0.5102
2002-08-28,-1.9231
2002-08-29,0.6536
2002-08-30,2.5974
2002-09-03,0.0
2002-09-04,-0.2532
2002-09-05,-3.5533
2002-09-06,-1.3158
2002-09-09,-0.6667
2002-09-10,0.6711
2002-09-11,2.0
2002-09-12,-3.5294
2002-09-13,-3.1165
2002-09-16,-3.6364
2002-09-17,0.1451
2002-09-18,0.0
2002-09-19,1.4493
2002-09-20,8.5714
2002-09-23,-3.9474
2002-09-24,-0.6849
2002-09-25,0.6897
2002-09-26,2.7397
2002-09-27,-2.0
2002-09-30,-1.3605
2002-10-01,-2.069
2002-10-02,-1.4085
2002-10-03,-2.8571
2002-10-04,-5.0
2002-10-07,-4.0248
2002-10-08,-3.2258
2002-10-09,-13.3333
2002-10-10,14.4231
2002-10-11,17.647100000000002
2002-10-14,-0.7143
2002-10-15,11.5108
2002-10-16,-7.7419
2002-10-17,-0.6993
2002-10-18,9.1549
2002-10-21,-3.2258
2002-10-22,-2.6667
2002-10-23,2.7397
2002-10-24,-1.3333
2002-10-25,-2.027
2002-10-28,1.3793
2002-10-29,-2.0408
2002-10-30,3.9436999999999998
2002-10-31,0.9485
2002-11-01,6.0403
2002-11-04,6.962
2002-11-05,0.4734
2002-11-06,1.1779
2002-11-07,-3.376
2002-11-08,0.6024
2002-11-11,-1.7964
2002-11-12,-3.0488
2002-11-13,-1.2579
2002-11-14,1.9108
2002-11-15,-0.625
2002-11-18,3.1447
2002-11-19,-3.6585
2002-11-20,7.5949
2002-11-21,2.3529
2002-11-22,-1.2644
2002-11-25,-0.6985
2002-11-26,-0.3517
2002-11-27,-1.1764999999999999
2002-11-29,3.0952
2002-12-02,0.9238
2002-12-03,-0.4577
2002-12-04,1.4943
2002-12-05,-1.4723
2002-12-06,8.046
2002-12-09,-4.2553
2002-12-10,5.5556
2002-12-11,2.6316
2002-12-12,-1.0256
2002-12-13,0.5181
2002-12-16,3.299
2002-12-17,0.2994
2002-12-18,-0.995
2002-12-19,0.5025
2002-12-20,-1.0
2002-12-23,-1.0101
2002-12-24,0.0
2002-12-26,1.5306
2002-12-27,-0.804
2002-12-30,-2.7356
2002-12-31,6.5625
2003-01-02,-1.3685
2003-01-03,-0.3964
2003-01-06,-0.398
2003-01-07,4.5954
2003-01-08,0.7641
2003-01-09,4.2654
2003-01-10,1.8182
2003-01-13,-0.8929
2003-01-14,0.0
2003-01-15,-0.9009
2003-01-16,-2.7273
2003-01-17,-5.1402
2003-01-21,-2.9557
2003-01-22,-2.5381
2003-01-23,-1.0417
2003-01-24,-0.5263
2003-01-27,-2.2222
2003-01-28,-0.6494
2003-01-29,3.4858000000000002
2003-01-30,-4.8421
2003-01-31,-0.9956
2003-02-03,0.5587
2003-02-04,-1.1111
2003-02-05,-1.1236
2003-02-06,-2.2727
2003-02-07,0.9302
2003-02-10,3.6866
2003-02-11,1.6667
2003-02-12,-1.0929
2003-02-13,-0.663
2003-02-14,-1.0011
2003-02-18,0.0
2003-02-19,0.0
2003-02-20,1.1236
2003-02-21,-0.1111
2003-02-24,2.8921
2003-02-25,-1.8378
2003-02-26,-1.4317
2003-02-27,-0.5587
2003-02-28,1.0112
2003-03-03,0.0
2003-03-04,0.0
2003-03-05,-0.2225
2003-03-06,-0.7804
2003-03-07,-0.1124
2003-03-10,-2.6997
2003-03-11,1.0405
2003-03-12,1.2586
2003-03-13,0.0
2003-03-14,-1.6949
2003-03-17,0.4598
2003-03-18,-5.6064
2003-03-19,3.0303
2003-03-20,1.1764999999999999
2003-03-21,4.6512
2003-03-24,0.5556
2003-03-25,3.8674
2003-03-26,-0.7447
2003-03-27,-1.0718
2003-03-28,-0.325
2003-03-31,1.087
2003-04-01,0.8602
2003-04-02,-0.3198
2003-04-03,-0.2139
2003-04-04,-1.9293
2003-04-07,0.5464
2003-04-08,0.2174
2003-04-09,-0.5423
2003-04-10,0.1091
2003-04-11,0.1089
2003-04-14,0.0
2003-04-15,0.0
2003-04-16,-0.7617
2003-04-17,0.3289
2003-04-21,0.3279
2003-04-22,3.4858000000000002
2003-04-23,2.6316
2003-04-24,0.8205
2003-04-25,1.4242
2003-04-28,1.6048
2003-04-29,1.994
2003-04-30,-1.2708
2003-05-01,1.4851
2003-05-02,0.0
2003-05-05,-3.4146
2003-05-06,-1.5152
2003-05-07,-0.5128
2003-05-08,-1.9588
2003-05-09,-1.1567
2003-05-12,-4.3617
2003-05-13,-1.0011
2003-05-14,0.1124
2003-05-15,-1.2346
2003-05-16,0.3409
2003-05-19,-0.3398
2003-05-20,-0.5682
2003-05-21,-0.2286
2003-05-22,-2.7491
2003-05-23,-1.649
2003-05-27,-0.2395
2003-05-28,5.6423
2003-05-29,3.9773
2003-05-30,1.0929
2003-06-02,-1.0811
2003-06-03,-2.0765
2003-06-04,3.7946
2003-06-05,0.0
2003-06-06,0.0
2003-06-09,0.5376
2003-06-10,2.1390000000000002
2003-06-11,1.3613
2003-06-12,2.2727
2003-06-13,3.0303
2003-06-16,0.9804
2003-06-17,0.8738
2003-06-18,0.0962
2003-06-19,-0.4808
2003-06-20,-1.9324
2003-06-23,-1.4778
2003-06-24,-2.0
2003-06-25,-2.0408
2003-06-26,-3.125
2003-06-27,3.2258
2003-06-30,-5.2083
2003-07-01,0.0
2003-07-02,0.5495
2003-07-03,0.2186
2003-07-07,6.8702
2003-07-08,7.1429
2003-07-09,1.0476
2003-07-10,-3.8643
2003-07-11,-1.4706000000000001
2003-07-14,-1.99
2003-07-15,-1.1168
2003-07-16,1.54
2003-07-17,0.0
2003-07-18,-1.0111
2003-07-21,1.0215
2003-07-22,-0.4044
2003-07-23,-0.5076
2003-07-24,0.5102
2003-07-25,-0.203
2003-07-28,-1.3225
2003-07-29,0.5155
2003-07-30,-1.0256
2003-07-31,-1.0363
2003-08-01,0.5236
2003-08-04,0.8333
2003-08-05,-0.8264
2003-08-06,-0.4167
2003-08-07,-0.6276
2003-08-08,0.5263
2003-08-11,-1.0471
2003-08-12,0.2116
2003-08-13,-0.3168
2003-08-14,0.1059
2003-08-15,-0.3175
2003-08-18,1.38
2003-08-19,2.0942
2003-08-20,2.0513
2003-08-21,0.402
2003-08-22,0.1001
2003-08-25,1.5
2003-08-26,-1.4778
2003-08-27,3.0
2003-08-28,-0.4854
2003-08-29,1.4634
2003-09-02,0.0
2003-09-03,0.4808
2003-09-04,-1.9139
2003-09-05,2.3415
2003-09-08,-1.5253
2003-09-09,1.6457000000000002
2003-09-10,0.0
2003-09-11,-0.9524
2003-09-12,-0.0962
2003-09-15,-1.3474
2003-09-16,-1.4634
2003-09-17,1.4851
2003-09-18,0.7805
2003-09-19,-1.2585
2003-09-22,0.8824
2003-09-23,-0.3887
2003-09-24,-0.9756
2003-09-25,-3.4483
2003-09-26,1.0204
2003-09-29,0.8081
2003-09-30,-1.8035999999999999
2003-10-01,0.0
2003-10-02,-0.5102
2003-10-03,0.0
2003-10-06,0.0
2003-10-07,1.5385
2003-10-08,1.5152
2003-10-09,-0.4975
2003-10-10,1.5
2003-10-13,4.8276
2003-10-14,0.7519
2003-10-15,0.7463
2003-10-16,0.463
2003-10-17,0.0922
2003-10-20,-2.3941
2003-10-21,-1.0377
2003-10-22,-3.7178
2003-10-23,-0.297
2003-10-24,-0.7944
2003-10-27,-0.2002
2003-10-28,3.8114
2003-10-29,2.4154999999999998
2003-10-30,-1.9048
2003-10-31,0.2913
2003-11-03,0.0
2003-11-04,1.1617
2003-11-05,-0.7656
2003-11-06,-0.9643
2003-11-07,0.0
2003-11-10,0.779
2003-11-11,2.7053000000000003
2003-11-12,2.0696
2003-11-13,-1.106
2003-11-14,1.3979
2003-11-17,-0.3676
2003-11-18,-1.2915
2003-11-19,-1.7757
2003-11-20,-1.5224
2003-11-21,0.0
2003-11-24,1.256
2003-11-25,0.2863
2003-11-26,0.666
2003-11-28,-1.2287
2003-12-01,2.7751
2003-12-02,1.9553
2003-12-03,4.1096
2003-12-04,-0.2632
2003-12-05,-0.088
2003-12-08,1.2324
2003-12-09,-1.3043
2003-12-10,-1.4097
2003-12-11,-0.8937
2003-12-12,10.55
2003-12-15,1.1419
2003-12-16,0.0
2003-12-17,-0.8065
2003-12-18,-0.813
2003-12-19,-0.8197
2003-12-22,0.0
2003-12-23,0.8264
2003-12-24,0.7377
2003-12-26,-0.3255
2003-12-29,8.9796
2003-12-30,7.5655
2003-12-31,0.9749
2004-01-02,-1.1034
2004-01-05,0.4184
2004-01-06,-0.3472
2004-01-07,-0.3484
2004-01-08,-2.0979
2004-01-09,0.7143
2004-01-12,2.1277
2004-01-13,3.6806
2004-01-14,0.4019
2004-01-15,-4.7365
2004-01-16,0.1401
2004-01-20,0.6993
2004-01-21,-0.625
2004-01-22,-1.4675
2004-01-23,-0.3546
2004-01-26,0.3559
2004-01-27,-0.0709
2004-01-28,2.9099
2004-01-29,-4.8276
2004-01-30,1.1594
2004-02-02,0.6447
2004-02-03,0.7117
2004-02-04,-1.4134
2004-02-05,-3.5842
2004-02-06,-1.5613000000000001
2004-02-09,0.0
2004-02-10,-1.0574
2004-02-11,0.8397
2004-02-12,0.2271
2004-02-13,1.435
2004-02-17,-0.2978
2004-02-18,1.3443
2004-02-19,-0.1474
2004-02-20,2.214
2004-02-23,-2.3827
2004-02-24,-0.2959
2004-02-25,-1.8546
2004-02-26,0.5291
2004-02-27,5.2632
2004-03-01,0.0
2004-03-02,0.7143
2004-03-03,-2.1277
2004-03-04,-1.5941999999999998
2004-03-05,-1.3255
2004-03-08,0.3731
2004-03-09,1.1152
2004-03-10,3.6765
2004-03-11,4.9645
2004-03-12,1.3514
2004-03-15,4.8667
2004-03-16,-1.1443
2004-03-17,0.1286
2004-03-18,1.6057000000000001
2004-03-19,2.9077
2004-03-22,-2.1499
2004-03-23,-4.5825
2004-03-24,-3.6184
2004-03-25,1.3652
2004-03-26,2.5589
2004-03-29,6.369
2004-03-30,0.3086
2004-03-31,1.5385
2004-04-01,-1.697
2004-04-02,0.8015
2004-04-05,0.9174
2004-04-06,0.0
2004-04-07,1.2727
2004-04-08,1.137
2004-04-12,0.0592
2004-04-13,-0.6505
2004-04-14,-0.1786
2004-04-15,0.0596
2004-04-16,-1.3707
2004-04-19,-5.7402
2004-04-20,-2.6923
2004-04-21,-0.1976
2004-04-22,1.9142000000000001
2004-04-23,-0.5829
2004-04-26,1.1075
2004-04-27,-0.0644
2004-04-28,-8.4462
2004-04-29,-2.1986
2004-04-30,-1.3778000000000001
2004-05-03,-2.8676
2004-05-04,-1.6654
2004-05-05,-3.0023
2004-05-06,-1.4285999999999999
2004-05-07,-0.161
2004-05-10,0.8065
2004-05-11,2.0
2004-05-12,7.8431
2004-05-13,-0.7273
2004-05-14,1.5385
2004-05-17,-1.5152
2004-05-18,2.1978
2004-05-19,0.5735
2004-05-20,-0.9979
2004-05-21,1.4399
2004-05-24,-0.2129
2004-05-25,1.3514
2004-05-26,2.8772
2004-05-27,-1.1596
2004-05-28,-3.1056
2004-06-01,1.4957
2004-06-02,0.0
