ticker,BATRA US Equity
2016-09-07,-0.9112
2016-09-08,-0.1149
2016-09-09,-2.2439999999999998
2016-09-12,1.6480000000000001
2016-09-13,-0.6948
2016-09-14,0.0583
2016-09-15,1.7483
2016-09-16,-1.4891
2016-09-19,0.1163
2016-09-20,0.5807
2016-09-21,1.0393
2016-09-22,0.0571
2016-09-23,-0.9709
2016-09-26,-1.6724
2016-09-27,1.9355
2016-09-28,-0.3452
2016-09-29,-1.5589
2016-09-30,2.346
2016-10-03,0.2865
2016-10-04,-0.1143
2016-10-05,0.0572
2016-10-06,-0.1144
2016-10-07,0.4579
2016-10-10,0.2279
2016-10-11,-1.7055
2016-10-12,-1.5615999999999999
2016-10-13,-1.1163
2016-10-14,-0.0594
2016-10-17,0.5351
2016-10-18,-0.1774
2016-10-19,1.6588
2016-10-20,0.0583
2016-10-21,1.5143
2016-10-24,0.1721
2016-10-25,-1.26
2016-10-26,0.058
2016-10-27,-1.5072
2016-10-28,-0.1177
2016-10-31,-0.1179
2016-11-01,-1.5339
2016-11-02,-0.719
2016-11-03,0.7846
2016-11-04,-0.7784
2016-11-07,2.0519
2016-11-08,1.6558000000000002
2016-11-09,-0.9308
2016-11-10,11.0981
2016-11-11,6.2896
2016-11-14,-4.8732
2016-11-15,-0.9409
2016-11-16,1.6886999999999999
2016-11-17,-0.6746
2016-11-18,-0.7837
2016-11-21,3.5282
2016-11-22,1.9329
2016-11-23,3.8922
2016-11-25,-1.0567
2016-11-28,-2.5728
2016-11-29,0.4484
2016-11-30,-0.0496
2016-12-01,-1.7866
2016-12-02,-0.2021
2016-12-05,1.1139000000000001
2016-12-06,-0.1002
2016-12-07,1.5038
2016-12-08,1.5802
2016-12-09,1.1181
2016-12-12,-2.4038
2016-12-13,0.5911
2016-12-14,1.5671
2016-12-15,-3.2305
2016-12-16,0.3986
2016-12-19,3.4739
2016-12-20,0.2398
2016-12-21,-1.1962
2016-12-22,-0.2906
2016-12-23,2.137
2016-12-27,-1.8545
2016-12-28,0.1453
2016-12-29,0.5322
2016-12-30,-1.3956
2017-01-03,0.0488
2017-01-04,1.561
2017-01-05,-0.4323
2017-01-06,-0.6271
2017-01-09,-0.8252
2017-01-10,-0.0979
2017-01-11,-1.0289
2017-01-12,-2.1782
2017-01-13,0.2024
2017-01-17,-1.7172
2017-01-18,4.3679
2017-01-19,1.4771
2017-01-20,2.7656
2017-01-23,2.644
2017-01-24,-2.3459
2017-01-25,-0.4239
2017-01-26,-1.3245
2017-01-27,-0.3356
2017-01-30,-2.2126
2017-01-31,-1.8692
2017-02-01,-0.3509
2017-02-02,-0.4024
2017-02-03,-0.202
2017-02-06,-0.9615
2017-02-07,-0.2044
2017-02-08,-0.8193
2017-02-09,3.0459
2017-02-10,8.9178
2017-02-13,-1.6099
2017-02-14,-1.1219999999999999
2017-02-15,0.0946
2017-02-16,-1.1809
2017-02-17,0.5258
2017-02-21,1.1412
2017-02-22,4.8895
2017-02-23,-2.9135
2017-02-24,-1.6159
2017-02-27,0.1877
2017-02-28,3.185
2017-03-01,2.9051
2017-03-02,-0.5293
2017-03-03,-3.1486
2017-03-06,-0.7326
2017-03-07,1.2454
2017-03-08,-1.9134
2017-03-09,-0.0464
2017-03-10,1.5335
2017-03-13,5.9039
2017-03-14,-1.599
2017-03-15,-0.6148
2017-03-16,0.3977
2017-03-17,0.7042
2017-03-20,1.0927
2017-03-21,-3.1128
2017-03-22,0.6247
2017-03-23,-0.3991
2017-03-24,0.0
2017-03-27,0.1336
2017-03-28,2.6679
2017-03-29,3.1182
2017-03-30,-0.42
2017-03-31,0.9701
2017-04-03,-1.6291
2017-04-04,1.3588
2017-04-05,-1.5082
2017-04-06,-0.4254
2017-04-07,-0.4272
2017-04-10,-0.8151
2017-04-11,1.3841
2017-04-12,0.2986
2017-04-13,2.8499
2017-04-17,-0.6617
2017-04-18,0.6661
2017-04-19,0.3309
2017-04-20,2.432
2017-04-21,-1.328
2017-04-24,0.6933
2017-04-25,0.9721
2017-04-26,1.2034
2017-04-27,-1.1098
2017-04-28,-0.481
2017-05-01,0.0
2017-05-02,0.5638
2017-05-03,-4.6055
2017-05-04,0.042
2017-05-05,4.1125
2017-05-08,-1.7734999999999999
2017-05-09,0.041
2017-05-10,-0.2461
2017-05-11,0.9868
2017-05-12,-1.0179
2017-05-15,0.4936
2017-05-16,-0.0819
2017-05-17,-2.2532
2017-05-18,0.0419
2017-05-19,0.2095
2017-05-22,1.714
2017-05-23,-0.6576
2017-05-24,-0.7447
2017-05-25,0.3752
2017-05-26,1.4535
2017-05-30,-1.5554999999999999
2017-05-31,-1.3721
2017-06-01,3.2884
2017-06-02,0.6939
2017-06-05,-1.135
2017-06-06,-0.779
2017-06-07,0.7438
2017-06-08,0.1641
2017-06-09,-0.3276
2017-06-12,-0.7395
2017-06-13,-0.4139
2017-06-14,0.4572
2017-06-15,0.7861
2017-06-16,-1.5189
2017-06-19,-0.0417
2017-06-20,-2.9191000000000003
2017-06-21,-1.2457
2017-06-22,0.4785
2017-06-23,0.1732
2017-06-26,3.414
2017-06-27,-0.585
2017-06-28,1.5553
2017-06-29,-1.3659
2017-06-30,0.2518
2017-07-03,0.0
2017-07-05,-1.0046
2017-07-06,-1.1416
2017-07-07,3.4217
2017-07-10,-1.1166
2017-07-11,-0.4601
2017-07-12,-2.479
2017-07-13,1.8096
2017-07-14,1.4388
2017-07-17,-1.4602
2017-07-18,1.8205
2017-07-19,1.4553
2017-07-20,3.9754
2017-07-21,0.5912
2017-07-24,-1.3323
2017-07-25,-0.5957
2017-07-26,1.1985999999999999
2017-07-27,-0.3553
2017-07-28,2.3376
2017-07-31,-2.2842000000000002
2017-08-01,1.0697
2017-08-02,-2.1168
2017-08-03,0.04
2017-08-04,0.8407
2017-08-07,-1.5482
2017-08-08,-0.3629
2017-08-09,-0.688
2017-08-10,0.2852
2017-08-11,-1.1377
2017-08-14,2.5483000000000002
2017-08-15,-0.4409
2017-08-16,-0.6844
2017-08-17,-1.6214
2017-08-18,-0.3708
2017-08-21,-1.1993
2017-08-22,0.4604
2017-08-23,-2.375
2017-08-24,1.7499
2017-08-25,-0.7131
2017-08-28,1.2252
2017-08-29,-1.2104
2017-08-30,0.5492
2017-08-31,2.5629999999999997
2017-09-01,0.9832
2017-09-05,-0.1217
2017-09-06,2.5183
2017-09-07,-0.5151
2017-09-08,0.0398
2017-09-11,0.9156
2017-09-12,-0.6312
2017-09-13,0.3573
2017-09-14,-1.7008999999999999
2017-09-15,0.3219
2017-09-18,0.5616
2017-09-19,-0.9174
2017-09-20,1.6907999999999999
2017-09-21,2.3753
2017-09-22,1.0054
2017-09-25,-1.4165
2017-09-26,-1.8641
2017-09-27,3.3241
2017-09-28,-2.4895
2017-09-29,-0.3535
2017-10-02,2.7986
2017-10-03,0.6518
2017-10-04,-1.7143000000000002
2017-10-05,-0.2326
2017-10-06,-0.272
2017-10-09,-0.8181
2017-10-10,-0.3535
2017-10-11,-0.1971
2017-10-12,-2.0142
2017-10-13,1.2898
2017-10-16,-1.1938
2017-10-17,-0.443
2017-10-18,0.9709
2017-10-19,-0.601
2017-10-20,0.2821
2017-10-23,-1.045
2017-10-24,-0.6093
2017-10-25,0.4904
2017-10-26,-0.6913
2017-10-27,0.2457
2017-10-30,-2.3284000000000002
2017-10-31,-1.7984
2017-11-01,-1.8313000000000001
2017-11-02,-1.2581
2017-11-03,-1.1863
2017-11-06,0.7559
2017-11-07,-0.4413
2017-11-08,0.6649
2017-11-09,-1.0568
2017-11-10,0.7566
2017-11-13,-1.8551
2017-11-14,-2.2952
2017-11-15,-0.3224
2017-11-16,3.1885
2017-11-17,-0.0448
2017-11-20,1.5681
2017-11-21,1.7644
2017-11-22,-1.2137
2017-11-24,-0.7021
2017-11-27,-1.635
2017-11-28,0.584
2017-11-29,0.1787
2017-11-30,0.8471
2017-12-01,-0.7958
2017-12-04,0.5348
2017-12-05,-2.9255
2017-12-06,-0.274
2017-12-07,0.4121
2017-12-08,-0.7296
2017-12-11,0.5512
2017-12-12,2.9694000000000003
2017-12-13,0.2218
2017-12-14,2.479
2017-12-15,0.8207
2017-12-18,1.2425
2017-12-19,-0.4232
2017-12-20,-1.19
2017-12-21,-2.0215
2017-12-22,-0.7463
2017-12-26,0.0
2017-12-27,0.575
2017-12-28,-2.1548
2017-12-29,-0.8989
2018-01-02,0.5896
2018-01-03,0.8566
2018-01-04,-1.1623
2018-01-05,0.7237
2018-01-08,-0.9879
2018-01-09,-1.8594
2018-01-10,0.2773
2018-01-11,4.7005
2018-01-12,1.7165
2018-01-16,-2.1203
2018-01-17,1.3263
2018-01-18,0.1309
2018-01-19,1.7429000000000001
2018-01-22,2.7837
2018-01-23,0.5833
2018-01-24,-2.4855
2018-01-25,1.3169
2018-01-26,0.9644
2018-01-29,0.2492
2018-01-30,-0.6628
2018-01-31,-1.5847
2018-02-01,0.7203
2018-02-02,0.2945
2018-02-05,-2.9782
2018-02-06,0.6053
2018-02-07,-0.9884
2018-02-08,-0.9549
2018-02-09,0.482
2018-02-12,-1.0467
2018-02-13,0.3085
2018-02-14,0.3515
2018-02-15,0.7005
2018-02-16,-0.5217
2018-02-20,0.1311
2018-02-21,1.1349
2018-02-22,-0.82
2018-02-23,2.3499
2018-02-26,1.9983
2018-02-27,-1.3756
2018-02-28,-3.1276
2018-03-01,1.7452
2018-03-02,1.7581
2018-03-05,-1.7278
2018-03-06,1.2436
2018-03-07,0.6353
2018-03-08,-2.4832
2018-03-09,2.1148
2018-03-12,0.3381
2018-03-13,-1.0952
2018-03-14,-0.9796
2018-03-15,-1.0323
2018-03-16,1.1734
2018-03-19,-0.2577
2018-03-20,-0.8613
2018-03-21,0.6082
2018-03-22,-0.2159
2018-03-23,-0.7356
2018-03-26,2.3976
2018-03-27,-1.4049
2018-03-28,-1.9862
2018-03-29,0.1322
2018-04-02,-0.396
2018-04-03,-0.3534
2018-04-04,0.3103
2018-04-05,1.7675999999999998
2018-04-06,-1.8671
2018-04-09,-1.7257
2018-04-10,0.2251
2018-04-11,-0.0449
2018-04-12,1.2135
2018-04-13,0.444
2018-04-16,2.3872999999999998
2018-04-17,-0.9931
2018-04-18,-0.3489
2018-04-19,-0.4814
2018-04-20,-0.6596
2018-04-23,0.3099
2018-04-24,-0.4854
2018-04-25,-0.3548
2018-04-26,-1.4241
2018-04-27,-0.9481
2018-04-30,0.1367
2018-05-01,-0.2276
2018-05-02,3.1478
2018-05-03,-1.946
2018-05-04,0.6766
2018-05-07,2.8674
2018-05-08,0.0871
2018-05-09,0.3046
2018-05-10,0.3905
2018-05-11,0.9939
2018-05-14,3.1665
2018-05-15,0.2074
2018-05-16,0.3725
2018-05-17,0.9485
2018-05-18,2.1242
2018-05-21,2.08
2018-05-22,-1.5674000000000001
2018-05-23,-1.0748
2018-05-24,0.9256
2018-05-25,-0.9968
2018-05-29,1.8123
2018-05-30,0.0
2018-05-31,-1.2658
2018-06-01,0.3205
2018-06-04,-0.639
2018-06-05,-0.0402
2018-06-06,1.4073
2018-06-07,2.1015
2018-06-08,-1.0485
2018-06-11,0.6279
2018-06-12,0.468
2018-06-13,0.2329
2018-06-14,-0.2711
2018-06-15,0.3883
2018-06-18,-0.619
2018-06-19,0.3893
2018-06-20,-0.6204
2018-06-21,-0.8584
2018-06-22,0.3935
2018-06-25,-1.6856
2018-06-26,1.5152
2018-06-27,-1.4533
2018-06-28,2.6704
2018-06-29,-0.1941
2018-07-02,0.0389
2018-07-03,0.7387
2018-07-05,2.1227
2018-07-06,-1.096
2018-07-09,-0.3057
2018-07-10,-0.8816
2018-07-11,-1.1214
2018-07-12,0.8213
2018-07-13,1.5904
2018-07-16,-0.8782
2018-07-17,-0.3082
2018-07-18,-1.4683
2018-07-19,-0.5098
2018-07-20,0.2759
2018-07-23,-1.5723
2018-07-24,-0.1198
2018-07-25,0.5598
2018-07-26,0.7157
2018-07-27,0.1184
2018-07-30,-0.0394
2018-07-31,1.3807
2018-08-01,-1.0895
2018-08-02,0.4327
2018-08-03,-0.6659
2018-08-06,-0.276
2018-08-07,-0.5536
2018-08-08,4.334
2018-08-09,-0.4954
2018-08-10,0.7277
2018-08-13,-0.5323
2018-08-14,2.4083
2018-08-15,0.3359
2018-08-16,0.2604
2018-08-17,-2.0037
2018-08-20,-0.833
2018-08-21,0.5346
2018-08-22,1.5572
2018-08-23,-0.5236
2018-08-24,0.5263
2018-08-27,-1.1967
2018-08-28,0.4542
2018-08-29,0.113
2018-08-30,0.7527
2018-08-31,-0.3362
2018-09-04,-0.3748
2018-09-05,-2.5959
2018-09-06,-0.5407
2018-09-07,-0.0388
2018-09-10,-0.7382
2018-09-11,-0.5479
2018-09-12,1.9284
2018-09-13,0.9653
2018-09-14,-0.4207
2018-09-17,-1.9201000000000001
2018-09-18,1.2138
2018-09-19,1.7408000000000001
2018-09-20,0.4183
2018-09-21,-0.833
2018-09-24,0.1909
2018-09-25,0.6098
2018-09-26,3.1439
2018-09-27,-1.7628
2018-09-28,1.9813
2018-10-01,-0.8431
2018-10-02,-1.8115
2018-10-03,1.619
2018-10-04,-1.8525
2018-10-05,-0.6418
2018-10-08,0.152
2018-10-09,-1.9346999999999999
2018-10-10,-3.559
2018-10-11,-0.2407
2018-10-12,-0.3217
2018-10-15,1.2505
2018-10-16,2.5498
2018-10-17,1.2044
2018-10-18,-0.9981
2018-10-19,-0.0775
2018-10-22,1.9014
2018-10-23,-0.457
2018-10-24,-3.137
2018-10-25,0.3555
2018-10-26,-0.1574
2018-10-29,-0.7095
2018-10-30,0.6749
2018-10-31,1.7349999999999999
2018-11-01,0.2326
2018-11-02,0.4254
2018-11-05,-1.6173
2018-11-06,1.2524
2018-11-07,0.3092
2018-11-08,0.1927
2018-11-09,-2.1154
2018-11-12,-2.0825
2018-11-13,0.4414
2018-11-14,-0.4395
2018-11-15,0.7223
2018-11-16,-0.8765
2018-11-19,-3.135
2018-11-20,-1.2033
2018-11-21,3.4859
2018-11-23,0.2841
2018-11-26,-0.9713
2018-11-27,0.8582
2018-11-28,2.4311
2018-11-29,0.0
2018-11-30,-1.068
2018-12-03,0.1999
2018-12-04,-0.1197
2018-12-06,1.7978
2018-12-07,-0.9419
2018-12-10,1.2678
2018-12-11,0.7042
2018-12-12,-0.1166
2018-12-13,-0.4667
2018-12-14,-0.6252
2018-12-17,-1.8481999999999998
2018-12-18,-0.5609
2018-12-19,-1.2086999999999999
2018-12-20,0.8157
2018-12-21,-1.8204
2018-12-24,-2.431
2018-12-26,4.3497
2018-12-27,-0.8499
2018-12-28,0.8571
2018-12-31,0.9308
2019-01-02,-0.2807
2019-01-03,0.0402
2019-01-04,0.0804
2019-01-07,-0.2811
2019-01-08,2.2956
2019-01-09,-0.8268
2019-01-10,0.794
2019-01-11,-0.1182
2019-01-14,-0.0394
2019-01-15,0.6706
2019-01-16,-0.1176
2019-01-17,1.3338999999999999
2019-01-18,1.2002
2019-01-22,-0.4591
2019-01-23,1.6526
2019-01-24,1.2854
2019-01-25,0.4106
2019-01-28,-0.0372
2019-01-29,-0.0372
2019-01-30,0.1116
2019-01-31,0.8547
2019-02-01,0.2579
2019-02-04,1.5803
2019-02-05,2.1346
2019-02-06,0.921
2019-02-07,-0.9828
2019-02-08,1.347
2019-02-11,1.6789
2019-02-12,0.344
2019-02-13,-0.4114
2019-02-14,-0.6196
2019-02-15,0.381
2019-02-19,-0.2415
2019-02-20,0.4497
2019-02-21,0.5854
2019-02-22,1.027
2019-02-25,-0.5083
2019-02-26,-2.4183
2019-02-27,-0.3141
2019-02-28,-2.8011
2019-03-01,1.9092
2019-03-04,-1.2372
2019-03-05,-0.2147
2019-03-06,-0.6815
2019-03-07,0.5417
2019-03-08,1.3649
2019-03-11,-0.0709
2019-03-12,0.922
2019-03-13,-0.5973
2019-03-14,-0.5302
2019-03-15,1.457
2019-03-18,-0.1401
2019-03-19,0.1052
2019-03-20,-0.035
2019-03-21,0.1402
2019-03-22,-1.6101
2019-03-25,0.5692
2019-03-26,-0.1415
2019-03-27,-0.921
2019-03-28,0.6435
2019-03-29,-0.746
2019-04-01,-0.6084
2019-04-02,-1.2604
2019-04-03,0.547
2019-04-04,-1.0519
2019-04-05,2.1994
2019-04-08,-0.5022
2019-04-09,-0.2523
2019-04-10,2.1323
2019-04-11,-0.4954
2019-04-12,1.8848
2019-04-15,-0.3141
2019-04-16,-0.07
2019-04-17,-0.2102
2019-04-18,0.5969
2019-04-22,-1.0122
2019-04-23,0.2116
2019-04-24,0.2463
2019-04-25,-1.1583
2019-04-26,0.7457
2019-04-29,-0.5287
2019-04-30,0.4961
2019-05-01,-0.952
2019-05-02,-0.2492
2019-05-03,0.7852
2019-05-06,0.0
2019-05-07,-1.6289
2019-05-08,-0.7559
2019-05-09,-0.7617
2019-05-10,0.1827
2019-05-13,-1.7877
2019-05-14,-0.26
2019-05-15,0.7449
2019-05-16,1.5157
2019-05-17,0.2913
2019-05-20,0.2905
2019-05-21,-0.1448
2019-05-22,-1.3778000000000001
2019-05-23,-2.8676
2019-05-24,1.1355
2019-05-28,1.0853
2019-05-29,-0.4443
2019-05-30,-0.7066
2019-05-31,-0.5993
2019-06-03,0.0377
2019-06-04,0.1507
2019-06-05,2.0308
2019-06-06,-1.4007
2019-06-07,0.6729
2019-06-10,-0.5199
2019-06-11,-1.1571
2019-06-12,0.9063
2019-06-13,0.8608
2019-06-14,-0.2226
2019-06-17,0.8925
2019-06-18,0.2949
2019-06-19,-0.2205
2019-06-20,-0.4788
2019-06-21,-0.6662
2019-06-24,-0.5589
2019-06-25,0.8992
2019-06-26,-0.7427
2019-06-27,2.544
2019-06-28,1.4228
2019-07-01,0.7194
2019-07-02,-2.25
2019-07-03,1.1692
2019-07-05,1.3362
2019-07-08,-0.5346
2019-07-09,0.6449
2019-07-10,0.178
2019-07-11,-1.1372
2019-07-12,-0.2157
2019-07-15,1.2968
2019-07-16,-0.2845
2019-07-17,-0.2853
2019-07-18,0.1073
2019-07-19,1.179
2019-07-22,0.0706
2019-07-23,0.0
2019-07-24,0.7763
2019-07-25,-0.4902
2019-07-26,0.7389
2019-07-29,0.8732
2019-07-30,0.6925
2019-07-31,-0.619
2019-08-01,-0.4498
2019-08-02,-0.6257
2019-08-05,-1.3991
2019-08-06,1.0287
2019-08-07,0.316
2019-08-08,0.42
2019-08-09,-0.488
2019-08-12,-1.4361
2019-08-13,0.3554
2019-08-14,-2.1601
2019-08-15,0.5067
2019-08-16,1.6564999999999999
2019-08-19,0.7793
2019-08-20,-1.0896
2019-08-21,0.0711
2019-08-22,-0.9943
2019-08-23,-2.0086
2019-08-26,1.6837
2019-08-27,-2.1598
2019-08-28,0.8094
2019-08-29,1.2774
2019-08-30,-1.009
2019-09-03,0.7645
2019-09-04,1.0838
2019-09-05,0.4646
2019-09-06,-0.5692
2019-09-09,-0.2862
2019-09-10,0.2512
2019-09-11,2.6843
2019-09-12,2.1959
2019-09-13,0.1364
2019-09-16,0.8515
2019-09-17,1.2158
2019-09-18,-1.4014
2019-09-19,-1.3197999999999999
2019-09-20,-0.823
2019-09-23,-0.8645
2019-09-24,-1.3254000000000001
2019-09-25,0.106
2019-09-26,-0.8121
2019-09-27,-0.4272
2019-09-30,-0.5005
2019-10-01,0.0359
2019-10-02,-0.3233
2019-10-03,-0.036
2019-10-04,0.036
2019-10-07,0.1802
2019-10-08,-1.223
2019-10-09,-0.0364
2019-10-10,-0.1457
2019-10-11,0.3283
2019-10-14,-0.6182
2019-10-15,0.4757
2019-10-16,-0.1821
2019-10-17,1.7147000000000001
2019-10-18,-0.3228
2019-10-21,1.4394
2019-10-22,-1.1706
2019-10-23,0.0359
2019-10-24,0.7894
2019-10-25,1.4952
2019-10-28,2.3851
2019-10-29,0.137
2019-10-30,0.9921
2019-10-31,0.0
2019-11-01,0.3726
2019-11-04,-0.0675
2019-11-05,1.0469
2019-11-06,-0.7019
2019-11-07,0.101
2019-11-08,-0.538
2019-11-11,-1.9946000000000002
2019-11-12,-1.5178
2019-11-13,-2.627
2019-11-14,1.5468
2019-11-15,-1.4524
2019-11-18,0.3595
2019-11-19,-0.0358
2019-11-20,-0.8599
2019-11-21,-1.4817
2019-11-22,-0.6603
2019-11-25,1.7356
2019-11-26,-0.363
2019-11-27,2.2222
2019-11-29,1.1761
2019-12-02,-2.9236
2019-12-03,-1.3425
2019-12-04,1.3976
2019-12-05,1.8498
2019-12-06,2.1724
2019-12-09,0.5925
2019-12-10,0.2426
2019-12-11,1.1407
2019-12-12,-0.2392
2019-12-13,-0.0685
2019-12-16,1.2684
2019-12-17,1.3541
2019-12-18,-0.2338
2019-12-19,0.4352
2019-12-20,-0.8667
2019-12-23,0.1009
2019-12-24,-0.3359
2019-12-26,0.3033
2019-12-27,0.1008
2019-12-30,-0.2014
2019-12-31,-0.2691
2020-01-02,-0.2698
2020-01-03,0.4396
2020-01-06,-0.202
2020-01-07,-0.0337
2020-01-08,-1.0125
2020-01-09,-0.9547
2020-01-10,-0.7917
2020-01-13,3.2963
2020-01-14,-0.5375
2020-01-15,-0.0675
2020-01-16,0.6083
2020-01-17,-1.1085
2020-01-21,0.2378
2020-01-22,-1.6604999999999999
2020-01-23,1.654
2020-01-24,-1.1186
2020-01-27,1.337
2020-01-28,-0.203
2020-01-29,0.0
2020-01-30,0.339
2020-01-31,-1.1824
2020-02-03,-0.0342
2020-02-04,0.4104
2020-02-05,1.5327
2020-02-06,-1.0399
2020-02-07,-1.0169
2020-02-10,0.1027
2020-02-11,-0.8211
2020-02-12,-0.6554
2020-02-13,-1.0069
2020-02-14,1.1926
2020-02-18,-0.2426
2020-02-19,-0.1737
2020-02-20,-0.6265
2020-02-21,-1.0508
2020-02-24,-2.2655
2020-02-25,-0.6157
2020-02-26,-1.4942
2020-02-27,-1.5908
2020-02-28,-2.1805
2020-03-02,1.1145
2020-03-03,-0.7982
2020-03-04,0.0766
2020-03-05,-5.513
2020-03-06,-1.013
2020-03-09,-7.1633
2020-03-10,0.6173
2020-03-11,-10.9553
2020-03-12,-13.7795
2020-03-13,7.7055
2020-03-16,-8.691
2020-03-17,-0.3482
2020-03-18,-19.9185
2020-03-19,17.6727
2020-03-20,0.9889
2020-03-23,-3.4884
2020-03-24,10.8434
2020-03-25,11.0984
2020-03-26,0.0515
2020-03-27,-5.0437
2020-03-30,0.6504
2020-03-31,5.0081
2020-04-01,-5.7436
2020-04-02,1.1425
2020-04-03,-9.1985
2020-04-06,4.9171
2020-04-07,-7.1146
2020-04-08,6.7477
2020-04-09,4.7267
2020-04-13,-1.0875
2020-04-14,2.4739
2020-04-15,-4.5064
2020-04-16,2.3596
2020-04-17,2.0307
2020-04-20,-2.1517
2020-04-21,0.2749
2020-04-22,-0.6579
2020-04-23,0.9934
2020-04-24,6.5574
2020-04-27,1.641
2020-04-28,2.3209
2020-04-29,10.7002
2020-04-30,-8.0624
2020-05-01,-3.6337
2020-05-04,1.1061
2020-05-05,-1.3426
2020-05-06,0.2016
2020-05-07,0.4024
2020-05-08,7.7154
2020-05-11,-3.7674
2020-05-12,-4.6883
2020-05-13,-7.2515
2020-05-14,4.0459
2020-05-15,1.2086000000000001
2020-05-18,13.2918
2020-05-19,-4.1705
2020-05-20,2.4868
2020-05-21,1.1199
2020-05-22,0.4615
2020-05-26,8.2683
2020-05-27,-0.1273
2020-05-28,-3.3135
2020-05-29,-0.7469
2020-06-01,0.3099
2020-06-02,-2.3830999999999998
2020-06-03,1.7631000000000001
2020-06-04,0.2221
2020-06-05,-0.0443
2020-06-08,3.7251
2020-06-09,-1.1971
2020-06-10,-3.6348000000000003
2020-06-11,-3.9964
2020-06-12,5.6127
2020-06-15,-1.24
2020-06-16,-0.4933
2020-06-17,-1.2618
2020-06-18,-3.0123
2020-06-19,-1.2706
2020-06-22,-3.6225
2020-06-23,-0.9397
2020-06-24,-4.1937
2020-06-25,0.6253
2020-06-26,-3.4697
2020-06-29,2.8970000000000002
2020-06-30,4.6924
2020-07-01,-6.8725000000000005
2020-07-02,1.016
2020-07-06,-0.6353
2020-07-07,-4.5818
2020-07-08,0.5583
2020-07-09,-0.9439
2020-07-10,3.4193
2020-07-13,-2.1138
2020-07-14,2.7685
2020-07-15,4.3103
2020-07-16,-0.4132
2020-07-17,0.9855
2020-07-20,-1.0272
2020-07-21,-0.7784
2020-07-22,1.2551999999999999
2020-07-23,-0.5165
2020-07-24,-0.8827
2020-07-27,-3.9288
2020-07-28,-1.145
2020-07-29,4.6332
2020-07-30,1.5287
2020-07-31,-1.8172000000000001
