ticker,DMKBA US Equity
2019-01-18,1.0526
2019-01-22,-1.0417
2019-01-28,0.0
2019-01-29,0.0
2019-01-31,0.0
2019-02-01,0.0
2019-02-05,1.0526
2019-02-15,1.0417
2019-02-19,-2.0619
2019-02-20,3.1579
2019-02-22,1.6327
2019-02-25,-3.6145
2019-03-01,0.0
2019-03-08,2.0833
2019-03-11,-1.0204
2019-03-13,-0.8247
2019-03-15,1.0395
2019-03-27,-0.2058
2019-04-05,0.0
2019-04-08,0.0
2019-04-09,0.0
2019-04-25,0.0
2019-04-26,-1.0309
2019-04-29,1.0417
2019-05-08,0.2062
2019-05-10,-1.2346
2019-05-13,0.0
2019-05-16,0.0
2019-05-21,1.0417
2019-05-22,0.0
2019-05-23,0.0
2019-05-24,0.2062
2019-05-29,0.2058
2019-05-31,-0.2464
2019-06-07,0.0
2019-06-17,0.625
2019-06-21,-0.6211
2019-06-25,0.0
2019-07-02,1.0417
2019-07-03,0.0
2019-07-05,0.0
2019-07-10,0.0004
2019-07-16,-0.0004
2019-07-18,0.0
2019-07-24,1.0309
2019-07-29,2.0408
2019-07-30,0.0
2019-08-07,0.0
2019-08-08,0.0
2019-08-09,0.0
2019-08-16,0.0
2019-08-26,2.0
2019-08-30,0.0
2019-09-09,-1.9607999999999999
2019-09-10,4.0
2019-09-12,1.9231
2019-09-13,0.0
2019-09-20,0.0
2019-09-25,0.0
2019-10-01,0.0
2019-10-02,0.0
2019-10-03,0.0004
2019-10-08,-0.0004
2019-10-16,0.0
2019-10-22,0.0
2019-10-24,1.1320999999999999
2019-10-25,0.0
2019-10-28,-0.7463
2019-10-31,1.1278
2019-11-05,2.0446
2019-11-07,-2.3679
2019-11-12,2.2388
2019-11-13,-1.0949
2019-11-15,-0.738
2019-11-18,1.1152
2019-11-20,-0.7353
2019-12-04,0.1685
2019-12-06,0.3738
2019-12-09,1.4898
2019-12-10,-1.8349
2019-12-11,0.0
2019-12-12,0.9346
2019-12-16,-0.9259
2019-12-18,0.9346
2019-12-23,-0.9259
2019-12-26,1.8692
2019-12-27,-2.1651
2019-12-30,-0.0375
2020-01-02,0.1876
2020-01-06,2.809
2020-01-09,0.1821
2020-01-14,1.2727
2020-01-15,-3.4111000000000002
2020-01-16,0.7435
2020-01-23,0.5535
2020-01-27,0.0
2020-01-28,0.0
2020-01-31,0.0
2020-02-14,0.0
2020-02-19,0.9174
2020-02-28,0.0
2020-03-09,-1.8182
2020-03-11,0.0
2020-03-13,-1.2963
2020-03-16,0.0
2020-03-19,4.3152
2020-03-23,-4.3165
2020-03-31,-0.188
2020-04-01,-5.0847
2020-04-13,3.1746
2020-04-29,-11.538499999999999
2020-05-01,0.0
2020-05-05,0.0
2020-05-07,0.0
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,4.3474
2020-05-28,0.0004
2020-05-29,-0.8542
2020-06-09,2.1277
2020-06-10,-1.0417
2020-06-11,1.0526
2020-06-12,-2.0833
2020-06-15,3.1915
2020-06-17,-2.0619
2020-06-18,-1.0526
2020-06-19,0.0
2020-06-29,0.0
2020-07-09,-1.0634
2020-07-13,-0.0004
2020-07-16,0.0
2020-07-17,0.2151
2020-07-31,0.8584
