ticker,TXG US Equity
2020-02-03,2.6589
2020-02-04,-3.3042
2020-02-05,1.422
2020-02-06,-0.8912
2020-02-07,-2.4234999999999998
2020-02-10,-0.6855
2020-02-11,-1.2674
2020-02-12,-0.6762
2020-02-13,0.1269
2020-02-14,6.6843
2020-02-18,-2.5385999999999997
2020-02-19,0.4212
2020-02-20,-5.6954
2020-02-21,-4.0262
2020-02-24,-2.5
2020-02-25,-7.98
2020-02-26,2.1884
2020-02-27,-3.2588
2020-02-28,9.5834
2020-03-02,-0.4141
2020-03-03,-3.049
2020-03-04,0.6108
2020-03-05,-6.2387
2020-03-06,-1.8047
2020-03-09,-8.4035
2020-03-10,1.8533
2020-03-11,-8.6316
2020-03-12,-1.9092
2020-03-13,-3.7584
2020-03-16,-3.1555
2020-03-17,7.7948
2020-03-18,-3.1396
2020-03-19,-5.1724
2020-03-20,1.4182000000000001
2020-03-23,-7.5475
2020-03-24,10.7427
2020-03-25,5.0429
2020-03-26,1.7503
2020-03-27,-1.7202
2020-03-30,4.6841
2020-03-31,-0.7643
2020-04-01,-6.3062000000000005
2020-04-02,2.312
2020-04-03,-1.7576
2020-04-06,6.0998
2020-04-07,-2.2804
2020-04-08,5.7025
2020-04-09,2.4876
2020-04-13,-1.5625
2020-04-14,2.8664
2020-04-15,0.0749
2020-04-16,2.5449
2020-04-17,3.8832
2020-04-20,4.2721
2020-04-21,0.5121
2020-04-22,1.904
2020-04-23,-2.7105
2020-04-24,0.0811
2020-04-27,2.9595000000000002
2020-04-28,0.0919
2020-04-29,7.1991
2020-04-30,-2.2997
2020-05-01,-1.8279999999999998
2020-05-04,-0.6377
2020-05-05,0.3337
2020-05-06,0.678
2020-05-07,2.6811
2020-05-08,2.6606
2020-05-11,-1.0366
2020-05-12,0.5968
2020-05-13,-3.0391
2020-05-14,-1.3860999999999999
2020-05-15,-1.2916
2020-05-18,-0.9622
2020-05-19,1.2953000000000001
2020-05-20,-0.2558
2020-05-21,-2.5641
2020-05-22,-1.5131999999999999
2020-05-26,1.5364
2020-05-27,2.1842
2020-05-28,-1.7641
2020-05-29,2.2021
2020-06-01,5.1045
2020-06-02,-1.7694
2020-06-03,6.7205
2020-06-04,-7.2285
2020-06-05,3.3626
2020-06-08,-1.6752
2020-06-09,2.5802
2020-06-10,2.9005
2020-06-11,-4.1053
2020-06-12,1.549
2020-06-15,6.1975
2020-06-16,0.0452
2020-06-17,-0.1809
2020-06-18,0.6116
2020-06-19,-0.7879
2020-06-22,1.1232
2020-06-23,0.0449
2020-06-24,-1.3682
2020-06-25,-0.9778
2020-06-26,-0.9645
2020-06-29,-1.8551
2020-06-30,5.505
2020-07-01,-1.4668
2020-07-02,2.2614
2020-07-06,0.1667
2020-07-07,-1.6419000000000001
2020-07-08,2.8536
2020-07-09,1.2063
2020-07-10,-1.3328
2020-07-13,-3.9754
2020-07-14,1.6812
2020-07-15,2.2720000000000002
2020-07-16,-1.9136
2020-07-17,3.0048
2020-07-20,1.23
2020-07-21,2.3763
2020-07-22,-0.6302
2020-07-23,1.3106
2020-07-24,-1.252
2020-07-27,1.2256
2020-07-28,-0.3236
2020-07-29,3.5393
2020-07-30,-1.3855
2020-07-31,0.882
