ticker,EPTI US Equity
2017-10-19,5.2632
2017-10-20,0.0
2017-10-23,-39.0
2017-10-24,6.5574
2017-10-25,0.0
2017-10-26,23.0769
2017-10-30,18.75
2017-10-31,-21.0526
2017-11-01,33.3333
2017-11-02,-2.0
2017-11-03,-22.449
2017-11-06,0.0
2017-11-07,25.0
2017-11-09,5.2632
2017-11-10,15.0
2017-11-13,-30.4348
2017-11-14,18.75
2017-11-15,-15.7895
2017-11-16,0.0
2017-11-17,0.0
2017-11-20,-11.25
2017-11-21,54.9296
2017-11-22,-4.5455
2017-11-27,0.0
2017-11-28,-28.5714
2017-11-29,-12.6667
2017-11-30,2.2901
2017-12-01,34.3284
2017-12-04,0.0
2017-12-05,-44.4444
2017-12-06,80.0
2017-12-08,-16.6667
2017-12-11,6.6667
2017-12-12,-25.0
2017-12-13,50.0
2017-12-15,-22.2222
2017-12-19,1.4285999999999999
2017-12-20,26.7606
2017-12-22,-16.6667
2017-12-26,5.3333
2017-12-27,-11.3924
2017-12-28,-7.1429
2017-12-29,38.4615
2018-01-02,-22.2222
2018-01-03,-1.4285999999999999
2018-01-04,-27.5362
2018-01-05,40.0
2018-01-08,0.0
2018-01-09,-18.5714
2018-01-10,40.3509
2018-01-11,-12.5
2018-01-12,12.857099999999999
2018-01-18,-16.4557
2018-01-19,9.2424
2018-01-23,-2.9126
2018-01-24,0.0
2018-01-25,0.0
2018-01-26,3.5714
2018-01-29,3.4483
2018-01-31,-13.3333
2018-02-01,0.0
2018-02-05,15.538499999999999
2018-02-09,-6.7909
2018-02-12,7.1429
2018-02-13,0.0
2018-02-14,0.0
2018-02-20,-6.6667
2018-02-21,7.1429
2018-02-27,-26.6667
2018-03-02,37.2727
2018-03-06,-0.3974
2018-03-07,-6.9149
2018-03-12,-50.0
2018-03-13,14.2857
2018-03-15,-12.5
2018-03-16,14.2857
2018-03-20,0.0
2018-03-26,2.75
2018-03-27,-2.6764
2018-03-29,-2.5
2018-04-02,2.5641
2018-04-05,0.0
2018-04-09,50.0
2018-04-10,-8.3333
2018-04-17,-27.2727
2018-04-19,12.5
2018-04-20,11.1111
2018-04-24,-28.0
2018-04-26,-2.7778
2018-04-27,-14.2857
2018-05-01,16.6667
2018-05-03,14.2857
2018-05-08,-25.0
2018-05-15,0.0
2018-05-17,83.3333
2018-05-21,-27.2727
2018-05-22,0.0
2018-05-23,25.0
2018-06-01,-80.0
2018-06-04,50.0
2018-06-06,166.6667
2018-06-15,-25.0
2018-06-18,0.0
2018-06-19,0.0
2018-06-27,0.0
2018-07-09,0.0
2018-07-12,30.0
2018-07-13,5.1282
2018-07-16,-26.8293
2018-07-18,-66.6667
2018-07-20,100.0
2018-07-23,95.0
2018-07-24,-33.3333
2018-07-26,-57.6923
2018-07-27,263.6364
2018-08-01,-62.5
2018-08-02,33.3333
2018-08-06,150.0
2018-08-09,-68.0
2018-08-17,25.0
2018-08-20,100.0
2018-08-21,-62.5
2018-08-24,100.0
2018-08-27,-50.0
2018-08-28,133.3333
2018-08-30,14.2857
2018-08-31,-12.5
2018-09-05,0.0
2018-09-06,14.2857
2018-09-07,-57.5
2018-09-11,17.647100000000002
2018-09-14,100.0
2018-09-17,-12.5
2018-09-18,-11.4286
2018-09-19,-32.2581
2018-09-20,0.0
2018-09-24,-90.2381
2018-10-01,1558.5366
2018-10-02,17.647100000000002
2018-10-03,-37.5
2018-10-04,40.0
2018-10-09,-42.8571
2018-10-16,25.0
2018-10-22,0.0
2018-10-31,0.0
2018-11-05,0.0
2018-11-29,0.0
2018-12-03,-84.0
2018-12-10,500.0
2018-12-12,-58.3333
2018-12-17,50.0
2018-12-18,33.3333
2018-12-21,-55.0
2018-12-24,-11.1111
2018-12-28,-31.25
2019-01-03,-98.1818
2019-01-28,1100.0
2019-02-04,-16.6667
2019-02-15,300.0
2019-02-20,25.0
2019-02-22,-80.0
2019-03-13,10.0
2019-03-14,-99.9091
2019-03-26,149900.0038
2019-04-03,-99.9333
2019-04-23,-90.0
2019-04-29,9900.0
2019-05-01,100.0
2019-05-14,-95.0
2019-05-15,900.0
2019-05-16,-99.0
2019-05-17,999900.0025
2019-05-23,-98.0
2019-06-10,0.0
2019-06-21,0.0
2019-07-22,0.0
2019-07-23,0.0
2019-07-24,50.0
2019-08-21,0.0
2019-08-30,0.0
2019-09-17,-99.6667
2019-10-04,9900.0
2019-10-11,-99.0
2019-11-04,0.0
2019-11-05,0.0
2019-11-08,0.0
2019-12-04,0.0
2019-12-20,900.0
2019-12-23,900.0
2019-12-24,-99.0
2020-01-30,0.0
2020-02-05,9900.0
2020-03-05,-99.0
2020-05-11,19900.0001
2020-07-14,-50.0
