ticker,MCBS US Equity
2019-10-18,-0.5185
2019-10-21,1.8615
2019-10-22,1.5351
2019-10-23,0.432
2019-10-24,2.1505
2019-10-25,1.7544
2019-10-28,0.6897
2019-10-29,-0.3425
2019-10-30,0.0
2019-10-31,0.6873
2019-11-01,-0.7565
2019-11-04,0.2079
2019-11-05,0.2075
2019-11-06,-0.4141
2019-11-07,-0.2079
2019-11-08,0.4167
2019-11-11,-0.4149
2019-11-12,-0.0694
2019-11-13,-0.3475
2019-11-14,-0.2789
2019-11-15,0.3497
2019-11-18,0.1742
2019-11-19,-0.8696
2019-11-20,1.2631999999999999
2019-11-21,-0.2772
2019-11-22,-1.7372999999999998
2019-11-25,1.4851
2019-11-26,0.0
2019-11-27,-0.0697
2019-11-29,-0.2789
2019-12-02,4.5455
2019-12-03,1.9398
2019-12-04,4.3307
2019-12-05,4.0252
2019-12-06,0.2418
2019-12-09,-2.111
2019-12-10,1.6019999999999999
2019-12-11,1.3341
2019-12-12,1.0772
2019-12-13,0.6513
2019-12-16,0.2353
2019-12-17,-0.5282
2019-12-18,-6.2537
2019-12-19,-1.6362
2019-12-20,11.5803
2019-12-23,-0.2867
2019-12-24,0.345
2019-12-26,0.1146
2019-12-27,0.1717
2019-12-30,0.8571
2019-12-31,-0.7932
2020-01-02,0.7424
2020-01-03,0.5102
2020-01-06,0.0
2020-01-07,0.1692
2020-01-08,0.6194
2020-01-09,1.1752
2020-01-10,0.2212
2020-01-13,3.1181
2020-01-14,1.1507
2020-01-15,-4.0741
2020-01-16,4.4126
2020-01-17,-1.215
2020-01-21,-0.0535
2020-01-22,-2.1402
2020-01-23,0.6014
2020-01-24,-2.9348
2020-01-27,0.3359
2020-01-28,-2.5112
2020-01-29,-1.4883
2020-01-30,-0.1743
2020-01-31,-5.8582
2020-02-03,2.2402
2020-02-04,0.0609
2020-02-05,-0.2433
2020-02-06,-3.9634
2020-02-07,-1.5873
2020-02-10,0.3226
2020-02-11,-0.2572
2020-02-12,-1.0961
2020-02-13,0.8475
2020-02-14,-3.0381
2020-02-18,-2.4
2020-02-19,-2.1858
2020-02-20,-0.7682
2020-02-21,3.0964
2020-02-24,-0.2048
2020-02-25,0.1368
2020-02-26,0.6148
2020-02-27,-1.1541
2020-02-28,-3.4341
2020-03-02,6.6856
2020-03-03,-7.1333
2020-03-04,2.7997
2020-03-05,-2.095
2020-03-06,-4.2796
2020-03-09,-10.5067
2020-03-10,6.5779
2020-03-11,-8.0469
2020-03-12,-5.4376
2020-03-13,5.5705
2020-03-16,-11.3191
2020-03-17,17.7543
2020-03-18,-15.8924
2020-03-19,18.1202
2020-03-20,-2.2149
2020-03-23,-7.2148
2020-03-24,3.4358
2020-03-25,0.4371
2020-03-26,4.3516
2020-03-27,-8.2569
2020-03-30,1.0
2020-03-31,5.6706
2020-04-01,-9.029
2020-04-02,2.2472
2020-04-03,-3.3883
2020-04-06,7.3934
2020-04-07,-3.3539
2020-04-08,1.9178
2020-04-09,0.0
2020-04-13,-3.1362
2020-04-14,-1.6651
2020-04-15,-7.2437
2020-04-16,-2.7382999999999997
2020-04-17,6.3608
2020-04-20,-1.2745
2020-04-21,-0.3972
2020-04-22,-1.4955
2020-04-23,-2.6316
2020-04-24,4.9896
2020-04-27,7.5248
2020-04-28,2.302
2020-04-29,4.5905000000000005
2020-04-30,-7.9604
2020-05-01,-5.9991
2020-05-04,-1.5074999999999998
2020-05-05,-4.3367
2020-05-06,1.44
2020-05-07,-1.2618
2020-05-08,0.639
2020-05-11,-1.9048
2020-05-12,-4.0992
2020-05-13,-1.0124
2020-05-14,-4.2045
2020-05-15,3.2028
2020-05-18,14.5977
2020-05-19,-9.0271
2020-05-20,6.946
2020-05-21,3.5052
2020-05-22,0.7968
2020-05-26,2.0751
2020-05-27,10.8422
2020-05-28,1.5721
2020-05-29,-0.6019
2020-06-01,-4.9308
2020-06-02,0.364
2020-06-03,1.9946000000000002
2020-06-04,3.8222
2020-06-05,6.9349
2020-06-08,10.4884
2020-06-09,0.2174
2020-06-10,-0.7231
2020-06-11,-12.3088
2020-06-12,8.887
2020-06-15,10.0686
2020-06-16,6.8607
2020-06-17,-1.8807
2020-06-18,5.0892
2020-06-19,-2.2641999999999998
2020-06-22,-7.1429
2020-06-23,-3.2571
2020-06-24,-4.7994
2020-06-25,2.1821
2020-06-26,-1.1782
2020-06-29,3.9493
2020-06-30,2.724
2020-07-01,-3.7683
2020-07-02,-1.0877
2020-07-06,-0.2933
2020-07-07,-3.3088
2020-07-08,-0.9125
2020-07-09,-5.6025
2020-07-10,4.1463
2020-07-13,0.3903
2020-07-14,0.311
2020-07-15,4.4186
2020-07-16,-1.3363
2020-07-17,-0.9782
2020-07-20,-1.7477
2020-07-21,6.1098
2020-07-22,-0.7289
2020-07-23,-0.1468
2020-07-24,-0.7353
2020-07-27,0.6667
2020-07-28,0.5887
2020-07-29,1.8288
2020-07-30,-0.7184
2020-07-31,-1.8208
