ticker,ETTX US Equity
2019-02-19,-7.6923
2019-02-20,-5.5
2019-02-21,2.6455
2019-02-22,-0.5155
2019-02-25,-0.6908
2019-02-26,-6.4348
2019-02-27,8.7379
2019-02-28,-0.8564
2019-03-01,0.5172
2019-03-04,8.4048
2019-03-05,-5.6266
2019-03-06,6.6327
2019-03-07,8.8836
2019-03-08,-0.6845
2019-03-11,-2.2915
2019-03-12,5.6548
2019-03-13,-1.6197
2019-03-14,-2.6485
2019-03-15,2.9412000000000003
2019-03-18,0.7143
2019-03-19,-0.9248
2019-03-20,-0.1561
2019-03-21,-0.1993
2019-03-22,-3.4497
2019-03-25,-2.3795
2019-03-26,5.4878
2019-03-27,-0.289
2019-03-28,-3.7971
2019-03-29,1.7626
2019-04-01,-4.3834
2019-04-02,-0.1378
2019-04-03,4.9612
2019-04-04,-3.1758
2019-04-05,1.7544
2019-04-08,0.2999
2019-04-09,-1.1958
2019-04-10,-1.6641
2019-04-11,-0.7692
2019-04-12,0.4651
2019-04-15,-0.3102
2019-04-16,-1.2368999999999999
2019-04-17,-0.3135
2019-04-18,-13.522
2019-04-22,8.738199999999999
2019-04-23,8.3503
2019-04-24,-0.463
2019-04-25,0.7752
2019-04-26,6.1538
2019-04-29,-0.2899
2019-04-30,0.0
2019-05-01,-3.7064
2019-05-02,3.8355
2019-05-03,-2.0221
2019-05-06,0.7418
2019-05-07,3.0928
2019-05-08,-3.5714
2019-05-09,0.2963
2019-05-10,-1.3294000000000001
2019-05-13,2.6946
2019-05-14,0.4373
2019-05-15,-1.4514
2019-05-16,-1.3255
2019-05-17,-0.8955
2019-05-20,-2.8810000000000002
2019-05-21,-1.9958
2019-05-22,2.5316
2019-05-23,-3.5494
2019-05-24,1.44
2019-05-28,-1.3486
2019-05-29,-0.7115
2019-05-30,-1.6103
2019-05-31,0.6547
2019-06-03,1.4634
2019-06-04,-1.4423
2019-06-05,0.0
2019-06-06,-0.4878
2019-06-07,0.6536
2019-06-10,5.5195
2019-06-11,-3.8462
2019-06-12,2.88
2019-06-13,-2.7994
2019-06-14,0.32
2019-06-17,-3.9872
2019-06-18,2.7409
2019-06-19,-1.0509
2019-06-20,-1.9607999999999999
2019-06-21,1.1667
2019-06-24,-0.8237
2019-06-25,2.4917
2019-06-26,-2.269
2019-06-27,5.6385
2019-06-28,1.2559
2019-07-01,0.0
2019-07-02,-0.7752
2019-07-03,-0.2922
2019-07-05,0.293
2019-07-08,-0.7672
2019-07-09,1.5604
2019-07-10,-1.8605
2019-07-11,0.316
2019-07-12,-0.4724
2019-07-15,1.2373
2019-07-16,0.497
2019-07-18,-2.6439
2019-07-19,0.5687
2019-07-22,1.3406
2019-07-23,-1.4107
2019-07-24,1.2719
2019-07-25,1.0989
2019-07-26,-0.6211
2019-07-29,-0.3125
2019-07-30,1.0972
2019-07-31,1.5504
2019-08-01,1.2214
2019-08-02,-2.4238
2019-08-05,-0.4529
2019-08-06,4.6584
2019-08-07,0.8902
2019-08-08,-0.1471
2019-08-09,2.9455
2019-08-12,0.1431
2019-08-13,2.8571
2019-08-14,0.6944
2019-08-15,2.7945
2019-08-16,10.6983
2019-08-19,1.8194
2019-08-20,0.2381
2019-08-21,-1.0689
2019-08-22,-0.3601
2019-08-23,2.0482
2019-08-26,-5.549
2019-08-27,-5.125
2019-08-28,1.4493
2019-08-29,-3.1169000000000002
2019-08-30,-0.8043
2019-09-03,-8.7838
2019-09-04,2.963
2019-09-05,-3.741
2019-09-06,3.2885
2019-09-09,-5.7164
2019-09-10,-3.3001
2019-09-11,0.0
2019-09-12,1.2698
2019-09-13,-9.5611
2019-09-16,-0.8666
2019-09-17,-10.4895
2019-09-18,13.4766
2019-09-19,-0.6885
2019-09-20,10.2253
2019-09-23,0.4717
2019-09-24,-4.0689
2019-09-25,2.7732
2019-09-26,-2.0635
2019-09-27,-0.3241
2019-09-30,-3.0894
2019-10-01,-5.3690999999999995
2019-10-02,-0.8865
2019-10-03,8.0501
2019-10-04,-8.1126
2019-10-07,1.0811
2019-10-08,3.3868
2019-10-09,-0.1914
2019-10-10,1.401
2019-10-11,-0.3407
2019-10-14,-1.3675
2019-10-15,0.1733
2019-10-16,-1.3841
2019-10-17,1.7544
2019-10-18,-0.8621
2019-10-21,7.1304
2019-10-22,0.8117
2019-10-23,-0.5636
2019-10-24,0.4049
2019-10-25,-0.1613
2019-10-28,-0.8078
2019-10-29,2.2801
2019-10-30,-3.6624
2019-10-31,-1.2496
2019-11-01,-3.9234
2019-11-04,-0.6969
2019-11-05,-1.5789
2019-11-06,4.9911
2019-11-07,1.528
2019-11-08,-6.4381
2019-11-11,-0.8043
2019-11-12,0.7207
2019-11-13,-5.5456
2019-11-14,-3.7879
2019-11-15,-1.3780000000000001
2019-11-18,-1.3972
2019-11-19,0.2024
2019-11-20,2.8283
2019-11-21,-3.9293
2019-11-22,-0.9632
2019-11-25,-0.6793
2019-11-26,-4.4678
2019-11-27,3.1534
2019-11-29,2.3207
2019-12-02,-0.8247
2019-12-03,1.8711
2019-12-04,1.4285999999999999
2019-12-05,0.2012
2019-12-06,-2.008
2019-12-09,2.6701
2019-12-10,7.7780000000000005
2019-12-11,-1.4815
2019-12-12,-2.2556
2019-12-13,0.9615
2019-12-16,0.0
2019-12-17,1.5238
2019-12-18,-9.9437
2019-12-19,0.0
2019-12-20,-1.0417
2019-12-23,4.2105
2019-12-24,-0.5818
2019-12-26,1.6012
2019-12-27,2.2
2019-12-30,-0.3914
2019-12-31,-2.3576
2020-01-02,-0.2012
2020-01-03,-0.2016
2020-01-06,1.0101
2020-01-07,0.0
2020-01-08,1.0
2020-01-09,-2.9703
2020-01-10,2.0408
2020-01-13,-2.2
2020-01-14,-0.2045
2020-01-15,-3.6885
2020-01-16,1.4894
2020-01-17,0.6289
2020-01-21,1.6667
2020-01-22,0.5902
2020-01-23,0.6356
2020-01-24,-1.6194
2020-01-27,-1.2346
2020-01-28,2.4167
2020-01-29,3.5395
2020-01-30,-0.1532
2020-01-31,-1.6174
2020-02-03,-0.632
2020-02-04,2.5099
2020-02-05,0.7245
2020-02-06,-1.0721
2020-02-07,1.7064
2020-02-10,2.5845000000000002
2020-02-11,1.6053
2020-02-12,-7.0632
2020-02-13,5.1
2020-02-14,-0.2854
2020-02-18,1.9083999999999999
2020-02-19,-5.4307
2020-02-20,4.9505
2020-02-21,-3.134
2020-02-24,-1.9809999999999999
2020-02-25,-0.5246
2020-02-26,0.2837
2020-02-27,2.7888
2020-02-28,2.1318
2020-03-02,-5.0285
2020-03-03,1.6983000000000001
2020-03-04,0.1965
2020-03-05,0.0
2020-03-06,-2.549
2020-03-09,2.4145
2020-03-10,-17.2888
2020-03-11,-1.9002
2020-03-12,-25.5448
2020-03-13,-12.1951
2020-03-16,-26.2963
2020-03-17,1.5074999999999998
2020-03-18,175.2475
2020-03-19,-50.5396
2020-03-20,-1.4545
2020-03-23,-11.4428
2020-03-24,2.9335
2020-03-25,11.3225
2020-03-26,4.5455
2020-03-27,-4.3478
2020-03-30,-5.0909
2020-03-31,1.2567
2020-04-01,-5.4033999999999995
2020-04-02,-1.6
2020-04-03,-6.1667
2020-04-06,0.9401
2020-04-07,6.0086
2020-04-08,4.0486
2020-04-09,2.3346
2020-04-13,0.3802
2020-04-14,9.8485
2020-04-15,-7.5862
2020-04-16,0.7463
2020-04-17,4.8148
2020-04-20,6.7138
2020-04-21,-2.1921
2020-04-22,-0.1286
2020-04-23,-5.4237
2020-04-24,-3.5842
2020-04-27,-3.7175000000000002
2020-04-28,3.0888
2020-04-29,2.9962999999999997
2020-04-30,0.2618
2020-05-01,-0.9865
2020-05-04,-5.1282
2020-05-05,6.1737
2020-05-06,1.8218999999999999
2020-05-07,-1.8214000000000001
2020-05-08,-2.5573
2020-05-11,4.155
2020-05-12,-5.3763
2020-05-13,-0.7576
2020-05-14,-7.2519
2020-05-15,1.2346
2020-05-18,9.7561
2020-05-19,-6.6667
2020-05-20,-4.7619
2020-05-21,0.0
2020-05-22,0.0
2020-05-26,-0.8333
2020-05-27,8.4034
2020-05-28,5.0388
2020-05-29,2.214
2020-06-01,-2.1661
2020-06-02,0.0
2020-06-03,1.6604999999999999
2020-06-04,0.5445
2020-06-05,3.9711
2020-06-08,4.5139
2020-06-09,-3.2558
2020-06-10,2.3352
2020-06-11,-9.0604
2020-06-12,3.69
2020-06-15,18.1495
2020-06-16,-8.4337
2020-06-17,-3.6184
2020-06-18,1.7065000000000001
2020-06-19,0.0
2020-06-22,-0.6711
2020-06-23,-0.3378
2020-06-24,-0.339
2020-06-25,-2.3810000000000002
2020-06-26,2.439
2020-06-29,-3.7415000000000003
2020-06-30,4.5936
2020-07-01,-0.3378
2020-07-02,-1.0169
2020-07-06,-4.1096
2020-07-07,-6.4286
2020-07-08,-3.0534
2020-07-09,9.8425
2020-07-10,5.3763
2020-07-13,4.0816
2020-07-14,1.3072
2020-07-15,0.6452
2020-07-16,20.8333
2020-07-17,3.7135
2020-07-20,3.0691
2020-07-21,-6.6998
2020-07-22,-13.5638
2020-07-23,-6.3077
2020-07-24,-1.1494
2020-07-27,-0.3322
2020-07-28,2.0
2020-07-29,-7.1895
2020-07-30,5.9859
2020-07-31,-6.9767
