ticker,XYNO US Equity
2018-07-24,-0.1992
2018-07-30,0.6986
2018-08-02,0.0
2018-08-06,0.7988
2018-08-15,-0.6942
2018-08-20,0.0
2018-08-27,0.8911
2018-08-29,0.0
2018-08-30,0.0
2018-09-07,0.0972
2018-09-10,0.0
2018-09-12,-0.5245
2018-09-13,0.5283
2018-09-18,0.9804
2018-09-19,-0.4854
2018-09-24,0.0
2018-09-25,-0.3902
2018-09-26,0.0
2018-09-28,0.0
2018-10-01,0.0
2018-10-02,-0.0979
2018-10-08,0.7843
2018-10-09,0.0
2018-10-10,-0.0973
2018-10-16,0.0974
2018-10-18,0.0
2018-10-24,0.1946
2018-10-25,0.0
2018-10-26,0.0
2018-10-29,-0.1942
2018-11-12,-0.1946
2018-11-13,0.0975
2018-11-19,-0.1947
2018-11-20,0.6829
2018-11-21,-0.1453
2018-11-26,0.2426
2018-11-27,-0.1936
2018-11-28,1.1639
2018-11-30,-0.2876
2018-12-04,-0.0962
2018-12-13,0.0
2018-12-17,-1.155
2018-12-19,0.9737
2018-12-20,0.0
2018-12-24,0.0
2018-12-26,-0.675
2018-12-27,-0.1942
2018-12-28,0.8755
2018-12-31,0.2893
2019-01-02,0.0962
2019-01-03,0.0
2019-01-04,-0.0961
2019-01-07,0.0
2019-01-08,0.0
2019-01-09,0.4808
2019-01-10,-0.6699
2019-01-11,0.4326
2019-01-14,0.2408
2019-01-15,-0.1914
2019-01-16,0.4794
2019-01-17,-0.6679
2019-01-18,-0.2882
2019-01-22,0.5559
2019-01-23,0.1878
2019-01-24,-0.7392
2019-01-25,0.7707
2019-01-29,-0.7648
2019-01-30,0.9634
2019-01-31,0.0
2019-02-01,0.0
2019-02-04,0.0
2019-02-06,-0.4895
2019-02-07,-0.1553
2019-02-11,0.3601
2019-02-12,-0.0947
2019-02-13,1.0527
2019-02-22,-0.0948
2019-02-25,0.0949
2019-02-26,-0.0948
2019-03-01,0.0949
2019-03-05,-0.4739
2019-03-11,0.0
2019-03-12,-0.619
2019-03-22,1.0062
2019-03-28,-0.3795
2019-03-29,0.0962
2019-04-02,1.3311
2019-04-03,-0.6573
2019-04-08,-1.7013
2019-04-09,1.25
2019-04-17,0.1899
2019-04-18,0.3791
2019-04-30,-0.3872
2019-05-01,0.3887
2019-05-02,-0.1416
2019-05-03,-0.0946
2019-05-07,-0.142
2019-05-09,0.5886
2019-05-10,-1.9043999999999999
2019-05-14,-57.0596
2019-05-15,-10.5165
2019-05-16,-24.75
2019-05-17,-18.6047
2019-05-20,40.8163
2019-05-21,4.9275
2019-05-22,-9.9448
2019-05-23,1.227
2019-05-24,-14.8485
2019-05-28,10.5374
2019-05-29,-6.9573
2019-05-30,0.346
2019-05-31,0.5138
2019-06-03,1.2042
2019-06-04,3.3898
2019-06-05,0.0
2019-06-06,-6.5574
2019-06-07,6.1404
2019-06-10,0.1653
2019-06-11,11.5512
2019-06-12,10.9467
2019-06-13,-10.4
2019-06-14,1.1905000000000001
2019-06-17,-8.5294
2019-06-18,4.5016
2019-06-19,4.6154
2019-06-20,2.9412000000000003
2019-06-21,-1.4285999999999999
2019-06-24,4.3478
2019-06-25,1.3889
2019-06-26,-5.4795
2019-06-27,5.2174
2019-06-28,-7.7135
2019-07-01,-2.9851
2019-07-02,-0.9231
2019-07-03,-0.6211
2019-07-05,-2.5
2019-07-08,5.1282
2019-07-09,-0.6098
2019-07-11,-2.5982
2019-07-12,0.7779
2019-07-15,0.0
2019-07-16,-7.8125
2019-07-17,-40.678
2019-07-18,-31.4286
2019-07-19,16.6667
2019-07-22,-14.2857
2019-07-23,15.8333
2019-07-24,0.7194
2019-07-25,27.8571
2019-07-26,32.4022
2019-07-29,18.1435
2019-07-30,8.5714
2019-07-31,9.8684
2019-08-01,8.982
2019-08-02,6.044
2019-08-05,0.0
2019-08-06,-1.5544
2019-08-07,7.8947
2019-08-08,-2.439
2019-08-09,1.25
2019-08-12,0.9877
2019-08-13,3.912
2019-08-14,3.5294
2019-08-15,1.1364
2019-08-16,3.1461
2019-08-19,5.6645
2019-08-20,0.8247
2019-08-21,0.0
2019-08-22,0.0
2019-08-23,-0.2045
2019-08-26,0.8197
2019-08-27,-0.2033
2019-08-28,0.611
2019-08-29,5.4656
2019-08-30,1.3436
2019-09-03,-10.0379
2019-09-04,-1.0526
2019-09-05,0.8511
2019-09-06,-1.2658
2019-09-09,0.0
2019-09-10,-18.8034
2019-09-11,1.3158
2019-09-12,8.8312
2019-09-16,-3.58
2019-09-23,-10.8911
2019-09-24,0.0
2019-09-27,-1.3889
2019-09-30,23.9437
2019-10-01,-17.9545
2019-10-02,-6.9252
2019-10-03,7.1429
2019-10-04,-0.5556
2019-10-07,-6.4246
2019-10-11,4.1791
2019-10-14,-4.0115
2019-10-15,2.9851
2019-10-16,-2.8986
2019-10-17,3.8806000000000003
2019-10-18,-2.2989
2019-10-21,2.9412000000000003
2019-10-28,-7.1429
2019-10-30,10.7692
2019-10-31,18.8889
2019-11-08,0.2336
2019-11-19,-23.0769
2019-11-20,0.0
2019-11-21,0.0
2019-11-22,5.7576
2019-11-25,0.2865
2019-11-27,-11.1429
2019-11-29,6.1093
2019-12-02,15.1515
2019-12-03,-1.3158
2019-12-04,-12.0
2019-12-05,0.0
2019-12-06,0.0
2019-12-09,0.0
2019-12-10,0.0
2019-12-11,5.7576
2019-12-12,-1.1461000000000001
2019-12-13,10.1449
2019-12-16,-11.8421
2019-12-17,0.0
2019-12-31,23.8806
2020-01-09,-24.0964
2020-01-13,-23.8095
2020-01-14,0.0
2020-01-16,2.0833
2020-01-21,16.3265
2020-01-22,0.0
2020-02-04,-10.526299999999999
2020-02-07,24.7059
2020-02-11,-24.2138
2020-02-13,3.3195
2020-02-18,0.8032
2020-02-27,-4.3825
2020-02-28,0.0
2020-03-02,-0.8333
2020-03-12,-1.2605
2020-03-13,0.0
2020-03-16,-3.8298
2020-03-17,-32.3009
2020-04-28,0.0
2020-04-29,-28.1046
2020-05-06,-31.8091
2020-05-07,-0.0133
2020-05-15,26.6533
2020-05-21,0.0
2020-05-22,-6.3059
2020-05-26,-16.8539
2020-05-27,-12.1622
2020-05-29,36.9231
2020-06-01,-25.8427
2020-06-03,-16.6667
2020-06-04,-7.2727
2020-06-05,1.9607999999999999
2020-06-11,3.8462
2020-06-15,-1.8519
2020-06-18,0.0
2020-06-22,0.0
2020-06-24,-60.0
2020-06-29,267.9245
2020-07-06,-67.9487
2020-07-30,-19.96
