ticker,ODT US Equity
2018-04-30,-2.0446
2018-05-01,-1.7551999999999999
2018-05-02,5.9392
2018-05-03,-2.8259
2018-05-04,-3.3302
2018-05-07,8.6851
2018-05-08,1.6964000000000001
2018-05-09,1.9315
2018-05-10,-1.292
2018-05-11,0.6981
2018-05-14,-0.1733
2018-05-15,0.5642
2018-05-16,-0.3453
2018-05-17,5.1104
2018-05-18,-1.6481
2018-05-21,-2.3041
2018-05-22,0.8362
2018-05-23,-0.6592
2018-05-24,-0.1284
2018-05-25,-0.5572
2018-05-29,-1.5086
2018-05-30,3.2385
2018-05-31,1.6956
2018-06-01,7.6282
2018-06-04,0.6971
2018-06-05,1.9231
2018-06-06,2.0755
2018-06-07,0.1848
2018-06-08,1.0701
2018-06-11,0.7667
2018-06-12,-1.6667
2018-06-13,-1.1421999999999999
2018-06-14,-1.23
2018-06-15,0.0755
2018-06-18,-1.9607999999999999
2018-06-19,-2.1154
2018-06-20,0.1965
2018-06-21,-2.6667
2018-06-22,0.6446
2018-06-25,-1.3611
2018-06-26,0.5682
2018-06-27,-5.0847
2018-06-28,-1.8282
2018-06-29,-4.3742
2018-07-02,3.442
2018-07-03,1.5324
2018-07-05,0.7762
2018-07-06,0.2567
2018-07-09,0.2134
2018-07-10,-1.6183999999999998
2018-07-11,2.7273
2018-07-12,-0.1264
2018-07-13,1.0549
2018-07-16,-0.7516
2018-07-17,-3.4497
2018-07-18,-0.0436
2018-07-19,1.2206
2018-07-20,1.5072999999999999
2018-07-23,0.4667
2018-07-24,-6.2922
2018-07-25,-4.1009
2018-07-26,-5.1222
2018-07-27,0.2972
2018-07-30,0.1728
2018-07-31,-2.5388
2018-08-01,-0.3541
2018-08-02,-1.066
2018-08-03,-3.2837
2018-08-06,-0.6897
2018-08-07,2.7244
2018-08-08,-2.0281
2018-08-09,2.2824
2018-08-10,-1.2455
2018-08-13,-3.731
2018-08-14,3.548
2018-08-15,-1.2124
2018-08-16,5.3895
2018-08-17,-3.6456
2018-08-20,-0.4204
2018-08-21,2.6913
2018-08-22,4.779
2018-08-23,-0.8337
2018-08-24,0.8902
2018-08-27,-1.3235000000000001
2018-08-28,1.2419
2018-08-29,1.7174
2018-08-30,-6.1746
2018-08-31,-1.3368
2018-09-04,-4.3773
2018-09-05,1.1444
2018-09-06,-1.5086
2018-09-07,1.9146999999999998
2018-09-10,2.5228
2018-09-11,-1.9895
2018-09-12,-0.4808
2018-09-13,0.6978
2018-09-14,1.9723000000000002
2018-09-17,-1.2546
2018-09-18,2.1175
2018-09-19,1.1405
2018-09-20,4.408
2018-09-21,3.1419
2018-09-24,-7.2347
2018-09-25,-2.7193
2018-09-26,-0.5274
2018-09-27,-1.0604
2018-09-28,4.0193
2018-10-01,-4.6883
2018-10-02,-2.0
2018-10-03,-1.8202
2018-10-04,-2.5281000000000002
2018-10-05,-1.3256000000000001
2018-10-08,-2.6285
2018-10-09,0.12
2018-10-10,-3.8945
2018-10-11,-0.9352
2018-10-12,1.0069
2018-10-15,0.2492
2018-10-16,1.9266999999999999
2018-10-17,-2.9878
2018-10-18,-1.4456
2018-10-19,-2.6148
2018-10-22,-2.2266
2018-10-23,3.4159
2018-10-24,-2.8497
2018-10-25,5.5333
2018-10-26,-3.7903000000000002
2018-10-29,-1.7072
2018-10-30,-3.006
2018-10-31,-0.1377
2018-11-01,2.8966
2018-11-02,15.1475
2018-11-05,0.1746
2018-11-06,-0.3486
2018-11-07,4.3149
2018-11-08,-2.18
2018-11-09,-0.8
2018-11-12,-3.1106
2018-11-13,-2.0214
2018-11-14,-3.216
2018-11-15,3.5737
2018-11-16,-0.0605
2018-11-19,-4.9667
2018-11-20,-6.1823
2018-11-21,2.9212
2018-11-23,3.2343
2018-11-26,-1.087
2018-11-27,-1.4867
2018-11-28,6.9554
2018-11-29,1.2883
2018-11-30,-4.5427
2018-12-03,0.1904
2018-12-04,-3.0399
2018-12-06,-4.8988
2018-12-07,3.022
2018-12-10,0.9333
2018-12-11,0.5945
2018-12-12,3.48
2018-12-13,-3.934
2018-12-14,-0.1321
2018-12-17,-2.3810000000000002
2018-12-18,-4.607
2018-12-19,-7.3864
2018-12-20,0.8436
2018-12-21,-2.2053
2018-12-24,0.8554
2018-12-26,-7.0933
2018-12-27,-2.2407
2018-12-28,11.9694
2018-12-31,6.7475000000000005
2019-01-02,1.2074
2019-01-03,-6.5263
2019-01-04,2.2523
2019-01-07,2.6432
2019-01-08,1.6452
2019-01-09,0.8445
2019-01-10,4.4662
2019-01-11,-0.334
2019-01-14,2.2788
2019-01-15,6.7497
2019-01-16,0.8594
2019-01-17,6.5125
2019-01-18,-2.6856999999999998
2019-01-22,-0.7046
2019-01-23,-0.414
2019-01-24,1.4846
2019-01-25,1.4043
2019-01-28,-2.8852
2019-01-29,-1.426
2019-01-30,-2.0494
2019-01-31,1.9691999999999998
2019-02-01,3.8021000000000003
2019-02-04,-0.1744
2019-02-05,0.233
2019-02-06,-0.1743
2019-02-07,-1.8626
2019-02-08,-5.3974
2019-02-11,0.9404
2019-02-12,4.2857
2019-02-13,-0.1787
2019-02-14,-0.716
2019-02-15,-0.7212
2019-02-19,0.8475
2019-02-20,0.06
2019-02-21,-0.06
2019-02-22,-7.383
2019-02-25,0.5185
2019-02-26,3.6106
2019-02-27,1.369
2019-02-28,1.1663999999999999
2019-03-01,2.6699
2019-03-04,0.4728
2019-03-05,0.2941
2019-03-06,-6.2757
2019-03-07,8.6358
2019-03-08,6.3364
2019-03-11,4.7671
2019-03-12,-0.1034
2019-03-13,0.8799
2019-03-14,11.4418
2019-03-15,9.3462
2019-03-18,-3.8316
2019-03-19,-3.6778
2019-03-20,-3.0455
2019-03-21,-0.9376
2019-03-22,-0.8992
2019-03-25,1.5758999999999999
2019-03-26,-0.7052
2019-03-27,1.0417
2019-03-28,0.8435
2019-03-29,2.7416
2019-04-01,5.9701
2019-04-02,3.9266
2019-04-03,1.1088
2019-04-04,-2.0309
2019-04-05,4.063
2019-04-08,0.9562
2019-04-09,-1.9337
2019-04-10,0.6841
2019-04-11,-0.0799
2019-04-12,0.0
2019-04-15,-0.04
2019-04-16,-4.2017
2019-04-17,-6.8087
2019-04-18,-4.0789
2019-04-22,2.3832
2019-04-23,2.9667
2019-04-24,2.4379
2019-04-25,-3.3752
2019-04-26,-2.9109
2019-04-29,-3.6439
2019-04-30,-5.888
2019-05-01,-12.1567
2019-05-02,4.9218
2019-05-03,7.5055
2019-05-06,2.4641
2019-05-07,0.7014
2019-05-08,2.3881
2019-05-09,0.4859
2019-05-10,5.5609
2019-05-13,1.6033
2019-05-14,0.7214
2019-05-15,-0.6267
2019-05-16,0.4505
2019-05-17,0.0897
2019-05-20,0.224
2019-05-21,2.3692
2019-05-22,-1.5284
2019-05-23,-1.9956
2019-05-24,1.1764999999999999
2019-05-28,2.5939
2019-05-29,-7.1491
2019-05-30,2.77
2019-05-31,-1.8273000000000001
2019-06-03,11.8195
2019-06-04,4.3695
2019-06-05,5.6619
2019-06-06,5.1321
2019-06-07,-6.1378
2019-06-10,-4.8566
2019-06-11,-1.4469
2019-06-12,0.5302
2019-06-13,0.0
2019-06-14,1.4199
2019-06-17,8.16
2019-06-18,-0.5917
2019-06-19,-1.5997
2019-06-20,2.3819
2019-06-21,4.3944
2019-06-24,-0.6721
2019-06-25,0.1425
2019-06-26,12.9445
2019-06-27,10.6108
2019-06-28,4.4406
2019-07-01,1.9896
2019-07-02,-0.8552
2019-07-03,-0.1887
2019-07-05,0.081
2019-07-08,0.1349
2019-07-09,1.536
2019-07-10,-0.3185
2019-07-11,-1.1715
2019-07-12,-3.0981
2019-07-15,-2.2241
2019-07-16,-2.4737
2019-07-17,-2.1866
2019-07-18,-1.073
2019-07-19,-0.0603
2019-07-22,7.6876999999999995
2019-07-23,-4.2273
2019-07-24,-1.7831000000000001
2019-07-25,6.9643
2019-07-26,5.7874
2019-07-29,3.4981999999999998
2019-07-30,0.2287
2019-07-31,3.3215
2019-08-01,3.6074
2019-08-02,-0.379
2019-08-05,-4.2558
2019-08-06,-2.1852
2019-08-07,0.9901
2019-08-08,-7.1141
2019-08-09,-3.6806
2019-08-12,-0.2529
2019-08-13,-2.5352
2019-08-14,-3.5838
2019-08-15,0.2398
2019-08-16,-3.2596
2019-08-19,4.1113
2019-08-20,2.4941
2019-08-21,0.6952
2019-08-22,-4.4016
2019-08-23,-0.3912
2019-08-26,2.5076
2019-08-27,-10.6396
2019-08-28,3.496
2019-08-29,2.1989
2019-08-30,-3.9289
2019-09-03,-8.0169
2019-09-04,-0.3881
2019-09-05,5.0301
2019-09-06,2.3272
2019-09-09,1.0877
2019-09-10,-5.0212
2019-09-11,4.3941
2019-09-12,-4.5051
2019-09-13,-2.3416
2019-09-16,-0.3526
2019-09-17,3.5032
2019-09-18,-3.7265
2019-09-19,-2.4148
2019-09-20,3.9665
2019-09-23,-1.2601
2019-09-24,-0.8508
2019-09-25,-0.8938
2019-09-26,-5.267
2019-09-27,-1.7898
2019-09-30,0.9306
2019-10-01,-5.8394
2019-10-02,-0.5304
2019-10-03,1.3536000000000001
2019-10-04,2.2663
2019-10-07,2.8491999999999997
2019-10-08,3.0012
2019-10-09,-0.3736
2019-10-10,2.8871
2019-10-11,2.4052
2019-10-14,1.4235
2019-10-15,0.0
2019-10-16,-1.8596
2019-10-17,0.286
2019-10-18,-3.9215999999999998
2019-10-21,7.4212
2019-10-22,5.4577
2019-10-23,-0.0983
2019-10-24,-0.9836
2019-10-25,4.8675
2019-10-28,5.2416
2019-10-29,-6.0006
2019-10-30,0.8937
2019-10-31,0.4745
2019-11-01,2.6763
2019-11-04,-0.7973
2019-11-05,2.9675000000000002
2019-11-06,-7.0249
2019-11-07,-0.0323
2019-11-08,1.8088
2019-11-11,3.3947
2019-11-12,-1.1353
2019-11-13,-0.5587
2019-11-14,0.2809
2019-11-15,3.019
2019-11-18,0.4834
2019-11-19,12.2369
2019-11-20,-0.9108
2019-11-21,-2.4331
2019-11-22,-0.4988
2019-11-25,5.1239
2019-11-26,-3.3907
2019-11-27,-1.6178
2019-11-29,-4.1806
2019-12-02,0.1163
2019-12-03,-3.312
2019-12-04,5.1082
2019-12-05,-4.3739
2019-12-06,-7.2945
2019-12-09,-2.7411
2019-12-10,1.1605
2019-12-11,-2.6875999999999998
2019-12-12,5.1196
2019-12-13,-7.1772
2019-12-16,5.9027
2019-12-17,-0.6845
2019-12-18,-0.6892
2019-12-19,1.5202
2019-12-20,-2.1484
2019-12-23,-1.0977999999999999
2019-12-24,1.6482
2019-12-26,-2.2833
2019-12-27,-0.0339
2019-12-30,4.4038
2019-12-31,5.2888
2020-01-02,-0.832
2020-01-03,-2.2685
2020-01-06,-5.469
2020-01-07,0.37
2020-01-08,-1.1729
2020-01-09,-2.1363
2020-01-10,-0.9356
2020-01-13,-2.9031000000000002
2020-01-14,-2.2334
2020-01-15,0.3316
2020-01-16,6.4267
2020-01-17,-0.9317
2020-01-21,-4.2146
2020-01-22,0.9455
2020-01-23,4.647
2020-01-24,-0.241
2020-01-27,2.3119
2020-01-28,1.6863000000000001
2020-01-29,1.9569
2020-01-30,-4.3591
2020-01-31,-0.6803
2020-02-03,8.8356
2020-02-04,3.8388999999999998
2020-02-05,6.8182
2020-02-06,-2.6099
2020-02-07,0.3495
2020-02-10,-2.3512
2020-02-11,-1.5161
2020-02-12,-0.6339
2020-02-13,-4.4957
2020-02-14,0.0318
2020-02-18,0.6995
2020-02-19,0.9157
2020-02-20,8.229
2020-02-21,-1.272
2020-02-24,-3.1625
2020-02-25,-3.9915000000000003
2020-02-26,-1.2913000000000001
2020-02-27,-1.2444
2020-02-28,-4.3942
2020-03-02,6.0493
2020-03-03,2.2626
2020-03-04,1.8074
2020-03-05,-5.7545
2020-03-06,-2.8905
2020-03-09,-16.0535
2020-03-10,6.7729
2020-03-11,-3.2463
2020-03-12,-2.2754
2020-03-13,-9.0371
2020-03-16,-12.2777
2020-03-17,6.0831
2020-03-18,-4.662
2020-03-19,26.8949
2020-03-20,-19.6146
2020-03-23,8.6769
2020-03-24,7.4548
2020-03-25,7.8818
2020-03-26,5.2511
2020-03-27,-6.1822
2020-03-30,9.0173
2020-03-31,-2.4037
2020-04-01,-5.7588
2020-04-02,-2.9208
2020-04-03,-1.7023000000000001
2020-04-06,11.0753
2020-04-07,-3.7708
2020-04-08,4.2577
2020-04-09,0.6867
2020-04-13,-4.2355
2020-04-14,7.7961
2020-04-15,-6.6411999999999995
2020-04-16,-0.2235
2020-04-17,3.5088
2020-04-20,-0.4327
2020-04-21,-0.5795
2020-04-22,-0.3643
2020-04-23,1.0969
2020-04-24,1.9891999999999999
2020-04-27,2.1277
2020-04-28,-5.6944
2020-04-29,8.2842
2020-04-30,-4.2843
2020-05-01,-9.3783
2020-05-04,6.8601
2020-05-05,7.19
2020-05-06,0.616
2020-05-07,-7.585
2020-05-08,1.7298
2020-05-11,3.6179
2020-05-12,2.898
2020-05-13,-5.7346
2020-05-14,-2.3038
2020-05-15,4.0531
2020-05-18,4.3201
2020-05-19,-1.9009
2020-05-20,8.7197
2020-05-21,-0.9866
2020-05-22,-0.1607
2020-05-26,6.7289
2020-05-27,0.1508
2020-05-28,-0.994
2020-05-29,-0.6085
2020-06-01,4.071
2020-06-02,0.3529
2020-06-03,11.4009
2020-06-04,-0.6577
2020-06-05,-5.9056999999999995
2020-06-08,6.2482
2020-06-09,0.3974
2020-06-10,2.1636
2020-06-11,-4.2614
2020-06-12,2.212
2020-06-15,6.2286
2020-06-16,13.3665
2020-06-17,-7.1225
2020-06-18,1.9348999999999998
2020-06-19,-3.912
2020-06-22,0.8432
2020-06-23,-1.1228
2020-06-24,-2.1503
2020-06-25,5.4074
2020-06-26,-6.3481
2020-06-29,6.9035
2020-06-30,-0.9359
2020-07-01,0.4015
2020-07-02,-5.6222
2020-07-06,-1.1466
2020-07-07,-2.5214
2020-07-08,0.5691
2020-07-09,-0.7459
2020-07-10,0.285
2020-07-13,-3.3333
2020-07-14,5.7471
2020-07-15,4.0698
2020-07-16,-6.1938
2020-07-17,1.6054
2020-07-20,3.4913
2020-07-21,-1.8961000000000001
2020-07-22,-2.3594
2020-07-23,-2.9306
2020-07-24,-3.9989
2020-07-27,-0.2207
2020-07-28,-2.1288
2020-07-29,2.7401
2020-07-30,-0.3849
2020-07-31,0.3864
