ticker,ASTO US Equity
2005-05-23,0.0
2005-08-30,36.3636
2005-12-29,-6.6667
2006-03-21,3.5714
2006-04-21,3.4483
2006-07-07,-3.3333
2006-07-21,3.4483
2006-07-25,0.0
2006-08-02,0.0
2006-11-27,5.0
2006-12-06,0.0
2006-12-18,14.2857
2006-12-21,-1.3889
2007-01-08,-1.4085
2007-02-05,0.0
2007-02-12,2.8571
2007-04-05,9.7222
2007-04-13,-5.0633
2007-04-16,0.0
2007-05-07,6.6667
2007-05-10,0.0
2007-05-22,37.5
2007-05-29,-27.2727
2007-06-11,0.0
2007-08-07,0.0
2007-08-22,0.0
2007-08-23,0.25
2007-09-04,-12.7182
2007-09-18,14.2857
2007-10-03,0.0
2007-11-07,0.0
2007-11-30,0.0
2007-12-05,18.75
2008-01-02,-2.1739
2008-04-07,0.0
2008-05-13,0.0
2008-06-02,5.5556
2008-07-25,-5.2632
2008-08-12,5.5556
2008-08-15,0.0
2008-08-19,-1.0526
2008-12-15,-14.8936
2008-12-23,6.25
2009-02-18,0.0
2009-03-10,0.0
2009-03-17,0.0
2009-03-19,0.0
2009-03-24,-76.0
2009-10-14,226.9231
2009-11-20,5.8824
2009-12-15,0.0
2009-12-16,0.0
2009-12-21,0.0
2010-01-20,0.0
2010-04-09,2.7778
2010-06-03,0.0
2010-06-18,8.1081
2010-06-24,0.0
2010-07-27,0.0
2010-09-03,0.0
2010-12-29,15.0
2011-03-30,-13.0435
2011-05-20,12.5
2011-09-21,0.0
2011-10-10,0.0
2011-11-11,0.0
2011-11-16,-6.6667
2011-11-30,-16.6667
2011-12-14,0.0
2012-01-27,25.7143
2012-08-09,70.4545
2012-08-10,-30.6667
2012-08-16,0.0
2012-08-17,207.6923
2012-08-29,-37.5
2012-11-20,-20.0
2013-04-18,0.0
2013-05-07,-12.5
2013-05-08,0.0
2013-05-09,-7.1429
2013-05-10,0.0
2013-05-17,-7.6923
2013-05-20,-7.6667
2013-06-07,44.4043
2013-07-10,23.75
2014-01-23,0.0
2014-04-25,-19.1919
2014-05-12,-31.25
2014-05-16,-16.3636
2014-08-05,30.4348
2014-08-19,0.0
2014-09-08,0.0
2014-12-18,35.0
2015-05-05,4.6154
2015-06-01,-2.2059
2015-06-03,-3.5088
2015-06-16,0.0
2015-08-21,0.2597
2016-01-25,-0.2591
2016-06-24,-15.5844
2016-07-18,9.2308
2016-07-21,-8.4507
2016-07-22,7.6923
2016-09-20,0.0
2016-10-10,2.8571
2016-12-13,11.1111
2016-12-14,-12.5
2016-12-16,0.0
2016-12-19,-7.1429
2016-12-27,7.6923
2016-12-29,-4.2857
2016-12-30,-10.4478
2017-01-03,0.0
2017-03-09,8.3333
2017-03-14,1.5385
2017-03-21,112.1212
2017-05-08,-32.1429
2017-05-22,-21.0526
2017-06-05,-6.6667
2017-06-28,0.0
2017-07-20,0.0
2017-08-03,1.7143000000000002
2017-08-10,39.0449
2017-08-23,1.0101
2017-08-30,10.0
2017-08-31,-7.8182
2017-09-11,0.5917
2018-01-23,56.8627
2018-01-24,-12.5
2018-01-25,0.0
2018-02-23,-31.4286
2018-02-26,4.1667
2018-03-06,10.0
2018-03-14,-3.2727
2018-04-02,12.782
2018-04-06,33.1667
2018-06-14,-31.164
2018-06-18,-9.0909
2018-06-21,0.0
2018-06-25,40.0
2018-08-14,7.1429
2018-08-17,-38.8
2018-08-29,2.1786
2018-09-04,17.2708
2018-10-17,-14.9091
2018-10-25,0.0
2019-01-03,6.8376
2019-01-23,-49.998
2019-01-24,99.992
2019-01-31,0.0
2019-02-26,0.0
2019-04-02,-10.0
2019-04-09,11.1111
2019-04-11,-10.0
2019-04-15,0.0
2019-05-03,0.0
2019-05-06,0.0
2019-08-27,-2.2222
2019-09-11,0.0
2019-09-27,-9.0909
2019-10-11,-25.0
2019-10-16,-1.3333
2019-11-05,-7.0946
2019-11-08,-12.7273
2019-12-20,4.1667
2020-01-07,-8.0
2020-01-30,-56.087
2020-06-05,117.8218
2020-06-08,127.2727
2020-06-15,-59.2
2020-06-16,-1.9607999999999999
2020-07-17,125.0
