ticker,ASCS US Equity
2015-02-24,-8.7523
2015-02-26,2.2449
2015-03-06,-8.1836
2015-03-11,-2.1739
2015-03-16,11.1111
2015-03-20,0.0
2015-04-01,2.0
2015-04-13,9.8039
2015-04-15,0.0
2015-04-20,1.7856999999999998
2015-05-01,-7.0175
2015-10-28,20.7547
2015-11-02,0.7813
2015-11-05,0.0
2015-11-12,0.0
2015-11-17,-6.9767
2015-11-24,-0.3333
2015-11-25,0.0
2015-12-02,0.0
2015-12-11,0.0
2015-12-23,-13.0435
2016-01-04,0.0
2016-01-15,-7.6923
2016-01-25,4.1667
2016-01-26,-0.6
2016-01-27,0.0
2016-01-29,-1.4085
2016-02-01,2.0408
2016-02-02,-0.2
2016-02-03,0.2004
2016-02-04,5.0
2016-02-10,2.8571
2016-02-19,0.0
2016-02-25,0.0
2016-02-29,0.0
2016-03-07,3.1481
2016-03-08,-1.2567
2016-03-09,1.2727
2016-03-23,0.5386
2016-03-30,0.0
2016-09-26,-7.1429
2016-09-28,1.9231
2016-09-29,1.8868
2016-10-18,-1.8519
2016-10-26,0.0
2016-11-08,-5.6604
2016-12-19,-12.0
2016-12-22,2.2727
2016-12-23,-6.6667
2016-12-30,-2.3810000000000002
2017-01-05,9.7561
2017-01-06,0.0
2017-01-09,0.0
2017-01-10,13.3333
2017-01-11,-13.7255
2017-01-17,2.2727
2017-01-23,4.4444
2017-01-24,-2.1277
2017-01-26,2.1739
2017-01-31,2.1277
2017-02-02,-2.0833
2017-02-06,2.1277
2017-03-06,0.0
2017-03-07,4.1667
2017-03-08,0.0
2017-03-09,0.0
2017-03-20,4.0
2017-03-24,0.9615
2017-03-31,0.9524
2017-04-10,0.0
2017-04-12,-4.717
2017-05-03,5.9406
2017-05-08,-4.6729
2017-05-22,-7.8431
2017-10-02,15.9574
2017-10-13,-0.9174
2017-10-18,-0.9259
2017-11-13,4.6729
2017-11-15,2.6786
2017-11-21,0.8696
2017-11-29,0.0
2017-11-30,0.0
2017-12-07,0.8621
2017-12-08,0.0
2017-12-18,-0.8547
2018-01-19,3.4483
2018-01-25,0.0
2018-01-26,0.0
2018-02-01,0.0
2018-02-05,2.5
2018-02-07,0.0
2018-02-13,-2.439
2018-02-15,0.0
2018-02-16,-3.3333
2018-02-20,-0.5172
2018-02-22,1.3865
2018-02-23,-0.8547
2018-02-26,0.8621
2018-02-28,-1.7094
2018-03-01,0.8696
2018-03-02,0.0
2018-03-09,3.4483
2018-03-12,0.0
2018-03-13,-0.8333
2018-03-19,4.2017
2018-03-28,-3.2258
2018-04-02,3.3333
2018-04-04,-0.8065
2018-04-10,0.813
2018-05-02,6.4516
2018-10-11,9.0909
2018-10-22,-2.7778
2018-10-26,-0.7143
2018-11-14,0.0
2018-12-21,-2.8777
2018-12-26,0.0
2018-12-28,-0.7407
2019-01-11,-1.4925
2019-01-14,-4.5455
2019-01-16,0.0
2019-01-18,1.5873
2019-01-23,1.5625
2019-01-25,-3.0769
2019-01-28,5.5556
2019-01-29,0.0
2019-01-30,2.2556
2019-02-01,-5.8824
2019-02-14,6.25
2019-02-20,2.9412000000000003
2019-03-04,-2.8571
2019-03-05,4.4118
2019-03-08,0.0
2019-03-13,0.0
2019-04-02,-1.4085
2019-04-08,0.0
2019-04-11,0.0
2019-04-23,-1.4285999999999999
2019-04-25,-1.4493
2019-04-29,0.0
2019-12-19,2.9412000000000003
2020-01-22,-8.5714
2020-02-03,6.25
2020-02-10,-2.9412000000000003
2020-02-13,0.0
2020-03-05,0.0
2020-03-13,0.0
2020-04-08,2.2727
