ticker,STOK US Equity
2019-11-06,-6.3982
2019-11-07,-2.2554
2019-11-08,6.0348
2019-11-11,-0.2678
2019-11-12,-7.9893
2019-11-13,-3.3564
2019-11-14,-2.1895
2019-11-15,-9.9961
2019-11-18,1.8010000000000002
2019-11-19,0.5055
2019-11-20,1.0059
2019-11-21,-5.3942
2019-11-22,-1.3596
2019-11-25,6.225
2019-11-26,3.6417
2019-11-27,0.8078
2019-11-29,-1.8429
2019-12-02,4.0816
2019-12-03,-4.3137
2019-12-04,3.3607
2019-12-05,-0.7534
2019-12-06,15.7811
2019-12-09,-6.4527
2019-12-10,-6.4183
2019-12-11,-8.6717
2019-12-12,2.8054
2019-12-13,1.4274
2019-12-16,3.394
2019-12-17,7.1657
2019-12-18,3.1378
2019-12-19,1.7023000000000001
2019-12-20,4.4872
2019-12-23,-8.4185
2019-12-24,6.4384
2019-12-26,-4.7552
2019-12-27,-2.4229
2019-12-30,3.6870000000000003
2019-12-31,2.7576
2020-01-02,-6.2853
2020-01-03,-5.7272
2020-01-06,-1.279
2020-01-07,-0.3644
2020-01-08,4.6729
2020-01-09,-1.3975
2020-01-10,-0.2756
2020-01-13,-4.9349
2020-01-14,-2.8654
2020-01-15,0.5558
2020-01-16,0.7228
2020-01-17,-0.591
2020-01-21,-0.8493
2020-01-22,2.3555
2020-01-23,5.6904
2020-01-24,-6.3341
2020-01-27,-1.0144
2020-01-28,0.2135
2020-01-29,1.8321
2020-01-30,16.569
2020-01-31,0.3589
2020-02-03,-2.0029
2020-02-04,4.7445
2020-02-05,-2.1603
2020-02-06,3.2407
2020-02-07,-3.277
2020-02-10,21.7903
2020-02-11,-11.5373
2020-02-12,-2.7971
2020-02-13,-4.1376
2020-02-14,-4.476
2020-02-18,6.6567
2020-02-19,-3.5216
2020-02-20,-1.7347000000000001
2020-02-21,0.9195
2020-02-24,-8.9286
2020-02-25,-1.9607999999999999
2020-02-26,3.6734999999999998
2020-02-27,-10.2756
2020-02-28,8.6003
2020-03-02,8.7273
2020-03-03,-0.7432
2020-03-04,3.2946
2020-03-05,-1.9572
2020-03-06,-6.2847
2020-03-09,-12.2288
2020-03-10,7.1461
2020-03-11,-18.2466
2020-03-12,-5.9005
2020-03-13,16.2486
2020-03-16,-21.2008
2020-03-17,20.5357
2020-03-18,-8.1975
2020-03-19,21.5707
2020-03-20,-1.7257
2020-03-23,-11.6614
2020-03-24,8.8175
2020-03-25,-5.1522
2020-03-26,11.8519
2020-03-27,-4.1943
2020-03-30,3.1336
2020-03-31,2.3235
2020-04-01,-6.2009
2020-04-02,-2.4209
2020-04-03,0.1908
2020-04-06,4.7619
2020-04-07,-2.7273
2020-04-08,0.0
2020-04-09,1.6355
2020-04-13,-1.1034
2020-04-14,2.278
2020-04-15,-1.0455
2020-04-16,4.226
2020-04-17,0.617
2020-04-20,-5.2124
2020-04-21,-3.8355
2020-04-22,-0.2403
2020-04-23,5.4432
2020-04-24,3.8830999999999998
2020-04-27,3.5620000000000003
2020-04-28,-5.8599
2020-04-29,4.3753
2020-04-30,-9.1184
2020-05-01,-3.6614
2020-05-04,5.3307
2020-05-05,8.5286
2020-05-06,-5.5268
2020-05-07,0.1371
2020-05-08,5.4313
2020-05-11,2.2078
2020-05-12,2.4989
2020-05-13,2.5620000000000003
2020-05-14,-3.4247
2020-05-15,3.7964
2020-05-18,11.0932
2020-05-19,-5.4631
2020-05-20,9.07
2020-05-21,2.5263
2020-05-22,1.7454
2020-05-26,-11.0326
2020-05-27,5.0662
2020-05-28,-3.1666
2020-05-29,2.7871
2020-06-01,-7.9899000000000004
2020-06-02,1.2967
2020-06-03,2.9092000000000002
2020-06-04,-6.7471
2020-06-05,-0.3638
2020-06-08,7.2211
2020-06-09,2.4972
2020-06-10,-7.0506
2020-06-11,-8.9357
2020-06-12,-1.7008
2020-06-15,3.6823
2020-06-16,-0.4279
2020-06-17,-1.0314
2020-06-18,0.7382
2020-06-19,-0.1293
2020-06-22,2.8485
2020-06-23,4.0285
2020-06-24,-4.3163
2020-06-25,-0.801
2020-06-26,0.51
2020-06-29,-1.8605
2020-06-30,2.6713
2020-07-01,-2.0562
2020-07-02,-1.371
2020-07-06,0.1303
2020-07-07,0.0
2020-07-08,1.5184
2020-07-09,-1.0684
2020-07-10,1.0799
2020-07-13,-5.0
2020-07-14,4.5884
2020-07-15,5.0753
2020-07-16,-0.2865
2020-07-17,11.4122
2020-07-20,5.269
2020-07-21,-2.9751
2020-07-22,3.9683
2020-07-23,1.5614
2020-07-24,-14.0758
2020-07-27,2.3857
2020-07-28,1.5146
2020-07-29,0.8034
2020-07-30,-2.8083
2020-07-31,-1.6400000000000001
