ticker,TC US Equity
2019-04-17,-0.6693
2019-04-18,-2.2911
2019-04-22,-4.4138
2019-04-23,-2.1645
2019-04-24,1.7699
2019-04-25,-2.1739
2019-04-26,0.7407
2019-04-29,1.1764999999999999
2019-04-30,1.7442
2019-05-01,-1.5714000000000001
2019-05-02,0.1451
2019-05-03,-0.1449
2019-05-06,0.1451
2019-05-07,1.4493
2019-05-08,0.8571
2019-05-09,-1.1331
2019-05-10,-1.5758999999999999
2019-05-13,1.31
2019-05-14,0.431
2019-05-15,-5.5794
2019-05-16,1.9697
2019-05-17,-1.1887
2019-05-20,-5.5639
2019-05-21,-7.6433
2019-05-22,0.0
2019-05-23,-3.4483
2019-05-24,0.0
2019-05-28,-5.3571
2019-05-29,-20.0
2019-05-30,-0.4127
2019-05-31,5.3878
2019-06-03,-10.3371
2019-06-04,-4.7619
2019-06-05,-11.3158
2019-06-06,-12.1662
2019-06-07,8.1081
2019-06-10,0.625
2019-06-11,3.1056
2019-06-12,-5.1205
2019-06-13,-14.6032
2019-06-14,10.0372
2019-06-17,-28.0405
2019-06-18,18.3099
2019-06-19,9.5238
2019-06-20,9.7826
2019-06-21,3.6304
2019-06-24,1.2739
2019-06-25,-9.1195
2019-06-26,4.4983
2019-06-27,5.4768
2019-06-28,-3.9367
2019-07-01,5.2288
2019-07-02,9.6273
2019-07-03,13.3768
2019-07-05,5.6919
2019-07-08,12.2931
2019-07-09,11.3684
2019-07-10,-5.482
2019-07-11,-4.8
2019-07-12,-1.2605
2019-07-15,8.2979
2019-07-16,-1.5716999999999999
2019-07-17,0.0
2019-07-18,-1.996
2019-07-19,3.055
2019-07-22,-9.0909
2019-07-23,-2.6087
2019-07-24,-6.25
2019-07-25,5.0
2019-07-26,0.907
2019-07-29,5.618
2019-07-30,-2.9787
2019-07-31,0.4386
2019-08-01,-2.6201
2019-08-02,-11.2108
2019-08-05,9.3434
2019-08-06,14.3187
2019-08-07,-5.0505
2019-08-08,1.9149
2019-08-09,-0.8351
2019-08-12,-9.0526
2019-08-13,-1.6204
2019-08-14,-2.5882
2019-08-15,-0.9662
2019-08-16,-16.8293
2019-08-19,1.173
2019-08-20,14.7826
2019-08-21,-8.0808
2019-08-22,4.3956
2019-08-23,-31.3158
2019-08-26,-3.0651
2019-08-27,-7.1146
2019-08-28,-1.7021
2019-08-29,9.9567
2019-08-30,-1.5748
2019-09-03,14.804
2019-09-04,-10.1077
2019-09-05,4.655
2019-09-06,-0.7852
2019-09-09,1.5342
2019-09-10,0.7353
2019-09-11,0.365
2019-09-12,-2.9091
2019-09-13,0.0
2019-09-16,-0.3745
2019-09-17,-1.8797000000000001
2019-09-18,0.3831
2019-09-19,-0.7634
2019-09-20,-5.3846
2019-09-23,-5.6911000000000005
2019-09-24,6.8966
2019-09-25,-1.6129
2019-09-26,-4.0984
2019-09-27,0.4274
2019-09-30,-5.5319
2019-10-01,5.4054
2019-10-02,9.0427
2019-10-03,10.127
2019-10-04,3.5587
2019-10-07,-3.4364
2019-10-08,1.4235
2019-10-09,-5.2632
2019-10-10,0.7407
2019-10-11,0.0
2019-10-14,1.1029
2019-10-15,-5.4545
2019-10-16,4.2308
2019-10-17,-4.428
2019-10-18,9.2664
2019-10-21,-4.0636
2019-10-22,-0.1842
2019-10-23,-4.059
2019-10-24,1.1538
2019-10-25,-1.1407
2019-10-28,-0.3846
2019-10-29,3.0888
2019-10-30,-3.7453
2019-10-31,0.7782
2019-11-01,0.3861
2019-11-04,2.6923
2019-11-05,-2.9962999999999997
2019-11-06,1.1583
2019-11-07,3.0534
2019-11-08,0.7407
2019-11-11,-5.8824
2019-11-12,1.5625
2019-11-13,-1.5385
2019-11-14,1.5625
2019-11-15,-3.8462
2019-11-18,-2.0
2019-11-19,3.6694
2019-11-20,-1.9646
2019-11-21,1.2048
2019-11-22,-0.7937
2019-11-25,-0.4
2019-11-26,1.6064
2019-11-27,0.0
2019-11-29,-9.0909
2019-12-02,0.4348
2019-12-03,-0.8658
2019-12-04,-0.8734
2019-12-05,-3.0837
2019-12-06,4.5455
2019-12-09,-1.7391
2019-12-10,-11.8053
2019-12-11,-7.1844
2019-12-12,5.4054
2019-12-13,-9.9949
2019-12-16,-4.279
2019-12-17,4.7619
2019-12-18,6.25
2019-12-19,1.0695000000000001
2019-12-20,0.0
2019-12-23,2.6455
2019-12-24,-4.1237
2019-12-26,-1.6129
2019-12-27,-7.1257
2019-12-30,-4.0951
2019-12-31,-12.2699
2020-01-02,20.2797
2020-01-03,-11.7849
2020-01-06,-0.4811
2020-01-07,0.6623
2020-01-08,-1.3158
2020-01-09,-0.18
2020-01-10,-0.561
2020-01-13,0.0739
2020-01-14,5.3690999999999995
2020-01-15,1.9108
2020-01-16,0.625
2020-01-17,-3.7267
2020-01-21,1.2774
2020-01-22,-1.2612999999999999
2020-01-23,12.9032
2020-01-24,-8.0
2020-01-27,-6.2174
2020-01-28,-5.8679
2020-01-29,-0.795
2020-01-30,2.8085
2020-01-31,-2.0419
2020-02-03,-9.2042
2020-02-04,-3.8238
2020-02-05,0.0
2020-02-06,-0.6532
2020-02-07,-8.2718
2020-02-10,8.8496
2020-02-11,-0.813
2020-02-12,13.959
2020-02-13,12.206
2020-02-14,-7.2244
2020-02-18,3.6413
2020-02-19,3.1532999999999998
2020-02-20,-0.4718
2020-02-21,-0.5649
2020-02-24,-2.044
2020-02-25,-0.1267
2020-02-26,0.1268
2020-02-27,0.4867
2020-02-28,-0.4777
2020-03-02,2.6598
2020-03-03,-1.9481000000000002
2020-03-04,2.649
2020-03-05,-2.5806
2020-03-06,-1.9801
2020-03-09,1.0067
2020-03-10,-1.0033
2020-03-11,7.4324
2020-03-12,-5.6604
2020-03-13,0.0
2020-03-16,-9.3333
2020-03-17,6.6176
2020-03-18,-3.6345
2020-03-19,1.6246
2020-03-20,-1.4085
2020-03-23,-5.0
2020-03-24,6.015
2020-03-25,15.4043
2020-03-26,-7.2026
2020-03-27,-7.2848
2020-03-30,14.2857
2020-03-31,1.875
2020-04-01,-7.362
2020-04-02,-1.9868000000000001
2020-04-03,1.3514
2020-04-06,2.6667
2020-04-07,-2.5974
2020-04-08,-6.0
2020-04-09,0.0
2020-04-13,13.4752
2020-04-14,-12.5
2020-04-15,14.2857
2020-04-16,5.625
2020-04-17,-1.716
2020-04-20,-8.4889
2020-04-21,8.5526
2020-04-22,-3.6364
2020-04-23,0.6289
2020-04-24,-0.625
2020-04-27,-0.6478
2020-04-28,1.1141
2020-04-29,1.4211
2020-04-30,-1.8519
2020-05-01,-0.6289
2020-05-04,4.4304
2020-05-05,-3.6364
2020-05-06,-1.8868
2020-05-07,-2.5641
2020-05-08,0.6579
2020-05-11,-5.8824
2020-05-12,-2.7778
2020-05-13,3.9286
2020-05-14,2.4055
2020-05-15,-2.0134
2020-05-18,-1.6712
2020-05-19,-1.1562999999999999
2020-05-20,2.8894
2020-05-21,-3.6164
2020-05-22,1.6202
2020-05-26,-5.2448
2020-05-27,1.0923
2020-05-28,-2.1755
2020-05-29,-2.9776
2020-06-01,1.5307
2020-06-02,-0.7576
2020-06-03,4.9618
2020-06-04,1.8182
2020-06-05,-2.1429
2020-06-08,0.0
2020-06-09,1.4599
2020-06-10,7.1942
2020-06-11,3.2013
2020-06-12,23.5612
2020-06-15,-7.8947
2020-06-16,-8.0
2020-06-17,-9.3168
2020-06-18,-2.0342
2020-06-19,0.6782
2020-06-22,2.0833
2020-06-23,4.7619
2020-06-24,0.0
2020-06-25,0.974
2020-06-26,1.2862
2020-06-29,-2.2222
2020-06-30,3.2468
2020-07-01,-3.6226000000000003
2020-07-02,-5.3772
2020-07-06,4.8276
2020-07-07,1.7961
2020-07-08,-0.4718
2020-07-09,-0.6558
2020-07-10,10.5824
2020-07-13,-4.7701
2020-07-14,-8.1373
2020-07-15,6.0811
2020-07-16,4.4586
2020-07-17,-0.9146
2020-07-20,-0.3077
2020-07-21,0.0
2020-07-22,-0.6173
2020-07-23,-4.0373
2020-07-24,0.3236
2020-07-27,-0.6452
2020-07-28,-0.0065
2020-07-29,-2.5911
2020-07-30,0.0
2020-07-31,1.3333
