ticker,OWPC US Equity
2019-11-05,20.0
2019-11-06,26.6667
2019-11-08,-7.8947
2019-11-14,-7.1429
2019-11-19,-7.6923
2019-11-20,-33.3333
2019-11-21,25.0
2019-11-22,-20.0
2019-11-25,-7.5
2019-11-26,5.4054
2019-11-27,0.0
2019-11-29,0.0
2019-12-03,0.0
2019-12-05,-2.5641
2019-12-06,2.6316
2019-12-09,0.9487
2019-12-10,-0.9398
2019-12-12,-2.5641
2019-12-16,-2.6316
2019-12-17,2.7027
2019-12-18,2.6316
2019-12-19,-2.5641
2019-12-20,18.4211
2019-12-23,0.0
2019-12-24,2.2222
2020-01-02,60.8696
2020-01-03,8.1081
2020-01-06,-6.25
2020-01-07,0.0
2020-01-08,-5.6
2020-01-10,-42.9379
2020-01-13,-31.6832
2020-01-14,-2.8986
2020-01-15,0.7463
2020-01-16,11.1111
2020-01-17,-13.3333
2020-01-21,0.7692
2020-01-22,0.0
2020-01-23,-3.4351
2020-01-24,-7.1146
2020-01-27,-0.4255
2020-01-28,-14.5299
2020-01-29,-1.0
2020-01-30,1.0101
2020-01-31,-8.0
2020-02-03,1.087
2020-02-04,-3.2258
2020-02-05,-6.6556
2020-02-06,0.0
2020-02-07,-4.7732
2020-02-10,-26.875
2020-02-11,-12.8205
2020-02-12,-11.7647
2020-02-13,-17.7778
2020-02-14,48.3514
2020-02-18,-19.8397
2020-02-19,-15.9091
2020-02-20,1.3514
2020-02-21,-13.3467
2020-02-24,-5.9154
2020-02-25,6.2873
2020-02-27,11.3781
2020-02-28,-22.6355
2020-03-02,14.2857
2020-03-03,9.375
2020-03-04,-20.0
2020-03-05,3.5714
2020-03-06,13.7586
2020-03-09,-24.2195
2020-03-10,32.0
2020-03-11,-1.5152
2020-03-12,-30.2308
2020-03-13,45.4465
2020-03-16,-6.0036
2020-03-17,-3.2258
2020-03-18,-16.6667
2020-03-19,32.0
2020-03-20,13.6364
2020-03-23,1.3333
2020-03-24,-9.6711
2020-03-25,16.5331
2020-03-26,0.0
2020-03-27,0.0
2020-03-30,0.0
2020-03-31,0.0
2020-04-01,0.0
2020-04-02,0.0
2020-04-03,0.0
2020-04-06,-12.5
2020-04-07,14.2571
2020-04-08,-2.4756
2020-04-09,-10.2564
2020-04-13,-2.8571
2020-04-14,5.8824
2020-04-15,0.0
2020-04-16,-25.0
2020-04-17,31.4815
2020-04-20,-4.2254
2020-04-21,0.0
2020-04-22,-0.0294
2020-04-23,0.0294
2020-04-24,-2.9412000000000003
2020-04-27,0.0
2020-04-29,0.0
2020-05-01,0.0
2020-05-05,0.0
2020-05-06,1.5152
2020-05-08,-33.7313
2020-05-11,50.9009
2020-05-13,7.4478
2020-05-15,1.403
2020-05-18,1.3699
2020-05-19,5.4054
2020-05-20,-6.4103
2020-05-21,1.3699
2020-05-22,8.1081
2020-05-26,25.0
2020-05-27,-10.0
2020-05-28,11.1111
2020-05-29,12.0
2020-06-01,-1.7856999999999998
2020-06-02,1.8182
2020-06-03,-1.7856999999999998
2020-06-04,1.8182
2020-06-05,0.0
2020-06-08,7.1429
2020-06-09,5.0
2020-06-10,-3.1905
2020-06-11,-6.5585
2020-06-12,5.2641
2020-06-15,0.0
2020-06-16,-13.3189
2020-06-17,-7.6923
2020-06-18,0.0
2020-06-19,-4.1667
2020-06-22,-2.1739
2020-06-23,-18.7333
2020-06-24,15.3951
2020-06-25,-14.5735
2020-06-26,-2.9126
2020-06-29,8.5714
2020-06-30,-7.8947
2020-07-01,8.5714
2020-07-02,-13.1579
2020-07-06,15.1515
2020-07-07,13.1579
2020-07-08,-16.3023
2020-07-09,5.5849
2020-07-10,-5.2632
2020-07-13,-2.7778
2020-07-14,-8.5714
2020-07-15,4.6875
2020-07-16,4.4776
2020-07-17,-2.8571
2020-07-20,-9.3824
2020-07-21,-5.8747
2020-07-22,3.6897
2020-07-23,-0.2328
2020-07-24,2.3
2020-07-27,7.5269
2020-07-28,-12.1061
2020-07-29,-3.4304
2020-07-30,2.2849
2020-07-31,1.2216
