ticker,TUFN US Equity
2019-08-29,3.5403000000000002
2019-08-30,1.009
2019-09-03,-4.0511
2019-09-04,-3.8750999999999998
2019-09-05,2.2262
2019-09-06,-0.4709
2019-09-09,-6.1502
2019-09-10,8.6326
2019-09-11,4.3503
2019-09-12,-3.7799
2019-09-13,2.3108
2019-09-16,-3.8396
2019-09-17,2.9947
2019-09-18,-3.2497
2019-09-19,-1.8268
2019-09-20,7.563
2019-09-23,5.4687
2019-09-24,-10.5291
2019-09-25,3.016
2019-09-26,-2.5832
2019-09-27,-0.825
2019-09-30,-2.1985
2019-10-01,1.3366
2019-10-02,-3.3573
2019-10-03,2.9777
2019-10-04,-0.0602
2019-10-07,-1.2055
2019-10-08,2.8676
2019-10-09,4.9229
2019-10-10,-12.0972
2019-10-11,1.1576
2019-10-14,-2.2886
2019-10-15,4.2941
2019-10-16,-0.0624
2019-10-17,2.6841
2019-10-18,-6.079
2019-10-21,3.6893000000000002
2019-10-22,-0.1248
2019-10-23,1.125
2019-10-24,4.5117
2019-10-25,0.6505
2019-10-28,-0.9401
2019-10-29,1.7793999999999999
2019-10-30,4.1375
2019-10-31,-4.4768
2019-11-01,3.6907
2019-11-04,-3.8418
2019-11-05,0.8226
2019-11-06,1.2821
2019-11-07,-1.3809
2019-11-08,0.1167
2019-11-11,-0.1166
2019-11-12,4.8425
2019-11-13,2.0033
2019-11-14,1.0366
2019-11-15,-6.3175
2019-11-18,-0.1153
2019-11-19,-2.9429
2019-11-20,1.7835999999999999
2019-11-21,2.1028000000000002
2019-11-22,-0.1144
2019-11-25,4.0092
2019-11-26,3.4141
2019-11-27,0.213
2019-11-29,2.0723
2019-12-02,-0.6247
2019-12-03,-9.7433
2019-12-04,2.3215
2019-12-05,-7.4305
2019-12-06,0.5515
2019-12-09,1.1578
2019-12-10,0.6627
2019-12-11,0.2394
2019-12-12,-1.5522
2019-12-13,1.4554
2019-12-16,0.538
2019-12-17,1.0702
2019-12-18,-2.0
2019-12-19,0.4202
2019-12-20,-0.8368
2019-12-23,6.9922
2019-12-24,-1.4085
2019-12-26,2.9714
2019-12-27,-3.4406
2019-12-30,2.8161
2019-12-31,-1.6768999999999998
2020-01-02,0.6822
2020-01-03,1.581
2020-01-06,-2.0567
2020-01-07,-0.9648
2020-01-08,-1.3181
2020-01-09,-24.0418
2020-01-10,2.37
2020-01-13,5.3025
2020-01-14,0.7801
2020-01-15,0.2815
2020-01-16,4.2105
2020-01-17,-2.963
2020-01-21,0.4858
2020-01-22,-1.4503
2020-01-23,2.0322
2020-01-24,1.3736
2020-01-27,0.2033
2020-01-28,1.4199
2020-01-29,-1.5333
2020-01-30,-0.1354
2020-01-31,-0.8814
2020-02-03,-2.1888
2020-02-04,2.4476
2020-02-05,0.6826
2020-02-06,-0.2712
2020-02-07,-0.6798
2020-02-10,4.1068
2020-02-11,-2.8270999999999997
2020-02-12,-0.6089
2020-02-13,-3.1995
2020-02-14,2.5316
2020-02-18,-1.2346
2020-02-19,0.6944
2020-02-20,-0.5517
2020-02-21,-1.0402
2020-02-24,-3.2235
2020-02-25,-5.1411999999999995
2020-02-26,-7.2519
2020-02-27,-1.7284000000000002
2020-02-28,-2.0101
2020-03-02,-2.5641
2020-03-03,-0.2632
2020-03-04,-1.1434
2020-03-05,-2.3132
2020-03-06,-7.9235
2020-03-09,-15.8259
2020-03-10,7.6381
2020-03-11,-10.917
2020-03-12,-11.152
2020-03-13,-0.1379
2020-03-16,3.8674
2020-03-17,5.3191
2020-03-18,-21.8434
2020-03-19,10.5008
2020-03-20,-1.9005999999999998
2020-03-23,7.8987
2020-03-24,1.105
2020-03-25,15.4372
2020-03-26,9.2308
2020-03-27,-2.0585
2020-03-30,-3.9823
2020-03-31,1.1521
2020-04-01,-6.7198
2020-04-02,-3.4188
2020-04-03,-3.9191000000000003
2020-04-06,3.8158
2020-04-07,1.2674
2020-04-08,6.6333
2020-04-09,0.2347
2020-04-13,1.7564
2020-04-14,7.0196
2020-04-15,-2.7957
2020-04-16,0.6637
2020-04-17,-1.5385
2020-04-20,-1.8973
2020-04-21,-3.413
2020-04-22,4.2403
2020-04-23,4.2938
2020-04-24,0.325
2020-04-27,2.6997999999999998
2020-04-28,1.4721
2020-04-29,10.6736
2020-04-30,-9.9251
2020-05-01,-3.6383
2020-05-04,-1.5102
2020-05-05,4.9288
2020-05-06,-1.0438
2020-05-07,6.962
2020-05-08,0.4931
2020-05-11,3.0422
2020-05-12,-5.2381
2020-05-13,-16.9849
2020-05-14,1.8159999999999998
2020-05-15,5.9453
2020-05-18,3.8159
2020-05-19,0.2162
2020-05-20,2.589
2020-05-21,-0.5258
2020-05-22,2.8541
2020-05-26,1.2333
2020-05-27,1.1168
2020-05-28,-2.4096
2020-05-29,6.07
2020-06-01,-1.5518999999999998
2020-06-02,1.4778
2020-06-03,2.7184
2020-06-04,-1.7013
2020-06-05,3.5577
2020-06-08,0.2786
2020-06-09,-0.3704
2020-06-10,0.6506
2020-06-11,-2.5854
2020-06-12,0.9479
2020-06-15,-4.6948
2020-06-16,2.9557
2020-06-17,1.8182
2020-06-18,4.6053
2020-06-19,1.3477000000000001
2020-06-22,-3.7234
2020-06-23,-10.3131
2020-06-24,-5.4415
2020-06-25,-4.3431
2020-06-26,2.9512
2020-06-29,0.3308
2020-06-30,4.9451
2020-07-01,1.466
2020-07-02,1.2384
2020-07-06,2.7523
2020-07-07,-9.4246
2020-07-08,1.5333999999999999
2020-07-09,4.9622
2020-07-10,3.4943
2020-07-13,-3.3764
2020-07-14,-0.3083
2020-07-15,3.0928
2020-07-16,-1.7
2020-07-17,4.3744
2020-07-20,5.6530000000000005
2020-07-21,-3.1365
2020-07-22,0.381
2020-07-23,-0.6641
2020-07-24,-5.2531
2020-07-27,-0.2016
2020-07-28,-0.7071
2020-07-29,-1.3225
2020-07-30,-1.3402
2020-07-31,-1.2539
