ticker,JTCMF US Equity
2016-09-30,10.0
2016-10-03,13.6364
2016-10-04,0.0
2016-10-05,28.0
2016-10-06,-37.5
2016-10-07,5.0
2016-10-11,-4.7619
2016-10-12,0.0
2016-10-13,50.0
2016-10-17,-33.3333
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,0.0
2016-10-21,50.0
2016-10-24,-0.4167
2016-10-25,-16.318
2016-10-27,0.0
2016-10-28,-20.0
2016-10-31,-10.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,11.1111
2016-11-04,-50.0
2016-11-07,0.0
2016-11-08,10.0
2016-11-09,-9.0909
2016-11-14,0.0
2016-11-15,10.0
2016-11-17,-9.0909
2016-11-18,0.0
2016-11-21,0.0
2016-11-22,-50.0
2016-11-23,100.0
2016-11-28,-50.0
2016-11-29,300.0
2016-11-30,0.0
2016-12-01,-50.0
2016-12-02,10.0
2016-12-06,-36.3636
2016-12-07,-14.2857
2016-12-08,66.6667
2016-12-12,-50.0
2016-12-13,200.0
2016-12-14,-33.3333
2016-12-15,-90.0
2016-12-16,900.0
2016-12-19,-50.0
2016-12-20,300.0
2016-12-21,-50.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-30,0.0
2017-01-03,0.0
2017-01-04,70.0
2017-01-05,0.0
2017-01-10,-41.1765
2017-01-12,10.0
2017-01-13,-9.0909
2017-01-19,0.0
2017-01-20,0.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-26,0.0
2017-01-30,0.0
2017-01-31,100.0
2017-02-01,0.0
2017-02-03,0.0
2017-02-06,0.0
2017-02-07,-50.0
2017-02-08,0.0
2017-02-10,10.0
2017-02-14,-9.0909
2017-02-15,0.0
2017-02-16,0.0
2017-02-21,110.0
2017-02-22,-52.381
2017-02-27,100.0
2017-02-28,-50.0
2017-03-01,0.0
2017-03-02,100.0
2017-03-03,-11.5625
2017-03-06,0.0
2017-03-07,-43.4629
2017-03-08,130.0
2017-03-09,-39.1304
2017-03-10,42.8571
2017-03-13,0.0
2017-03-14,-50.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,90.0
2017-03-20,-42.1053
2017-03-21,81.8182
2017-03-22,-50.0
2017-03-23,30.0
2017-03-27,15.3846
2017-03-28,26.6667
2017-03-30,-21.0526
2017-03-31,-33.3333
2017-04-03,0.0
2017-04-04,31.875
2017-04-05,-24.1706
2017-04-10,25.0
2017-04-11,-20.0
2017-04-20,-50.0
2017-04-21,160.0
2017-04-24,0.0
2017-04-26,-53.8462
2017-04-27,116.6667
2017-04-28,-3.8462
2017-05-02,0.0
2017-05-03,-20.0
2017-05-05,40.0
2017-05-08,-28.5714
2017-05-12,20.0
2017-05-15,-8.3333
2017-05-16,9.0909
2017-05-17,-16.6667
2017-05-18,100.0
2017-05-19,0.0
2017-05-22,-15.0
2017-05-23,-41.1765
2017-05-24,80.0
2017-05-26,0.0
2017-05-30,-44.4444
2017-05-31,0.0
2017-06-01,80.0
2017-06-02,0.0
2017-06-05,0.0
2017-06-07,-44.4444
2017-06-09,70.0
2017-06-12,6.4706
2017-06-13,-44.7514
2017-06-15,80.0
2017-06-16,-44.4444
2017-06-19,80.0
2017-06-20,-44.4444
2017-06-21,10.0
2017-06-22,0.0
2017-06-23,36.3636
2017-06-26,-33.3333
2017-06-29,10.0
2017-06-30,-9.0909
2017-07-03,10.0
2017-07-07,-9.0909
2017-07-10,0.0
2017-07-11,50.0
2017-07-12,0.0
2017-07-13,-33.3333
2017-07-17,100.0
2017-07-18,0.0
2017-07-19,-50.0
2017-07-20,0.0
2017-07-24,60.0
2017-07-25,0.0
2017-07-28,-6.25
2017-08-01,0.0
2017-08-02,-60.0
2017-08-03,0.0
2017-08-08,0.0
2017-08-10,150.0
2017-08-11,0.0
2017-08-15,0.0
2017-08-16,-60.0
2017-08-17,0.0
2017-08-18,-16.6667
2017-08-22,-80.0
2017-08-24,200.0
2017-08-25,-66.6667
2017-08-28,200.0
2017-09-06,400.0
2017-09-07,-93.3333
2017-09-13,200.0
2017-09-14,100.0
2017-09-15,66.6667
2017-09-18,-50.0
2017-09-25,0.0
2017-09-27,0.0
2017-09-28,0.0
2017-09-29,200.0
2017-10-02,-66.6667
2017-10-06,0.0
2017-10-11,0.0
2017-10-13,0.0
2017-10-23,100.0
2017-10-25,-50.0
2017-10-26,198.0
2017-10-27,-79.8658
2017-10-30,0.0
2017-11-02,-66.6667
2017-11-03,200.0
2017-11-06,0.0
2017-11-08,0.0
2017-11-10,0.0
2017-11-13,0.0
2017-11-15,0.0
2017-11-27,0.0
2017-12-01,0.0
2017-12-11,0.0
2017-12-13,0.0
2017-12-15,-66.6667
2017-12-18,0.0
2017-12-20,1800.0
2017-12-21,-21.0526
2017-12-22,-73.3333
2017-12-26,-25.0
2017-12-27,396.6667
2017-12-28,0.0
2017-12-29,-89.9329
2018-01-02,0.0
2018-01-03,226.6667
2018-01-04,0.0
2018-01-05,0.0
2018-01-10,-69.3878
2018-01-11,-26.6667
2018-01-12,0.0
2018-01-16,-9.0909
2018-01-19,50.0
2018-01-23,0.0
2018-01-29,-33.3333
2018-01-30,0.0
2018-02-01,0.0
2018-02-09,0.0
2018-02-20,0.0
2018-02-22,0.0
2018-02-23,0.0
2018-02-26,0.0
2018-03-02,0.0
2018-03-06,0.0
2018-03-07,-70.0
2018-03-08,233.3333
2018-03-09,1200.0
2018-03-13,-0.7692
2018-03-15,16.2791
2018-03-16,-15.3333
2018-03-19,-22.0472
2018-03-21,31.3131
2018-03-22,0.0
2018-03-23,-92.3077
2018-03-27,20.0
2018-04-02,0.0
2018-04-05,-16.6667
2018-04-17,100.0
2018-05-11,0.0
2018-05-16,-40.0
2018-05-22,-16.6667
2018-06-06,0.0
2018-06-08,0.0
2018-06-11,0.0
2018-06-14,0.0
2018-06-18,0.0
2018-06-22,0.0
2018-06-25,0.0
2018-06-26,0.0
2018-07-25,0.0
2018-07-26,0.0
2018-07-31,100.0
2018-08-03,-50.0
2018-08-15,0.0
2018-08-16,0.0
2018-08-21,0.0
2018-08-22,0.0
2018-08-28,0.0
2018-08-29,0.0
2018-09-05,0.0
2018-09-07,0.0
2018-09-10,1400.0
2018-09-11,-93.3333
2018-09-17,900.0
2018-09-18,-90.0
2018-09-19,-90.0
2018-10-08,0.0
2018-10-09,0.0
2018-10-16,0.0
2018-10-23,900.0
2018-10-29,890.0
2018-10-30,-89.899
2018-10-31,0.0
2018-11-01,0.0
2018-11-07,0.0
2018-11-19,700.0
2018-11-23,0.0
2018-11-26,-3.75
2018-11-29,-1.2987
2018-11-30,-86.8421
2018-12-04,0.0
2018-12-10,0.0
2018-12-11,0.0
2018-12-19,0.0
2018-12-21,0.0
2018-12-31,-90.0
2019-01-17,0.0
2019-02-01,900.0
2019-02-12,-80.0
2019-03-27,0.0
2019-04-03,-50.0
2019-04-10,200.0
2019-04-16,-66.6667
2019-05-02,0.0
2019-05-28,0.0
2019-09-10,0.0
2019-10-04,0.0
2019-10-17,0.0
2019-10-22,0.0
2019-10-25,0.0
2019-11-05,100.0
2019-11-21,-50.0
2020-01-23,100.0
2020-01-24,-50.0
2020-01-27,0.0
2020-03-11,0.0
2020-05-28,0.0
2020-06-03,0.0
2020-06-19,900.0
2020-06-24,-90.0
2020-06-25,400.0
2020-07-01,100.0
2020-07-02,460.0
2020-07-06,-60.7143
2020-07-07,150.0
2020-07-08,-60.0
2020-07-09,0.0
2020-07-10,0.0
2020-07-13,0.0
2020-07-15,-4.5455
2020-07-16,0.0
2020-07-17,0.0
2020-07-21,0.0
2020-07-27,0.0
2020-07-28,23.8095
2020-07-29,0.0
2020-07-31,0.0
