ticker,APEI US Equity
2008-04-02,1.5213999999999999
2008-04-03,1.2176
2008-04-04,3.3004
2008-04-07,-0.9256
2008-04-08,0.9946
2008-04-09,2.2381
2008-04-10,1.3135
2008-04-11,-5.1282
2008-04-14,-0.9718
2008-04-15,2.9132
2008-04-16,-0.5066
2008-04-17,-3.0848
2008-04-18,2.2559
2008-04-21,-4.8051
2008-04-22,-2.5079000000000002
2008-04-23,-2.3445
2008-04-24,2.7009
2008-04-25,-0.3571
2008-04-28,0.9449
2008-04-29,-1.9367
2008-04-30,6.0237
2008-05-01,2.1732
2008-05-02,2.7043
2008-05-05,3.1361
2008-05-06,2.008
2008-05-07,-2.5872
2008-05-08,0.4908
2008-05-09,3.0451
2008-05-12,2.983
2008-05-13,1.516
2008-05-14,1.0667
2008-05-15,0.5277
2008-05-16,-1.0761
2008-05-19,0.0796
2008-05-20,-3.3404
2008-05-21,-3.8673
2008-05-22,1.9116
2008-05-23,-0.112
2008-05-27,4.6525
2008-05-28,6.2132
2008-05-29,-0.7816
2008-05-30,-5.7433
2008-06-02,-1.7525
2008-06-03,-2.0307
2008-06-04,-0.112
2008-06-05,5.1598
2008-06-06,-2.6933
2008-06-09,-5.0973
2008-06-10,1.3860999999999999
2008-06-11,-0.1994
2008-06-12,6.4498
2008-06-13,2.0912
2008-06-16,1.5231
2008-06-17,1.94
2008-06-18,2.8165
2008-06-19,-1.1106
2008-06-20,-0.0998
2008-06-23,-1.324
2008-06-24,-1.6709
2008-06-25,2.8579
2008-06-26,-3.6295
2008-06-27,0.1558
2008-06-30,1.2448
2008-07-01,3.7141
2008-07-02,0.4939
2008-07-03,3.1703
2008-07-07,-3.9543
2008-07-08,-0.5208
2008-07-09,-2.5679
2008-07-10,6.0901
2008-07-11,-7.8148
2008-07-14,-3.192
2008-07-15,-1.2162
2008-07-16,5.2804
2008-07-17,8.7578
2008-07-18,-4.6834
2008-07-21,0.4512
2008-07-22,4.9164
2008-07-23,-0.4044
2008-07-24,-0.621
2008-07-25,5.119
2008-07-28,-1.5775000000000001
2008-07-29,3.4146
2008-07-30,1.3252
2008-07-31,0.7094
2008-08-01,1.4308
2008-08-04,-7.4653
2008-08-05,4.4559
2008-08-06,-0.1347
2008-08-07,0.607
2008-08-08,4.7598
2008-08-11,-2.9436999999999998
2008-08-12,-3.1868
2008-08-13,-0.454
2008-08-14,3.4208
2008-08-15,8.247
2008-08-18,-0.7333
2008-08-19,-3.899
2008-08-20,-1.1104
2008-08-21,-0.7126
2008-08-22,-3.4798
2008-08-25,-1.3294000000000001
2008-08-26,0.8221
2008-08-27,-2.1518
2008-08-28,2.9861
2008-08-29,0.472
2008-09-02,1.8792
2008-09-03,2.3935
2008-09-04,-2.7236000000000002
2008-09-05,0.2866
2008-09-08,-0.7035
2008-09-09,-3.0551
2008-09-10,3.9507
2008-09-11,5.0088
2008-09-12,2.5105
2008-09-15,-4.9796
2008-09-16,3.3505
2008-09-17,-3.4497
2008-09-18,5.7038
2008-09-19,0.5498
2008-09-22,0.5468
2008-09-23,-6.4653
2008-09-24,-0.5383
2008-09-25,0.3464
2008-09-26,3.8619
2008-09-29,-4.0299
2008-09-30,4.5022
2008-10-01,0.6007
2008-10-02,-0.0824
2008-10-03,-0.68
2008-10-06,-8.9627
2008-10-07,-10.1869
2008-10-08,-4.2375
2008-10-09,-1.8018
2008-10-10,15.9471
2008-10-13,9.3786
2008-10-14,-6.3617
2008-10-15,-9.2479
2008-10-16,1.7026
2008-10-17,-0.7632
2008-10-20,5.0608
2008-10-21,-0.3542
2008-10-22,-4.2891
2008-10-23,-5.6202
2008-10-24,-1.9412
2008-10-27,-6.8218
2008-10-28,15.0732
2008-10-29,6.4621
2008-10-30,0.3281
2008-10-31,3.4104
2008-11-03,7.0477
2008-11-04,2.1313
2008-11-05,-7.8099
2008-11-06,-1.3671
2008-11-07,4.5671
2008-11-10,4.8892
2008-11-11,-1.098
2008-11-12,-9.845
2008-11-13,-4.9489
2008-11-14,-5.231
2008-11-17,2.3214
2008-11-18,-2.2939
2008-11-19,-7.0691
2008-11-20,3.6924
2008-11-21,0.8568
2008-11-24,-1.7786
2008-11-25,5.3514
2008-11-26,2.078
2008-11-28,-0.578
2008-12-01,-6.5723
2008-12-02,8.0087
2008-12-03,3.6071999999999997
2008-12-04,-1.5474
2008-12-05,3.6346
2008-12-08,-5.5213
2008-12-09,-4.6652000000000005
2008-12-10,4.9724
2008-12-11,-0.4261
2008-12-12,0.6796
2008-12-15,-3.1
2008-12-16,0.774
2008-12-17,-4.2499
2008-12-18,-1.2567
2008-12-19,1.4893
2008-12-22,2.3212
2008-12-23,0.6519
2008-12-24,-2.9016
2008-12-26,-1.1473
2008-12-29,-3.5358
2008-12-30,2.2384
2008-12-31,1.7789000000000001
2009-01-02,4.598
2009-01-05,-1.928
2009-01-06,-1.232
2009-01-07,-3.5827999999999998
2009-01-08,-2.6149
2009-01-09,4.8898
2009-01-12,2.3713
2009-01-13,1.1582
2009-01-14,-1.6133
2009-01-15,8.2518
2009-01-16,-1.9301
2009-01-20,-3.0394
2009-01-21,-1.4132
2009-01-22,4.3784
2009-01-23,-2.422
2009-01-26,-1.7912
2009-01-27,0.0521
2009-01-28,0.2083
2009-01-29,1.2214
2009-01-30,0.5392
2009-02-02,3.6517
2009-02-03,0.8376
2009-02-04,-2.7852
2009-02-05,-0.4775
2009-02-06,5.1768
2009-02-09,0.9844
2009-02-10,-1.7118
2009-02-11,1.0643
2009-02-12,-0.4308
2009-02-13,4.6154
2009-02-17,-0.8732
2009-02-18,1.1822
2009-02-19,-9.4387
2009-02-20,2.5044
2009-02-23,-3.4304
2009-02-24,0.8945
2009-02-25,-2.229
2009-02-26,-4.1969
2009-02-27,1.0005
2009-03-02,-1.178
2009-03-03,-2.0049
2009-03-04,0.6912
2009-03-05,-7.0016
2009-03-06,9.8022
2009-03-09,-2.3662
2009-03-10,-0.2754
2009-03-11,6.9594000000000005
2009-03-12,5.6545
2009-03-13,1.0997
2009-03-16,-2.8040000000000003
2009-03-17,4.576
2009-03-18,-0.5945
2009-03-19,0.5024
2009-03-20,-2.1185
2009-03-23,2.6021
2009-03-24,-2.7020999999999997
2009-03-25,3.922
2009-03-26,0.4923
2009-03-27,-1.7495
2009-03-30,3.2526
2009-03-31,-3.2881
2009-04-01,-0.1902
2009-04-02,4.8118
2009-04-03,2.7045
2009-04-06,2.6776
2009-04-07,-5.7112
2009-04-08,-0.6857
2009-04-09,-4.9942
2009-04-13,-4.6754
2009-04-14,-6.9632
2009-04-15,2.5949
2009-04-16,4.6858
2009-04-17,2.4924
2009-04-20,-4.7643
2009-04-21,-4.2209
2009-04-22,1.4146
2009-04-23,-0.5901
2009-04-24,-3.157
2009-04-27,-3.7894
2009-04-28,5.097
2009-04-29,3.2516
2009-04-30,-3.9231
2009-05-01,-2.9167
2009-05-04,-0.186
2009-05-05,-0.559
2009-05-06,-0.2594
2009-05-07,-1.3873
2009-05-08,-5.3634
2009-05-11,3.3137
2009-05-12,3.2074
2009-05-13,-2.9044
2009-05-14,3.2605
2009-05-15,6.7497
2009-05-18,-2.3066
2009-05-19,0.0833
2009-05-20,0.0833
2009-05-21,0.2496
2009-05-22,0.8575
2009-05-26,-0.5485
2009-05-27,-3.668
2009-05-28,-5.8975
2009-05-29,-0.6085
2009-06-01,2.1426
2009-06-02,4.0455
2009-06-03,2.0449
2009-06-04,-2.3991
2009-06-05,-0.0578
2009-06-08,-1.2442
2009-06-09,0.0
2009-06-10,1.1134
2009-06-11,1.6517
2009-06-12,-0.0285
2009-06-15,2.7374
2009-06-16,1.3599999999999999
2009-06-17,3.3133
2009-06-18,1.7758
2009-06-19,1.5365
2009-06-22,-3.9754
2009-06-23,-1.6827
2009-06-24,-0.8422
2009-06-25,4.6301
2009-06-26,2.6709
2009-06-29,-2.3463
2009-06-30,3.2907
2009-07-01,-1.2894999999999999
2009-07-02,-3.9191000000000003
2009-07-06,-3.3058
2009-07-07,-2.0403000000000002
2009-07-08,-0.4222
2009-07-09,-0.7631
2009-07-10,-0.5981
2009-07-13,0.3438
2009-07-14,1.7419
2009-07-15,1.0385
2009-07-16,0.5556
2009-07-17,-0.5801
2009-07-20,-1.3615
2009-07-21,-1.2958
2009-07-22,1.4555
2009-07-23,-0.2813
2009-07-24,-2.5388
2009-07-27,-1.5918999999999999
2009-07-28,0.7059
2009-07-29,1.7231
2009-07-30,0.5455
2009-07-31,0.9994
2009-08-03,0.1979
2009-08-04,2.4831
2009-08-05,-7.5716
2009-08-06,-1.7574999999999998
2009-08-07,-0.849
2009-08-10,1.8043
2009-08-11,-1.502
2009-08-12,0.8539
2009-08-13,4.6265
2009-08-14,0.289
2009-08-17,-1.0951
2009-08-18,-0.7284
2009-08-19,2.6710000000000003
2009-08-20,1.944
2009-08-21,-0.2804
2009-08-24,-0.4499
2009-08-25,-2.5705999999999998
2009-08-26,0.5799
2009-08-27,-0.0865
2009-08-28,-0.3751
2009-08-31,0.3475
2009-09-01,-1.2698
2009-09-02,-1.0816
2009-09-03,1.8322
2009-09-04,0.6384
2009-09-08,1.4994
2009-09-09,-0.3409
2009-09-10,-1.3397999999999999
2009-09-11,-1.4447
2009-09-14,-0.557
2009-09-15,0.1769
2009-09-16,0.5592
2009-09-17,2.0778
2009-09-18,-0.5161
2009-09-21,3.1124
2009-09-22,-2.18
2009-09-23,-1.6857
2009-09-24,-1.5402
2009-09-25,-0.4427
2009-09-28,1.9271
2009-09-29,0.0582
2009-09-30,0.9593
2009-10-01,-1.0654
2009-10-02,1.0768
2009-10-05,-1.0942
2009-10-06,0.7278
2009-10-07,2.1387
2009-10-08,4.2162
2009-10-09,0.4616
2009-10-12,-1.3784
2009-10-13,0.4659
2009-10-14,0.5183
2009-10-15,-1.2753999999999999
2009-10-16,-2.0341
2009-10-19,1.0101
2009-10-20,1.0833
2009-10-21,0.2198
2009-10-22,0.2194
2009-10-23,-1.8331
2009-10-26,-1.9508999999999999
2009-10-27,-1.6202
2009-10-28,-4.2184
2009-10-29,-2.1719
2009-10-30,-1.6343
2009-11-02,0.9718
2009-11-03,0.1242
2009-11-04,-1.0233
2009-11-05,1.911
2009-11-06,4.4267
2009-11-09,-1.7074
2009-11-10,-1.9766
2009-11-11,0.3666
2009-11-12,0.2435
2009-11-13,0.6073
2009-11-16,1.962
2009-11-17,1.5394
2009-11-18,-1.7201
2009-11-19,-3.9454000000000002
2009-11-20,-0.7412
2009-11-23,2.0535
2009-11-24,-1.311
2009-11-25,-0.5561
2009-11-27,-1.9261
2009-11-30,1.4571
2009-12-01,-1.7795999999999998
2009-12-02,-1.049
2009-12-03,-2.6662
2009-12-04,3.0693
2009-12-07,2.4656000000000002
2009-12-08,1.4687999999999999
2009-12-09,1.2627
2009-12-10,-0.0608
2009-12-11,1.5825
2009-12-14,3.0857
2009-12-15,-0.0291
2009-12-16,-0.4651
2009-12-17,-2.0736
2009-12-18,-2.207
2009-12-21,0.1525
2009-12-22,0.8526
2009-12-23,0.6039
2009-12-24,1.1104
2009-12-28,-0.2078
2009-12-29,1.5764
2009-12-30,2.2548
2009-12-31,-1.6037
2010-01-04,1.2806
2010-01-05,-2.7011
2010-01-06,4.7844
2010-01-07,2.0293
2010-01-08,2.7901
2010-01-11,-0.4569
2010-01-12,0.054
2010-01-13,2.1587
2010-01-14,1.0565
2010-01-15,-2.5353
2010-01-19,1.0995
2010-01-20,-1.1671
2010-01-21,-1.6640000000000001
2010-01-22,1.1736
2010-01-25,-0.1079
2010-01-26,-0.5401
2010-01-27,3.8556
2010-01-28,3.7124
2010-01-29,-3.8568
2010-02-01,-1.0225
2010-02-02,1.1656
2010-02-03,3.2993
2010-02-04,-0.507
2010-02-05,-1.3248
2010-02-08,-0.0258
2010-02-09,1.0331
2010-02-10,1.7127
2010-02-11,0.1257
2010-02-12,1.6566
2010-02-16,-0.4938
2010-02-17,-0.2978
2010-02-18,1.3439999999999999
2010-02-19,-0.9332
2010-02-22,-2.1071
2010-02-23,7.4956
2010-02-24,1.0836
2010-02-25,1.7012
2010-02-26,-0.8708
2010-03-01,0.601
2010-03-02,-0.2987
2010-03-03,1.8437000000000001
2010-03-04,-0.4979
2010-03-05,-0.8187
2010-03-08,0.7567
2010-03-09,-1.1379
2010-03-10,3.0617
2010-03-11,1.8763
2010-03-12,-3.0914
2010-03-15,0.9729
2010-03-16,2.4647
2010-03-17,0.8966
2010-03-18,1.2787
2010-03-19,-2.5893
2010-03-22,1.7135
2010-03-23,0.9719
2010-03-24,-3.6791
2010-03-25,-0.1777
2010-03-26,1.8687
2010-03-29,0.5241
2010-03-30,1.9118
2010-03-31,-0.6608
2010-04-01,-0.4506
2010-04-05,-0.2587
2010-04-06,-0.6916
2010-04-07,0.1523
2010-04-08,-0.6736
2010-04-09,0.7001
2010-04-12,-1.1514
2010-04-13,0.7473
2010-04-14,-1.1998
2010-04-15,1.2586
2010-04-16,-0.1308
2010-04-19,0.4585
2010-04-20,-0.0217
2010-04-21,-0.5
2010-04-22,0.6555
2010-04-23,0.1954
2010-04-26,-2.6212999999999997
2010-04-27,-2.069
2010-04-28,0.5225
2010-04-29,0.1808
2010-04-30,-4.4665
2010-05-03,5.1004
2010-05-04,-3.4599
2010-05-05,-0.0233
2010-05-06,-1.4199
2010-05-07,-0.8264
2010-05-10,2.1667
2010-05-11,-0.2564
2010-05-12,4.8131
2010-05-13,0.9362
2010-05-14,-0.7509
2010-05-17,1.1348
2010-05-18,-1.8262
2010-05-19,-1.255
2010-05-20,-2.6328
2010-05-21,-2.9138
2010-05-24,0.5522
2010-05-25,-1.17
2010-05-26,0.7007
2010-05-27,-0.2399
2010-05-28,-1.6595
2010-06-01,-1.3206
2010-06-02,1.9331
2010-06-03,2.6988
2010-06-04,9.4697
2010-06-07,0.465
2010-06-08,-0.6781
2010-06-09,-1.3871
2010-06-10,1.4505
2010-06-11,2.8596
2010-06-14,-1.8113000000000001
2010-06-15,-0.7293
2010-06-16,2.2256
2010-06-17,0.0634
2010-06-18,1.373
2010-06-21,0.0208
2010-06-22,-3.25
2010-06-23,-2.261
2010-06-24,0.3966
2010-06-25,-0.3292
2010-06-28,-0.1101
2010-06-29,-2.1159
2010-06-30,-1.5987
2010-07-01,-2.9291
2010-07-02,-2.4045
2010-07-06,-0.2415
2010-07-07,4.0678
2010-07-08,0.6049
2010-07-09,-0.2081
2010-07-12,-1.6686
2010-07-13,2.6161
2010-07-14,1.3780000000000001
2010-07-15,-2.4694
2010-07-16,-0.8827
2010-07-19,3.0701
2010-07-20,1.7281
2010-07-21,-3.5539
2010-07-22,1.9235
2010-07-23,4.6612
2010-07-26,-0.1086
2010-07-27,-0.174
2010-07-28,-1.0022
2010-07-29,-0.5502
2010-07-30,-1.1728
2010-08-02,0.2687
2010-08-03,-0.335
2010-08-04,0.3585
2010-08-05,-4.7332
2010-08-06,-32.1303
2010-08-09,-4.3163
2010-08-10,-0.4331
2010-08-11,-3.697
2010-08-12,-3.5378
2010-08-13,-3.6286
2010-08-16,0.8907
2010-08-17,-1.4445999999999999
2010-08-18,2.9723
2010-08-19,-0.9885
2010-08-20,-0.3594
2010-08-23,-0.5611
2010-08-24,-0.5643
2010-08-25,0.0811
2010-08-26,3.5237
2010-08-27,-2.5822000000000003
2010-08-30,0.0402
2010-08-31,-0.2409
2010-09-01,2.9375999999999998
2010-09-02,2.932
2010-09-03,0.3038
2010-09-07,-0.7573
2010-09-08,1.1064
2010-09-09,2.3019
2010-09-10,-0.5902
2010-09-13,4.3043
2010-09-14,-0.9961
2010-09-15,0.4671
2010-09-16,4.2561
2010-09-17,1.681
2010-09-20,2.2605
2010-09-21,0.2969
2010-09-22,2.5329
2010-09-23,0.8662
2010-09-24,2.0356
2010-09-27,-0.5923
2010-09-28,1.2857
2010-09-29,0.3406
2010-09-30,1.3885
2010-10-01,1.339
2010-10-04,-3.2733
2010-10-05,2.018
2010-10-06,-0.213
2010-10-07,0.122
2010-10-08,-0.2437
2010-10-11,2.2901
2010-10-12,0.1194
2010-10-13,1.2821
2010-10-14,-6.3586
2010-10-15,0.3144
2010-10-18,3.5725
2010-10-19,-2.6324
2010-10-20,2.2374
2010-10-21,-0.304
2010-10-22,1.311
2010-10-25,0.1204
2010-10-26,-9.8136
2010-10-27,-1.0165
2010-10-28,-5.5892
2010-10-29,-0.2853
2010-11-01,-5.8655
2010-11-02,2.6596
2010-11-03,3.775
2010-11-04,-3.2096999999999998
2010-11-05,-1.437
2010-11-08,1.1963
2010-11-09,22.3125
2010-11-10,2.8994
2010-11-11,-1.585
2010-11-12,-1.7894
2010-11-15,3.5834
2010-11-16,-0.0293
2010-11-17,0.9677
2010-11-18,-0.3485
2010-11-19,0.1166
2010-11-22,-1.9505
2010-11-23,-0.2672
2010-11-24,1.3099
2010-11-26,1.8807
2010-11-29,-0.0288
2010-11-30,-1.4137
2010-12-01,-1.9607999999999999
2010-12-02,2.5672
2010-12-03,-1.0768
2010-12-06,1.6181
2010-12-07,1.9108
2010-12-08,4.2898
2010-12-09,-6.5377
2010-12-10,2.8855
2010-12-13,-4.1076
2010-12-14,2.1566
2010-12-15,0.5205
2010-12-16,-0.0288
2010-12-17,2.2157999999999998
2010-12-20,0.8164
2010-12-21,0.6702
2010-12-22,1.6921
2010-12-23,0.2182
2010-12-27,-0.0544
2010-12-28,0.0272
2010-12-29,-0.0272
2010-12-30,1.4434
2010-12-31,-0.0268
2011-01-03,0.7519
2011-01-04,-1.0128
2011-01-05,1.3732
2011-01-06,4.409
2011-01-07,-1.5263
2011-01-10,-11.0307
2011-01-11,3.8037
2011-01-12,0.6993
2011-01-13,0.0
2011-01-14,1.3056
2011-01-18,0.5758
2011-01-19,-2.9716
2011-01-20,-0.3934
2011-01-21,-1.1001
2011-01-24,1.4546000000000001
2011-01-25,0.4779
2011-01-26,2.8539
2011-01-27,-2.6931000000000003
2011-01-28,-4.5289
2011-01-31,-1.7277
2011-02-01,4.9762
2011-02-02,0.9651
2011-02-03,1.8274
2011-02-04,1.5461
2011-02-07,0.9788
2011-02-08,1.804
2011-02-09,0.0
2011-02-10,0.767
2011-02-11,1.0499
2011-02-14,0.6234
2011-02-15,-6.1693
2011-02-16,1.2105
2011-02-17,-4.6208
2011-02-18,23.9242
2011-02-22,-3.461
2011-02-23,-1.7866
2011-02-24,3.8807
2011-02-25,0.6537
2011-02-28,-1.6006
2011-03-01,-0.9901
2011-03-02,0.1667
2011-03-03,2.8999
2011-03-04,0.3465
2011-03-07,-2.5322
2011-03-08,-0.1417
2011-03-09,-0.4967
2011-03-10,-0.618
2011-03-11,-0.7175
2011-03-14,0.1205
2011-03-15,-1.4918
2011-03-16,-2.638
2011-03-17,-0.8279
2011-03-18,0.9107
2011-03-21,2.6322
2011-03-22,0.7572
2011-03-23,-0.8485
2011-03-24,-0.3667
2011-03-25,-2.184
2011-03-28,0.4014
2011-03-29,-2.1239
2011-03-30,2.3487
2011-03-31,0.898
2011-04-01,0.9889
2011-04-04,0.7589
2011-04-05,0.656
2011-04-06,3.0654
2011-04-07,-1.9203999999999999
2011-04-08,0.1671
2011-04-11,0.0238
2011-04-12,-0.9771
2011-04-13,0.4091
2011-04-14,0.743
2011-04-15,0.1428
2011-04-18,-0.4277
2011-04-19,-1.4555
2011-04-20,0.0969
2011-04-21,4.596
2011-04-25,0.9251
2011-04-26,1.3978
2011-04-27,-2.4181
2011-04-28,-1.2043
2011-04-29,-0.9611
2011-05-02,1.2308
2011-05-03,0.5611
2011-05-04,-0.465
2011-05-05,0.911
2011-05-06,-0.463
2011-05-09,1.4186
2011-05-10,3.623
2011-05-11,-4.8905
2011-05-12,2.0707
2011-05-13,0.4103
2011-05-16,-1.4756
2011-05-17,0.1843
2011-05-18,0.92
2011-05-19,-0.1595
2011-05-20,-0.6848
2011-05-23,-0.5056
2011-05-24,0.2541
2011-05-25,1.4516
2011-05-26,-0.8403
2011-05-27,0.3207
2011-05-31,-0.0457
2011-06-01,-0.6396
2011-06-02,1.6322
2011-06-03,-0.7012
2011-06-06,-1.0251
2011-06-07,-0.7595
2011-06-08,-3.0612
2011-06-09,1.0766
2011-06-10,-4.213
2011-06-13,-0.2471
2011-06-14,2.7496
2011-06-15,-2.3867
2011-06-16,0.8644
2011-06-17,1.6404999999999998
2011-06-20,0.0964
2011-06-21,1.5644
2011-06-22,-1.1611
2011-06-23,2.3256
2011-06-24,-0.164
2011-06-27,2.0183
2011-06-28,2.1164
2011-06-29,-1.3517000000000001
2011-06-30,1.6442
2011-07-01,2.6062
2011-07-05,-0.1314
2011-07-06,0.6139
2011-07-07,4.075
2011-07-08,1.7797
2011-07-11,-2.7155
2011-07-12,2.2415
2011-07-13,0.1034
2011-07-14,-2.686
2011-07-15,1.5924
2011-07-18,-0.627
2011-07-19,2.2713
2011-07-20,0.7608
2011-07-21,-0.102
2011-07-22,-0.143
2011-07-25,-1.1457
2011-07-26,-1.7798
2011-07-27,-2.3599
2011-07-28,-2.4817
2011-07-29,0.8409
2011-08-01,0.0219
2011-08-02,-0.6362
2011-08-03,3.1795
2011-08-04,-1.1342
2011-08-05,-3.8095
2011-08-08,-7.3357
2011-08-09,1.967
2011-08-10,-4.7154
2011-08-11,3.6241
2011-08-12,3.2079
2011-08-15,-7.3615
2011-08-16,-2.3966
2011-08-17,-1.4216
2011-08-18,-5.139
2011-08-19,-3.7037
2011-08-22,1.1481
2011-08-23,7.6617
2011-08-24,3.2156000000000002
2011-08-25,-1.5577
2011-08-26,0.7004
2011-08-29,4.8429
2011-08-30,1.5971
2011-08-31,-0.3144
2011-09-01,-3.2266
2011-09-02,-2.908
2011-09-06,0.4648
2011-09-07,4.2663
2011-09-08,-1.4543
2011-09-09,-1.1256
2011-09-12,0.9866
2011-09-13,0.2505
2011-09-14,1.0245
2011-09-15,-2.5971
2011-09-16,-2.1838
2011-09-19,-0.4933
2011-09-20,-3.0785
2011-09-21,-2.4226
2011-09-22,-6.069
2011-09-23,2.0852
2011-09-26,1.3809
2011-09-27,2.7809
2011-09-28,-3.6444
2011-09-29,-0.2292
2011-09-30,-2.355
2011-10-03,-4.3235
2011-10-04,9.13
2011-10-05,0.7324
2011-10-06,3.943
2011-10-07,-4.9771
2011-10-10,3.5674
2011-10-11,0.9021
2011-10-12,3.6846
2011-10-13,-0.6533
2011-10-14,1.6044
2011-10-17,-2.2521
2011-10-18,-17.8761
2011-10-19,-0.2902
2011-10-20,2.4903
2011-10-21,1.3569
2011-10-24,6.8182
2011-10-25,-2.2151
2011-10-26,3.9344
2011-10-27,6.1371
2011-10-28,-1.1889
2011-10-31,-2.0782
2011-11-01,-2.9600999999999997
2011-11-02,-1.6978
2011-11-03,2.6932
2011-11-04,0.9977
2011-11-07,-2.3991
2011-11-08,5.7837
2011-11-09,-1.6129
2011-11-10,0.4446
2011-11-11,4.1217
2011-11-14,-1.5143
2011-11-15,0.3507
2011-11-16,-0.8602
2011-11-17,-0.3525
2011-11-18,-2.0408
2011-11-21,-0.4167
2011-11-22,3.8773
2011-11-23,-0.6713
2011-11-25,-1.5139
2011-11-28,0.3568
2011-11-29,2.1882
2011-11-30,2.5696
2011-12-01,-0.1044
2011-12-02,0.5747
2011-12-05,-0.4675
2011-12-06,-0.1827
2011-12-07,0.0523
2011-12-08,-2.9527
2011-12-09,6.5967
2011-12-12,-0.0758
2011-12-13,0.5308
2011-12-14,0.6538
2011-12-15,1.6488
2011-12-16,2.1627
2011-12-19,0.7938
2011-12-20,2.1957
2011-12-21,2.6156
2011-12-22,-0.091
2011-12-23,-0.4556
2011-12-27,3.2037
2011-12-28,-3.4146
2011-12-29,0.0918
2011-12-30,-0.7339
2012-01-03,-0.9935
2012-01-04,0.07
2012-01-05,-0.5131
2012-01-06,-0.3047
2012-01-09,-0.6584
2012-01-10,2.7456
2012-01-11,1.3591
2012-01-12,1.6818
2012-01-13,0.1565
2012-01-17,1.0712
2012-01-18,-5.0563
2012-01-19,-0.8605
2012-01-20,-1.3605
2012-01-23,-2.497
2012-01-24,2.3415
2012-01-25,1.6683
2012-01-26,-3.2349
2012-01-27,0.0969
2012-01-30,-1.7667000000000002
2012-01-31,-0.9855
2012-02-01,4.6030999999999995
2012-02-02,-2.0219
2012-02-03,0.6555
2012-02-06,-2.1708
2012-02-07,-0.2219
2012-02-08,1.6555
2012-02-09,1.896
2012-02-10,-3.0296
2012-02-13,2.214
2012-02-14,-0.6258
2012-02-15,0.9203
2012-02-16,0.288
2012-02-17,0.5504
2012-02-21,0.238
2012-02-22,1.377
2012-02-23,0.7026
2012-02-24,0.7209
2012-02-27,1.5008
2012-02-28,-5.9827
2012-02-29,-5.2504
2012-03-01,-0.6895
2012-03-02,-1.62
2012-03-05,0.7318
2012-03-06,-0.7784
2012-03-07,0.1438
2012-03-08,1.9193
2012-03-09,-0.0769
2012-03-12,1.2308
2012-03-13,1.2665
2012-03-14,-1.4132
2012-03-15,-0.3933
2012-03-16,0.5349
2012-03-19,0.4054
2012-03-20,-0.2776
2012-03-21,-0.3543
2012-03-22,-2.0823
2012-03-23,-0.8558
2012-03-26,1.7526000000000002
2012-03-27,-2.2365
2012-03-28,-1.4725
2012-03-29,2.055
2012-03-30,-0.6276
2012-04-02,0.8421
2012-04-03,-0.1827
