ticker,HOOK US Equity
2019-09-09,-3.9312
2019-09-10,-5.1151
2019-09-11,6.1995000000000005
2019-09-12,-3.5533
2019-09-13,-0.2632
2019-09-16,0.7916
2019-09-17,0.7853
2019-09-18,3.8961
2019-09-19,0.25
2019-09-20,-1.2469000000000001
2019-09-23,-0.3788
2019-09-24,0.0
2019-09-25,-0.2535
2019-09-26,-1.3977
2019-09-27,-2.9638999999999998
2019-09-30,-0.3984
2019-10-01,-0.5333
2019-10-02,-4.6917
2019-10-03,-2.5316
2019-10-04,1.8759000000000001
2019-10-07,-0.1416
2019-10-08,-4.1135
2019-10-09,0.4438
2019-10-10,-4.1237
2019-10-11,1.6897
2019-10-14,-1.2085
2019-10-15,9.0214
2019-10-16,8.2749
2019-10-17,8.5492
2019-10-18,-1.3126
2019-10-21,-0.7255
2019-10-22,0.1218
2019-10-23,-0.1217
2019-10-24,2.4361
2019-10-25,-0.1189
2019-10-28,0.5952
2019-10-29,-2.7218999999999998
2019-10-30,0.0
2019-10-31,-0.4866
2019-11-01,1.956
2019-11-04,-5.5156
2019-11-05,-5.203
2019-11-06,5.6225000000000005
2019-11-07,5.9569
2019-11-08,-4.6651
2019-11-11,2.8858
2019-11-12,-0.8537
2019-11-13,3.075
2019-11-14,-6.9212
2019-11-15,-5.5128
2019-11-18,5.9701
2019-11-19,2.6889
2019-11-20,4.2394
2019-11-21,1.0766
2019-11-22,0.0
2019-11-25,4.8521
2019-11-26,1.8058999999999998
2019-11-27,2.1064
2019-11-29,9.772
2019-12-02,-3.8576
2019-12-03,-6.3786
2019-12-04,3.956
2019-12-05,0.4228
2019-12-06,-13.5789
2019-12-09,-10.5968
2019-12-10,2.1798
2019-12-11,0.2667
2019-12-12,2.7926
2019-12-13,-0.7762
2019-12-16,0.3911
2019-12-17,4.026
2019-12-18,24.3446
2019-12-19,-0.4016
2019-12-20,5.9475999999999996
2019-12-23,14.9382
2019-12-24,-0.6623
2019-12-26,1.6667
2019-12-27,-2.1311
2019-12-30,1.9263
2019-12-31,0.493
2020-01-02,-0.6541
2020-01-03,-1.5638
2020-01-06,2.1739
2020-01-07,-6.3011
2020-01-08,1.5721
2020-01-09,-3.1814
2020-01-10,0.0
2020-01-13,-0.0888
2020-01-14,2.3111
2020-01-15,-3.0408
2020-01-16,0.8065
2020-01-17,-0.5333
2020-01-21,9.0259
2020-01-22,-1.2295
2020-01-23,14.5228
2020-01-24,-12.6087
2020-01-27,7.7943999999999996
2020-01-28,-4.5385
2020-01-29,2.7397
2020-01-30,-0.7059
2020-01-31,-5.2133
2020-02-03,4.9167
2020-02-04,2.8594
2020-02-05,5.7143
2020-02-06,-8.2542
2020-02-07,4.5382
2020-02-10,-3.1226
2020-02-11,-1.8082
2020-02-12,-3.6029
2020-02-13,-0.3322
2020-02-14,0.3333
2020-02-18,2.1595
2020-02-19,-2.2763999999999998
2020-02-20,-0.416
2020-02-21,0.1671
2020-02-24,-1.5013
2020-02-25,-0.6774
2020-02-26,0.0
2020-02-27,-7.7579
2020-02-28,-8.3179
2020-03-02,19.254
2020-03-03,0.0
2020-03-04,1.437
2020-03-05,-4.5833
2020-03-06,-2.6201
2020-03-09,-4.1256
2020-03-10,-4.2095
2020-03-11,-9.668
2020-03-12,-28.973
2020-03-13,13.6986
2020-03-16,-21.0174
2020-03-17,29.4915
2020-03-18,6.1518
2020-03-19,-9.0012
2020-03-20,11.6531
2020-03-23,-8.8592
2020-03-24,13.715
2020-03-25,-3.2787
2020-03-26,6.2954
2020-03-27,-9.9658
2020-03-30,5.6293
2020-03-31,-1.1976
2020-04-01,-10.4242
2020-04-02,4.1949
2020-04-03,1.9481000000000002
2020-04-06,5.7325
2020-04-07,-4.2169
2020-04-08,-1.5093999999999999
2020-04-09,1.9157
2020-04-13,-1.5038
2020-04-14,1.7812000000000001
2020-04-15,-4.625
2020-04-16,-5.2425
2020-04-17,11.3416
2020-04-20,-0.2484
2020-04-21,-5.604
2020-04-22,-0.7916
2020-04-23,-0.266
2020-04-24,8.6667
2020-04-27,7.362
2020-04-28,-2.2857
2020-04-29,4.2105
2020-04-30,-0.5612
2020-05-01,-10.0451
2020-05-04,5.6462
2020-05-05,5.8195
2020-05-06,1.0101
2020-05-07,2.7778
2020-05-08,3.5676
2020-05-11,6.8894
2020-05-12,-8.3984
2020-05-13,-3.5181
2020-05-14,4.1989
2020-05-15,0.2121
2020-05-18,7.1958
2020-05-19,-7.7986
2020-05-20,4.2827
2020-05-21,6.7762
2020-05-22,-1.25
2020-05-26,2.4343
2020-05-27,7.1293
2020-05-28,-3.8154
2020-05-29,0.6458
2020-06-01,-1.0082
2020-06-02,7.5
2020-06-03,0.3445
2020-06-04,-1.8026
2020-06-05,1.049
2020-06-08,4.6713000000000005
2020-06-09,-1.405
2020-06-10,-1.0059
2020-06-11,-10.9229
2020-06-12,9.0304
2020-06-15,1.8309
2020-06-16,-1.4555
2020-06-17,-3.1277
2020-06-18,2.6906
2020-06-19,4.7162
2020-06-22,-1.5847
2020-06-23,-4.1525
2020-06-24,-0.1768
2020-06-25,0.5314
2020-06-26,-6.7841000000000005
2020-06-29,11.0586
2020-06-30,-1.1064
2020-07-01,-3.4423
2020-07-02,-3.9215999999999998
2020-07-06,0.9276
2020-07-07,-1.5625
2020-07-08,-3.8282
2020-07-09,0.0
2020-07-10,0.1942
2020-07-13,-6.7829
2020-07-14,2.183
2020-07-15,7.7314
2020-07-16,-0.9443
2020-07-17,8.1983
2020-07-20,4.7577
2020-07-21,-4.037
2020-07-22,3.5057
2020-07-23,-2.1169000000000002
2020-07-24,-5.2768
2020-07-27,0.0
2020-07-28,-2.0091
2020-07-29,-1.6775
2020-07-30,-2.5592
2020-07-31,-6.0311
