ticker,TIGR US Equity
2019-08-08,1.1628
2019-08-09,-2.7586
2019-08-12,-1.6548
2019-08-13,0.2404
2019-08-14,-2.3981
2019-08-15,4.1769
2019-08-16,4.9528
2019-08-19,5.618
2019-08-20,3.4043
2019-08-21,0.823
2019-08-22,2.0408
2019-08-23,1.8
2019-08-26,-11.5914
2019-08-27,0.2222
2019-08-28,-3.2151
2019-08-29,-1.26
2019-08-30,0.6961
2019-09-03,0.2304
2019-09-04,5.7471
2019-09-05,0.0
2019-09-06,0.2174
2019-09-09,-4.1215
2019-09-10,2.0362
2019-09-11,5.3215
2019-09-12,-4.0
2019-09-13,3.0702
2019-09-16,5.9574
2019-09-17,-0.8032
2019-09-18,-3.4413
2019-09-19,-0.2096
2019-09-20,-1.8908
2019-09-23,1.0707
2019-09-24,-4.661
2019-09-25,-0.2222
2019-09-26,-3.7862
2019-09-27,-2.3148
2019-09-30,0.4739
2019-10-01,-7.3113
2019-10-02,1.2723
2019-10-03,5.0251
2019-10-04,-1.6745999999999999
2019-10-07,-0.7299
2019-10-08,-0.7353
2019-10-09,2.4691
2019-10-10,-2.1687
2019-10-11,2.2167
2019-10-14,-0.241
2019-10-15,-1.9324
2019-10-16,5.1724
2019-10-17,-1.6393
2019-10-18,-1.1905000000000001
2019-10-21,-2.6506
2019-10-22,-0.9901
2019-10-23,-2.0
2019-10-24,1.2755
2019-10-25,-1.5112999999999999
2019-10-28,0.0
2019-10-29,1.7903
2019-10-30,0.2513
2019-10-31,-0.7519
2019-11-01,-1.0101
2019-11-04,4.8469
2019-11-05,-2.6764
2019-11-06,2.25
2019-11-07,-0.2445
2019-11-08,0.9804
2019-11-11,-3.3981
2019-11-12,-1.2563
2019-11-13,-1.0178
2019-11-14,-2.0566
2019-11-15,0.5249
2019-11-18,0.7833
2019-11-19,-3.6269
2019-11-20,-2.6882
2019-11-21,2.2099
2019-11-22,-0.5405
2019-11-25,0.0
2019-11-26,1.9022000000000001
2019-11-27,-2.6667
2019-11-29,-1.9178
2019-12-02,-4.7486
2019-12-03,-1.4663
2019-12-04,-2.3810000000000002
2019-12-05,3.6585
2019-12-06,-1.4706000000000001
2019-12-09,-0.2985
2019-12-10,-1.1976
2019-12-11,-0.303
2019-12-12,0.6079
2019-12-13,-0.4532
2019-12-16,1.6692
2019-12-17,3.5821
2019-12-18,-0.5764
2019-12-19,3.7681
2019-12-20,4.7486
2019-12-23,-3.4667
2019-12-24,-1.3812
2019-12-26,-1.9607999999999999
2019-12-27,-3.1429
2019-12-30,6.1947
2019-12-31,-1.3889
2020-01-02,1.4085
2020-01-03,-2.5
2020-01-06,-2.5641
2020-01-07,-1.462
2020-01-08,0.2967
2020-01-09,-0.5917
2020-01-10,-0.5952
2020-01-13,0.5988
2020-01-14,-0.5952
2020-01-15,3.8922
2020-01-16,24.4957
2020-01-17,-5.0926
2020-01-21,0.2439
2020-01-22,0.4866
2020-01-23,-5.0847
2020-01-24,-4.3367
2020-01-27,0.8
2020-01-28,0.2646
2020-01-29,-1.5831
2020-01-30,-3.4853
2020-01-31,-2.5
2020-02-03,1.7094
2020-02-04,2.8011
2020-02-05,2.7248
2020-02-06,0.7958
2020-02-07,-5.0
2020-02-10,3.0471
2020-02-11,1.6129
2020-02-12,-1.5873
2020-02-13,-2.1505
2020-02-14,1.6484
2020-02-18,-1.0811
2020-02-19,-1.0929
2020-02-20,6.3536
2020-02-21,2.8571
2020-02-24,-3.0303
2020-02-25,-3.9063
2020-02-26,0.0
2020-02-27,-4.607
2020-02-28,-3.125
2020-03-02,6.7449
2020-03-03,-1.0989
2020-03-04,0.0
2020-03-05,-2.7778
2020-03-06,-1.4285999999999999
2020-03-09,-10.1449
2020-03-10,-6.129
2020-03-11,0.3436
2020-03-12,-14.3836
2020-03-13,0.4
2020-03-16,-5.1793
2020-03-17,1.6806999999999999
2020-03-18,-9.0909
2020-03-19,7.2727
2020-03-20,-0.4237
2020-03-23,-1.2766
2020-03-24,13.7931
2020-03-25,4.1667
2020-03-26,2.5455
2020-03-27,-1.0638
2020-03-30,-4.6594999999999995
2020-03-31,2.6316
2020-04-01,-2.9304
2020-04-02,-3.0189
2020-04-03,0.3891
2020-04-06,4.6512
2020-04-07,-4.4444
2020-04-08,0.0
2020-04-09,0.0
2020-04-13,1.1628
2020-04-14,2.682
2020-04-15,4.4776
2020-04-16,10.7143
2020-04-17,-3.2258
2020-04-20,-4.6667
2020-04-21,-0.3497
2020-04-22,1.4035
2020-04-23,-0.692
2020-04-24,0.0
2020-04-27,1.7422
2020-04-28,-1.1985999999999999
2020-04-29,1.9064
2020-04-30,-0.6803
2020-05-01,-7.5342
2020-05-04,-0.7407
2020-05-05,1.1194
2020-05-06,2.214
2020-05-07,-1.8051
2020-05-08,3.6765
2020-05-11,2.8369
2020-05-12,-1.3793
2020-05-13,-1.7483
2020-05-14,2.1352
2020-05-15,4.5296
2020-05-18,4.6667
2020-05-19,5.7325
2020-05-20,4.8193
2020-05-21,-5.1724
2020-05-22,-6.6667
2020-05-26,11.3636
2020-05-27,6.7055
2020-05-28,-7.1038
2020-05-29,-2.0588
2020-06-01,0.0
2020-06-02,2.7027
2020-06-03,3.2164
2020-06-04,5.949
2020-06-05,1.6042999999999998
2020-06-08,0.0
2020-06-09,9.473700000000001
2020-06-10,-4.8077
2020-06-11,-3.2828
2020-06-12,1.5666
2020-06-15,1.7995
2020-06-16,-2.0202
2020-06-17,4.3814
2020-06-18,-1.7284000000000002
2020-06-19,3.5176
2020-06-22,-1.4563
2020-06-23,5.665
2020-06-24,2.7972
2020-06-25,-1.3605
2020-06-26,-2.5286999999999997
2020-06-29,-3.3019
2020-06-30,1.4634
2020-07-01,-0.2404
2020-07-02,-0.241
2020-07-06,32.8502
2020-07-07,-0.1818
2020-07-08,25.6831
2020-07-09,1.0145
2020-07-10,-8.0344
2020-07-13,-1.7161
2020-07-14,-6.8254
2020-07-15,-1.5332
2020-07-16,-8.1315
2020-07-17,0.1883
2020-07-20,9.586500000000001
2020-07-21,3.9451
2020-07-22,-7.9208
2020-07-23,-4.8387
2020-07-24,-0.1883
2020-07-27,-2.0755
2020-07-28,-3.0829
2020-07-29,4.3738
2020-07-30,2.6667
2020-07-31,-2.2263
