ticker,BDVB US Equity
2017-11-03,-8.6701
2017-11-06,9.4218
2017-11-07,-67.3842
2017-11-08,15.0
2017-11-09,-21.7391
2017-11-10,11.1111
2017-11-13,-34.0
2017-11-14,24.8485
2017-11-15,12.8641
2017-11-16,-10.7634
2017-11-17,-1.1929
2017-11-20,-3.6098
2017-11-21,-11.1842
2017-11-22,13.9601
2017-11-24,-6.25
2017-11-27,4.16
2017-11-28,-7.8341
2017-11-29,0.0
2017-11-30,10.8333
2017-12-01,0.0
2017-12-04,-3.2580999999999998
2017-12-05,2.3316
2017-12-06,3.7975
2017-12-07,28.2927
2017-12-08,33.0798
2017-12-11,-14.5714
2017-12-12,-3.01
2017-12-13,-9.4828
2017-12-14,139.0476
2017-12-15,-65.0199
2017-12-18,-2.0501
2017-12-19,38.1395
2017-12-20,-27.4916
2017-12-21,-4.8061
2017-12-22,0.0
2017-12-26,2.439
2017-12-27,18.5714
2017-12-28,-11.1345
2017-12-29,24.2797
2018-01-04,-9.0909
2018-01-05,-10.0
2018-01-08,11.1111
2018-01-09,-10.0
2018-01-10,0.0
2018-01-11,0.0
2018-01-12,0.0
2018-01-16,2.2222
2018-01-22,4.5
2018-01-23,4.015
2018-01-24,-7.4
2018-01-25,0.0
2018-01-26,-13.6069
2018-01-29,12.5
2018-01-30,0.0
2018-01-31,-11.1111
2018-02-01,0.0
2018-02-02,10.0
2018-02-05,-0.9932
2018-02-06,-3.3584
2018-02-07,3.9501
2018-02-08,0.5416
2018-02-09,-4.5455
2018-02-12,15.9524
2018-02-15,2.6694
2018-02-16,-12.0
2018-02-22,0.0
2018-02-23,13.6364
2018-02-26,0.0
2018-02-27,0.0
2018-02-28,20.0
2018-03-02,-16.6667
2018-03-05,0.0
2018-03-06,20.0
2018-03-07,0.0
2018-03-08,-20.8333
2018-03-09,0.0
2018-03-12,0.0
2018-03-13,0.0
2018-03-14,0.0
2018-03-15,0.5263
2018-03-16,-0.5236
2018-03-19,0.0
2018-03-20,0.0
2018-03-21,5.2632
2018-03-23,-5.0
2018-03-26,-4.2105
2018-03-27,0.0
2018-03-28,20.6593
2018-04-04,43.898
2018-04-05,-35.443
2018-04-06,0.0
2018-04-09,0.0
2018-04-12,29.4118
2018-04-13,-22.7273
2018-04-16,23.5294
2018-04-17,-16.6667
2018-04-20,-2.8571
2018-04-23,17.451
2018-04-24,-14.8581
2018-04-25,0.0
2018-04-26,0.0
2018-04-27,0.0
2018-04-30,-0.1961
2018-05-02,-11.5914
2018-05-03,0.0
2018-05-04,11.1111
2018-05-11,0.0
2018-05-15,-2.0
2018-05-17,1.8367
2018-05-22,-19.6393
2018-05-24,-0.2494
2018-06-01,22.5
2018-06-07,-18.3673
2018-06-08,0.0
2018-06-12,0.25
2018-06-13,12.2195
2018-06-15,-11.1111
2018-06-18,0.0
2018-06-20,0.0
2018-06-22,0.0
2018-06-25,0.25
2018-06-26,-0.2494
2018-06-28,0.0
2018-06-29,0.0
2018-07-12,-62.5
2018-07-13,133.0
2018-07-16,-14.1631
2018-07-17,0.0
2018-07-18,-26.6667
2018-07-20,0.0
2018-07-23,0.0
2018-07-25,0.0
2018-07-26,-8.6364
2018-07-27,0.0
2018-07-30,0.0
2018-08-01,0.0
2018-08-03,0.0
2018-08-06,24.3781
2018-08-07,-11.6
2018-08-10,55.6561
2018-08-13,0.0
2018-08-15,-35.7558
2018-08-16,0.0
2018-08-23,55.6561
2018-08-24,-30.2326
2018-08-27,-7.9167
2018-08-28,0.0
2018-08-30,-32.1267
2018-08-31,33.3333
2018-09-07,50.0
2018-09-14,-65.0
2018-09-18,42.8571
2018-09-19,33.3333
2018-09-20,-25.0
2018-09-24,-6.6667
2018-09-25,0.0
2018-09-26,10.7143
2018-10-08,-9.6774
2018-10-23,0.0
2018-11-01,0.0
2018-11-05,21.4286
2018-11-07,-17.647100000000002
2018-11-08,0.0
2018-11-09,19.4286
2018-11-12,-15.0718
2018-11-15,0.0
2018-11-16,19.7183
2018-11-20,-16.4706
2018-11-21,19.7183
2018-11-27,17.647100000000002
2018-11-28,-27.5
2018-11-30,93.1034
2018-12-03,-48.2143
2018-12-04,0.0
2018-12-06,93.1034
2018-12-10,-33.9286
2018-12-12,0.0
2018-12-14,0.0
2018-12-17,0.0
2018-12-19,0.0
2018-12-21,16.2162
2018-12-27,-20.9302
2018-12-28,0.0
2018-12-31,0.0
2019-01-03,0.0
2019-01-09,0.0
2019-01-14,17.647100000000002
2019-01-16,0.0
2019-01-17,0.0
2019-01-25,-10.0
2019-01-28,0.0
2019-02-07,30.5556
2019-02-11,-19.1489
2019-02-13,-5.2632
2019-02-15,1.1111
2019-02-26,20.8791
2019-02-28,0.0
2019-03-01,-22.7273
2019-03-04,-26.4706
2019-03-05,4.0
2019-03-08,-23.0769
2019-03-11,-20.0
2019-03-15,-25.0
2019-03-18,316.6667
2019-03-19,-5.6
2019-03-20,-27.1186
2019-03-21,-13.8081
2019-03-22,-11.6358
2019-03-25,20.9924
2019-03-26,-3.4699999999999998
2019-03-27,20.915
2019-03-28,0.0
2019-03-29,3.7838000000000003
2019-04-01,30.4688
2019-04-02,3.7923999999999998
2019-04-03,-15.3846
2019-04-04,-9.0909
2019-04-08,-30.0
2019-04-09,57.1429
2019-04-11,0.4545
2019-04-15,-9.5023
2019-04-17,26.0
2019-04-18,54.7619
2019-04-22,-25.641
2019-04-23,3.4483
2019-04-24,16.6667
2019-04-25,-14.2857
2019-04-26,33.3333
2019-04-29,35.0
2019-04-30,-21.4815
2019-05-01,-5.4245
2019-05-03,0.2993
2019-05-07,31.5266
2019-05-08,17.2023
2019-05-09,-27.4194
2019-05-10,-2.2222
2019-05-13,0.0
2019-05-16,-4.9318
2019-05-20,-1.9842
2019-05-21,-17.0732
2019-05-23,-2.9412000000000003
2019-05-24,6.6667
2019-05-28,11.931799999999999
2019-05-29,-4.0609
2019-05-30,-12.6984
2019-06-03,-2.4242
2019-06-04,-3.4161
2019-06-05,2.8939
2019-06-07,9.375
2019-06-10,14.2857
2019-06-11,0.0
2019-06-19,11.5
2019-06-20,0.0
2019-06-25,-13.6771
2019-06-26,4.5455
2019-07-02,-8.0745
2019-07-05,0.0
2019-07-09,-5.4054
2019-07-10,-0.2857
2019-07-12,-2.5788
2019-07-15,0.0
2019-07-16,0.0
2019-07-19,-11.1765
2019-07-22,-0.6623
2019-07-23,0.0
2019-07-25,30.0
2019-08-02,-23.0769
2019-08-07,30.0
2019-08-08,-23.0769
2019-08-13,-6.6667
2019-08-16,-7.1429
2019-08-19,33.8462
2019-08-22,-29.3103
2019-08-29,54.4715
2019-09-05,-1.8420999999999998
2019-09-09,-2.681
2019-09-10,-2.7548
2019-09-11,-3.6827
2019-09-18,-27.352899999999998
2019-09-19,-19.0283
2019-09-20,-15.0
2019-09-23,-19.4118
2019-09-24,31.3869
2019-09-25,-13.3333
2019-09-26,9.6154
2019-09-27,2.924
2019-10-01,0.0
2019-10-07,13.6364
2019-10-09,-15.0
2019-10-10,5.8824
2019-10-15,-5.5556
2019-10-17,42.0
2019-10-18,23.0323
2019-10-22,-1.6835
2019-10-23,-0.6849
2019-10-25,-5.1724
2019-10-30,-27.2727
2019-10-31,27.5
2019-11-04,-19.6078
2019-11-05,9.7561
2019-11-06,11.1111
2019-11-07,18.8
2019-11-08,34.6801
2019-11-11,20.0
2019-11-12,2.0833
2019-11-13,-6.8367
2019-11-14,-1.4239
2019-11-15,11.1111
2019-11-18,3.0
2019-11-19,0.9709
2019-11-20,5.7692
2019-11-21,-4.5455
2019-11-22,9.5238
2019-11-25,-4.3478
2019-11-26,-10.1818
2019-11-27,16.1943
2019-11-29,-5.9233
2019-12-02,-7.4074
2019-12-03,5.0
2019-12-05,0.0
2019-12-06,-4.7619
2019-12-09,-1.0
2019-12-10,4.0404
2019-12-11,-12.6214
2019-12-12,16.6667
2019-12-13,0.0
2019-12-16,-4.7619
2019-12-17,0.0
2019-12-18,0.0
2019-12-19,0.0
2019-12-20,15.8
2019-12-23,0.0
2019-12-24,-0.1727
2019-12-26,-13.4948
2019-12-27,10.0
2019-12-30,3.6364
2019-12-31,0.0
2020-01-02,0.0
2020-01-03,5.0877
2020-01-06,1.8364
2020-01-07,7.377
2020-01-08,20.8626
2020-01-09,3.5811
2020-01-10,2.9268
2020-01-13,0.0
2020-01-14,4.2654
2020-01-15,0.0
2020-01-16,-8.9773
2020-01-21,11.8602
2020-01-22,-10.7143
2020-01-23,5.375
2020-01-24,-6.4057
2020-01-27,6.7174
2020-01-29,-6.2945
2020-01-30,1.3942
2020-01-31,5.0
2020-02-03,-4.881
2020-02-04,-9.8874
2020-02-05,10.1389
2020-02-06,-1.1349
2020-02-10,0.0
2020-02-13,1.148
2020-02-14,-11.979800000000001
2020-02-18,-14.0401
2020-02-19,29.8333
2020-02-20,-1.9255
2020-02-25,-11.0602
2020-02-26,14.6431
2020-02-27,-6.932
2020-02-28,15.7241
2020-03-02,-4.7676
2020-03-03,-12.3905
2020-03-04,0.0
2020-03-05,-10.7143
2020-03-06,0.0
2020-03-09,-18.4
2020-03-10,22.549
2020-03-12,0.0
2020-03-13,0.0
2020-03-17,-12.0
2020-03-19,-9.0909
2020-03-20,-9.0
2020-03-23,9.8901
2020-03-24,-36.0
2020-03-25,37.1875
2020-03-26,-0.2278
2020-03-27,0.0
2020-03-30,-17.8082
2020-03-31,9.7222
2020-04-01,1.2658
2020-04-02,-10.0
2020-04-03,11.1111
2020-04-06,-0.5
2020-04-07,0.0
2020-04-14,0.5025
2020-04-16,0.0
2020-04-17,-18.25
2020-04-20,-8.2569
2020-04-21,31.3333
2020-04-22,0.2538
2020-04-24,-6.962
2020-04-27,60.544200000000004
2020-04-29,-32.2034
2020-04-30,31.25
2020-05-01,-21.9048
2020-05-04,4.6341
2020-05-05,0.0
2020-05-06,0.0
2020-05-08,0.0
2020-05-12,-7.3427
2020-05-13,10.6918
2020-05-14,2.2727
2020-05-15,24.8889
2020-05-18,-7.4733
2020-05-19,-15.3846
2020-05-21,18.1818
2020-05-22,-10.0962
2020-05-26,0.5348
2020-05-28,27.6596
2020-05-29,0.0
2020-06-01,-16.6667
2020-06-02,6.65
2020-06-03,-1.5471
2020-06-04,0.0
2020-06-05,-9.5238
2020-06-09,25.8947
2020-06-10,-3.01
2020-06-11,-23.7931
2020-06-12,15.3846
2020-06-17,10.7843
2020-06-19,0.0
2020-06-22,0.0
2020-06-24,0.0
2020-06-26,0.0
2020-06-29,2.6549
2020-06-30,-12.931000000000001
2020-07-02,14.8515
2020-07-06,-13.7931
2020-07-08,-14.0
2020-07-09,2.2093
2020-07-13,0.1138
2020-07-14,7.9545
2020-07-16,-16.6842
2020-07-20,-3.9798
2020-07-21,1.3158
2020-07-22,1.8182
2020-07-23,-4.3367
2020-07-24,17.3333
2020-07-27,-15.9091
2020-07-28,0.0
2020-07-29,0.0
2020-07-30,-5.4054
