ticker,ALNY US Equity
2004-10-20,0.0
2004-10-21,-1.0909
2004-10-22,-0.7353
2004-10-25,-2.4074
2004-10-26,4.9336
2004-10-27,-2.3508
2004-10-28,-3.7037
2004-10-29,0.9615
2004-11-01,0.9524
2004-11-02,0.7547
2004-11-03,0.5431
2004-11-04,-1.0989
2004-11-05,2.467
2004-11-08,0.9006
2004-11-09,0.1821
2004-11-10,12.3636
2004-11-11,2.1036
2004-11-12,1.7433
2004-11-15,-1.0903
2004-11-16,1.8898000000000001
2004-11-17,0.7728
2004-11-18,-2.6074
2004-11-19,-7.4016
2004-11-22,17.3469
2004-11-23,0.1449
2004-11-24,13.7482
2004-11-26,3.0534
2004-11-29,1.6049
2004-11-30,-2.7946999999999997
2004-12-01,1.25
2004-12-02,-11.1111
2004-12-03,-8.75
2004-12-06,4.414
2004-12-07,-1.1662
2004-12-08,3.2448
2004-12-09,-3.1429
2004-12-10,-1.7699
2004-12-13,1.3514
2004-12-14,-4.1481
2004-12-15,2.0093
2004-12-16,2.8939
2004-12-17,1.0161
2004-12-20,0.5831
2004-12-21,8.2609
2004-12-22,5.7564
2004-12-23,-3.2785
2004-12-27,0.5104
2004-12-28,-2.474
2004-12-29,0.9346
2004-12-30,-2.1164
2004-12-31,0.9459
2005-01-03,1.4726
2005-01-04,-0.3958
2005-01-05,6.6225000000000005
2005-01-06,8.0745
2005-01-07,3.4483
2005-01-10,13.6667
2005-01-11,-11.1437
2005-01-12,-3.0473
2005-01-13,-0.9418
2005-01-14,0.8018
2005-01-18,-4.8864
2005-01-19,-8.1243
2005-01-20,-2.4707
2005-01-21,-2.0
2005-01-24,-4.7619
2005-01-25,2.8571
2005-01-26,-2.0833
2005-01-27,0.0
2005-01-28,-1.9858
2005-01-31,1.3025
2005-02-01,0.0
2005-02-02,5.0
2005-02-03,4.4898
2005-02-04,-0.9115
2005-02-07,5.3876
2005-02-08,-3.4913
2005-02-09,4.6512
2005-02-10,-3.2099
2005-02-11,-0.3827
2005-02-14,2.0487
2005-02-15,-2.7603999999999997
2005-02-16,-5.8065
2005-02-17,-3.5616
2005-02-18,-0.5682
2005-02-22,1.4285999999999999
2005-02-23,1.1268
2005-02-24,-0.1393
2005-02-25,-0.2789
2005-02-28,0.0
2005-03-01,-2.2378
2005-03-02,0.1431
2005-03-03,-1.2857
2005-03-04,0.0289
2005-03-07,-0.0289
2005-03-08,0.0
2005-03-09,0.0
2005-03-10,0.0
2005-03-11,0.5789
2005-03-14,-0.7194
2005-03-15,1.1594
2005-03-16,0.0
2005-03-17,1.0029
2005-03-18,1.1348
2005-03-21,11.641
2005-03-22,-2.8894
2005-03-23,-2.8461
2005-03-24,-1.1984
2005-03-28,-0.4043
2005-03-29,-1.8944999999999999
2005-03-30,1.3793
2005-03-31,-0.2721
2005-04-01,-0.5457
2005-04-04,0.6859
2005-04-05,2.5886
2005-04-06,5.8433
2005-04-07,3.7641
2005-04-08,-0.6046
2005-04-11,3.2847
2005-04-12,1.649
2005-04-13,1.3905
2005-04-14,-1.9428999999999998
2005-04-15,-5.4779
2005-04-18,1.603
2005-04-19,0.4126
2005-04-20,-0.1692
2005-04-21,-3.753
2005-04-22,4.4025
2005-04-25,-4.0964
2005-04-26,-0.7538
2005-04-27,3.6709
2005-04-28,-6.105
2005-04-29,1.1703999999999999
2005-05-02,-0.3856
2005-05-03,0.7742
2005-05-04,2.3047
2005-05-05,1.627
2005-05-06,-1.601
2005-05-09,-1.1264
2005-05-10,-1.5190000000000001
2005-05-11,3.7275
2005-05-12,-1.6109
2005-05-13,-2.1411
2005-05-16,2.8185000000000002
2005-05-17,-0.9889
2005-05-18,-1.1378
2005-05-19,3.5806
2005-05-20,0.2469
2005-05-23,-3.9409
2005-05-24,-2.5641
2005-05-25,-1.5789
2005-05-26,-0.2674
2005-05-27,-0.5362
2005-05-31,0.5391
2005-06-01,-0.2681
2005-06-02,-3.2258
2005-06-03,0.5512
2005-06-06,-0.6863
2005-06-07,0.9736
2005-06-08,-2.4793
2005-06-09,6.3277
2005-06-10,-1.966
2005-06-13,-3.794
2005-06-14,-0.7042
2005-06-15,0.2837
2005-06-16,4.6676
2005-06-17,1.2162
2005-06-20,2.6702
2005-06-21,-3.5111
2005-06-22,1.0782
2005-06-23,-2.0
2005-06-24,-2.7211
2005-06-27,1.958
2005-06-28,-0.4115
2005-06-29,1.405
2005-06-30,-0.8422
2005-07-01,-1.2328999999999999
2005-07-05,-2.9126
2005-07-06,0.7143
2005-07-07,0.9929
2005-07-08,0.1404
2005-07-11,-1.8233000000000001
2005-07-12,0.2857
2005-07-13,4.2735
2005-07-14,4.7814
2005-07-15,1.043
2005-07-18,4.2581
2005-07-19,2.7228
2005-07-20,13.253
2005-07-21,5.113
2005-07-22,-3.4474
2005-07-25,-0.7338
2005-07-26,3.5903
2005-07-27,-0.1019
2005-07-28,-1.1224
2005-07-29,0.6192
2005-08-01,-0.6154
2005-08-02,3.1992
2005-08-03,0.3
2005-08-04,-7.2782
2005-08-05,-3.7634
2005-08-08,-2.4581
2005-08-09,2.9782
2005-08-10,-0.3337
2005-08-11,1.0045
2005-08-12,0.7735
2005-08-15,0.2193
2005-08-16,-1.4223
2005-08-17,3.9956
2005-08-18,-1.4941
2005-08-19,0.2167
2005-08-22,0.2162
2005-08-23,-0.9709
2005-08-24,2.0697
2005-08-25,1.3874
2005-08-26,-1.1579
2005-08-29,-1.1715
2005-08-30,-0.3233
2005-08-31,2.7027
2005-09-01,0.8421
2005-09-02,0.8351
2005-09-06,-1.0352
2005-09-07,43.8285
2005-09-08,0.5818
2005-09-09,-0.7954
2005-09-12,3.4257
2005-09-13,-5.4264
2005-09-14,-0.5961
2005-09-15,0.3748
2005-09-16,-0.224
2005-09-19,-1.8713
2005-09-20,-7.0175
2005-09-21,-4.4299
2005-09-22,1.5451000000000001
2005-09-23,-2.3669000000000002
2005-09-26,0.1732
2005-09-27,-0.9497
2005-09-28,-0.0883
2005-09-29,4.1048
2005-09-30,-5.2013
2005-10-03,2.4779
2005-10-04,1.3817
2005-10-05,-4.5145
2005-10-06,-5.8876
2005-10-07,-3.2227
2005-10-10,-0.4897
2005-10-11,3.9370000000000003
2005-10-12,-6.25
2005-10-13,4.7475000000000005
2005-10-14,5.5931
2005-10-17,-0.3653
2005-10-18,-2.8414
2005-10-19,-2.5472
2005-10-20,-2.8074
2005-10-21,0.6972
2005-10-24,-1.088
2005-10-25,2.5
2005-10-26,-1.9512
2005-10-27,-2.9851
2005-10-28,-4.9231
2005-10-31,3.6677
2005-11-01,0.6243
2005-11-02,4.3433
2005-11-03,2.775
2005-11-04,0.2893
2005-11-07,0.2885
2005-11-08,-0.6711
2005-11-09,1.1583
2005-11-10,0.0
2005-11-11,0.1908
2005-11-14,2.1905
2005-11-15,-1.0252
2005-11-16,2.8249
2005-11-17,0.9158
2005-11-18,4.8094
2005-11-21,3.8961
2005-11-22,5.75
2005-11-23,1.9701
2005-11-25,-0.6182
2005-11-28,-1.5552000000000001
2005-11-29,-0.8689
2005-11-30,0.0797
2005-12-01,2.1497
2005-12-02,0.7015
2005-12-05,-0.2322
2005-12-06,0.3103
2005-12-07,1.4695
2005-12-08,4.3445
2005-12-09,-0.073
2005-12-12,1.0234
2005-12-13,1.3748
2005-12-14,-3.5689
2005-12-15,-4.5152
2005-12-16,6.8217
2005-12-19,-5.3701
2005-12-20,-2.1471999999999998
2005-12-21,1.0972
2005-12-22,4.4186
2005-12-23,0.1476
2005-12-27,-1.0369
2005-12-28,0.5243
2005-12-29,-1.2668
2005-12-30,0.8302
2006-01-03,-2.9939999999999998
2006-01-04,0.1543
2006-01-05,1.2327
2006-01-06,-0.9132
2006-01-09,7.2965
2006-01-10,3.4359
2006-01-11,-0.346
2006-01-12,-1.5972
2006-01-13,0.0
2006-01-17,1.2703
2006-01-18,0.6969
2006-01-19,2.4913
2006-01-20,1.2154
2006-01-23,-2.2015000000000002
2006-01-24,-7.0941
2006-01-25,0.514
2006-01-26,-2.9949
2006-01-27,-0.6777
2006-01-30,-3.8666
2006-01-31,5.9937000000000005
2006-02-01,-5.1339
2006-02-02,1.9607999999999999
2006-02-03,-1.8462
2006-02-06,1.4889999999999999
2006-02-07,-1.6216
2006-02-08,-4.4741
2006-02-09,-1.2325
2006-02-10,-0.9151
2006-02-13,1.8472
2006-02-14,8.8211
2006-02-15,2.803
2006-02-16,-1.6212
2006-02-17,5.1685
2006-02-21,10.114
2006-02-22,1.3583
2006-02-23,-5.2329
2006-02-24,-0.8754
2006-02-27,6.9293
2006-02-28,2.1601
2006-03-01,1.306
2006-03-02,-0.3683
2006-03-03,4.9908
2006-03-06,1.2911000000000001
2006-03-07,-5.2144
2006-03-08,0.6112
2006-03-09,0.5468
2006-03-10,-2.3565
2006-03-13,2.7228
2006-03-14,1.2048
2006-03-15,-0.0595
2006-03-16,0.5956
2006-03-17,-0.5921
2006-03-20,0.5956
2006-03-21,2.3683
2006-03-22,-0.347
2006-03-23,-0.8706
2006-03-24,-0.1756
2006-03-27,2.346
2006-03-28,1.3754
2006-03-29,3.3917
2006-03-30,-4.3193
2006-03-31,0.5143
2006-04-03,-3.5816
2006-04-04,2.0047
2006-04-05,-4.2197
2006-04-06,-1.5691000000000002
2006-04-07,-1.9007
2006-04-10,-5.75
2006-04-11,0.1326
2006-04-12,0.9934
2006-04-13,-1.1148
2006-04-17,-5.5703
2006-04-18,2.5281000000000002
2006-04-19,9.6575
2006-04-20,-4.1224
2006-04-21,1.0423
2006-04-24,-1.6118999999999999
2006-04-25,-1.7038
2006-04-26,-1.2667
2006-04-27,6.1445
2006-04-28,-2.1628
2006-05-01,-4.5514
2006-05-02,-2.3842
2006-05-03,0.5583
2006-05-04,6.3151
2006-05-05,2.5457
2006-05-08,2.2279
2006-05-09,0.5604
2006-05-10,4.3344
2006-05-11,-3.7389
2006-05-12,-7.09
2006-05-15,-0.2654
2006-05-16,-0.0665
2006-05-17,-0.0666
2006-05-18,-0.0666
2006-05-19,-0.9333
2006-05-22,-6.0565
2006-05-23,-3.2235
2006-05-24,2.0725
2006-05-25,6.6715
2006-05-26,2.3793
2006-05-30,-0.4648
2006-05-31,-1.3342
2006-06-01,-0.3381
2006-06-02,4.5455
2006-06-05,-1.233
2006-06-06,0.8541
2006-06-07,-2.2801
2006-06-08,0.4667
2006-06-09,-4.3796
2006-06-12,-1.2490999999999999
2006-06-13,-3.4434
2006-06-14,-3.6390000000000002
2006-06-15,5.5136
2006-06-16,0.859
2006-06-19,0.9226
2006-06-20,1.4768
2006-06-21,1.4553
2006-06-22,-1.1612
2006-06-23,0.2073
2006-06-26,0.069
2006-06-27,-2.0675
2006-06-28,2.4631
2006-06-29,5.3571
2006-06-30,-1.6949
2006-07-03,2.9177999999999997
2006-07-05,-4.6392
2006-07-06,-2.3649
2006-07-07,-3.737
2006-07-10,-3.0194
2006-07-11,3.7064
2006-07-12,-3.9314
2006-07-13,-5.3571
2006-07-14,-1.3365
2006-07-17,-6.4542
2006-07-18,1.7888
2006-07-19,7.4477
2006-07-20,-7.5545
2006-07-21,-2.1904
2006-07-24,4.6512
2006-07-25,3.7037
2006-07-26,-1.2698
2006-07-27,-3.135
2006-07-28,2.9046
2006-07-31,2.9839
2006-08-01,0.1566
2006-08-02,-1.8765
2006-08-03,2.5498
2006-08-04,-2.331
2006-08-07,0.0796
2006-08-08,-2.3847
2006-08-09,-3.7459
2006-08-10,-0.846
2006-08-11,0.8532
2006-08-14,2.4535
2006-08-15,3.8811
2006-08-16,2.1463
2006-08-17,1.0117
2006-08-18,1.0786
2006-08-21,2.0579
2006-08-22,-2.0164
2006-08-23,-2.2866
2006-08-24,-1.5601
2006-08-25,0.8716
2006-08-28,-0.4713
2006-08-29,2.9992
2006-08-30,-1.9923
2006-08-31,1.7983
2006-09-01,9.6774
2006-09-05,-0.1401
2006-09-06,-2.5244999999999997
2006-09-07,-0.2158
2006-09-08,1.0815
2006-09-11,-2.3538
2006-09-12,2.6297
2006-09-13,2.3487999999999998
2006-09-14,-2.5035
2006-09-15,3.495
2006-09-18,-3.7216
2006-09-19,-3.078
2006-09-20,3.5451
2006-09-21,-3.8516
2006-09-22,-2.2255
2006-09-25,3.4901
2006-09-26,3.4457
2006-09-27,2.7640000000000002
2006-09-28,-0.1379
2006-09-29,-0.4834
2006-10-02,-2.0819
2006-10-03,1.4883
2006-10-04,4.1899
2006-10-05,5.3619
2006-10-06,3.117
2006-10-09,3.578
2006-10-10,1.7868
2006-10-11,-3.5108
2006-10-12,0.3032
2006-10-13,-2.4788
2006-10-16,2.6038
2006-10-17,0.3625
2006-10-18,1.3847
2006-10-19,2.791
2006-10-20,-1.3865
2006-10-23,0.5272
2006-10-24,-2.1562
2006-10-25,-1.7271999999999998
2006-10-26,3.0909
2006-10-27,-1.1758
2006-10-30,-1.2493
2006-10-31,18.7952
2006-11-01,-2.2312
2006-11-02,-1.2448
2006-11-03,-2.9412000000000003
2006-11-06,3.1926
2006-11-07,2.0451
2006-11-08,0.4625
2006-11-09,-1.4834
2006-11-10,0.7269
2006-11-13,3.4021
2006-11-14,-0.3483
2006-11-15,1.9003
2006-11-16,-0.8837
2006-11-17,0.5448
2006-11-20,-0.7882
2006-11-21,-0.3972
2006-11-22,-0.349
2006-11-24,2.6513
2006-11-27,-1.4133
2006-11-28,3.1142
2006-11-29,4.2665
2006-11-30,-1.2873999999999999
2006-12-01,-0.7452
2006-12-04,2.0648
2006-12-05,4.7816
2006-12-06,0.8337
2006-12-07,-0.087
2006-12-08,3.7020999999999997
2006-12-11,-0.546
2006-12-12,-6.7568
2006-12-13,4.6196
2006-12-14,-1.5152
2006-12-15,-0.2198
2006-12-18,-1.7621
2006-12-19,0.4036
2006-12-20,-1.2059
2006-12-21,-2.8029
2006-12-22,0.4186
2006-12-26,-0.1853
2006-12-27,0.1856
2006-12-28,-0.0463
2006-12-29,-0.8341
2007-01-03,0.7944
2007-01-04,-0.6027
2007-01-05,-4.1045
2007-01-08,-0.7296
2007-01-09,8.8682
2007-01-10,1.4401
2007-01-11,-1.2866
2007-01-12,-1.3483
2007-01-16,-0.4556
2007-01-17,0.8696
2007-01-18,-2.8584
2007-01-19,0.0934
2007-01-22,-1.3999
2007-01-23,-1.893
2007-01-24,2.1225
2007-01-25,-1.5116
2007-01-26,-0.4796
2007-01-29,1.0602
2007-01-30,0.8107
2007-01-31,0.473
2007-02-01,0.6121
2007-02-02,-0.9359
2007-02-05,-2.5507999999999997
2007-02-06,-2.3752
2007-02-07,6.7527
2007-02-08,0.4186
2007-02-09,-1.4358
2007-02-12,1.3158
2007-02-13,-2.551
2007-02-14,-0.9519
2007-02-15,-2.0183
2007-02-16,0.2452
2007-02-20,3.6693
2007-02-21,0.7079
2007-02-22,-0.2812
2007-02-23,-1.3158
2007-02-26,-3.1905
2007-02-27,-2.4594
2007-02-28,-5.1942
2007-03-01,-4.2021
2007-03-02,-1.9434
2007-03-05,-2.2084
2007-03-06,4.806
2007-03-07,-1.9889999999999999
2007-03-08,0.7892
2007-03-09,-0.8389
2007-03-12,2.8765
2007-03-13,-5.1535
2007-03-14,1.4451
2007-03-15,-0.9117
2007-03-16,-3.4503
2007-03-19,0.8934
2007-03-20,0.0
2007-03-21,1.5348000000000002
2007-03-22,2.0349
2007-03-23,-0.6838
2007-03-26,-0.2869
2007-03-27,0.8055
2007-03-28,0.2854
2007-03-29,1.1383
2007-03-30,1.2943
2007-04-02,-2.6667
2007-04-03,1.8265
2007-04-04,-0.1682
2007-04-05,0.3369
2007-04-09,-0.056
2007-04-10,0.5599
2007-04-11,3.5078
2007-04-12,3.4965
2007-04-13,1.0915
2007-04-16,0.8226
2007-04-17,-1.0709
2007-04-18,0.4124
2007-04-19,-0.0513
2007-04-20,1.6949
2007-04-23,2.5758
2007-04-24,-0.3447
2007-04-25,1.087
2007-04-26,0.7331
2007-04-27,-3.1538
2007-04-30,-5.9619
2007-05-01,0.0
2007-05-02,1.8653
2007-05-03,-1.8835
2007-05-04,2.7186
2007-05-07,-1.4011
2007-05-08,0.4737
2007-05-09,1.4667
2007-05-10,-9.3443
2007-05-11,-0.4556
2007-05-14,-4.2334
2007-05-15,-0.8363
2007-05-16,0.3012
2007-05-17,-3.8438
2007-05-18,3.248
2007-05-21,1.0889
2007-05-22,-2.0946
2007-05-23,1.0391
2007-05-24,-2.6618
2007-05-25,2.1131
2007-05-29,-1.0956
2007-05-30,-4.6769
2007-05-31,5.8748000000000005
2007-06-01,-2.9878
2007-06-04,-1.2570999999999999
2007-06-05,1.9733
2007-06-06,-0.9363
2007-06-07,-4.4739
2007-06-08,2.2427
2007-06-11,1.4839
2007-06-12,0.0
2007-06-13,0.89
2007-06-14,0.0
2007-06-15,6.4272
2007-06-18,-1.0065
2007-06-19,-5.5024
2007-06-20,-2.2152
2007-06-21,2.2006
2007-06-22,-1.0133
2007-06-25,-0.3839
2007-06-26,0.8349
2007-06-27,3.0573
2007-06-28,-0.6799
2007-06-29,-5.476
2007-07-02,4.0816
2007-07-03,-1.518
2007-07-05,-1.6057000000000001
2007-07-06,-0.7833
2007-07-09,52.1053
2007-07-10,0.7785
2007-07-11,5.9657
2007-07-12,-6.6829
2007-07-13,0.8681
2007-07-16,1.0327
2007-07-17,3.322
2007-07-18,0.742
2007-07-19,1.5139
2007-07-20,-0.6046
2007-07-23,1.8654
2007-07-24,-2.9459
2007-07-25,4.8811
2007-07-26,-1.3688
2007-07-27,-3.2117
2007-07-30,1.3519
2007-07-31,-2.5465
2007-08-01,0.7466
2007-08-02,0.8234
2007-08-03,-3.0216
2007-08-06,1.4316
2007-08-07,6.0191
2007-08-08,-0.3524
2007-08-09,2.0825
2007-08-10,-5.1963
2007-08-13,4.2225
2007-08-14,-4.9085
2007-08-15,-3.1954
2007-08-16,-1.9466999999999999
2007-08-17,0.5179
2007-08-20,1.5887
2007-08-21,2.3246
2007-08-22,2.437
2007-08-23,-1.371
2007-08-24,1.5944
2007-08-27,-1.5292
2007-08-28,-3.5962
2007-08-29,0.7206
2007-08-30,0.0
2007-08-31,-1.6414
2007-09-04,4.7925
2007-09-05,5.88
2007-09-06,-0.3085
2007-09-07,4.3327
2007-09-10,-2.7067
2007-09-11,4.7637
2007-09-12,0.873
2007-09-13,0.1803
2007-09-14,0.7559
2007-09-17,4.4302
2007-09-18,6.466
2007-09-19,4.1131
2007-09-20,0.3086
2007-09-21,3.2923
2007-09-24,-0.0596
2007-09-25,-0.9836
2007-09-26,2.4684
2007-09-27,-0.3525
2007-09-28,-3.3903
2007-10-01,0.2441
2007-10-02,1.9787
2007-10-03,-0.9552
2007-10-04,-0.9042
2007-10-05,4.1363
2007-10-08,1.9567999999999999
2007-10-09,4.6978
2007-10-10,-3.0096
2007-10-11,-2.6516
2007-10-12,2.6659
2007-10-15,-1.4112
2007-10-16,-0.9734
2007-10-17,0.7228
2007-10-18,-2.9851
2007-10-19,-8.4024
2007-10-22,0.969
2007-10-23,2.6231999999999998
2007-10-24,-0.717
2007-10-25,-0.314
2007-10-26,2.8975999999999997
2007-10-29,-1.1019
2007-10-30,-1.6094
2007-10-31,-0.6606
2007-11-01,-4.9082
2007-11-02,1.7316
2007-11-05,-1.8003
2007-11-06,3.1667
2007-11-07,-1.0016
2007-11-08,1.9582000000000002
2007-11-09,-0.3201
2007-11-12,0.1285
2007-11-13,4.1693
2007-11-14,1.7856999999999998
2007-11-15,0.1512
2007-11-16,2.5672
2007-11-19,-4.3286
2007-11-20,-2.4314999999999998
2007-11-21,-1.4826
2007-11-23,4.0026
2007-11-26,1.2623
2007-11-27,1.8851
2007-11-28,3.2229
2007-11-29,-0.6938
2007-11-30,-5.0364
2007-12-03,-1.2569
2007-12-04,-2.6389
2007-12-05,-1.7538
2007-12-06,5.3879
2007-12-07,1.3243
2007-12-10,0.2128
2007-12-11,-3.8217
2007-12-12,-1.0091
2007-12-13,-0.3186
2007-12-14,-3.2918
2007-12-17,-6.7745999999999995
2007-12-18,0.709
2007-12-19,0.5984
2007-12-20,2.8691
2007-12-21,1.7687
2007-12-24,0.0668
2007-12-26,-0.0668
2007-12-27,-3.5094
2007-12-28,0.3117
2007-12-31,0.4144
2008-01-02,-0.5502
2008-01-03,2.3513
2008-01-04,-2.027
2008-01-07,1.5171999999999999
2008-01-08,9.2731
2008-01-09,-2.3624
2008-01-10,0.8596
2008-01-11,-0.4104
2008-01-14,0.0
2008-01-15,0.729
2008-01-16,2.8949
2008-01-17,-2.0489
2008-01-18,-4.7143
2008-01-22,-0.0655
2008-01-23,4.7213
2008-01-24,-1.4715
2008-01-25,-1.2075
2008-01-28,0.6755
2008-01-29,-0.4153
2008-01-30,-2.2457
2008-01-31,-1.4112
2008-02-01,3.7284
2008-02-04,1.5083
2008-02-05,-1.1381999999999999
2008-02-06,-3.3898
2008-02-07,0.3972
2008-02-08,4.451
2008-02-11,4.072
2008-02-12,0.8189
2008-02-13,2.7377000000000002
2008-02-14,-0.9663
2008-02-15,-0.207
2008-02-19,-0.7704
2008-02-20,-6.4497
2008-02-21,-2.9684
2008-02-22,-3.6184
2008-02-25,4.1638
2008-02-26,0.2294
2008-02-27,-1.5691000000000002
2008-02-28,-0.631
2008-02-29,-5.0802
2008-03-03,-2.9225
2008-03-04,0.6892
2008-03-05,-1.1527
2008-03-06,-6.7055
2008-03-07,-5.5859
2008-03-10,-6.7853
2008-03-11,3.1957
2008-03-12,5.5484
2008-03-13,4.401
2008-03-14,-2.1468
2008-03-17,-8.8153
2008-03-18,7.9615
2008-03-19,-3.8493
2008-03-20,1.2642
2008-03-24,9.1968
2008-03-25,-0.8384
2008-03-26,2.4596
2008-03-27,-4.3136
2008-03-28,-5.096
2008-03-31,0.7848
2008-04-01,2.0492
2008-04-02,1.1245
2008-04-03,-1.8666
2008-04-04,-2.1449
2008-04-07,-0.2895
2008-04-08,-1.7835
2008-04-09,-1.478
2008-04-10,5.1436
2008-04-11,-5.9519
2008-04-14,-0.7802
2008-04-15,0.2621
2008-04-16,6.3181
2008-04-17,-1.0656
2008-04-18,1.367
2008-04-21,1.7981
2008-04-22,-2.8503
2008-04-23,5.6198
2008-04-24,0.7042
2008-04-25,-2.7195
2008-04-28,3.4744
2008-04-29,-0.8877
2008-04-30,-2.3364
2008-05-01,5.6619
2008-05-02,-0.3774
2008-05-05,-3.9773
2008-05-06,1.3018
2008-05-07,-3.271
2008-05-08,2.2142
2008-05-09,8.9799
2008-05-12,3.1081
2008-05-13,4.2411
2008-05-14,-1.1769
2008-05-15,0.4083
2008-05-16,-1.2199
2008-05-19,0.8576
2008-05-20,0.3741
2008-05-21,-1.7621
2008-05-22,1.4143
2008-05-23,0.1701
2008-05-27,-3.3956
2008-05-28,-0.6327
2008-05-29,2.4761
2008-05-30,-0.3107
2008-06-02,-2.2161
2008-06-03,-3.3994
2008-06-04,1.5029
2008-06-05,3.8281
2008-06-06,-2.6783
2008-06-09,-4.539
2008-06-10,-1.3477999999999999
2008-06-11,-1.1764999999999999
2008-06-12,0.2304
2008-06-13,3.5249
2008-06-16,-1.3694
2008-06-17,-1.3884
2008-06-18,-1.0654
2008-06-19,0.8462
2008-06-20,-1.0297
2008-06-23,-1.3102
2008-06-24,-0.2343
2008-06-25,4.6184
2008-06-26,-1.459
2008-06-27,-0.038
2008-06-30,1.5192
2008-07-01,1.6835
2008-07-02,5.8499
2008-07-03,-0.6257
2008-07-07,-1.4341
2008-07-08,2.626
2008-07-09,-0.5878
2008-07-10,2.0174
2008-07-11,-1.2615
2008-07-14,-3.7638
2008-07-15,3.5163
2008-07-16,2.0451
2008-07-17,8.1861
2008-07-18,-1.5699
2008-07-21,1.1482999999999999
2008-07-22,0.5992
2008-07-23,-1.2539
2008-07-24,-0.1587
2008-07-25,1.8124
2008-07-28,-3.248
2008-07-29,1.5493999999999999
2008-07-30,5.1176
2008-07-31,5.1708
2008-08-01,1.7250999999999999
2008-08-04,-1.6111
2008-08-05,2.4706
2008-08-06,0.785
2008-08-07,-4.8122
2008-08-08,1.6949
2008-08-11,-0.8908
2008-08-12,-0.8698
2008-08-13,-0.7897
2008-08-14,1.592
2008-08-15,0.7835
2008-08-18,-1.814
2008-08-19,-3.3724
2008-08-20,-6.3126
2008-08-21,-3.9845
2008-08-22,0.8097
2008-08-25,-1.071
2008-08-26,0.2368
2008-08-27,-1.1137
2008-08-28,1.6724
2008-08-29,-0.47
2008-09-02,0.4047
2008-09-03,-1.1421000000000001
2008-09-04,-4.6891
2008-09-05,-0.9982
2008-09-08,1.0803
2008-09-09,-1.9238
2008-09-10,2.6153
2008-09-11,0.0708
2008-09-12,1.2381
2008-09-15,-2.6904
2008-09-16,-0.3591
2008-09-17,-9.4775
2008-09-18,12.0223
2008-09-19,8.3156
2008-09-22,-3.5105
2008-09-23,0.544
2008-09-24,-0.744
2008-09-25,2.862
2008-09-26,0.1325
2008-09-29,0.0662
2008-09-30,-4.2975
2008-10-01,-4.2487
2008-10-02,-4.4372
2008-10-03,-3.02
2008-10-06,-7.5127
2008-10-07,-4.0404
2008-10-08,3.5965
2008-10-09,-5.8002
2008-10-10,6.9213000000000005
2008-10-13,7.2299
2008-10-14,-3.8024
2008-10-15,-9.291
2008-10-16,8.8949
