ticker,FUTU US Equity
2019-07-25,-1.1434
2019-07-26,1.4235
2019-07-29,-0.3509
2019-07-30,-0.088
2019-07-31,-0.1762
2019-08-01,-2.9126
2019-08-02,-3.0
2019-08-05,-7.2165
2019-08-06,2.1212
2019-08-07,0.8902
2019-08-08,1.4706000000000001
2019-08-09,-2.4154999999999998
2019-08-12,-0.7921
2019-08-13,3.493
2019-08-14,-3.568
2019-08-15,0.7
2019-08-16,6.1569
2019-08-19,-0.0935
2019-08-20,2.809
2019-08-21,2.0036
2019-08-22,-0.4464
2019-08-23,1.5247000000000002
2019-08-26,-6.4488
2019-08-27,3.1161
2019-08-28,1.5568
2019-08-29,-0.8115
2019-08-30,-1.8182
2019-09-03,-1.5741
2019-09-04,6.0207
2019-09-05,-1.0648
2019-09-06,0.3587
2019-09-09,2.681
2019-09-10,1.3925
2019-09-11,2.7468
2019-09-12,-0.8354
2019-09-13,1.011
2019-09-16,1.7515
2019-09-17,1.8033000000000001
2019-09-18,-2.0129
2019-09-19,1.6434
2019-09-20,-0.7276
2019-09-23,-1.3844
2019-09-24,-5.5326
2019-09-25,-1.9231
2019-09-26,-0.2674
2019-09-27,-3.7534
2019-09-30,1.857
2019-10-01,-3.464
2019-10-02,-1.7941
2019-10-03,0.5769
2019-10-04,0.6692
2019-10-07,-0.4748
2019-10-08,-0.1908
2019-10-09,1.6252
2019-10-10,1.0348
2019-10-11,0.1862
2019-10-14,-0.3717
2019-10-15,0.8396
2019-10-16,-0.7401
2019-10-17,-0.5126
2019-10-18,0.6089
2019-10-21,0.3724
2019-10-22,-0.3711
2019-10-23,1.0242
2019-10-24,-1.106
2019-10-25,0.0932
2019-10-28,1.2104
2019-10-29,-0.552
2019-10-30,-0.185
2019-10-31,-0.1854
2019-11-01,-0.1857
2019-11-04,1.3023
2019-11-05,2.8466
2019-11-06,0.8036
2019-11-07,2.3915
2019-11-08,-2.1626
2019-11-11,-2.2989
2019-11-12,0.4525
2019-11-13,-1.3514
2019-11-14,0.7306
2019-11-15,0.816
2019-11-18,-0.6295
2019-11-19,-0.4525
2019-11-20,-0.6364
2019-11-21,1.9213
2019-11-22,-4.3088
2019-11-25,0.0
2019-11-26,-0.9381
2019-11-27,-0.2841
2019-11-29,-0.7597
2019-12-02,-3.0622
2019-12-03,0.0987
2019-12-04,0.5917
2019-12-05,0.6863
2019-12-06,0.3895
2019-12-09,-2.0369
2019-12-10,0.099
2019-12-11,0.0989
2019-12-12,-0.3953
2019-12-13,0.6944
2019-12-16,-0.9852
2019-12-17,0.4975
2019-12-18,-0.7921
2019-12-19,0.7984
2019-12-20,-0.9901
2019-12-23,-0.8
2019-12-24,0.6048
2019-12-26,-0.4008
2019-12-27,-0.1006
2019-12-30,0.4028
2019-12-31,3.5105
2020-01-02,3.4884
2020-01-03,-4.7753
2020-01-06,1.7699
2020-01-07,0.5797
2020-01-08,0.6724
2020-01-09,0.9542
2020-01-10,-2.2684
2020-01-13,2.2244
2020-01-14,0.5676
2020-01-15,5.8325
2020-01-16,6.7556
2020-01-17,1.4155
2020-01-21,-5.5829
2020-01-22,1.8260999999999998
2020-01-23,-4.3553
2020-01-24,-1.3393
2020-01-27,-1.991
2020-01-28,1.2004
2020-01-29,5.4745
2020-01-30,-3.8927
2020-01-31,0.0
2020-02-03,-1.8002
2020-02-04,1.0082
2020-02-05,0.8167
2020-02-06,0.9001
2020-02-07,1.3381
2020-02-10,2.2007
2020-02-11,15.1593
2020-02-12,-4.1137
2020-02-13,-1.3261
2020-02-14,1.0277
2020-02-18,3.1299
2020-02-19,1.7450999999999999
2020-02-20,-4.9216999999999995
2020-02-21,-0.0784
2020-02-24,-5.8085
2020-02-25,1.6667
2020-02-26,0.8197
2020-02-27,-0.813
2020-02-28,-5.1639
2020-03-02,5.4451
2020-03-03,-0.9016
2020-03-04,2.3987
2020-03-05,1.9386
2020-03-06,3.0111
2020-03-09,-16.7692
2020-03-10,8.5028
2020-03-11,-1.8739
2020-03-12,-9.5486
2020-03-13,0.7678
2020-03-16,3.2381
2020-03-17,4.797
2020-03-18,-21.743
2020-03-19,-1.3498
2020-03-20,-1.1403
2020-03-23,-3.8062
2020-03-24,6.7146
2020-03-25,6.7416
2020-03-26,3.1579
2020-03-27,-3.7755
2020-03-30,-2.0148
2020-03-31,2.4892
2020-04-01,4.5407
2020-04-02,2.4242
2020-04-03,3.9448
2020-04-06,2.4668
2020-04-07,-2.4074
2020-04-08,0.759
2020-04-09,-0.1883
2020-04-13,-1.6981000000000002
2020-04-14,1.7274
2020-04-15,-0.9434
2020-04-16,1.619
2020-04-17,0.2812
2020-04-20,-1.7757
2020-04-21,-3.5205
2020-04-22,5.3254
2020-04-23,-3.3708
2020-04-24,1.6473
2020-04-27,-0.1907
2020-04-28,0.0
2020-04-29,2.6743
2020-04-30,3.7209
2020-05-01,-6.3677
2020-05-04,-0.1916
2020-05-05,2.7831
2020-05-06,3.1746
2020-05-07,2.8959
2020-05-08,5.365
2020-05-11,2.6711
2020-05-12,0.813
2020-05-13,-0.9677
2020-05-14,3.9088000000000003
2020-05-15,2.7429
2020-05-18,-3.0511
2020-05-19,11.0936
2020-05-20,7.3654
2020-05-21,-7.6517
2020-05-22,-1.2857
2020-05-26,6.3676
2020-05-27,-1.0204
2020-05-28,2.268
2020-05-29,7.4597
2020-06-01,5.3158
2020-06-02,12.5297
2020-06-03,5.8047
2020-06-04,-9.2768
2020-06-05,-1.0445
2020-06-08,10.1111
2020-06-09,0.2523
2020-06-10,-1.0569
2020-06-11,-7.6297
2020-06-12,3.4692
2020-06-15,9.8989
2020-06-16,6.247
2020-06-17,-0.9116
2020-06-18,-0.414
2020-06-19,2.3095
2020-06-22,1.3093
2020-06-23,8.3333
2020-06-24,-0.9872
2020-06-25,3.6975
2020-06-26,-2.6042
2020-06-29,-4.7717
2020-06-30,2.2462
2020-07-01,-1.8166
2020-07-02,14.716
2020-07-06,10.1275
2020-07-07,4.8365
2020-07-08,0.1624
2020-07-09,2.2056
2020-07-10,-3.7766
2020-07-13,-1.0554
2020-07-14,-1.4333
2020-07-15,0.6764
2020-07-16,-1.2765
2020-07-17,-4.9337
2020-07-20,3.6149
2020-07-21,2.6252
2020-07-22,-4.342
2020-07-23,-3.8705
2020-07-24,4.978
2020-07-27,3.6959999999999997
2020-07-28,-0.1345
2020-07-29,7.6094
2020-07-30,5.7572
2020-07-31,1.6864
