ticker,PSCR US Equity
2017-04-21,3.9683
2017-04-24,4.6892
2017-04-25,31.4583
2017-04-26,-11.252
2017-04-27,-14.2857
2017-04-28,-13.3333
2017-05-01,-3.8462
2017-05-02,0.0
2017-05-04,0.0
2017-05-05,30.0
2017-05-08,-23.0769
2017-05-10,10.0
2017-05-12,-9.0909
2017-05-16,30.0
2017-05-17,-1.5385
2017-05-18,-35.9375
2017-05-19,4.878
2017-05-22,5.5233
2017-05-25,-5.2342
2017-05-30,-6.9767
2017-05-31,-0.3125
2017-06-05,0.3135
2017-06-08,12.25
2017-06-09,-4.8998
2017-06-12,5.3864
2017-06-13,-22.2222
2017-06-14,-14.2857
2017-06-15,33.3333
2017-06-16,-25.0
2017-06-19,15.3333
2017-06-20,-4.6243
2017-06-21,0.0
2017-06-22,0.0
2017-06-23,0.0
2017-06-26,-6.0606
2017-06-27,9.6774
2017-06-28,0.0
2017-06-30,17.647100000000002
2017-07-05,-15.0
2017-07-06,0.0
2017-07-10,-8.8235
2017-07-11,0.0
2017-07-12,22.5806
2017-07-13,-15.7895
2017-07-18,-3.125
2017-07-19,0.0
2017-07-21,0.0
2017-07-24,-3.2258
2017-07-25,0.0
2017-07-26,18.0
2017-07-27,-15.2542
2017-07-28,0.0
2017-08-03,0.0
2017-08-04,0.0
2017-08-08,13.3333
2017-08-10,-41.1765
2017-08-11,10.0
2017-08-14,9.0909
2017-08-15,0.0
2017-08-16,50.0
2017-08-21,38.8889
2017-08-22,-4.0
2017-08-30,-43.75
2017-08-31,0.0
2017-09-01,122.2222
2017-09-06,4.1667
2017-09-07,-47.2
2017-09-08,0.0
2017-09-11,9.0909
2017-09-12,0.0
2017-09-14,-5.5556
2017-09-15,0.0
2017-09-20,-2.9412000000000003
2017-09-21,84.8485
2017-09-22,-11.8197
2017-09-27,-44.2276
2017-09-28,29.0
2017-09-29,-1.8088
2017-10-02,0.0
2017-10-04,-21.0526
2017-10-05,0.3333
2017-10-06,26.2458
2017-10-09,-21.0526
2017-10-10,-10.0
2017-10-11,48.1481
2017-10-12,-27.5
2017-10-13,0.0
2017-10-16,-8.6207
2017-10-18,-13.2075
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,0.0
2017-10-25,30.4348
2017-10-26,0.0
2017-10-27,0.0
2017-10-30,0.0
2017-10-31,11.5
2017-11-01,-1.3453
2017-11-02,0.0
2017-11-06,0.0
2017-11-08,7.6667
2017-11-13,-7.1207
2017-11-14,0.0
2017-11-15,0.0
2017-11-16,13.6364
2017-11-20,-17.3333
2017-11-22,27.4194
2017-11-24,0.0
2017-11-28,-18.9873
2017-11-29,-3.125
2017-11-30,0.0
2017-12-01,0.0
2017-12-04,41.9355
2017-12-05,-31.8182
2017-12-07,3.3333
2017-12-08,0.0
2017-12-11,-3.2258
2017-12-12,6.8233
2017-12-13,0.0
2017-12-14,-18.8692
2017-12-15,-11.538499999999999
2017-12-18,30.4348
2017-12-19,0.0
2017-12-20,183.3333
2017-12-21,0.0
2017-12-26,-10.5882
2017-12-28,-42.1053
2017-12-29,-9.0909
2018-01-02,5.75
2018-01-03,-5.4374
2018-01-04,0.0
2018-01-05,0.5
2018-01-09,31.9652
2018-01-10,31.951
2018-01-12,-42.8571
2018-01-18,25.0
2018-01-19,0.0
2018-01-22,0.0
2018-01-23,2.0
2018-01-25,1.9607999999999999
2018-01-26,0.0
2018-01-29,5.75
2018-01-30,-7.2559000000000005
2018-01-31,56.4706
2018-02-01,-31.0777
2018-02-02,0.0
2018-02-07,-7.2727
2018-02-08,-1.9607999999999999
2018-02-09,-8.8
2018-02-13,-1.3158
2018-02-14,-2.0444
2018-02-16,-6.9873
2018-02-20,0.0
2018-02-22,-2.439
2018-02-28,0.0
2018-03-01,0.0
2018-03-02,0.0
2018-03-05,-12.5
2018-03-06,11.4286
2018-03-07,-10.2564
2018-03-08,0.0
2018-03-12,0.0
2018-03-13,-11.4286
2018-03-14,-3.2258
2018-03-19,0.0
2018-03-28,-26.6667
2018-04-03,0.0
2018-04-06,-4.5455
2018-04-09,-4.7619
2018-04-10,0.0
2018-04-12,0.0
2018-04-13,0.0
2018-04-23,-25.0
2018-04-25,-13.3333
2018-04-26,30.7692
2018-04-30,-5.8824
2018-05-01,6.25
2018-05-02,0.0
2018-05-14,-11.7647
2018-05-18,0.0
2018-05-24,-20.0
2018-05-25,25.0
2018-05-29,-20.0
2018-05-30,16.6667
2018-06-04,-2.1429
2018-06-06,-0.7299
2018-06-07,0.7353
2018-06-08,45.9854
2018-06-13,-25.0
2018-06-14,-26.0
2018-06-18,35.1351
2018-06-20,-40.0
2018-06-25,7.7778
2018-06-27,-17.5258
2018-07-03,25.0
2018-07-05,1.0
2018-07-09,-19.802
2018-07-10,-1.2346
2018-07-12,1.25
2018-07-17,60.4938
2018-07-24,7.6923
2018-08-16,-42.1429
2018-08-17,35.8025
2018-08-31,-26.3636
2018-09-04,0.0
2018-09-07,0.0
2018-09-11,0.0
2018-09-12,0.0
2018-09-13,-1.2346
2018-09-20,0.0
2018-09-21,0.0
2018-09-25,-12.5
2018-09-26,0.0
2018-09-27,0.0
2018-10-09,2.1429
2018-10-12,9.0909
2018-10-15,0.0
2018-10-25,0.0
2018-10-31,0.0
2018-11-07,0.0
2018-11-13,-9.7436
2018-11-15,-0.5682
2018-11-19,0.0
2018-11-30,-27.1429
2018-12-04,19.6078
2018-12-06,-14.7541
2018-12-11,17.3077
2018-12-12,-16.2295
2018-12-20,1.4677
2018-12-21,-1.6393
2018-12-24,0.0
2018-12-26,0.0
2019-01-04,15.6863
2019-01-08,-28.8136
2019-01-09,-4.7619
2019-01-18,0.0
2019-01-30,-7.5
2019-02-12,0.0
2019-03-08,-16.2162
2019-03-21,58.0645
2019-03-22,-36.7347
2019-03-28,0.0
2019-03-29,-14.1935
2019-04-03,-6.015
2019-04-04,-32.0
2019-04-16,5.8824
2019-04-17,0.0
2019-04-25,0.0
2019-05-06,-16.6667
2019-05-14,6.6667
2019-05-15,187.5
2019-06-11,-60.8696
2019-06-26,13.5556
2019-07-03,-2.1526
2019-07-11,5.0
2019-07-15,0.0
2019-07-19,4.7619
2019-07-26,4.7273
2019-07-30,-1.6926999999999999
2019-08-15,-2.8698
2019-08-26,0.0
2019-08-30,59.0909
2019-09-03,-37.1429
2019-09-09,2.2727
2019-09-17,-0.2222
2019-09-26,-2.0045
2019-10-07,31.8182
2019-10-14,-0.3448
2019-10-15,-30.7958
2019-10-21,0.0
2019-10-30,-5.0
2019-11-06,-10.526299999999999
2019-11-07,0.0
2019-11-11,-5.8824
2019-11-12,68.75
2019-11-15,-20.3704
2019-11-20,0.0
2019-11-26,-25.5814
2019-12-10,0.0
2019-12-12,3.4375
2019-12-16,63.142
2019-12-17,-40.7407
2019-12-19,0.0
2019-12-20,0.0
2019-12-26,0.0
2019-12-30,0.0
2020-01-02,0.0
2020-01-06,34.375
2020-01-13,25.5814
2020-01-16,0.0
2020-01-21,-40.7407
2020-01-28,0.0
2020-02-06,0.0
2020-02-24,0.0
2020-02-27,0.0
2020-03-04,15.0
2020-03-17,3.2609
2020-03-24,-15.7895
2020-03-26,0.0
2020-04-08,68.75
2020-04-15,-33.3333
2020-04-16,111.1111
2020-04-23,-34.2105
2020-04-28,48.0
2020-05-26,-43.2432
2020-05-27,0.0
2020-06-02,0.0
2020-06-03,0.0
2020-06-16,0.0
2020-06-22,4.7619
2020-06-23,9.0909
2020-07-02,41.6667
2020-07-15,0.0
2020-07-20,-29.4118
2020-07-21,20.4167
2020-07-23,-23.8754
2020-07-27,0.0
2020-07-30,0.0
