ticker,DKGH US Equity
2017-07-06,15.1515
2017-07-07,-63.4211
2017-07-10,5.7554
2017-07-11,-2.0408
2017-07-12,-12.1528
2017-07-13,2.7668
2017-07-14,-6.9231
2017-07-17,20.6612
2017-07-18,6.1644
2017-07-19,41.9355
2017-07-20,13.6364
2017-07-21,40.0
2017-07-24,-6.0
2017-07-25,12.462
2017-07-26,8.1081
2017-07-27,0.0
2017-07-28,-16.25
2017-07-31,-10.4478
2017-08-01,-6.6667
2017-08-02,14.2857
2017-08-03,-56.25
2017-08-04,101.0204
2017-08-07,-4.2132
2017-08-08,0.053
2017-08-09,-15.0
2017-08-10,-11.5155
2017-08-11,3.6169000000000002
2017-08-14,8.0633
2017-08-23,-5.6604
2017-08-25,2.7467
2017-08-28,0.1817
2017-08-29,3.6269
2017-08-31,15.0
2017-09-01,33.1522
2017-09-06,2.0408
2017-09-15,0.0
2017-09-19,0.0
2017-09-27,12.0
2017-09-29,0.0
2017-10-03,7.1429
2017-10-04,3.3333
2017-10-05,9.0323
2017-10-06,-5.3254
2017-10-09,8.1875
2017-10-10,0.5199
2017-10-11,0.5747
2017-10-12,-5.7143
2017-10-13,6.0606
2017-10-17,0.0
2017-10-19,0.0
2017-10-20,0.0
2017-10-23,30.8571
2017-10-24,8.2969
2017-10-25,0.8065
2017-10-26,1.92
2017-10-27,7.9277999999999995
2017-10-30,-1.8182
2017-10-31,-1.8519
2017-11-01,11.317
2017-11-02,1.3559999999999999
2017-11-03,-1.3345
2017-11-06,1.6949
2017-11-07,5.6667
2017-11-08,0.9464
2017-11-09,10.9375
2017-11-10,-1.0704
2017-11-13,16.4579
2017-11-14,-2.2005
2017-11-15,1.25
2017-11-17,-0.2469
2017-11-20,-0.0025
2017-11-21,0.25
2017-11-22,8.642
2017-11-27,5.2273
2017-11-28,2.5918
2017-11-29,3.1579
2017-11-30,4.0816
2017-12-01,5.8824
2017-12-04,10.1833
2017-12-05,-15.965
2017-12-06,19.8
2017-12-07,4.3389
2017-12-08,-4.1585
2017-12-11,-3.172
2017-12-12,3.7931
2017-12-13,-1.9933999999999998
2017-12-14,4.2373
2017-12-15,-0.813
2017-12-19,-0.8197
2017-12-20,0.8264
2017-12-26,6.5574
2017-12-28,-7.6923
2017-12-29,3.3317
2018-01-02,-4.8372
2018-01-03,-1.6949
2018-01-05,-3.4483
2018-01-09,-7.5
2018-01-10,-23.3591
2018-01-11,5.7909
2018-01-16,30.9555
2018-01-17,0.0
2018-01-18,0.0
2018-01-23,16.3636
2018-01-26,-6.25
2018-01-29,0.0
2018-01-30,0.0
2018-02-02,0.0
2018-02-05,8.3333
2018-02-06,-7.6923
2018-02-07,16.6667
2018-02-08,1.4285999999999999
2018-02-09,12.6761
2018-02-13,0.0
2018-02-14,0.0
2018-02-15,-6.25
2018-02-16,8.0
2018-02-20,2.4691
2018-02-21,6.0241
2018-02-23,2.2727
2018-02-26,5.5556
2018-02-27,0.0
2018-02-28,2.1053
2018-03-01,2.0619
2018-03-02,1.0101
2018-03-05,0.0
2018-03-07,1.0
2018-03-09,0.8911
2018-03-13,3.0422
2018-03-15,2.3810000000000002
2018-03-16,1.8605
2018-03-19,2.6484
2018-03-21,0.089
2018-03-23,2.2222
2018-03-27,-0.8696
2018-03-28,2.6316
2018-03-29,0.3419
2018-04-02,-2.0443
2018-04-04,1.7391
2018-04-05,0.0
2018-04-06,2.5641
2018-04-10,-1.6667
2018-04-11,0.8475
2018-04-12,1.2605
2018-04-13,1.2448
2018-04-18,-9.8361
2018-04-19,6.8182
2018-04-20,3.8298
2018-04-23,0.0
2018-04-24,0.4098
2018-04-25,0.0
2018-04-26,0.0
2018-04-30,0.8163
2018-05-01,-27.4494
2018-05-04,33.9286
2018-05-07,-8.3333
2018-05-08,9.0909
2018-05-09,4.1667
2018-05-11,0.0
2018-05-14,12.0
2018-05-24,-39.2857
2018-05-25,35.8824
2018-05-29,10.1299
2018-05-30,-28.2233
2018-05-31,18.839
2018-06-01,15.2074
2018-06-04,-48.0
2018-06-05,30.7692
2018-06-07,1.7647
2018-06-08,1.7341
2018-06-11,0.9091
2018-06-12,0.9009
2018-06-13,-5.1339
2018-06-14,-1.1764999999999999
2018-06-15,3.0952
2018-06-19,0.2309
2018-06-20,1.1521
2018-06-21,2.5057
2018-06-25,0.0
2018-06-26,-14.3333
2018-06-27,0.0
2018-06-28,10.1167
2018-06-29,2.4735
2018-07-02,-12.1839
2018-07-03,3.7958
2018-07-05,-0.3783
2018-07-06,0.0
2018-07-10,-8.7342
2018-07-11,10.8183
2018-07-12,0.0
2018-07-13,1.3767
2018-07-16,-1.358
2018-07-17,0.1252
2018-07-19,0.0
2018-07-23,0.0
2018-07-24,0.0
2018-07-25,1.625
2018-07-26,0.123
2018-07-30,0.7371
2018-08-01,6.0976
2018-08-02,0.0
2018-08-03,-2.2989
2018-08-07,-17.647100000000002
2018-08-08,14.2857
2018-08-09,0.0
2018-08-10,0.0
2018-08-13,0.0
2018-08-14,0.0
2018-08-15,0.0
2018-08-23,-12.5
2018-08-28,-14.2857
2018-08-29,7.0
2018-08-30,-21.9626
2018-08-31,9.7804
2018-09-04,12.9091
2018-09-05,-7.4074
2018-09-06,0.0
2018-09-07,0.0
2018-09-10,0.0
2018-09-11,-4.3478
2018-09-12,3.2727
2018-09-14,4.7535
2018-09-19,-10.5882
2018-09-21,4.3233
2018-09-24,0.0
2018-09-25,3.964
2018-09-26,-5.8925
2018-09-27,-4.6041
2018-10-10,-2.5097
2018-10-11,0.0
2018-10-12,0.0
2018-10-15,0.0
2018-10-16,0.0
2018-10-17,0.0
2018-10-18,0.9901
2018-10-22,0.0
2018-10-24,0.0
2018-10-30,-2.1569
2018-10-31,2.2044
2018-11-02,1.7647
2018-11-05,0.0
2018-11-06,0.0
2018-11-08,-3.6609
2018-11-09,1.0
2018-11-13,0.0
2018-11-19,-5.9406
2018-11-21,-5.2632
2018-11-23,3.3333
2018-11-26,1.0753
2018-11-28,0.0
2018-11-29,-12.766
2018-11-30,14.6341
2018-12-03,1.0638
2018-12-10,-14.7368
2018-12-11,14.8148
2018-12-12,-3.2258
2018-12-14,3.3333
2018-12-20,-3.4409
2018-12-21,0.0
2018-12-26,3.5635
2019-01-07,3.871
2019-02-11,-1.6562999999999999
2019-02-14,1.0526
2019-02-15,-2.0833
2019-02-19,-4.2553
2019-02-22,-8.8889
2019-02-25,-7.3171
2019-02-27,0.0
2019-02-28,7.8947
2019-03-06,-7.3171
2019-03-07,0.0
2019-03-08,0.0
2019-03-11,-3.9474
2019-03-12,0.0
2019-03-13,-5.4795
2019-03-14,0.0
2019-03-15,-5.7971
2019-03-18,-1.5385
2019-03-19,0.7813
2019-03-20,0.7752
2019-03-21,-1.5385
2019-03-22,-6.25
2019-03-29,-0.6667
2019-04-02,-16.1074
2019-04-03,0.0
2019-04-04,-2.0
2019-04-15,-14.2857
2019-04-16,-4.7619
2019-04-17,-5.0
2019-04-18,-5.2632
2019-05-06,-2.7778
2019-06-12,-42.8571
2019-06-21,-50.0
2019-06-24,0.0
2019-07-03,-20.0
2019-07-05,-25.0
2019-07-08,0.0
2019-07-09,0.0
2019-07-10,0.0
2019-07-11,0.0
2019-07-12,0.0
2019-07-19,-16.6667
2019-07-25,-20.0
2019-07-26,-10.0
2019-08-16,-33.3333
2019-08-23,-33.3333
2019-08-26,-12.5
2019-08-28,-14.2857
2019-08-29,-16.6667
2019-08-30,200.0
2019-09-03,12.0
2019-09-04,-58.3333
2019-09-05,-14.2857
2019-09-06,-6.0
2019-09-10,22.234
2019-09-20,-18.1897
2019-09-24,0.0
2019-10-03,-11.3475
2019-10-08,0.0
2019-10-14,100.0
2019-10-25,-60.4
2019-11-05,26.2626
2019-12-04,0.0
2019-12-16,59.2
2019-12-17,-50.2513
2019-12-20,0.0
2019-12-30,0.0
2020-01-02,0.0
2020-01-06,0.0
2020-01-10,1.0101
2020-01-14,0.0
2020-01-30,2375.0
2020-02-06,-95.9596
2020-03-05,0.5
2020-03-17,397.5124
2020-03-19,-88.3125
2020-03-20,-35.8289
2020-04-06,33.3333
2020-04-21,75.0
2020-04-24,-21.4286
2020-05-01,27.2727
2020-05-05,-42.8571
2020-05-06,0.0
2020-05-28,0.0
2020-06-03,0.0
2020-06-09,895.0
2020-06-12,-82.4121
2020-06-25,0.0
2020-07-08,471.4286
2020-07-13,-82.5
