ticker,SWTX US Equity
2020-02-04,-0.8605
2020-02-05,1.4666000000000001
2020-02-06,-4.2773
2020-02-07,1.7565
2020-02-10,-6.0569
2020-02-11,-1.8375
2020-02-12,9.3596
2020-02-13,-4.6847
2020-02-14,-0.9137
2020-02-18,5.787
2020-02-19,-1.3225
2020-02-20,0.0305
2020-02-21,0.8526
2020-02-24,1.6606
2020-02-25,-7.9893
2020-02-26,2.5823
2020-02-27,-0.0944
2020-02-28,0.6614
2020-03-02,5.3191
2020-03-03,22.4302
2020-03-04,-1.8199
2020-03-05,-6.2036999999999995
2020-03-06,-6.6667
2020-03-09,-6.917
2020-03-10,0.8493
2020-03-11,-0.0602
2020-03-12,-13.4517
2020-03-13,-2.573
2020-03-16,-27.0521
2020-03-17,6.9472000000000005
2020-03-18,0.4575
2020-03-19,15.8925
2020-03-20,3.7328
2020-03-23,2.7652
2020-03-24,3.9808
2020-03-25,5.0691
2020-03-26,1.6869
2020-03-27,-7.1002
2020-03-30,-0.0357
2020-03-31,-3.537
2020-04-01,-14.8889
2020-04-02,14.3168
2020-04-03,-1.8652
2020-04-06,9.2708
2020-04-07,-5.9993
2020-04-08,11.3293
2020-04-09,0.9159
2020-04-13,-6.084
2020-04-14,6.9435
2020-04-15,-10.0067
2020-04-16,1.9338
2020-04-17,0.8756
2020-04-20,1.4104999999999999
2020-04-21,0.4636
2020-04-22,1.8814
2020-04-23,9.5122
2020-04-24,-0.1273
2020-04-27,1.5929
2020-04-28,1.7247
2020-04-29,-1.2022
2020-04-30,-5.585
2020-05-01,-0.1652
2020-05-04,0.4634
2020-05-05,-0.7249
2020-05-06,0.9293
2020-05-07,4.0118
2020-05-08,0.9801
2020-05-11,3.1935000000000002
2020-05-12,7.3422
2020-05-13,-6.0486
2020-05-14,10.0181
2020-05-15,2.297
2020-05-18,-4.8115
2020-05-19,2.8363
2020-05-20,3.8504
2020-05-21,4.6016
2020-05-22,0.0251
2020-05-26,-1.7591999999999999
2020-05-27,-5.9350000000000005
2020-05-28,0.2176
2020-05-29,3.3106999999999998
2020-06-01,2.4429
2020-06-02,5.2051
2020-06-03,-2.0229
2020-06-04,-6.5174
2020-06-05,-0.7983
2020-06-08,5.9549
2020-06-09,8.6329
2020-06-10,5.5931
2020-06-11,-14.8312
2020-06-12,11.3242
2020-06-15,3.352
2020-06-16,5.9234
2020-06-17,1.5309
2020-06-18,1.7173
2020-06-19,-7.5149
2020-06-22,2.8272
2020-06-23,-3.7237
2020-06-24,-1.8664
2020-06-25,2.0623
2020-06-26,-14.7957
2020-06-29,10.6719
2020-06-30,0.0
2020-07-01,-1.4762
2020-07-02,-2.0058
2020-07-06,-3.5758
2020-07-07,-2.4808
2020-07-08,8.8382
2020-07-09,-5.012
2020-07-10,-2.5875
2020-07-13,-5.8854
2020-07-14,3.016
2020-07-15,3.1963
2020-07-16,-0.6767
2020-07-17,0.4979
2020-07-20,-1.0952
2020-07-21,-0.29
2020-07-22,0.1058
2020-07-23,-2.6413
2020-07-24,-0.8681
2020-07-27,3.6125
2020-07-28,6.9731
2020-07-29,4.7654
2020-07-30,1.037
2020-07-31,-0.5598
