ticker,MPHX US Equity
2018-12-12,0.5297
2018-12-13,-0.9484
2018-12-20,-1.2766
2018-12-24,0.0
2018-12-26,1.2931
2018-12-28,0.0
2018-12-31,0.4255
2019-01-04,-1.0169
2019-01-11,-0.6849
2019-01-14,-0.6897
2019-01-15,-1.9097
2019-01-17,-0.885
2019-01-28,0.1786
2019-01-29,6.9519
2019-01-31,0.0
2019-02-01,-1.5
2019-02-05,0.1692
2019-02-06,0.0845
2019-02-07,1.2658
2019-02-12,0.0
2019-02-14,0.0
2019-02-22,0.0
2019-02-25,2.0833
2019-02-27,-1.8776000000000002
2019-02-28,3.1614
2019-03-05,-3.0645
2019-03-08,0.6656
2019-03-14,-0.4132
2019-03-15,0.0
2019-03-26,-0.4149
2019-03-28,-0.8333
2019-03-29,0.0
2019-04-02,0.084
2019-04-03,1.1755
2019-04-12,1.2448
2019-04-15,0.0
2019-04-16,0.0
2019-04-18,0.0
2019-05-09,1.5574
2019-05-13,-0.7264
2019-05-14,0.7317
2019-05-15,0.0807
2019-05-17,0.8065
2019-05-23,1.6
2019-05-24,1.1811
2019-05-31,0.0
2019-06-13,0.0
2019-06-14,0.0
2019-06-19,0.0
2019-06-20,0.0
2019-06-21,0.0
2019-06-24,0.0
2019-06-26,0.0
2019-06-27,0.0
2019-06-28,0.0
2019-07-01,0.0
2019-07-02,0.7782
2019-07-03,0.0
2019-07-08,0.0
2019-07-09,0.3861
2019-07-12,2.3077
2019-07-16,-1.1278
2019-07-26,0.0
2019-08-01,0.8365
2019-08-05,-0.0754
2019-08-12,-0.3774
2019-08-14,0.0
2019-08-15,0.0
2019-08-16,0.0
2019-08-22,0.0
2019-08-23,0.0
2019-08-26,-0.9848
2019-08-27,0.0
2019-09-16,0.9946
2019-09-18,0.3788
2019-09-19,-0.3774
2019-09-20,0.3788
2019-09-25,0.3774
2019-09-27,0.0008
2019-10-01,0.6007
2019-10-02,-0.3737
2019-10-07,0.9002
2019-10-08,0.0
2019-10-11,0.0
2019-10-15,0.3717
2019-10-23,0.3704
2019-10-24,0.738
2019-10-30,1.8315000000000001
2019-10-31,2.518
2019-11-01,1.4035
2019-11-04,2.0069
2019-11-05,0.0678
2019-11-13,0.0
2019-11-21,0.0
2019-11-26,1.0169
2019-12-03,0.6711
2019-12-04,-1.3333
2019-12-05,1.3514
2019-12-06,-3.2
2019-12-13,0.551
2019-12-16,-0.3425
2019-12-17,0.3436
2019-12-19,0.0
2020-01-02,0.0
2020-01-03,2.0548
2020-01-07,2.2819
2020-01-08,1.706
2020-01-10,0.0
2020-01-17,-4.8387
2020-01-23,1.6949
2020-01-27,0.0
2020-01-29,-1.3333
2020-01-30,-0.2703
2020-01-31,0.0
2020-02-03,-0.0678
2020-02-04,-0.339
2020-02-05,-0.6803
2020-02-06,-0.6849
2020-02-11,0.0
2020-02-13,0.0
2020-02-18,-4.1379
2020-02-19,0.0
2020-02-21,0.7194
2020-02-24,-0.7143
2020-02-26,-1.0791
2020-02-27,-0.2909
2020-02-28,-0.8753
2020-03-02,-2.5018000000000002
2020-03-03,0.0
2020-03-04,2.6414999999999997
2020-03-09,-5.8088
2020-03-11,-4.3716
2020-03-12,-12.0816
2020-03-16,-7.1495
2020-03-18,-10.0
2020-03-23,-5.4444
2020-03-24,-0.1175
2020-03-25,1.1764999999999999
2020-03-26,4.6512
2020-03-27,5.5556
2020-03-31,4.7368
2020-04-01,-12.0603
2020-04-02,-3.3143000000000002
2020-04-07,6.383
2020-04-08,0.0
2020-04-09,2.7778
2020-04-14,2.7027
2020-04-20,0.0
2020-04-21,0.0
2020-04-22,1.5789
2020-04-23,2.0725
2020-04-24,-2.0305
2020-04-27,3.6269
2020-04-28,0.0
2020-04-29,0.0
2020-04-30,-2.5
2020-05-01,0.0
2020-05-04,-0.9231
2020-05-06,0.3106
2020-05-08,0.3096
2020-05-13,-2.2634
2020-05-15,-1.4737
2020-05-18,-0.1068
2020-05-19,0.107
2020-05-20,1.4957
2020-05-28,0.0
2020-06-03,1.0526
2020-06-08,6.7708
2020-06-11,-3.9024
2020-06-16,-2.335
2020-07-06,0.8316
2020-07-08,0.0
2020-07-14,-0.8247
2020-07-15,0.8316
2020-07-23,0.0
2020-07-29,3.0928
