ticker,IMVT US Equity
2020-01-13,0.3542
2020-01-14,0.5882
2020-01-15,-1.2281
2020-01-16,1.421
2020-01-17,-0.7589
2020-01-21,-5.4706
2020-01-22,-0.6845
2020-01-23,0.0
2020-01-24,0.6892
2020-01-27,-2.3024
2020-01-28,0.7643
2020-01-29,0.885
2020-01-30,-2.2556
2020-01-31,1.2179
2020-02-03,1.1400000000000001
2020-02-04,1.4402
2020-02-05,-2.7778
2020-02-06,1.8413
2020-02-07,0.187
2020-02-10,-1.9912999999999998
2020-02-11,-0.3175
2020-02-12,-0.3185
2020-02-13,-7.2843
2020-02-14,6.4094
2020-02-18,5.7642
2020-02-19,0.6124
2020-02-20,-3.8344
2020-02-21,-2.8481
2020-02-24,-3.3876
2020-02-25,-0.2697
2020-02-26,0.2705
2020-02-27,2.7647
2020-02-28,3.2152
2020-03-02,2.7972
2020-03-03,1.175
2020-03-04,4.1565
2020-03-05,-0.4695
2020-03-06,-4.717
2020-03-09,-0.7426
2020-03-10,-6.1097
2020-03-11,-6.1089
2020-03-12,-5.2334
2020-03-13,9.7015
2020-03-16,-24.898
2020-03-17,-3.1703
2020-03-18,-21.7961
2020-03-19,9.9282
2020-03-20,0.9793
2020-03-23,18.6422
2020-03-24,4.0872
2020-03-25,3.4904
2020-03-26,8.516
2020-03-27,4.4289
2020-03-30,23.1399
2020-03-31,-5.9517
2020-04-01,-7.549
2020-04-02,5.6984
2020-04-03,-6.6404
2020-04-06,-2.3239
2020-04-07,4.6864
2020-04-08,2.2039
2020-04-09,4.717
2020-04-13,0.0644
2020-04-14,10.2894
2020-04-15,5.0146
2020-04-16,4.8862
2020-04-17,-2.1175
2020-04-20,2.0011
2020-04-21,-1.0074
2020-04-22,-2.4103
2020-04-23,2.1405
2020-04-24,2.1494
2020-04-27,-3.1562
2020-04-28,1.0864
2020-04-29,2.0419
2020-04-30,-2.2643
2020-05-01,0.1616
2020-05-04,2.2593
2020-05-05,2.8406000000000002
2020-05-06,8.4399
2020-05-07,-4.3868
2020-05-08,-0.148
2020-05-11,12.253
2020-05-12,-0.088
2020-05-13,-6.696
2020-05-14,-8.593
2020-05-15,-1.8079
2020-05-18,0.526
2020-05-19,-1.7792
2020-05-20,0.3197
2020-05-21,7.5412
2020-05-22,-1.1852
2020-05-26,14.2929
2020-05-27,8.9637
2020-05-28,-2.1268
2020-05-29,5.2071
2020-06-01,1.325
2020-06-02,2.0
2020-06-03,-1.2066
2020-06-04,-4.542
2020-06-05,0.0
2020-06-08,1.9592
2020-06-09,-2.8235
2020-06-10,-0.2825
2020-06-11,-2.59
2020-06-12,-0.2493
2020-06-15,6.7472
2020-06-16,3.3554
2020-06-17,-2.114
2020-06-18,2.8538
2020-06-19,1.3873
2020-06-22,3.5873
2020-06-23,1.5352000000000001
2020-06-24,-2.8481
2020-06-25,1.2667
2020-06-26,-2.1801
2020-06-29,-7.015
2020-06-30,-4.3222
2020-07-01,-3.6961
2020-07-02,0.9382
2020-07-06,3.3376
2020-07-07,4.5789
2020-07-08,5.5903
2020-07-09,-4.0725999999999996
2020-07-10,-1.3508
2020-07-13,-4.734
2020-07-14,-0.6571
2020-07-15,1.2402
2020-07-16,-0.6533
2020-07-17,0.0
2020-07-20,4.7267
2020-07-21,-0.2747
2020-07-22,0.6297
2020-07-23,0.6648
2020-07-24,-5.1671
2020-07-27,0.9422
2020-07-28,-5.3571
2020-07-29,0.6861
2020-07-30,-3.2794
2020-07-31,-0.4403
